Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
85868,Budget sweetener?,brownsugar,brown sugar,double definition,BROWN SUGAR,1
118722,Tale of mystery to undo with difficulty,whodunit,whodunit,double definition,UNRAVELS,0
120297,"Small mammal with horn, active at sea",chevrotain,chevrotain,double definition,NARWHALS,0
15978,When to see the moon near the end of August,night,night,double definition,NEWMO,0
125649,"Breathe in, when gone to sleep in winter",hibernate,hibernate,double definition,INHALETHE,0
29158,Call for something to confirm marriage,ring,ring,double definition,IEDO,0
80040,Official statement concerning volte-face,return,return,double definition,UTURN,0
51600,Identify the precise location,spot,spot,double definition,SITE,0
20865,"Bird, the satirist",swift,swift,double definition,IBIS,0
35724,"One of five, one may feel",sense,sense,double definition,SENSE,1
56157,"Screw is attached, then not - one assessing the cost to secure it?",prisonofficer,prison officer,double definition,NUT AND BOLT,0
41278,Unsuccessful editor's complaint?,badcirculation,bad circulation,double definition,THE END,0
13938,Middle-aged English travel writer,chaucer,chaucer,double definition,BILLBRY,0
25481,"Jack Ketch's security device, perhaps",bower,bower,double definition,NOOSE,0
123331,"Supposedly lucky types, fair people who never speak well of one another (Johnson)",theirish,the irish,double definition,THREE WISE MEN,0
105678,It's not really intended to be read on the surface in a lounge environment,coffeetablebook,coffee table book,double definition,COUCH POTATO,0
75931,Discharge from the Royal Artillery,salvo,salvo,double definition,GUNNER,0
64639,Inferior theme,subject,subject,double definition,SUBPLOT,0
19280,Desert fault,defect,defect,double definition,SANDER,0
139880,"Unable to proceed in recession, king offloaded shares",cuts,cuts,double definition,ASAP,0
64972,Swift sentence?,bird,bird,double definition,LASH,0
16785,Small foreign instrument,piccolo,piccolo,double definition,VIOLIN,0
39571,Understands fares,makesout,makes out,double definition,KNOWS FARES,0
96786,Top contestants' top shots,aces,aces,double definition,BEST,0
113719,Property like flats,assets,assets,double definition,ESTATE,0
86317,Waste which takes a battering?,fritter,fritter,double definition,RUBBISH,0
24205,Songs the Führer sang?,lieder,lieder,double definition,HITLER,0
49124,Tiny thing bagged for a nicker?,tealeaf,tea leaf,double definition,WEE BAG,0
68377,Wooden handle,deal,deal,double definition,HAFT,0
106304,His or her model beneficiary,their,their,double definition,HEIR,0
9317,Demand to be precise,exact,exact,double definition,INSIST,0
31508,Catch Fitzgerald's disease,rubella,rubella,double definition,CATCHIT,0
47339,Bowler getting out,oldhat,old hat,double definition,HAT TRICK,0
6059,Many have soft feathers,down,down,double definition,DOWN,1
87380,Highball on a slope?,skier,skier,double definition,SKIER,1
60045,Ruined but not executed,undone,undone,double definition,UNDONE,1
89222,Caesar's forty said to perform well,excel,excel,double definition,XLNTS,0
84799,Peterhouse represented at Westminster?,safeseat,safe seat,double definition,PETE RO,0
5066,Goalkeeper's bung,stopper,stopper,double definition,GLOVES,0
11779,Like an Oompa-Loompa's house,orange,orange,double definition,TINYHO,0
101282,They end up winning against the odds,bookmakers,bookmakers,double definition,OUTSIDERS,0
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank,draw a blank,double definition,LOST A,0
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank,draw a blank,double definition,LOST A,0
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank,draw a blank,double definition,LOST ONE,0
6411,An inclination to use jargon,cant,cant,double definition,SLANT,0
15311,Fruit served in the harem,sultana,sultana,double definition,ORANGES,0
585,Blunt point,direct,direct,double definition,BLUNTS,0
67284,Express derision at meal,scoff,scoff,double definition,SNEERS,0
32986,Shakespearean promoter of love first transferred into plant,valentine,valentine,double definition,CUPIDITY,0
96508,Set of teeth chatter uncontrollably,ratchet,ratchet,double definition,GIBBER,0
69796,Guide on the ranch?,steer,steer,double definition,COWBOY,0
117649,It's bloody hard to spell!,haemorrhage,haemorrhage,double definition,PHONETICS,0
37789,Not subject to protest,object,object,double definition,UNION,0
19078,Kind disposition,nature,nature,double definition,NATURES,0
30633,French priest sought in Lourdes,cure,cure,double definition,CURS,0
63349,Worthies revealing why schoolchildren are innumerate?,notables,notables,double definition,NUMBERS,0
40892,A rebel one got out of bed,riser,riser,double definition,RISEN,0
3615,Halt contest,game,game,double definition,STOP,0
35506,"Speeches are permitted, as spoken",aloud,aloud,double definition,ORALS,0
73936,A terrible mess follows a meal,dogsdinner,dogs dinner,double definition,AFTER MESS,0
3617,Plucky people may have to pluck this,game,game,double definition,NERD,0
56534,Sally's exposure,outing,outing,double definition,SALVO,0
2034,Regularly check computer screen,monitor,monitor,double definition,MONITOR,1
98397,"Legal documents, reportedly, for Swiss hotelier",ritz,ritz,double definition,INNS,0
37316,Second mate who raises the issue?,stepmother,stepmother,double definition,DEPUTYSHIP,0
94114,Secure report of a congregation that's little more than gross?,clinch,clinch,double definition,PARISH,0
109957,"Grouse shooting imminent, so surrender!",thegamesup,the games up,double definition,GIVE UP ARMS,0
70918,"Work of a forger, bent but possibly lucky",horseshoe,horseshoe,double definition,COUNTERFEIT,0
39930,"Broadly similar, gold cups",largo,largo,double definition,AKIND,0
34344,Rip off clothing item,fleece,fleece,double definition,TEAROFF,0
114861,Isolation: it could be found in an old apple orchard,quarantine,quarantine,double definition,SEPARATED,0
107783,Having a choice makes them cross,electors,electors,double definition,TICKEDOFF,0
28621,The leg properly positioned to receive ball?,onside,onside,double definition,STANCH,0
118218,Expression used to attract attention,look,look,double definition,PSST,0
50860,A Broadcasting House workshop?,studio,studio,double definition,STUDIO,1
98614,Big brother?,abbot,abbot,double definition,ATLAS,0
75661,"Is dismissed, but doesn't go",playson,plays on,double definition,IS IN TO,0
32434,"Member of the police force, if qualified",officer,officer,double definition,OFFICER,1
29626,Furniture with seats?,cabinet,cabinet,double definition,CHAIRS,0
44267,Bottom employing this spacecraft?,shuttle,shuttle,double definition,SHUTTLE,1
82735,Paper train,express,express,double definition,NEWSPAP,0
103633,Row of houses,domestic,domestic,double definition,TERRACES,0
48310,Hold a show trial,rehearse,rehearse,double definition,STAGEING,0
139512,"Young producer, calculating type",multiplier,multiplier,double definition,ACCOUNTANT,0
108607,Harry Potter,niggle,niggle,double definition,WEASLY,0
134171,They leave their coats on the wall,plasterers,plasterers,double definition,CLOAKROOM,0
91507,Flat rate?,rent,rent,double definition,RENT,1
71069,One with woad maybe heard applied to straits,dyer,dyer,double definition,BOSA,0
62109,Such a one may need concerted pain treatment,accidentprone,accident prone,double definition,CHORUS LINE,0
87511,One with a box in the nursery?,arboriculturist,arboriculturist,double definition,PLAYBOXES,0
119028,Where to find a paid informer?,classroom,classroom,double definition,PAYPHONE,0
53845,"An isle - Greenland, perhaps",emerald,emerald,double definition,ICELAND,0
10936,Mix porridge here,stir,stir,double definition,OATS,0
105355,An amount of rye from the nursery?,pocketful,pocketful,double definition,MOTHERIE,0
79097,Dispose of foolish nonsense in contrasting volumes,polishoff,polish off,double definition,RUBBISH,0
60329,Having lately joined a certain choir? Absolutely,dead,dead,double definition,AMEN,0
68726,Results are usually laughable when this missile is launched,custardpie,custard pie,double definition,PIE IN THE FACE,0
118402,The Dogs of War?,terriers,terriers,double definition,GREYHOUNDS,0
119590,Solidly built bunch of idiots?,thickset,thickset,double definition,BRICKBATS,0
135970,"It's deceitful - ""hat"", if clued cryptically?",badfaith,bad faith,double definition,THE LIE,0
26911,The ABC of literature?,letters,letters,double definition,ALPHABET,0
75971,One used to avoid getting the ticket,parkingmeter,parking meter,double definition,SEASON TICKET,0
85018,Dismiss one on the register,cashier,cashier,double definition,EXCISE,0
64851,"Religious leader, follower of Martin Luther",king,king,double definition,CALVIN,0
126657,Member employed to split the opposition?,swordarm,sword arm,double definition,LABOR,0
69789,"Of course, part is in apple-pie order",straight,straight,double definition,NEATNESS,0
77308,A cricket captain may do so and confess,declare,declare,double definition,OWNUP,0
8236,Birds presented with bill for geranium,cranes,cranes,double definition,FINCH,0
74593,"Comprehensive description of ""The Three Blind Mice""?",detailed,detailed,double definition,MUSICAL,0
93660,A writer Kipling never expected to meet,twain,twain,double definition,RUDYARD,0
33995,Record appearance of full moon,disc,disc,double definition,MOON,0
74709,Stockings getting runs in clothes drier,horse,horse,double definition,LACES,0
52667,"High jumper to run, it's announced",flea,flea,double definition,ATHO,0
45755,"Definitely short and sweet, perhaps",course,course,double definition,BRIEF,0
102462,Complete extrovert,unreserved,unreserved,double definition,OUTGOING,0
67604,Writing crosswords is getting hard,setting,setting,double definition,STRICT,0
19308,Go back to pay for another round,retreat,retreat,double definition,REPLAY,0
54712,Close a make-up case,compact,compact,double definition,SHUTUP,0
134354,Finished digging? My congratulations!,welldone,well done,double definition,WELL DONE,1
29637,Publication showing current changes,tidetable,tide table,double definition,TIDE TABLE,1
96427,What could indicate a limited number being really excited,turnedon,turned on,double definition,FEW RAH,0
37646,They are wound and screwy,wingnuts,wing nuts,double definition,SPRING,0
84220,Beer bottle for Brecht's mother,courage,courage,double definition,FLASKE,0
26528,Here to make an introduction,present,present,double definition,HEREIN,0
11096,Shed a little off the perpendicular?,leanto,lean to,double definition,AT IT,0
59362,Bob's actress,sleigh,sleigh,double definition,GARBO,0
139304,Reporting for work,journalism,journalism,double definition,ON DUTY,0
73548,Demonstration of spiritual strength,proof,proof,double definition,PRAYER,0
112047,Dated and removed,tookout,took out,double definition,OUT OF,0
33601,Specialist in stocktaking?,rustler,rustler,double definition,CATTLE,0
74328,Pervade conundrum,riddle,riddle,double definition,PERMEAT,0
29758,Judge an instrument,recorder,recorder,double definition,EVALUATE,0
42087,In which one should certainly hear a pin drop,bowlingalleys,bowling alleys,double definition,LIBRARY ROOM,0
4107,Declare support,maintain,maintain,double definition,AVOWALS,0
118829,Observer Magazine,spectator,spectator,double definition,SPECTATOR,1
37813,Source of Columbus's sail,genoa,genoa,double definition,CANES,0
131083,They were once responsible for the mail,armourers,armourers,double definition,POSTMEN,0
47680,Fights that dogs enjoy,scraps,scraps,double definition,SETTOS,0
68661,Ways to be heard on an island,rhodes,rhodes,double definition,ISLETS,0
76928,Clothes one changes in the car,gear,gear,double definition,GARB,0
15885,A little peck is seen here,kiss,kiss,double definition,CHEEK,0
129442,Hail or drops of water in Scotland,greet,greet,double definition,RAINS,0
71443,Defeat makes no difference to mum or dad,reversal,reversal,double definition,PARENTS,0
17029,Drawing instrument found amongst dividers?,ruler,ruler,double definition,PENCIL,0
121287,It's kept in banks but also found in circulation,blood,blood,double definition,MONEY,0
46177,How the weather can heat kettles,elements,elements,double definition,ATMOSP,0
56893,Arab chief's tremor when speaking,sheikh,sheikh,double definition,SHEIKH,1
83667,Variety of yellow crackers? Not quite,banana,banana,double definition,CANARY,0
76640,Decline to respond to come-on,pass,pass,double definition,NUDE,0
76712,"Box, for instance",case,case,double definition,CASE,1
103474,The point of a quarrel?,arrowhead,arrowhead,double definition,NEEDLE,0
46657,Growth for production?,plant,plant,double definition,CROPS,0
15031,"Married to eleven men, perhaps?",united,united,double definition,BRIDES,0
78454,Walk unsteadily at different times,stagger,stagger,double definition,STAMMER,0
91356,Is unable to face the situation with free-range poultry?,chickensout,chickens out,double definition,CHICKEN OUT,0
61812,Lord of a Belgian town,liege,liege,double definition,BARON,0
73048,The first notes of a French artist,dore,dore,double definition,DEBU,0
138907,Shorten journey to and from work,commute,commute,double definition,COMMUTE,1
44962,Ineffective exhortation to inveterate consumer,useless,useless,double definition,INEPTLY,0
21606,Like the Swiss between shifts,neutral,neutral,double definition,NEUTRAL,1
14137,Settled in a resolute way,determined,determined,double definition,DECISIVELY,0
68341,The best workmen,optimal,optimal,double definition,TOPHAND,0
75995,Old English district sounds wet,soke,soke,double definition,SHIRE,0
57082,Piped music is groovy,fluted,fluted,double definition,FUNKY,0
44965,Economise in vain,useless,useless,double definition,SAVEON,0
129620,Not knowing how to mend a fuse?,inthedark,in the dark,double definition,AT A LOSS,0
4656,Runners organised in some schools,streams,streams,double definition,RACERS,0
46488,Game constructed by snooker player?,bridge,bridge,double definition,BILLIARD,0
8130,Join forces?,enlist,enlist,double definition,UNITE,0
55758,Eggs used for a change?,clutch,clutch,double definition,CHANGE,0
21697,Relation may be related on the other side,anti,anti,double definition,AUNT,0
113161,Order to freeze work on fortifications,keepstill,keep still,double definition,HOLD FIRE,0
41350,Beethoven's fifth penguin?,emperor,emperor,double definition,EMPEROR,1
38285,Playtime in January,twelfthnight,twelfth night,double definition,LEISURE TIME,0
43049,A measure of port,acre,acre,double definition,TONS,0
6924,Expensive honey,dear,dear,double definition,DEAR,1
32127,When across the street it may need to be wet,whistle,whistle,double definition,PAVING,0
25318,Castles in the air?,rooks,rooks,double definition,SPAS,0
120255,US port's wind-powered structures,mobiles,mobiles,double definition,MIILLS,0
100099,Improbable? No fear!,notlikely,not likely,double definition,NO BIG DEAL,0
23274,We're told sea bird shows a bit of a habit,cowl,cowl,double definition,ERNES,0
23893,Anger - a feature of high church ritual,incense,incense,double definition,IRENIC,0
103849,Deadly connection,terminal,terminal,double definition,MORTALCOIL,0
2504,Struggle in which the services prove decisive,tiebreak,tie break,double definition,WAR OF,0
84802,Bishop of a foreign cathedral,chartres,chartres,double definition,ARCHBISH,0
79230,Scorn for amorous behaviour causing trouble with the judge,contemptofcourt,contempt of court,double definition,IN CONTEMPT,0
128939,Under-the-table activity is said to be a financial indicator,ftse,ftse,double definition,SLIP,0
34565,Frustrate check on tax,scotch,scotch,double definition,THWART,0
117829,Which is unlikely means of capturing a crowd scene on film?,longshot,long shot,double definition,ON SET,0
98025,Group is for capital punishment,scaffold,scaffold,double definition,HANGMAN,0
89953,"Except for its head, river is brown",umber,umber,double definition,TAWNY,0
18122,Surplus to requirements and turned off,redundant,redundant,double definition,REDUNDANT,1
19792,Piece of paper for erratum,slip,slip,double definition,SLIP,1
109644,"Coppers, obsolete money?",oldbill,old bill,double definition,COP PER,0
76494,Supplier is the plaintiff,issuer,issuer,double definition,SUITOR,0
62622,Which comes as no shock to those who have it,alopecia,alopecia,double definition,INSULTS,0
29479,Coach to cut short corner,tutor,tutor,double definition,TRAMS,0
54976,Are you Ben? Apparently not,arthur,arthur,double definition,ARENTU,0
4007,Potato sound in the orchestra,tuba,tuba,double definition,SPUD,0
47739,Lower in a mathematical scale,abase,abase,double definition,DEBIT,0
38980,"They hurl brickbats at the Prince of Wales, perhaps",critics,critics,double definition,WELSHER,0
75635,Plays records and is greatly affected,putsonairs,puts on airs,double definition,SPIN OUT,0
25227,"Saying ""scat!"", you put your foot in it",shoe,shoe,double definition,SHOE,1
102784,Put on the rack to extract information?,drawoneout,draw one out,double definition,PUT TO TORT,0
123909,One showing appreciation of tongue,clapper,clapper,double definition,LINGUIST,0
74929,The family's failure makes a wretched story,poorrelation,poor relation,double definition,TALES OF WOE,0
87568,Tattoos on Mark's legs,drumsticks,drumsticks,double definition,MARKSMANS,0
31399,Sharp decline in air traffic,nosedive,nosedive,double definition,FALLOFF,0
38825,It's a traditional English pursuit,trade,trade,double definition,HUNT,0
82885,Old car in a pile-up,heap,heap,double definition,WREO,0
129816,Art of sewer decoration?,embroidery,embroidery,double definition,DRAINAGE,0
76727,"Teacher mounting trapeze, swinging both ways",rabbi,rabbi,double definition,DONOR,0
42700,What it means to a barman,italian,italian,double definition,MEANING,0
65868,This book is bound to last,hardback,hardback,double definition,CLASSIC,0
31652,"When it leaks, it's hard to stop",brakefluid,brake fluid,double definition,TAP FAUCET,0
52395,"Merciless sun, perhaps, leading to peeling",unsparing,unsparing,double definition,SOLARIA,0
27427,Safe company?,firm,firm,double definition,FIRM,1
18832,Neighbour has an objection,abut,abut,double definition,NAYS,0
66954,Old woman tickled to death?,trout,trout,double definition,CRONE,0
1472,The advantage of keenness,edge,edge,double definition,EDGE,1
58969,Spanish men's accent,tilde,tilde,double definition,SENOR,0
5827,Rebel without a cause,raise,raise,double definition,ENEMY,0
74209,"World leader, so-called",bush,bush,double definition,TSAR,0
135829,Where royal profile is exactly right,onthemoney,on the money,double definition,ON THE MONEY,1
16655,Spotted horse that's white - not black,skewbald,skewbald,double definition,PIEBALD,0
32115,This sort of request legal? It might not be,solicit,solicit,double definition,APPEAL,0
30492,Sympathetic proposition,tender,tender,double definition,EMPATH,0
16624,Creditor possesses coins,crowns,crowns,double definition,OWNEST,0
70211,One's words may lead to action,slanderer,slanderer,double definition,SPEAKING,0
138003,Crowd security?,safetyinnumbers,safety in numbers,double definition,IN THE CROWD,0
16574,Sadly there's not enough,alack,alack,double definition,ALACK,1
117553,A French maid,joanofarc,joan of arc,double definition,A FEMME,0
68671,An individual consumer,cannibal,cannibal,double definition,ENDUSER,0
43849,"Mountains called ""Earth""",range,range,double definition,SIERR,0
116020,Spirited Dutch painter?,hooch,hooch,double definition,REMBR,0
8688,Useful kind of tool in film classification,universal,universal,double definition,RATINGS,0
22955,One may be paid for taking your life,biographer,biographer,double definition,INSURERS,0
51037,What surgeons do with stunted growths,scrub,scrub,double definition,REMOVE,0
106033,They listen to Chequers …,auditors,auditors,double definition,USHERS,0
4947,First thing that sparks interest,principal,principal,double definition,IGNITION,0
31118,Recovered gambler,better,better,double definition,RECANT,0
33604,Thief who can be heard going through papers,rustler,rustler,double definition,FILCHER,0
51364,Nash cut out to be faithful,staunch,staunch,double definition,OGDENNA,0
121131,Silly men,infielders,infielders,double definition,IMBECILES,0
135397,How future date might be announced? Never!,thatllbetheday,thatll be the day,double definition,TILL DATE,0
44876,How bounders are caught unawares?,onthehop,on the hop,double definition,IN DEED,0
113186,What fell off a lorry with a direct hit?,goodshot,good shot,double definition,LOOTED,0
31922,Programme expressing the broad view,panorama,panorama,double definition,BROADCAST,0
29454,Means of severing wrestler's hold,scissors,scissors,double definition,GRAPPLING,0
4415,Fall out of love and languish,droop,droop,double definition,WANE,0
90038,"Audible, quiet man",piece,piece,double definition,HEARD,0
48158,Almost regretting destruction,ruin,ruin,double definition,RUE,0
76889,False hat?,porkpie,pork pie,double definition,FAKE ID,0
81621,Anglo-Italian port? Sounds foul!,leghorn,leghorn,double definition,LIVORNO,0
84248,Clay died in Nigerian port,hardcourt,hard court,double definition,LAGOS,0
98391,"This may be put on legal documents, we hear",ritz,ritz,double definition,SEAL,0
30162,Experiment on patients may set precedents,testcases,test cases,double definition,TESTS,0
106731,St Wenceslas's feast day?,stephen,stephen,double definition,SEPTEMBER,0
75220,Banks can stop advances,earthworks,earthworks,double definition,EMBARGO,0
61298,High-rise central block,massif,massif,double definition,SKYSCR,0
136089,Accounts written across blackboards,tables,tables,double definition,LEDGER,0
52048,Love child,baby,baby,double definition,EROS,0
42093,Batty Ms Flint announcing her resignation?,heighho,heigh ho,double definition,FLITS,0
20818,Painter/drawer taking in river,durer,durer,double definition,MONET,0
85462,Good reputation to consider,esteem,esteem,double definition,ESTEEM,1
78230,A great liking for disorder,affection,affection,double definition,CHAOSPHILE,0
139798,Calm down and don't put too much money on that horse!,keepyourshirton,keep your shirt on,double definition,EASE UP AND DO NOT OVERBET,0
19203,"Sacked, no doubt",inthebag,in the bag,double definition,NO DOUBT,0
66419,Letters on keyboard can be low,depressed,depressed,double definition,KEYBOARDS,0
47436,Ideal stage for Pinafore?,apron,apron,double definition,OPERA,0
33343,They mark boundaries down,hahas,ha has,double definition,TO ES,0
132075,"Boxer, a former heavyweight on the left?",benn,benn,double definition,PORT,0
130126,Leisure period gets cancelled,timeoff,time off,double definition,REST,0
73335,A poem can be something positive,anode,anode,double definition,ODESA,0
84852,What's in a vacuum? It's unimportant,nomatter,no matter,double definition,SPACE,0
108062,Blair's stint said to have progressively deteriorated,decade,decade,double definition,TENURE,0
44960,To be frugal is futile,useless,useless,double definition,STINTS,0
43765,Strain of a grave commitment?,dirge,dirge,double definition,OMERT,0
29788,Look both ways,peep,peep,double definition,EYES,0
86433,Dent made by sniper does damage,depression,depression,double definition,BULLETIN,0
20921,Gets rid of bad habits and schemes,devices,devices,double definition,REFORMS,0
123107,Light-headed lady?,platinumblonde,platinum blonde,double definition,AIRHEAD,0
87827,It need not give rise to punishment,detention,detention,double definition,MERITING,0
44095,Type of window where it gets quiet!,sash,sash,double definition,LANE,0
46507,"Male peon, say?",hymn,hymn,double definition,MANE,0
90616,Menswear or ladieswear bedecking Anglicans,braces,braces,double definition,CLERIC,0
97315,Main animal that replaced agricultural labourers,thresher,thresher,double definition,TRACTORS,0
91720,Sees fruit cooked instead?,dates,dates,double definition,SEESU,0
57576,Mug had with tart,turnover,turnover,double definition,TEACUPS,0
110918,"Stays, as of old, for a drink",stiffener,stiffener,double definition,BOARDING,0
126008,Sound measure,fathom,fathom,double definition,DECIBEL,0
81044,"Authoritarian, dehumanising and oppressive: like Blair?",orwellian,orwellian,double definition,ORWELLIAN,1
31762,It's the vicar's place to sound like an ass ...,bray,bray,double definition,DONA,0
2685,It's built as an ocean container,groyne,groyne,double definition,BARREL,0
133706,Disease: could it be linked to thrush?,birdflu,bird flu,double definition,ILL BE,0
27002,Very much like duck,love,love,double definition,ANAS,0
31014,One barely appreciates the outdoors,naturist,naturist,double definition,NATURE,0
27851,Reassurance expressed; but not here,there,there,double definition,NOYES,0
97716,Period of maritime decline,lowwater,low water,double definition,LOW EBB,0
51343,Sort of policy that threatens both government and opposition?,thirdparty,third party,double definition,MIDDLE GROUND,0
9732,Right for which Muhammad Ali often fought,title,title,double definition,TITLE,1
2556,Tedious drill?,bore,bore,double definition,BITS,0
97822,In their own fields the French are unbeatable,champs,champs,double definition,CHAMP,0
36578,Communication from landlord,letter,letter,double definition,LETTER,1
31078,Augustus who painted an evangelist,john,john,double definition,ELGA,0
118228,Finally decide,conclude,conclude,double definition,SETTLED,0
124387,"Elected foreign leader, repeatedly",putin,putin,double definition,REELE,0
72471,"Appliance for the unsound? If dead, a mistake",deafaid,deaf aid,double definition,DEAF AID,1
45220,August: put gold back,royal,royal,double definition,AGOST,0
45260,What an MP has to beat in a car?,seatbelt,seat belt,double definition,BEAT BOX,0
77765,Expecting to be like Incey Wincey Spider,upthespout,up the spout,double definition,IN THE FAMILY WAY,0
112656,Hail lovely ground,volley,volley,double definition,SALUTE,0
23211,Soul mate of Eros,psyche,psyche,double definition,PSYCHE,1
9989,"Minimum piece, simple as that",least,least,double definition,ATOMS,0
13921,Perpetual child's play,peterpan,peter pan,double definition,PETER PAN,1
99743,Thinking about the nature of narcissistic love?,reflective,reflective,double definition,SELFLOVE,0
48836,A bridal path?,aisle,aisle,double definition,AISLE,1
91953,Key words?,opensesame,open sesame,double definition,KEY BOARD,0
53925,One way of underlining a decision,ruling,ruling,double definition,UNDERS,0
63142,Animal finding snake in the grass,weasel,weasel,double definition,ADDERS,0
106495,Particularly the highest,aboveall,above all,double definition,TOP NOTCH,0
140738,Elaborate situation created by streaker?,fleshout,flesh out,double definition,RED HERRING,0
59120,Distinctive smell of seaweed,tang,tang,double definition,KELP,0
70575,Lice in the back room? Don't worry!,nevermind,never mind,double definition,NITS OUT,0
98030,A spot of capital punishment,scaffold,scaffold,double definition,HANGING,0
70403,"How oral evidence is presented, apparently",itissaid,it is said,double definition,ASIS,0
24403,"Middle of the road, like Britain?",island,island,double definition,CENTRE,0
85700,The sound of the bullring,torus,torus,double definition,TORRO,0
75736,Riding apace,astride,astride,double definition,CANTER,0
14217,Lad in a whirl,eddy,eddy,double definition,LADY,0
129446,Intermittent rain penetrating blind not a trickle,drizzle,drizzle,double definition,SPRINK,0
3406,He gains nothing from his activities,amateur,amateur,double definition,NEUTER,0
106859,"Deck chair on the Titanic, as they say",recliner,recliner,double definition,DECKCHA,0
69747,Capital investment for father?,biretta,biretta,double definition,PATRIM,0
123651,"They are heard in the garden, or seen on the phone",tweets,tweets,double definition,BEESOR,0
54242,Condone taking a gamble,abet,abet,double definition,OKAY,0
90359,They nick money,coppers,coppers,double definition,POLICE,0
65715,Recipient of national bus pass?,newagetraveller,new age traveller,double definition,THE QUEEN,0
61092,Domestic flights,staircases,staircases,double definition,SQUABBLE,0
15407,Have a mind to have a party,entertain,entertain,double definition,INTENDTO,0
26343,It may be of untold value,secret,secret,double definition,PRICELESS,0
60575,I'm surprised Kay's on fiddle,cook,cook,double definition,IKAYO,0
55129,Test requirement that's set too high?,overrate,overrate,double definition,BARSETTING,0
15780,Sign of too much discipline,bull,bull,double definition,SIGN,0
64861,A lot of money that's forced into the ground,pile,pile,double definition,WADS,0
13075,Withdraw with a slight injury,scratch,scratch,double definition,RECOIL,0
97843,"Joined up, but went on a military campaign without one",soldered,soldered,double definition,ENLISTS,0
66292,One of the Beach Boys?,lifeguard,lifeguard,double definition,LIFEGUARD,1
83013,He's engaged in outdoor pursuits,hunter,hunter,double definition,RAMBLE,0
31737,What gunrunners take part in?,armsrace,arms race,double definition,ARMS DEAL,0
63963,Affected type from the Paris model agency?,poseur,poseur,double definition,POSEUR,1
40370,Last possible holiday destination?,resort,resort,double definition,TIMBUK,0
3289,There's nothing left? That's hunky-dory!,allright,all right,double definition,NIL BY,0
97968,Canvassed views,landscapes,landscapes,double definition,POLLEDOPINIONS,0
77944,Engineer's responsibility taken by the navigator,bearings,bearings,double definition,PILOTAGE,0
10439,Give birth to animal,bear,bear,double definition,CALF,0
11490,Show progress? Don't exaggerate!,comeon,come on,double definition,KEEP IT,0
21349,China's money tree,palm,palm,double definition,YUAN,0
91453,Transitive heel and foot,trotter,trotter,double definition,VERBAL,0
114905,Gear case?,kitbag,kitbag,double definition,GEARS,0
8551,Sort of nerve through which spirit?,optic,optic,double definition,OPTIC,1
95543,"Take action against Twycross, perhaps, after loss of larynx",sue,sue,double definition,SUE,1
24863,"Worry? I'm thinking: ""Job""",career,career,double definition,FRETAT,0
3288,Nothing left is safe,allright,all right,double definition,NO GO,0
85732,Size up a house plant?,repot,repot,double definition,MEASE,0
98433,"Once called the universal doner, reportedly a mistake",typo,typo,double definition,ERAS,0
41595,Delays and keeps at a distance,holdsoff,holds off,double definition,HANGS BACK,0
46230,Protester topped bowman,archer,archer,double definition,OBJECT,0
98897,In where they tend to get you out,hospitalised,hospitalised,double definition,PRISON SENTENCE,0
128981,"They have no choice, poor chaps",beggars,beggars,double definition,PAUPERS,0
138175,Like a tree? Dog may have,barked,barked,double definition,BARKED,1
111192,Honestly devoid of cant?,onthelevel,on the level,double definition,AS IT IS,0
120808,"Preacher, or reciter of poetry?",layreader,lay reader,double definition,MAN OF LETTERS,0
107223,Plan for land corps?,rotationofcrops,rotation of crops,double definition,TERRITORIAL ARMY,0
16264,Key to the London dogs' home,isle,isle,double definition,KENS,0
8395,Expedition set off,trip,trip,double definition,TREK,0
64728,Place for eating dog's dinner,mess,mess,double definition,PLATE,0
95537,Pin-up of uncovered tart,cheesecake,cheesecake,double definition,NAKEDMODEL,0
55225,Accept a proposal in Gretna Green,agree,agree,double definition,ELOPE,0
58030,"He may play a part in panto, great in size",ogre,ogre,double definition,GIANT,0
86950,Wake up at the back?,slipstream,slipstream,double definition,REARAWAKEN,0
33402,Correctly ascertaining one's railway connections?,ontherighttrack,on the right track,double definition,ON THE RIGHT TRACK,1
108015,Those in society on form,workingclass,working class,double definition,UPPER CLASSES,0
112089,Play area feature? Not exactly,roundabout,roundabout,double definition,SWINGSETPIECE,0
128545,Longfellow's poem this girl won't conceal,evangeline,evangeline,double definition,EVADESCENT,0
20658,"It's an indication for drivers, by the way",roadsign,road sign,double definition,SIDE ROAD,0
92117,What an indulgence!,pardon,pardon,double definition,TREATME,0
102897,"""Song of Songs"" initially associated with religious ceremonies",spiritual,spiritual,double definition,CANTICAL,0
136942,Most recent points,newest,newest,double definition,LATESTS,0
108183,She has promised to give a hand,fiancee,fiancee,double definition,BRIDES,0
32906,A mild imprecation - here's an example,dash,dash,double definition,DRAT,0
36700,Bill's after that woman from EastEnders,poster,poster,double definition,PATTIE,0
4172,Secret soldier,private,private,double definition,SPYING,0
4338,Take advantage of a bold stroke,exploit,exploit,double definition,CAPITAL,0
88852,Back seat,posterior,posterior,double definition,REARSEATS,0
