Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
98397,"Legal documents, reportedly, for Swiss hotelier",ritz,ritz,double definition,FORM,0
37316,Second mate who raises the issue?,stepmother,stepmother,double definition,SECOND MATE,0
94114,Secure report of a congregation that's little more than gross?,clinch,clinch,double definition,SECURE,0
109957,"Grouse shooting imminent, so surrender!",thegamesup,the games up,double definition,TO GIVE UP,0
70918,"Work of a forger, bent but possibly lucky",horseshoe,horseshoe,double definition,FORGERY,0
39930,"Broadly similar, gold cups",largo,largo,double definition,AUGUST,0
34344,Rip off clothing item,fleece,fleece,double definition,RIP OFF,0
114861,Isolation: it could be found in an old apple orchard,quarantine,quarantine,double definition,ISOLATION,0
107783,Having a choice makes them cross,electors,electors,double definition,CHOOSING,0
28621,The leg properly positioned to receive ball?,onside,onside,double definition,LEG,0
118218,Expression used to attract attention,look,look,double definition,HEY,0
50860,A Broadcasting House workshop?,studio,studio,double definition,STUDIO,1
98614,Big brother?,abbot,abbot,double definition,NIECE,0
75661,"Is dismissed, but doesn't go",playson,plays on,double definition,GIVEN UP,0
32434,"Member of the police force, if qualified",officer,officer,double definition,OFFICER,1
29626,Furniture with seats?,cabinet,cabinet,double definition,FURNISH,0
44267,Bottom employing this spacecraft?,shuttle,shuttle,double definition,MODULES,0
82735,Paper train,express,express,double definition,TRAINER,0
103633,Row of houses,domestic,domestic,double definition,TERRACE,0
48310,Hold a show trial,rehearse,rehearse,double definition,CONDUCT,0
139512,"Young producer, calculating type",multiplier,multiplier,double definition,PRODUCING,0
108607,Harry Potter,niggle,niggle,double definition,HARRY,0
134171,They leave their coats on the wall,plasterers,plasterers,double definition,COATTAILS,0
91507,Flat rate?,rent,rent,double definition,FLAT,0
71069,One with woad maybe heard applied to straits,dyer,dyer,double definition,DANE,0
62109,Such a one may need concerted pain treatment,accidentprone,accident prone,double definition,PAIN RELIEF,0
87511,One with a box in the nursery?,arboriculturist,arboriculturist,double definition,PLAYPEN,0
119028,Where to find a paid informer?,classroom,classroom,double definition,INFORMER,0
53845,"An isle - Greenland, perhaps",emerald,emerald,double definition,ISLAND,0
10936,Mix porridge here,stir,stir,double definition,MIXE,0
105355,An amount of rye from the nursery?,pocketful,pocketful,double definition,NURSERY,0
79097,Dispose of foolish nonsense in contrasting volumes,polishoff,polish off,double definition,TOSS OFF,0
60329,Having lately joined a certain choir? Absolutely,dead,dead,double definition,NEW,0
68726,Results are usually laughable when this missile is launched,custardpie,custard pie,double definition,LAUGHING,0
118402,The Dogs of War?,terriers,terriers,double definition,MERCENAR,0
119590,Solidly built bunch of idiots?,thickset,thickset,double definition,BRICKISH,0
135970,"It's deceitful - ""hat"", if clued cryptically?",badfaith,bad faith,double definition,RED HERRING,0
26911,The ABC of literature?,letters,letters,double definition,CANONIC,0
75971,One used to avoid getting the ticket,parkingmeter,parking meter,double definition,SPEED TRAP,0
85018,Dismiss one on the register,cashier,cashier,double definition,CANCEL,0
64851,"Religious leader, follower of Martin Luther",king,king,double definition,LUTHER,0
126657,Member employed to split the opposition?,swordarm,sword arm,double definition,TEAM PLAYER,0
69789,"Of course, part is in apple-pie order",straight,straight,double definition,NEATLY,0
77308,A cricket captain may do so and confess,declare,declare,double definition,BOWLED,0
8236,Birds presented with bill for geranium,cranes,cranes,double definition,ROBBIN,0
74593,"Comprehensive description of ""The Three Blind Mice""?",detailed,detailed,double definition,NURSERY,0
93660,A writer Kipling never expected to meet,twain,twain,double definition,RUDY,0
33995,Record appearance of full moon,disc,disc,double definition,MOON,0
74709,Stockings getting runs in clothes drier,horse,horse,double definition,HOLES,0
52667,"High jumper to run, it's announced",flea,flea,double definition,LEAP,0
45755,"Definitely short and sweet, perhaps",course,course,double definition,CANDY,0
102462,Complete extrovert,unreserved,unreserved,double definition,EXTROVERTS,0
67604,Writing crosswords is getting hard,setting,setting,double definition,CROSSWORD,0
19308,Go back to pay for another round,retreat,retreat,double definition,REPAYING,0
54712,Close a make-up case,compact,compact,double definition,CLOSURE,0
134354,Finished digging? My congratulations!,welldone,well done,double definition,WELL DONE,1
29637,Publication showing current changes,tidetable,tide table,double definition,MAGAZINE,0
96427,What could indicate a limited number being really excited,turnedon,turned on,double definition,SET TO,0
37646,They are wound and screwy,wingnuts,wing nuts,double definition,TIED UP,0
84220,Beer bottle for Brecht's mother,courage,courage,double definition,PILSNER,0
26528,Here to make an introduction,present,present,double definition,INTRODUCE,0
11096,Shed a little off the perpendicular?,leanto,lean to,double definition,LEAN ON,0
59362,Bob's actress,sleigh,sleigh,double definition,ROBERTS,0
139304,Reporting for work,journalism,journalism,double definition,REPORTING,0
73548,Demonstration of spiritual strength,proof,proof,double definition,POWER,0
112047,Dated and removed,tookout,took out,double definition,OLD HAT,0
33601,Specialist in stocktaking?,rustler,rustler,double definition,AUDITOR,0
74328,Pervade conundrum,riddle,riddle,double definition,INFUSE,0
29758,Judge an instrument,recorder,recorder,double definition,JUDGE,0
42087,In which one should certainly hear a pin drop,bowlingalleys,bowling alleys,double definition,QUIET ROOM,0
4107,Declare support,maintain,maintain,double definition,DECLARE,0
118829,Observer Magazine,spectator,spectator,double definition,SPECTATOR,1
37813,Source of Columbus's sail,genoa,genoa,double definition,NAVEL,0
131083,They were once responsible for the mail,armourers,armourers,double definition,POSTMEN,0
47680,Fights that dogs enjoy,scraps,scraps,double definition,BATTLES,0
68661,Ways to be heard on an island,rhodes,rhodes,double definition,ISLAND,0
76928,Clothes one changes in the car,gear,gear,double definition,GOWN,0
15885,A little peck is seen here,kiss,kiss,double definition,NEST,0
129442,Hail or drops of water in Scotland,greet,greet,double definition,HAILS,0
71443,Defeat makes no difference to mum or dad,reversal,reversal,double definition,PARENTS,0
17029,Drawing instrument found amongst dividers?,ruler,ruler,double definition,PENCIL,0
121287,It's kept in banks but also found in circulation,blood,blood,double definition,MONEY,0
46177,How the weather can heat kettles,elements,elements,double definition,KETTLES,0
56893,Arab chief's tremor when speaking,sheikh,sheikh,double definition,SHAKE,0
83667,Variety of yellow crackers? Not quite,banana,banana,double definition,CRACKS,0
76640,Decline to respond to come-on,pass,pass,double definition,PASS,1
76712,"Box, for instance",case,case,double definition,CASE,1
103474,The point of a quarrel?,arrowhead,arrowhead,double definition,ARGUMENT,0
46657,Growth for production?,plant,plant,double definition,CROP,0
15031,"Married to eleven men, perhaps?",united,united,double definition,POLYGAM,0
78454,Walk unsteadily at different times,stagger,stagger,double definition,STAGGER,1
91356,Is unable to face the situation with free-range poultry?,chickensout,chickens out,double definition,CHICKEN OUT,0
61812,Lord of a Belgian town,liege,liege,double definition,LORDS,0
73048,The first notes of a French artist,dore,dore,double definition,NOTE,0
138907,Shorten journey to and from work,commute,commute,double definition,COMMUTE,1
44962,Ineffective exhortation to inveterate consumer,useless,useless,double definition,PERSUADE,0
21606,Like the Swiss between shifts,neutral,neutral,double definition,SWISS,0
14137,Settled in a resolute way,determined,determined,double definition,DETERMINED,1
68341,The best workmen,optimal,optimal,double definition,CRAFTSMEN,0
75995,Old English district sounds wet,soke,soke,double definition,WET,0
57082,Piped music is groovy,fluted,fluted,double definition,TUNEFUL,0
44965,Economise in vain,useless,useless,double definition,SAVINGS,0
129620,Not knowing how to mend a fuse?,inthedark,in the dark,double definition,AT A LOSS,0
4656,Runners organised in some schools,streams,streams,double definition,STUDENTS,0
46488,Game constructed by snooker player?,bridge,bridge,double definition,BILLIARD,0
8130,Join forces?,enlist,enlist,double definition,UNITE,0
55758,Eggs used for a change?,clutch,clutch,double definition,EGGLES,0
21697,Relation may be related on the other side,anti,anti,double definition,AUNT,0
113161,Order to freeze work on fortifications,keepstill,keep still,double definition,COLD CALL,0
41350,Beethoven's fifth penguin?,emperor,emperor,double definition,FIFTHS,0
38285,Playtime in January,twelfthnight,twelfth night,double definition,CHILD'S PLAY,0
43049,A measure of port,acre,acre,double definition,LITR,0
6924,Expensive honey,dear,dear,double definition,RICH,0
32127,When across the street it may need to be wet,whistle,whistle,double definition,DRENCH,0
25318,Castles in the air?,rooks,rooks,double definition,CASTLE,0
120255,US port's wind-powered structures,mobiles,mobiles,double definition,TURBINE,0
100099,Improbable? No fear!,notlikely,not likely,double definition,NO PROBLEM,0
23274,We're told sea bird shows a bit of a habit,cowl,cowl,double definition,SEAL,0
23893,Anger - a feature of high church ritual,incense,incense,double definition,RITUAL,0
103849,Deadly connection,terminal,terminal,double definition,DEADLY,0
2504,Struggle in which the services prove decisive,tiebreak,tie break,double definition,WAR GAME,0
84802,Bishop of a foreign cathedral,chartres,chartres,double definition,CATHEDRAL,0
79230,Scorn for amorous behaviour causing trouble with the judge,contemptofcourt,contempt of court,double definition,SCORN FOR LOVE,0
128939,Under-the-table activity is said to be a financial indicator,ftse,ftse,double definition,BID,0
34565,Frustrate check on tax,scotch,scotch,double definition,BLOCK,0
117829,Which is unlikely means of capturing a crowd scene on film?,longshot,long shot,double definition,CATCHING,0
98025,Group is for capital punishment,scaffold,scaffold,double definition,ABOLITION,0
89953,"Except for its head, river is brown",umber,umber,double definition,RIVER,0
18122,Surplus to requirements and turned off,redundant,redundant,double definition,UNNECESSARY,0
19792,Piece of paper for erratum,slip,slip,double definition,NOTE,0
109644,"Coppers, obsolete money?",oldbill,old bill,double definition,OLD COIN,0
76494,Supplier is the plaintiff,issuer,issuer,double definition,SUPPLIER,0
62622,Which comes as no shock to those who have it,alopecia,alopecia,double definition,ELECTRIC,0
29479,Coach to cut short corner,tutor,tutor,double definition,TRAIN,0
54976,Are you Ben? Apparently not,arthur,arthur,double definition,BENIGN,0
4007,Potato sound in the orchestra,tuba,tuba,double definition,TATER,0
47739,Lower in a mathematical scale,abase,abase,double definition,LOWER,0
38980,"They hurl brickbats at the Prince of Wales, perhaps",critics,critics,double definition,CRITICS,1
75635,Plays records and is greatly affected,putsonairs,puts on airs,double definition,PLAYING RECORDS,0
25227,"Saying ""scat!"", you put your foot in it",shoe,shoe,double definition,STEP,0
102784,Put on the rack to extract information?,drawoneout,draw one out,double definition,HUNG UP ON,0
123909,One showing appreciation of tongue,clapper,clapper,double definition,LINGUAL,0
74929,The family's failure makes a wretched story,poorrelation,poor relation,double definition,FAMILY,0
87568,Tattoos on Mark's legs,drumsticks,drumsticks,double definition,MARKINGS,0
31399,Sharp decline in air traffic,nosedive,nosedive,double definition,PLUMMET,0
38825,It's a traditional English pursuit,trade,trade,double definition,CRICKET,0
82885,Old car in a pile-up,heap,heap,double definition,FORD,0
129816,Art of sewer decoration?,embroidery,embroidery,double definition,TAPESTRY,0
76727,"Teacher mounting trapeze, swinging both ways",rabbi,rabbi,double definition,TEACHER,0
42700,What it means to a barman,italian,italian,double definition,MEANING,0
65868,This book is bound to last,hardback,hardback,double definition,BOOKBIND,0
31652,"When it leaks, it's hard to stop",brakefluid,brake fluid,double definition,MOUTH WATER,0
52395,"Merciless sun, perhaps, leading to peeling",unsparing,unsparing,double definition,SUNBURNED,0
27427,Safe company?,firm,firm,double definition,SAFE,0
18832,Neighbour has an objection,abut,abut,double definition,NEIGH,0
66954,Old woman tickled to death?,trout,trout,double definition,GRANDMA,0
1472,The advantage of keenness,edge,edge,double definition,EDGE,1
58969,Spanish men's accent,tilde,tilde,double definition,TILDE,1
5827,Rebel without a cause,raise,raise,double definition,REBEL,0
74209,"World leader, so-called",bush,bush,double definition,LEADER,0
135829,Where royal profile is exactly right,onthemoney,on the money,double definition,AT THE TOP,0
16655,Spotted horse that's white - not black,skewbald,skewbald,double definition,PINTOS,0
32115,This sort of request legal? It might not be,solicit,solicit,double definition,REQUEST,0
30492,Sympathetic proposition,tender,tender,double definition,SYMPA,0
16624,Creditor possesses coins,crowns,crowns,double definition,CREDI,0
70211,One's words may lead to action,slanderer,slanderer,double definition,SPEECHES,0
138003,Crowd security?,safetyinnumbers,safety in numbers,double definition,SECURITY,0
16574,Sadly there's not enough,alack,alack,double definition,THERE,0
117553,A French maid,joanofarc,joan of arc,double definition,UNE DEUX,0
68671,An individual consumer,cannibal,cannibal,double definition,CUSTOMER,0
43849,"Mountains called ""Earth""",range,range,double definition,EARTH,0
116020,Spirited Dutch painter?,hooch,hooch,double definition,REMBRANDT,0
8688,Useful kind of tool in film classification,universal,universal,double definition,MULTIFILM,0
22955,One may be paid for taking your life,biographer,biographer,double definition,ASSASSIN,0
51037,What surgeons do with stunted growths,scrub,scrub,double definition,EXCISE,0
106033,They listen to Chequers …,auditors,auditors,double definition,AUDITORS,1
4947,First thing that sparks interest,principal,principal,double definition,CURIOSITY,0
31118,Recovered gambler,better,better,double definition,RECOVER,0
33604,Thief who can be heard going through papers,rustler,rustler,double definition,PICKPOCKET,0
51364,Nash cut out to be faithful,staunch,staunch,double definition,CATHOLIC,0
121131,Silly men,infielders,infielders,double definition,NONSENSE,0
135397,How future date might be announced? Never!,thatllbetheday,thatll be the day,double definition,NO WAY TO GO,0
44876,How bounders are caught unawares?,onthehop,on the hop,double definition,ON THE HOP,1
113186,What fell off a lorry with a direct hit?,goodshot,good shot,double definition,LOADS OF,0
31922,Programme expressing the broad view,panorama,panorama,double definition,OVERVIEW,0
29454,Means of severing wrestler's hold,scissors,scissors,double definition,CROSSBAR,0
4415,Fall out of love and languish,droop,droop,double definition,DWELL,0
90038,"Audible, quiet man",piece,piece,double definition,MUTE,0
48158,Almost regretting destruction,ruin,ruin,double definition,NEAR,0
76889,False hat?,porkpie,pork pie,double definition,FAKE HAT,0
81621,Anglo-Italian port? Sounds foul!,leghorn,leghorn,double definition,GENOA,0
84248,Clay died in Nigerian port,hardcourt,hard court,double definition,LAGOS,0
98391,"This may be put on legal documents, we hear",ritz,ritz,double definition,STAMP,0
30162,Experiment on patients may set precedents,testcases,test cases,double definition,CASE STUDY,0
106731,St Wenceslas's feast day?,stephen,stephen,double definition,NATIONAL,0
75220,Banks can stop advances,earthworks,earthworks,double definition,MORTGAGES,0
61298,High-rise central block,massif,massif,double definition,TOWER,0
136089,Accounts written across blackboards,tables,tables,double definition,LEDGER,0
52048,Love child,baby,baby,double definition,CUBS,0
42093,Batty Ms Flint announcing her resignation?,heighho,heigh ho,double definition,MAD TO,0
20818,Painter/drawer taking in river,durer,durer,double definition,RIVER,0
85462,Good reputation to consider,esteem,esteem,double definition,CREDIT,0
78230,A great liking for disorder,affection,affection,double definition,FANATIC,0
139798,Calm down and don't put too much money on that horse!,keepyourshirton,keep your shirt on,double definition,CALM DOWN,0
19203,"Sacked, no doubt",inthebag,in the bag,double definition,OUT OF,0
66419,Letters on keyboard can be low,depressed,depressed,double definition,KEYBOARD,0
47436,Ideal stage for Pinafore?,apron,apron,double definition,OPERA,0
33343,They mark boundaries down,hahas,ha has,double definition,AT END,0
132075,"Boxer, a former heavyweight on the left?",benn,benn,double definition,ALI,0
130126,Leisure period gets cancelled,timeoff,time off,double definition,TIME OFF,1
73335,A poem can be something positive,anode,anode,double definition,SONNET,0
84852,What's in a vacuum? It's unimportant,nomatter,no matter,double definition,NO BIG DEAL,0
108062,Blair's stint said to have progressively deteriorated,decade,decade,double definition,DOWNSIZED,0
44960,To be frugal is futile,useless,useless,double definition,PENURIOUS,0
43765,Strain of a grave commitment?,dirge,dirge,double definition,STRESS,0
29788,Look both ways,peep,peep,double definition,LOOKS,0
86433,Dent made by sniper does damage,depression,depression,double definition,CONCUSSION,0
20921,Gets rid of bad habits and schemes,devices,devices,double definition,CLEANSE,0
123107,Light-headed lady?,platinumblonde,platinum blonde,double definition,AIRHEAD LADY,0
87827,It need not give rise to punishment,detention,detention,double definition,NECESSITY,0
44095,Type of window where it gets quiet!,sash,sash,double definition,CALM,0
46507,"Male peon, say?",hymn,hymn,double definition,MALE,0
90616,Menswear or ladieswear bedecking Anglicans,braces,braces,double definition,GOWNS,0
97315,Main animal that replaced agricultural labourers,thresher,thresher,double definition,CATTLE,0
91720,Sees fruit cooked instead?,dates,dates,double definition,SEES,0
57576,Mug had with tart,turnover,turnover,double definition,MUGSHOT,0
110918,"Stays, as of old, for a drink",stiffener,stiffener,double definition,STAYING,0
126008,Sound measure,fathom,fathom,double definition,DECIBEL,0
81044,"Authoritarian, dehumanising and oppressive: like Blair?",orwellian,orwellian,double definition,BLITHELY,0
31762,It's the vicar's place to sound like an ass ...,bray,bray,double definition,VICAR,0
2685,It's built as an ocean container,groyne,groyne,double definition,CASKET,0
133706,Disease: could it be linked to thrush?,birdflu,bird flu,double definition,CANDY FLU,0
27002,Very much like duck,love,love,double definition,DUCK,0
31014,One barely appreciates the outdoors,naturist,naturist,double definition,NATURES,0
27851,Reassurance expressed; but not here,there,there,double definition,ALIVE,0
97716,Period of maritime decline,lowwater,low water,double definition,AGE OF SAIL,0
51343,Sort of policy that threatens both government and opposition?,thirdparty,third party,double definition,STATE POLICY,0
9732,Right for which Muhammad Ali often fought,title,title,double definition,RIGHT,0
2556,Tedious drill?,bore,bore,double definition,DRILL,0
97822,In their own fields the French are unbeatable,champs,champs,double definition,CHAMPIONS,0
36578,Communication from landlord,letter,letter,double definition,RENTAL,0
31078,Augustus who painted an evangelist,john,john,double definition,LUCA,0
118228,Finally decide,conclude,conclude,double definition,DECIDED,0
124387,"Elected foreign leader, repeatedly",putin,putin,double definition,LEADER,0
72471,"Appliance for the unsound? If dead, a mistake",deafaid,deaf aid,double definition,WASHING,0
45220,August: put gold back,royal,royal,double definition,STUDY,0
45260,What an MP has to beat in a car?,seatbelt,seat belt,double definition,SPEED LIMIT,0
77765,Expecting to be like Incey Wincey Spider,upthespout,up the spout,double definition,TO BE SURE,0
112656,Hail lovely ground,volley,volley,double definition,HAILER,0
23211,Soul mate of Eros,psyche,psyche,double definition,PSYCHE,1
9989,"Minimum piece, simple as that",least,least,double definition,MINIM,0
13921,Perpetual child's play,peterpan,peter pan,double definition,CHILD'S PLAY,0
99743,Thinking about the nature of narcissistic love?,reflective,reflective,double definition,SELFISHNESS,0
48836,A bridal path?,aisle,aisle,double definition,BRIDE,0
91953,Key words?,opensesame,open sesame,double definition,KEY PHRASE,0
53925,One way of underlining a decision,ruling,ruling,double definition,UNDERLINE,0
63142,Animal finding snake in the grass,weasel,weasel,double definition,ANIMAL,0
106495,Particularly the highest,aboveall,above all,double definition,THE TOP,0
140738,Elaborate situation created by streaker?,fleshout,flesh out,double definition,STREAKER,0
59120,Distinctive smell of seaweed,tang,tang,double definition,ODOR,0
70575,Lice in the back room? Don't worry!,nevermind,never mind,double definition,NICE ROOM,0
98030,A spot of capital punishment,scaffold,scaffold,double definition,SPOTTER,0
70403,"How oral evidence is presented, apparently",itissaid,it is said,double definition,AS TO THE,0
24403,"Middle of the road, like Britain?",island,island,double definition,MIDLAND,0
85700,The sound of the bullring,torus,torus,double definition,TORO,0
75736,Riding apace,astride,astride,double definition,CANTER,0
14217,Lad in a whirl,eddy,eddy,double definition,DANDY,0
129446,Intermittent rain penetrating blind not a trickle,drizzle,drizzle,double definition,DRIZZLE,1
3406,He gains nothing from his activities,amateur,amateur,double definition,NEITHER,0
106859,"Deck chair on the Titanic, as they say",recliner,recliner,double definition,LIFEBELT,0
69747,Capital investment for father?,biretta,biretta,double definition,PARENT,0
123651,"They are heard in the garden, or seen on the phone",tweets,tweets,double definition,PANSIES,0
54242,Condone taking a gamble,abet,abet,double definition,ACCE,0
90359,They nick money,coppers,coppers,double definition,STEALER,0
65715,Recipient of national bus pass?,newagetraveller,new age traveller,double definition,BUS PASS HOLDER,0
61092,Domestic flights,staircases,staircases,double definition,DOMESTICS,0
15407,Have a mind to have a party,entertain,entertain,double definition,CELEBRATE,0
26343,It may be of untold value,secret,secret,double definition,PRICEY,0
60575,I'm surprised Kay's on fiddle,cook,cook,double definition,KAYE,0
55129,Test requirement that's set too high?,overrate,overrate,double definition,OVERTEST,0
15780,Sign of too much discipline,bull,bull,double definition,REIN,0
64861,A lot of money that's forced into the ground,pile,pile,double definition,LOAD,0
13075,Withdraw with a slight injury,scratch,scratch,double definition,WITHDRAW,0
97843,"Joined up, but went on a military campaign without one",soldered,soldered,double definition,ENLISTED,0
66292,One of the Beach Boys?,lifeguard,lifeguard,double definition,SURFER,0
83013,He's engaged in outdoor pursuits,hunter,hunter,double definition,OUTDOOR,0
31737,What gunrunners take part in?,armsrace,arms race,double definition,BLACK MARKET,0
63963,Affected type from the Paris model agency?,poseur,poseur,double definition,MODELS,0
40370,Last possible holiday destination?,resort,resort,double definition,LAST,0
3289,There's nothing left? That's hunky-dory!,allright,all right,double definition,ALL GOOD,0
97968,Canvassed views,landscapes,landscapes,double definition,POLLED,0
77944,Engineer's responsibility taken by the navigator,bearings,bearings,double definition,DUTY,0
10439,Give birth to animal,bear,bear,double definition,LAMB,0
11490,Show progress? Don't exaggerate!,comeon,come on,double definition,PLAY IT,0
21349,China's money tree,palm,palm,double definition,YEN,0
91453,Transitive heel and foot,trotter,trotter,double definition,TRANSIT,0
114905,Gear case?,kitbag,kitbag,double definition,COVER,0
8551,Sort of nerve through which spirit?,optic,optic,double definition,SPINE,0
95543,"Take action against Twycross, perhaps, after loss of larynx",sue,sue,double definition,ACT,0
24863,"Worry? I'm thinking: ""Job""",career,career,double definition,FRET,0
3288,Nothing left is safe,allright,all right,double definition,SAFE BET,0
85732,Size up a house plant?,repot,repot,double definition,SCALE,0
98433,"Once called the universal doner, reportedly a mistake",typo,typo,double definition,ECHO,0
41595,Delays and keeps at a distance,holdsoff,holds off,double definition,STAYS AWAY,0
46230,Protester topped bowman,archer,archer,double definition,BOWMAN,0
98897,In where they tend to get you out,hospitalised,hospitalised,double definition,UNDERGROUND,0
128981,"They have no choice, poor chaps",beggars,beggars,double definition,VICTIMS,0
138175,Like a tree? Dog may have,barked,barked,double definition,DOGWOOD,0
111192,Honestly devoid of cant?,onthelevel,on the level,double definition,NO BIG DEAL,0
120808,"Preacher, or reciter of poetry?",layreader,lay reader,double definition,MAN OF GOD,0
107223,Plan for land corps?,rotationofcrops,rotation of crops,double definition,CORPS OF ENGINEERS,0
16264,Key to the London dogs' home,isle,isle,double definition,BARK,0
8395,Expedition set off,trip,trip,double definition,TREK,0
64728,Place for eating dog's dinner,mess,mess,double definition,BOWL,0
95537,Pin-up of uncovered tart,cheesecake,cheesecake,double definition,PINUPGIRL,0
55225,Accept a proposal in Gretna Green,agree,agree,double definition,ELOPE,0
58030,"He may play a part in panto, great in size",ogre,ogre,double definition,GIANT,0
86950,Wake up at the back?,slipstream,slipstream,double definition,AWAKENING,0
33402,Correctly ascertaining one's railway connections?,ontherighttrack,on the right track,double definition,"TO,AND,FRO",0
108015,Those in society on form,workingclass,working class,double definition,UPPERCLASS,0
112089,Play area feature? Not exactly,roundabout,roundabout,double definition,PLAYGROUND,0
128545,Longfellow's poem this girl won't conceal,evangeline,evangeline,double definition,EVANGELINE,1
20658,"It's an indication for drivers, by the way",roadsign,road sign,double definition,ROAD SIGN,1
92117,What an indulgence!,pardon,pardon,double definition,LUXURY,0
102897,"""Song of Songs"" initially associated with religious ceremonies",spiritual,spiritual,double definition,CANTICLES,0
136942,Most recent points,newest,newest,double definition,LATEST,0
108183,She has promised to give a hand,fiancee,fiancee,double definition,VOWED,0
32906,A mild imprecation - here's an example,dash,dash,double definition,DAMN,0
36700,Bill's after that woman from EastEnders,poster,poster,double definition,BILLIE,0
4172,Secret soldier,private,private,double definition,SPY,0
4338,Take advantage of a bold stroke,exploit,exploit,double definition,EXPLOIT,1
88852,Back seat,posterior,posterior,double definition,REARWARD,0
36461,Keep away from a vacuum,avoid,avoid,double definition,STAY,0
126639,Stimulating postcard?,sparking,sparking,double definition,EXCITING,0
125901,Marble passageway,alley,alley,double definition,ALLEY,1
68533,"Capped for Ulster, are they?",knees,knees,double definition,CAPS,0
51357,Reliable way to limit bloodshed,staunch,staunch,double definition,RESTRAINT,0
54591,Japanese growth threatening our country?,knotweed,knotweed,double definition,JAPAN,0
42854,Go overboard for a record,turntable,turntable,double definition,OVERREACH,0
12162,"Original ""back to nature"" author?",thoreau,thoreau,double definition,WALDEN,0
77803,Description of Els's scores,lines,lines,double definition,ELOPE,0
98700,Primate and friar,capuchin,capuchin,double definition,TAMARIN,0
26103,Such a thumb to stick out?,sore,sore,double definition,THUM,0
92426,Where noodles may end up?,inthesoup,in the soup,double definition,OUT OF HAND,0
15562,"Bored, it's suggested? Take down Waterloo",defeat,defeat,double definition,BOREDOM,0
56752,Drinks lacking body?,spirits,spirits,double definition,WATERS,0
87586,Rocks found in prospectors' sieves,cradles,cradles,double definition,GOLDMIN,0
30164,Young ladies at Lord's?,maidens,maidens,double definition,LADIES,0
85116,He doesn't catch it. But will he later?,butterfingers,butterfingers,double definition,CATCHER,0
90455,Big part of car,bumper,bumper,double definition,ENGINE,0
121802,Better qualified as someone to provide a welcome,meeter,meeter,double definition,HOSTED,0
96552,Bays of victory,laurels,laurels,double definition,BAYS,0
2964,Jug can clink,prison,prison,double definition,JUGGL,0
49667,Provoke audible discord,rouse,rouse,double definition,RIOT,0
66014,Tackle English bird,kite,kite,double definition,EAGLE,0
52805,Clue found in a drawer,lead,lead,double definition,CLUE,0
35471,What's Espagnol to one Russian composer is Italien to another,capriccio,capriccio,double definition,RUSSIAN,0
21678,Gamble heavily in dive,plunge,plunge,double definition,WAGER,0
102721,"Happily, one can look down from here",oncloudnine,on cloud nine,double definition,TOP OF THE WORLD,0
61735,Picture effort,shot,shot,double definition,SHOT,1
30494,One who cares to make an offer,tender,tender,double definition,BIDDER,0
95429,Hedge featured in abstract painting style,hardedge,hard edge,double definition,BUSH BABY,0
19949,Nippers reported other nippers,pinchers,pinchers,double definition,CLIPPERS,0
23635,Lobby for charm,entrance,entrance,double definition,LOBBIES,0
104732,Campaigning for a straight delivery?,onthestump,on the stump,double definition,ON THE RUN,0
103855,"Edge under top of boater, perhaps?",brim,brim,double definition,EDGE,0
47682,Fights waste,scraps,scraps,double definition,FIGHTS,0
112485,Gallery in the Pantheon?,gods,gods,double definition,ART,0
4381,It can ruin a good deal,dryrot,dry rot,double definition,BAD BAD,0
70321,See fruit,date,date,double definition,SEED,0
61728,Bullet snapped,shot,shot,double definition,BANG,0
64725,Dirty canteen,mess,mess,double definition,MUDS,0
47334,Small amounts put on horses,bits,bits,double definition,PETS,0
90383,"Column leader, for example",editorial,editorial,double definition,COLUMNIST,0
85957,All the way down to hell and flung away when love's lost,fulllength,full length,double definition,FALLEN ANGELS,0
114637,Your health is of least importance? Drink!,bottomsup,bottoms up,double definition,TOAST TO,0
106780,Badger runs through mown grass,harry,harry,double definition,MOWER,0
111711,Its builders caused a stir,prisonhouse,prison house,double definition,TOWER BRIDGE,0
5625,Winger starred with flankers in blue pants,redbreast,redbreast,double definition,WINGER,0
88173,Ingenious sting,smart,smart,double definition,STINGY,0
20685,"Sure about supporting football club during no-score draw? Yes, sure",ofcourse,of course,double definition,AT LAST,0
48995,Level of wit in this group,clique,clique,double definition,WITTY,0
125102,"Lady, not totally square, wanting bit of adventure",nina,nina,double definition,DAME,0
19737,Various trees but no great variety,bonsai,bonsai,double definition,DIVERS,0
73680,Informer who framed his mother?,whistler,whistler,double definition,INFORMER,0
51505,"Stole cattle, but made little noise",rustled,rustled,double definition,CATTLE,0
104578,"Again, but for the last time?",oncemore,once more,double definition,LAST TIME,0
21290,Preparation against the offensive,deodorant,deodorant,double definition,PREPARATION,0
9521,This ticket is ideal for elections,dream,dream,double definition,BALLOT,0
23292,Wooden smile?,beam,beam,double definition,WOOD,0
57023,Reduce to silence when imprisoned,shutup,shut up,double definition,DUMB,0
88468,Stock support,hoof,hoof,double definition,BOND,0
39439,Its report should stimulate athletic progress,startingpistol,starting pistol,double definition,TRAINING REPORT,0
109496,Choke or accelerator?,throttle,throttle,double definition,THROTTLE,1
23637,Delight in appearance,entrance,entrance,double definition,CHARMING,0
75436,Order retreat,monastery,monastery,double definition,COMMAND,0
