Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
17719,Alienate sergeant in mess,estrange,estrange,anagram,ESTRANGE,1
81138,Cautiously progressing petition about the end of hunting,tiptoeing,tiptoeing,anagram,TIPTOEING,1
36325,Novel by incomer in its early stages,embryonic,embryonic,anagram,INCIPIENT,0
69933,Shed covering mess of debris - nothing in it,disrobe,disrobe,anagram,CASTOFF,0
128198,Dowdiest sort of paper like this,twosided,two sided,anagram,OLD-HAT,0
29387,Does vanity put right unpleasant picture?,videonasty,video nasty,anagram,STILL LIFE,0
133041,Unlikely rich setter will be giving more,stretchier,stretchier,anagram,IMPROBABLE,0
36795,Creative traits make one?,artist,artist,anagram,ARTIST,1
10767,Ugly finish in untidy set is an eyesore,stye,stye,anagram,STYE,1
3676,Helping to make Gaia the New Age goddess,athene,athene,anagram,AGLAIA,0
113172,Uranium stored in a folding plastic like a mould,fungoidal,fungoidal,anagram,PLASTIQUE,0
36962,Diana could be a nymph,naiad,naiad,anagram,NAIAD,1
34900,Knowing all to be in most nice order,omniscient,omniscient,anagram,OMNISCIENT,1
140516,Produce an abridged version of Chaucer - current volume retained,giveoff,give off,anagram,CORN OIL,0
134152,An option as he fell ill?,selfheal,self heal,anagram,FREE WILL,0
124489,Ginger beer tip: goes off when infiltrated by rain?,rogers,rogers,anagram,RADISH,0
99095,"A long time, but Christmas is almost over",eon,eon,anagram,EON,1
101169,Grievances concerning nice jobs to swap,objections,objections,anagram,REPROACHES,0
74691,Turn up the gas ring to cook it,sago,sago,anagram,BOIL,0
89603,"Wild lion scared no-one, certainly not him",androcles,androcles,anagram,SCORPIONS,0
92977,Colin goes out East to see her,nicole,nicole,anagram,COLINE,0
81484,Smiley's pleader a suspect? I'm not at liberty to say,mylipsaresealed,my lips are sealed,anagram,MY LIPS ARE SEALED,1
52423,Supports about to be cut,snip,snip,anagram,BRAS,0
49786,Ballerinas missing a dance somewhere in Snowdonia,llanberis,llanberis,anagram,LLANBERIS,1
124126,"Beset by stormy sea, go to bed dark and brooding",saturnine,saturnine,anagram,TENEBROUS,0
132716,"Barber's work, Adagio for Strings, by all conclusions suits Christmas concert initially, when jazzed up",scissorcut,scissor cut,anagram,SHAVING POT,0
129825,Is a route across the Channel going north of a huge land mass?,eurasia,eurasia,anagram,EURASIA,1
32761,Strange letter about to be removed from altered design,delta,delta,anagram,WEIRD,0
8215,Girl I complain about,naomi,naomi,anagram,NAOMI,1
79869,Wool used more in knitting,merino,merino,anagram,MOHAIR,0
121107,Viagra not working for pilot,navigator,navigator,anagram,NAVIGATOR,1
141659,Moralising work of Corbyn is trashed with gusto,scoutingforboys,scouting for boys,anagram,THROWING THE BOOK,0
63990,Tea's ready in mess for movable feast,easterday,easter day,anagram,EASTER EGG,0
92710,Moving point wounded nag internally,poignant,poignant,anagram,GRADIENT,0
32883,"Tears flow, missing English ruler",tsar,tsar,anagram,RIRE,0
78307,Amaryllis dresses badly without trendy husband,shepherdess,shepherdess,anagram,AMARYLLIDACEA,0
59406,Hercules? He's off to raise the dough,lucre,lucre,anagram,BAKER,0
84848,A free spirit and active friend to the workers,apiarist,apiarist,anagram,FREEHAND,0
62948,Thong gets privates in a twist,strap,strap,anagram,TIGHT,0
105601,Philosopher finds our complex about American waters,rousseau,rousseau,anagram,ERASMUS,0
55218,Gear change takes energy: go along with that,agree,agree,anagram,AGREE,1
67265,Actors playing the old leader,castro,castro,anagram,CASTLE,0
100830,Indeed upset when refused,denied,denied,anagram,DENIED,1
60372,Bolster arranged on the bed at sea,lobster,lobster,anagram,LOBSTER,1
68958,"Routed, beat a retreat",abate,abate,anagram,ABATE,1
118326,Decorating it with pregnant bats,patterning,patterning,anagram,ORNAMENTED,0
3912,Drink from the basin,absinthe,absinthe,anagram,ABSINTHE,1
56694,Did Sue and Dot dash off?,usedto,used to,anagram,USED TO,1
28225,Old Irish characters around Omagh,ogham,ogham,anagram,OGHAM,1
41676,Circus performer - a heretic or revolutionary,charioteer,charioteer,anagram,ACROBATIST,0
88031,Medal distribution halted,lamed,lamed,anagram,ORDER,0
102164,"Luke sees Mary, perhaps, as one seldom given due welcome",asylumseeker,asylum seeker,anagram,SECOND COUSIN,0
133865,Building under a site is more rickety,unsteadier,unsteadier,anagram,STRUCTURED,0
8050,"Taline, a kinky girl",natalie,natalie,anagram,ANTLINE,0
31400,"Even so, I'd resolved to take the plunge",nosedive,nose dive,anagram,DEEP DIVE,0
5343,"Shaking rear in defiance, poisoner with toxic tail aggravated, as stinger",scorpion,scorpion,anagram,STINGRAY,0
117892,"Sell iodine, perhaps, as a substance in paint",linseedoil,linseed oil,anagram,LINSEED OIL,1
36238,Having to guess when Enigmatist gets out of order!,estimating,estimating,anagram,ENIGMATICAL,0
78808,Local death of Ericsson broadcast,necrosis,necrosis,anagram,DISTANCE,0
12678,Not-so-wise guy stupidly smug on air,ignoramus,ignoramus,anagram,GUMSHOEING,0
70617,"Explain complicated clue, a right puzzler initially!",clearup,clear up,anagram,CLEAR UP,1
131487,Philosopher's theory pagan slammed,pythagorean,pythagorean,anagram,PYTHAGOREAN,1
122146,A lone crab scuttles round by the sea in Spain,barcelona,barcelona,anagram,ALICANTE,0
109808,Chimp loath to get hit about the eye,ophthalmic,ophthalmic,anagram,OPHTHALMIC,1
35190,Dine out on candy? A potential killer!,cyanide,cyanide,anagram,ACONITE,0
105732,Votes could be wrong ones,noes,noes,anagram,NOES,1
49043,Planes manufactured in Italy,naples,naples,anagram,ITALIC,0
88322,Defer changing Sam's boss's name,frederick,frederick,anagram,SUBMISSES,0
100901,The joys of shifting super ales,pleasures,pleasures,anagram,PLEASURES,1
51174,"Once gay characters reform, there's reasonable treatment for women",gynaecological,gynaecological,anagram,GYNAECOLOGISTS,0
118093,Sea air won't upset poor community,shantytown,shanty town,anagram,SHANTY TOWN,1
107421,Rewriting Roald Dahl's final piece for money,dollar,dollar,anagram,DOLLAR,1
62770,Supply RNA to supplement form of bluish cleaner,nailbrush,nailbrush,anagram,DETERGENT,0
42610,There's sustenance when I turn into bananas,nutrition,nutrition,anagram,NUTRIENTS,0
49497,Rocco is troubled by wind,sirocco,sirocco,anagram,SIROCCO,1
81649,He wrote about Eliza Mole,emilezola,emile zola,anagram,EMILE ZOLA,1
38839,Those last shall be first - that's moral significance,ethos,ethos,anagram,ETHOS,1
46373,Writer wrote timeless moving lines,orwell,orwell,anagram,SCRIBE,0
64227,USA twice interfered with Libyan leader: nothing new there,asusual,as usual,anagram,AS USUAL,1
83786,Indians ain't much moved by old chief with muted war cry,iainduncansmith,iain duncan smith,anagram,SITTING BULLS,0
140189,Something funny in setting of gelatin,tagline,tag line,anagram,GELATIN,0
49809,Ah Harpo! Possibly one of the greats of yesteryear,pharaoh,pharaoh,anagram,PHARAOH,1
131219,"Worker often seen wearing blue, red, green and russet, I suspect",registerednurse,registered nurse,anagram,STREETWORKER,0
15866,Colour that could be fancy but not loud,cyan,cyan,anagram,CYAN,1
92952,Is crack badly affected by movement of traffic?,carsick,car sick,anagram,CAR SICK,1
33356,Arrangement of Israeli composer,salieri,salieri,anagram,SALIERI,1
73991,A five-nil reverse that may be scrambled,ova,ova,anagram,OVA,1
64019,"Cook's vessel, one seen in rain, beam obscured",bainmarie,bain marie,anagram,SOUP PLATE,0
52426,Bob's legs turned over,snip,snip,anagram,SNIP,1
31506,"It makes pepper pot mine, anyhow",pimento,pimento,anagram,PIMENTO,1
82230,Perhaps men say he's a sycophant,yesman,yes man,anagram,YES MAN,1
115065,Ordinal in West to show bottom face up?,maninthemoon,man in the moon,anagram,TEN TO THE BACK,0
42856,Battle erupting around vessel's deck,turntable,turntable,anagram,SHIPWRECK,0
8506,Mixed aromas embellish love for full-bodied Spanish female,amorosa,amorosa,anagram,AMAROSO,0
38934,"Tho' semi is falling apart, it's most cosy",homiest,homiest,anagram,THOMIST,0
48873,He wrote about a large weight,zola,zola,anagram,TATE,0
31677,Tabitha Twitchit to find home,habitat,habitat,anagram,CATNIPS,0
30830,"The end of the month, perhaps, so spread it thither",thirtieth,thirtieth,anagram,MONTHLIER,0
98383,"Confirm a try, if converted properly",ratify,ratify,anagram,VERIFY,0
122042,Spooner's alarm for a tart?,bakewell,bakewell,anagram,TARTARIC,0
51463,Good-looking six-footer foolishly married short lady,redadmiral,red admiral,anagram,SIX-FOOTER,0
54988,See lambs going round in flocks together,assembles,assembles,anagram,ASSEMBLED,0
22176,Strip shown in scene and suspicious motive involved,dennisthemenace,dennis the menace,anagram,STRIPPED BARE,0
139601,Pam ceded building and made off,decamped,decamped,anagram,DECAMPED,1
127915,They make cold scalp hot in a blizzard,clothcaps,cloth caps,anagram,POLAR CAPS,0
97656,I find reformed smoker irritating,irksome,irksome,anagram,SMOKIER,0
124575,"Grating cheese at first, add tins or nuts",discordant,discordant,anagram,DISCORDANT,1
16340,Lizard again becoming animated around mid-January,iguana,iguana,anagram,IGUANA,1
122500,Maximum awareness required when the H. Grail is exposed,highalert,high alert,anagram,HIGH ALERT,1
110746,Marine upset a lunatic,nautical,nautical,anagram,NAUTICAL,1
138450,First two of irritating Pogues' wayward followers,groupies,groupies,anagram,GROUPIES,1
7584,Here's hoping I spring a surprise,aspiring,aspiring,anagram,STARTLES,0
128120,Two English animals on the loose in Pacific region,melanesia,melanesia,anagram,POLYNESIA,0
49068,"Picture gives an image, ultimately distorted",envisage,envisage,anagram,IMAGINED,0
97821,Later organisation of workers' guild,artel,artel,anagram,UNION,0
119209,Probably time to tuck into sausage pie,ataguess,at a guess,anagram,AT A GUESS,1
88140,"King acted madly in theatre, executed patron",george,george,anagram,CLIENT,0
60419,Spooner's allowed bird to escape,getloose,get loose,anagram,GET LOOSE,1
77667,Sugary affair heard to come back after being booed?,meringue,meringue,anagram,DESSERTS,0
35307,This will locate drama school correctly,radar,radar,anagram,RADAR,1
38161,Predator about to move freely,flow,flow,anagram,ORCA,0
15200,Is a name recollectable? Not with this,amnesia,amnesia,anagram,AMNESIA,1
37771,Romantic details I made up,idealist,idealist,anagram,IDEALIST,1
114264,Unusually lithe daughter leaving university in good spirits,lighthearted,light hearted,anagram,LIGHT HEARTED,1
94656,"Labour would be after this on stage - it's ""New""!",gestation,gestation,anagram,PREGNANCY,0
43646,"Christian code about being artificial, but seeming otherwise",android,android,anagram,ARTLESS,0
46910,Turned radio on electrician's last order,ordain,ordain,anagram,ORDAIN,1
8825,Bottom? Then second to bottom's exceptional,rare,rare,anagram,RARE,1
141132,"Ten fools, cavorting with glee, lose all inhibitions",letoneselfgo,let oneself go,anagram,LET LOOSEN UP,0
27665,Collect up jumble in efficient fashion,assemble,assemble,anagram,TIDILY,0
34020,He has broken links with one foreign capital,helsinki,helsinki,anagram,HELSINKI,1
18314,star@alien set back by infectious disease,tetanus,tetanus,anagram,TETANUS,1
94223,"For a break, urge ride round University, as required by custom",derigueur,de rigueur,anagram,BY DEFAULT,0
47375,Naughty ladies men dream of,ideals,ideals,anagram,IMPISH,0
45062,Rising bog round ground,oval,oval,anagram,SOIL,0
43561,Vulgar words recur with naval orders,vernacular,vernacular,anagram,PROCEDURES,0
91398,"Horribly vain and aloof, but not successful",ofnoavail,of no avail,anagram,OF NO AVAIL,1
105549,Maclean's turn to show restraint,manacles,manacles,anagram,MODERATE,0
76108,"Sectarians from Ithaca, right? Wrong!",cathari,cathari,anagram,CATHARI,1
21928,Softer sort of wood,forest,forest,anagram,BALSAM,0
80180,"Dear Sir, These could be what you've always wanted",heartsdesire,hearts desire,anagram,HEARTS DESIRE,1
54065,TV company ran poster in Georgia,granada,granada,anagram,TBILISI,0
114505,"It was Tio Pepe, nothing less, poured out here",wastepipe,waste pipe,anagram,TAPE ROOM,0
108849,"Initially inferior count: sceptical, sadly, about making a baby?",conceptualistic,conceptualistic,anagram,INCONCEIVABILITY,0
129047,Old photographs and toys prefer recycling,ferrotypes,ferrotypes,anagram,STEREOTYPE,0
34182,He wrote about a tree,camus,camus,anagram,ASPEN,0
89592,"Stretched up, standing and unfolding",narrating,narrating,anagram,SPREADING,0
85813,Throw out - time's up,emit,emit,anagram,EMIT,1
131618,Daub number plates (not first three letters) to confuse followers,beplaster,beplaster,anagram,DISTRACTION,0
88396,Fellow arranged ordinals around a balancing aid at sea,dorsalfin,dorsal fin,anagram,SIDERAILS,0
110851,"I pitch a tent abroad without assent, initially causing bad blood",antipathetic,antipathetic,anagram,INFLAMMATION,0
128284,Chopin piece of sole piano variation,polonaise,polonaise,anagram,POLONAISE,1
45142,One takes so long making pictures,images,images,anagram,IMAGES,1
8092,Wordplay of a Socratic kind,acrostic,acrostic,anagram,IRONICAL,0
141791,Unusually daring type of dressing,indrag,in drag,anagram,IN DRAG,1
81143,Rose made arrangements to name date,emanated,emanated,anagram,ROMANCED,0
115902,Function of arsenic that's criminal,arcsine,arc sine,anagram,SINISTER,0
11078,Explosive chap who must retire for the good of France,nobel,nobel,anagram,NITRO,0
69347,"Parking, I can set alarm",panic,panic,anagram,PANIC,1
8880,Gentleman Bottom raised the remains of a wreck,debris,debris,anagram,DEBRIS,1
137669,Terrible Sun lie/fib can't be run together,infusible,infusible,anagram,INFUSIBLE,1
125248,Spread to excite gourmet and pal,promulgate,promulgate,anagram,PROMULGATE,1
124833,Unpredictable podgy Eastern pariah,pyedog,pye dog,anagram,ODD EGG,0
38990,Catches up with weapon,sten,sten,anagram,STEN,1
106345,Distress when train set gets damaged,straiten,straiten,anagram,STRAITEN,1
130619,Isolated ones left sardines at sea,islanders,islanders,anagram,ISLANDERS,1
104698,Sully an overstuffed cow?,deflower,deflower,anagram,STAINING,0
133984,Dreadful abuse hit regular attenders,habitues,habitues,anagram,HABITUES,1
131979,Courtesy of chief rival wounded close to Burgundy,chivalry,chivalry,anagram,CIVILITY,0
138816,"Rose that needs cutting, heavens mother inspired!",whiskymac,whisky mac,anagram,BRIGHT RED,0
20269,Trumpeter amazing the panel,elephant,elephant,anagram,ELEPHANT,1
36805,"Initially without force, elevating King David, for example",artist,artist,anagram,PSALMS,0
43697,Only women admitted into mobile phone event,phenomenon,phenomenon,anagram,CELEBRATES,0
60744,"Bridge, tailor-made for a canal",rialto,rialto,anagram,PONTON,0
84882,Spinning RR into a ball? Not perhaps with this!,antirollbar,anti roll bar,anagram,ROLL ROLL UP,0
48349,What one's good cause seeks? Try gelt found in distribution,lotteryfunding,lottery funding,anagram,TRUST FUNDING,0
1764,Manner of Israel's one-time neighbour rising,mode,mode,anagram,MODE,1
89744,Came up with a diet change for the undernourished,emaciated,emaciated,anagram,EMACIATED,1
89321,Sign to new Catholic claiming spiritual knowledge,gnostic,gnostic,anagram,GNOSTIC,1
137044,Piles of rubbish and rats scurrying by hospital in poor shape,trashheaps,trash heaps,anagram,TRASH HEAPS,1
116855,"Use a cuff, eh? Mad, she drives me",chauffeuse,chauffeuse,anagram,CHAUFFEURS,0
34879,Example of an insect blight,instance,instance,anagram,PARASITE,0
135206,A bunch of pseuds of the art editor kind,softhearted,soft hearted,anagram,FAKE FLOWERS,0
40220,Greek river with body of water rising,aesop,aesop,anagram,LETHE,0
10449,Must fix rider's wooden legs,stumps,stumps,anagram,STILTS,0
46044,Spooner's pet's entry to working-class symbol,flatcap,flat cap,anagram,FLAT CAP,1
33352,I daren't exchange one car for another,tradein,trade in,anagram,TRADE IN,1
22271,Club official sure in re art anyway,treasurer,treasurer,anagram,TREASURER,1
131268,Doctor paid a vet to be compliant,adaptive,adaptive,anagram,ADAPTIVE,1
118912,Let no urban car be otherwise,carbonneutral,carbon neutral,anagram,NON-CURABLE,0
135860,Reverse-engineered molecule that might bind some solutions here,and,and,anagram,AND,1
4,Number Three at sea,ether,ether,anagram,ETHER,1
74321,Support for the devout in endless Euripides production,priedieu,prie dieu,anagram,PRAY MATS,0
121217,Announces several changes,reveals,reveals,anagram,REVEALS,1
123687,Its creed could be judicious,discreet,discreet,anagram,DISCREET,1
40778,Church following the lunar cycle?,lutheran,lutheran,anagram,ENCYCLIC,0
73305,"Tough, shrewd and practical hands rode range",hardnosed,hard nosed,anagram,HARD NOSED,1
94963,Cutting of taxes by queen works out,exercises,exercises,anagram,CASTRATES,0
132116,"Barrow by rail, shortly to return",cart,cart,anagram,CART,1
25260,"Masses drifting away, slice of cake ultimately getting wasted",icefloes,ice floes,anagram,ALL SPENT,0
117938,Keen to pirouette over good music,reggae,reggae,anagram,KEENER,0
42685,Begin a different way of life?,being,being,anagram,START,0
3897,Means of reproduction for awkward clients,stencil,stencil,anagram,STENCIL,1
111620,Crime scene? It's an adult shot to pieces,indecentassault,indecent assault,anagram,STUNTED ASHLOT,0
42128,"Oriental sailor, a rogue changing sides",lascar,lascar,anagram,TARTAR,0
30910,"Not all the book, but about right",excerpt,excerpt,anagram,UPRIGHT,0
11133,European Union bearing modified vegetable produce,aubergine,aubergine,anagram,VEGETABLE,0
10197,One who picks the winning ticket goes up for the prize,reward,reward,anagram,DRAWER,0
74378,Possibly see unit as part of another unit,ensuite,en suite,anagram,IN SITU,0
70042,Send Giles revised stuff that's recently arisen,seedlings,seedlings,anagram,SEDIMENTS,0
116001,Supply cable possibly halved,flexibly,flexibly,anagram,CATERING,0
127727,Re-enter formation of earth,terrene,terrene,anagram,TERRENE,1
66613,Doctor rescued flirt,seducer,seducer,anagram,SAVEDR,0
94986,One must be quick to do so,breathe,breathe,anagram,FASTER,0
53710,Irregular green semicircle turns up on top of table,deviant,deviant,anagram,TRESTLE,0
82235,"Naps killed cat, excited by amorous activity",slapandtickle,slap and tickle,anagram,SLAP AND TICKLE,1
85145,Little boy traps female into consent for promotion of photosynthesis,leafgreen,leaf green,anagram,LEAF STOMA,0
108647,"Cute, if led astray, becoming two-faced",deceitful,deceitful,anagram,DECEITFUL,1
122178,Exclusive brand meant dear product,tradename,trade name,anagram,PRADA COST,0
101254,"Doubtless, mistake offends client",selfconfident,self confident,anagram,WITH CERTAINTY,0
128855,She possibly reports hand straying after American leaves for Italy,thirdperson,third person,anagram,NIGHT GARDEN,0
63558,"Timon, I say, is disposed to hate",animosity,animosity,anagram,ANIMOSITY,1
100348,Must a shine somehow indicate fire?,enthusiasm,enthusiasm,anagram,ENTHUSIASM,1
58963,Exasperated with Dave and ragtag ensemble,aggravated,aggravated,anagram,AGGRAVATED,1
60374,Bloater's not a bad sea food item,lobster,lobster,anagram,LOBSTER,1
110353,Musical acrobatics could produce bad neck and ear,breakdance,break dance,anagram,BREAK DANCE,1
68981,A main source of embryonic membrane,amnia,amnia,anagram,AMNIO,0
63995,Fierce storm on the coast of Brazil,recife,recife,anagram,BRAZIL,0
62207,Musician's skill rescued tarnished gig,sightreading,sight reading,anagram,SIGHT READING,1
76568,"As arranged, I'm seated with second cup of coffee",demitasse,demitasse,anagram,AMERICANO,0
32620,Progressive brought new Communist order about,modern,modern,anagram,MODERN,1
31384,Assigned task of putting clock back,remit,remit,anagram,REMIT,1
78888,This old boneshaker is a strangely loved piece,velocipede,velocipede,anagram,VELOCIPEDE,1
122697,"Shake up orange vigorously, carried by rocket",reorganise,reorganise,anagram,SATELLITES,0
28956,Rushes round to see the Primate,rhesus,rhesus,anagram,BISHOP,0
126904,Heard to put artic into reverse at some degree,baccalaureate,baccalaureate,anagram,ARTICULATIONS,0
52581,A Bovril recipe that's revolutionary,bolivar,bolivar,anagram,BOLIVAR,1
26426,Do something different with cold celery,recycle,recycle,anagram,RECYCLE,1
106194,I help with gigs - I adore travelling,roadie,roadie,anagram,ROADIE,1
59197,Nice men upset by bearing superiority,eminence,eminence,anagram,EMINENCE,1
104574,Last nasty messy problem for adviser with computer,systemsanalyst,systems analyst,anagram,SYSTEMS ANALYST,1
139444,Revised bible held by a theologian's all made up,adlibbed,ad libbed,anagram,AD LIBBED,1
136819,"Faith being questioned in party heading for office, amid dubious claims",iconoclasm,iconoclasm,anagram,CONVICTION,0
48494,Not one anti-beer?,inebriate,inebriate,anagram,ABSTAINER,0
61107,Islam's enigmatic religious book,missal,missal,anagram,PSALMS,0
120857,I don't mess with leaf stripper,defoliant,defoliant,anagram,SEDIMENTS,0
119024,Dreamer in dunce's cap is teased,escapist,escapist,anagram,BADGERED,0
14524,"Put in post at suite, perhaps",situate,situate,anagram,INSTALL,0
21801,Moving praise for the old country,persia,persia,anagram,PERSIA,1
84100,After analysis we had this Freudian impulse,deathwish,death wish,anagram,DEATH WISH,1
96200,Late actor has shifted tree to the left,sharif,sharif,anagram,ASHLEE,0
107056,Trailer for Edward Lear's capital nonsense?,dawdler,dawdler,anagram,PALAVER,0
39343,Fibres working loose in underpants,briefs,briefs,anagram,NYLONS,0
126766,"Paint can out, red is stirred",undercoat,undercoat,anagram,UNDERCOAT,1
90004,"A relation's ground, or grounds",rationale,rationale,anagram,PREMISES,0
131147,Bizarre muddle I clear up,peculiar,peculiar,anagram,SURREAL,0
61148,Drink leads to nasty reaction at university,cointreau,cointreau,anagram,EUCHARIST,0
6422,Verne's undisciplined banker,severn,severn,anagram,SEVERN,1
98733,Lily's relative pole dancing with dash,asphodel,asphodel,anagram,SPRINTED,0
37091,Casters may be working to find one,actress,actress,anagram,SPINNER,0
20166,"Standing still, but not against reform",stagnation,stagnation,anagram,STATIONARY,0
14400,Antique objects found in battered raincoat after the last King George,victoriana,victoriana,anagram,VICTORIANA,1
107057,Waddle about with right loafer,dawdler,dawdler,anagram,TROTTER,0
70056,Where tramlines turn around,terminals,terminals,anagram,TERMINALS,1
18145,Manger apt to be shown transformed by star,pentagram,pentagram,anagram,STAGNATED,0
91581,"Catching cousin with goat, disturbed",contagious,contagious,anagram,CONTAGIOUS,1
60113,They're assumed to raise sail in rough sea,aliases,aliases,anagram,ALIASES,1
67017,Stuff that's left out,felt,felt,anagram,STOW,0
135725,"Puny chap burying head, awfully miserable",unhappy,unhappy,anagram,UNHAPPY,1
27872,Slave-owner's turned to tea producer,assam,assam,anagram,ASSAM,1
92011,"Missing date, shambolic developers come round too late",oversleep,oversleep,anagram,OVERLEAPS,0
37390,"Put half a grand on dodgy palomino ""No-No"" after studying this document?",diploma,diploma,anagram,DIPLOMA,1
42683,Oval cone not completely reshaped?,volcano,volcano,anagram,CONVEXO,0
109448,"Attacked after broadcast, alas, is duke out of the country?",assailed,assailed,anagram,ASSAILED,1
8743,What could be finer to conclude?,infer,infer,anagram,INFER,1
26772,Ecus under negotiation with no strings attached,unsecured,unsecured,anagram,UNREDUCED,0
139924,"Extinct arthropods, one preserved in lobster, it could be?",trilobites,trilobites,anagram,TRILOBITES,1
33944,Astute misrepresentation of the figure,statue,statue,anagram,STATUE,1
91895,Current producer of coral involved in retail,solarcell,solar cell,anagram,SOLAR CELL,1
114542,As an artist I reenact my career,traceyemin,tracey emin,anagram,CAREER PATH,0
35336,Guns are raised in this game,stag,stag,anagram,STAG,1
14771,Extraction possibly due to Bond?,educement,educement,anagram,EXTRACTION,0
19356,Southeastern rail trips by one from another country,israeli,israeli,anagram,SERAILS,0
91812,Mad hatter drinking limitless tea in operational part of hospital,theatre,theatre,anagram,THEATRE,1
98167,Technique pioneered by Disney into a main production,animation,animation,anagram,ANIMATION,1
87221,Examiner is in wrong street,tester,tester,anagram,TESTER,1
141655,"In charge in any pub, moving stock up frantically",panicbuy,panic buy,anagram,PRICE UP,0
28916,Distressed emu ill on floor-covering,linoleum,linoleum,anagram,LINOLEUM,1
133164,Hot meal enlivened with a drop of neat alcohol,methanol,methanol,anagram,METHANOL,1
93259,"Rose may be single, desperately seeking husband",english,english,anagram,ENGLISH,1
22767,"Wild flower with tag, ""Light of Evening""?",afterglow,afterglow,anagram,AFTERGLOW,1
138908,"Tip of rhubarb? No, I crave tripe!",carnivore,carnivore,anagram,CARNIVORE,1
49163,In which real duty is abandoned!,adultery,adultery,anagram,ADULTERY,1
47840,"""Morning"" from Grieg: ten pieces",greeting,greeting,anagram,TENPENCE,0
136586,Policy Americans go wild for,reaganomics,reaganomics,anagram,AMERICANISM,0
1349,"Interior decoration, pretty as can be",tapestry,tapestry,anagram,ORNAMENT,0
88081,A coal tit changing gear,tailcoat,tail coat,anagram,TAIL COAT,1
64999,Ada being nasty? Just having a laugh,badinage,badinage,anagram,BADINAGE,1
116613,Hormone replacement for bird,moorhen,moorhen,anagram,ESTRONE,0
120826,"""Pass him, anyway"" - how accidents result",mishaps,mishaps,anagram,HAPPENS,0
120636,"Concisely written ultimately, French produce cracking poem",inbrief,in brief,anagram,EN VERSE,0
80700,Spiel includes point in sprinkling chips with salt,salespitch,sales pitch,anagram,SALTY CHIPS,0
3559,A steep fluctuation in old currency,peseta,peseta,anagram,PESETA,1
108146,Argue about holding stake in contract,guarantee,guarantee,anagram,STIPULATE,0
77029,"Stone from a ring, replaced before the centre's fallen out",granite,granite,anagram,DIAMOND,0
11644,"Queen's favourite isle? Crete, possibly",leicester,leicester,anagram,GREEK ISLE,0
77076,Prom performers duck out of this world,temporal,temporal,anagram,ETHEREAL,0
35412,Exploding grenade creates disorder,derange,derange,anagram,DERANGE,1
136903,Annalist busy acquiring old papers,nationals,nationals,anagram,HISTORIAN,0
39635,Is perversely advanced still,silent,silent,anagram,STATIC,0
132163,Daisy's relative's crazy over crazy girl about love,marigold,marigold,anagram,MARIGOLD,1
93581,Saw mishap jumping over sort of gate,aphorism,aphorism,anagram,OBSERVED,0
51639,"Act less, try broadcast for radio once",crystalset,crystal set,anagram,CRYSTAL SET,1
38576,Cancel a do strangely retaining odd bit of finale which is forgettable,oldacquaintance,old acquaintance,anagram,NON-REMEMBERABLE,0
98379,Literary traveller initially altered Eliot's character,tulliver,tulliver,anagram,GULLIVER,0
130069,"Some ran badly, running not being their sport",oarsmen,oarsmen,anagram,SNOOKER,0
141893,"My sonny's ill - tired and worn out, maybe",synonyms,synonyms,anagram,SYNONYMS,1
89361,It turns green once church leaves Devon town,tiverton,tiverton,anagram,EXMOUTH,0
127533,Such a suit might make Ian pretty upset,paternity,paternity,anagram,APPERTAIN,0
68770,"What the Israelites went through the wrong way round, getting cooked very fast",seared,seared,anagram,SEARED,1
73753,Partner would make supermarket run if opening of tills moved to the earliest slot,escort,escort,anagram,SPOUSE,0
114354,Very nice romp - and hard all the way,everyinch,every inch,anagram,SUGAR COAT,0
35559,Circus artiste's value is tumbling,acrobat,acrobat,anagram,TUMBLER,0
30371,Subsequently the French turned sideways,lateral,lateral,anagram,LATERAL,1
50444,Came clean: he'd worse troubles,showered,showered,anagram,SHOWERED,1
131864,Copies I need to revise at times,imitates,imitates,anagram,IMITATES,1
72199,Lime and cats affected plant,clematis,clematis,anagram,CAMELIAS,0
129321,"Making pie, I'd most bananas made best use of",optimised,optimised,anagram,OPTIMISED,1
138319,"Herb we eat with bliss, when cooked",sweetbasil,sweet basil,anagram,SWEET BASIL,1
40313,Food out East,eats,eats,anagram,SOBA,0
96041,"Short of time, they run about in stadia",greyhounds,greyhounds,anagram,STADIUMS,0
13152,Nearly caught involved in crime,larceny,larceny,anagram,TREASON,0
79168,Lady of ill report,porter,porter,anagram,SIRENS,0
73672,Footwear's the making of Sal,sandal,sandal,anagram,SANDAL,1
140260,Short-changed minor name in finance,rothschild,rothschild,anagram,UNDERVALUE,0
65634,Place for finding big hats and misshapen coats,ascot,ascot,anagram,ASCOT,1
130920,Registers failing to show separate A&E charges,indicts,indicts,anagram,IONISES,0
108131,Such a church can omit choral composition,romancatholic,roman catholic,anagram,ROMAN CATHOLIC,1
43206,Cheese is strong when expected,feta,feta,anagram,EDAM,0
54482,It's not normal to make dancing bear caper without money,aberrance,aberrance,anagram,ABERRANCE,1
52465,Snare ten squirming fish,entangle,entangle,anagram,TRAPNETS,0
53359,Free trade - comic sort of rule,democratic,democratic,anagram,DEMOCRATIC,1
46630,"Rationing being distributed, one cannot be seen in the dark",ignorant,ignorant,anagram,IGNORANT,1
