Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
111926,Variation in phone call - it's not uniform,plainclothes,plain clothes,anagram,VARIATION,0
34122,He brought about a row - old cricketer,larwood,larwood,anagram,HARMON,0
1107,Machine operator gives up merrymaking,lever,lever,anagram,GRIND,0
2129,I meant a change to liven things up,animate,animate,anagram,AMENDED,0
75887,Shrub is in teapot that's cracked,poinsettia,poinsettia,anagram,BUSHWACK,0
141808,"Suffering from cold, maybe curator has shivers",catarrhous,catarrhous,anagram,CURATORS,0
139461,Ruler to damn building that's avant-garde,ultramodern,ultramodern,anagram,DYSTOPIAN,0
45947,Pearl possibly a shade of white?,paler,paler,anagram,IVORY,0
101615,Let fire rip to be creative,fertile,fertile,anagram,ARTFUL,0
128640,Marketing method making unhaloed heads roll,hardsell,hard sell,anagram,HEAD HUNT,0
133948,Relocated abroad and no longer in England,bangalored,bangalored,anagram,EXILED,0
97022,"Done with magic, converted and marrying within the tribe",endogamic,endogamic,anagram,SHAMANS,0
63087,Medication of pills taken with tea,pastille,pastille,anagram,PILLAGE,0
64060,Feet all clumsy? Look at this ad!,leaflet,leaflet,anagram,CLUMSY,0
7381,Asked about what might be required when leader's gone,queried,queried,anagram,NEEDED,0
121268,Space traveller - about which I do more to unravel,meteoroid,meteoroid,anagram,ASTRONAUT,0
22570,Drunk comes to a state of incapacity,comatose,comatose,anagram,INTOXIC,0
55199,Try an overdue reform,endeavour,endeavour,anagram,ANALOGUE,0
80670,Octave's arranged for bird,avocet,avocet,anagram,FALCON,0
56781,Wrongly surmise one's made a poor application,misuser,misuser,anagram,MISREAD,0
128794,"Our lingo is rustic, like Gray's mute Milton",inglorious,inglorious,anagram,LANGUAGES,0
128158,Oswald's unlucky formulation,sodslaw,sods law,anagram,BAD LUCK,0
133666,Inform sailor about dance,ballet,ballet,anagram,SAILOR,0
116880,Politician's bill abandoned - about time!,liberal,liberal,anagram,POLITIC,0
88292,Unfold next compilation when editor's out,extend,extend,anagram,UNFOLD,0
26581,Revive wren horribly pecked by eagle's beak,renew,renew,anagram,WRENE,0
67543,"With reorganisation of station, be firm",obstinate,obstinate,anagram,STATION,0
24237,"Criticise cast not taking sides, essentially",asperse,asperse,anagram,CRITIC,0
61223,Sea mail at sea with no exceptions,anomalies,anomalies,anagram,MAILSEA,0
114953,"Better half's home cooking required flour, say",starofbethlehem,star of bethlehem,anagram,HOMECOOKING,0
130838,Man confused brunette unendingly,bunter,bunter,anagram,BRUNETTE,0
65404,"Refused it anyway, having had more than enough",surfeited,surfeited,anagram,REFUSEDIT,0
71389,Begin a Zola novel? That's sweet,zabaglione,zabaglione,anagram,ZOLANOVEL,0
120876,Travelling through time back to Jonah in poor whale,leviathan,leviathan,anagram,TIMEWHALE,0
50769,One decants mucky liquid,condensate,condensate,anagram,DECANTING,0
98728,Airport complex round back of Dodge City,pretoria,pretoria,anagram,DODGECITY,0
44609,Able to figure nature out without me,numerate,numerate,anagram,ABLEMIND,0
63892,Lesbia's translation lets herself down,abseils,abseils,anagram,LETSDOWN,0
98527,"In love, the man here, sad with love going wrong",headoverheels,head over heels,anagram,LOVEHURT,0
93746,"Pull back, having eaten badly out here?",teagarden,tea garden,anagram,OUTBACK,0
92555,Where list is meddled with once,erstwhile,erstwhile,anagram,MEDDLIST,0
130615,"Maybe skinny dip English rejected, crime when swimming",epidermic,epidermic,anagram,DIPLOMACY,0
44081,Second-hand cylinder could be repaired with it,indirectly,indirectly,anagram,REPAIRING,0
118741,Prophets of doom fabricated star's mail,alarmists,alarmists,anagram,DOOMSAYERS,0
115441,Shocker! Had another go at paper when upset,taser,taser,anagram,SHOCK,0
60476,A singer can use the arrangement,chanteuse,chanteuse,anagram,SINGERS,0
60417,Offers surplus one pound to be doled out - amazing!,fullofsurprises,full of surprises,anagram,OUT OF HAND,0
108010,It's argon? Neon? Neither taking on being reactive,inertgas,inert gas,anagram,NOBLE GAS,0
49895,"Pipe blown in cold loo, time to go finally",clarinet,clarinet,anagram,CLOGGED,0
1799,Royal corpse is resurrected by Brown,sienna,sienna,anagram,BROWNS,0
19663,Danish legend translated without assistance,singlehanded,single handed,anagram,HANS CHRISTIAN,0
40712,"Showing wilfulness, the gods ran amok",headstrong,headstrong,anagram,DISOBEDIENT,0
115226,"Making more extensive disorder in gaol, note",elongation,elongation,anagram,ENLARGEMENT,0
75394,Scrambled eggs endorsed and used in an emergency by the army,greengoddess,green goddess,anagram,FIELD RATIONS,0
27667,Bless me! A strange get-together,assemble,assemble,anagram,MEETINGS,0
27570,Unusually stern Goths dropping round with gifts,strengths,strengths,anagram,GOTHICISM,0
10240,"Italian hothead upsetting Italian creator of inferno, blowing top",etna,etna,anagram,DANTE,0
73901,"Like certain writing from Italy, prose that's fancy",epistolary,epistolary,anagram,CALLIGRAPHY,0
51729,Swap parts of steam baths in island capital,nassau,nassau,anagram,STOCK,0
64834,French dresser Tom Cruise ordered,costumier,costumier,anagram,COSTUMIER,1
101924,Flower - love it to bits,violet,violet,anagram,ORCHID,0
79667,"Man swimming in river, son reveals",unmasks,unmasks,anagram,MORNING,0
3903,Nicest forms with right angle for design template,stencil,stencil,anagram,TEMPLATES,0
26423,Fire single sniper shot,inspire,inspire,anagram,FIREARMS,0
85110,"Girl, a brat, chewing up the rock",gibraltar,gibraltar,anagram,GABRIELLA,0
130807,"Seeing Troy destroyed by donating a gift, for example",generosity,generosity,anagram,GIFTEDNESS,0
121589,Nut roast as cooked for high fliers,astronauts,astronauts,anagram,AERONAUTS,0
7128,You need to ride craftily to manage a title,editor,editor,anagram,TITLE,0
13933,Ambassador renegotiating trade's capital backing,headrest,headrest,anagram,AMBASSADOR,0
130054,"Tragically, one does get shot in bed",gonetoseed,gone to seed,anagram,SHOT IN BED,0
10064,Distanced by a date-line blunder,alienated,alienated,anagram,DISTANCE,0
98500,"To play, I set up soccer for those who dislike union",eurosceptics,eurosceptics,anagram,DISUNIONIST,0
57757,A delay upset the celebration,gala,gala,anagram,HOLDUP,0
111614,I accept order mistakenly and went to and fro,reciprocated,reciprocated,anagram,REVERBERATE,0
66528,Angrily press one for an answer,response,response,anagram,PRESSURE,0
63006,"Nouveau roman of wretched Levantine, going East for love",antinovel,antinovel,anagram,ROMANTIC,0
133151,Arabs live all over the place - their values may change,variables,variables,anagram,VARIABLE,0
30594,Blue-eyed boys back-tracking a short distance,step,step,anagram,BOYS,0
15182,"Bring about change in green energy, in short",engineer,engineer,anagram,GENERATE,0
87556,Hustle curious enquirer,sleuth,sleuth,anagram,HUSTLE,0
132640,Returned rotten fish,dab,dab,anagram,COD,0
124520,"Riding on rocks, kept in shape by pressure only",nonrigid,non rigid,anagram,GEM STONE,0
111697,Possibly take work in state capital,topeka,topeka,anagram,CAPITAL,0
77638,Contests organised by general in one of his towns?,tourneys,tourneys,anagram,CONTESTS,0
61443,Whoever wrote this dog's dinner must be round the bend!,paul,paul,anagram,NUTS,0
21820,Situation where no race is fixed,scenario,scenario,anagram,SITUATION,0
114263,"Jolly good to punch Hitler, hated terribly",lighthearted,light hearted,anagram,HAPPY HOUR,0
5215,Preparation of ricin isn't essential,intrinsic,intrinsic,anagram,CATIONIC,0
92553,Welsh rite performed once upon a time,erstwhile,erstwhile,anagram,WELSH RITE,0
33774,"Having drunk tots, miscue and produce strain",settomusic,set to music,anagram,TO DRINK,0
17719,Alienate sergeant in mess,estrange,estrange,anagram,ALIENATE,0
81138,Cautiously progressing petition about the end of hunting,tiptoeing,tiptoeing,anagram,CAUTIOUSLY,0
36325,Novel by incomer in its early stages,embryonic,embryonic,anagram,NOVELIST,0
69933,Shed covering mess of debris - nothing in it,disrobe,disrobe,anagram,CANOPY,0
128198,Dowdiest sort of paper like this,twosided,two sided,anagram,OLD PAPER,0
29387,Does vanity put right unpleasant picture?,videonasty,video nasty,anagram,VANITY FAIR,0
133041,Unlikely rich setter will be giving more,stretchier,stretchier,anagram,OVERREACHING,0
36795,Creative traits make one?,artist,artist,anagram,ARTIST,1
10767,Ugly finish in untidy set is an eyesore,stye,stye,anagram,EYESORE,0
3676,Helping to make Gaia the New Age goddess,athene,athene,anagram,GODDESS,0
113172,Uranium stored in a folding plastic like a mould,fungoidal,fungoidal,anagram,URANINITE,0
36962,Diana could be a nymph,naiad,naiad,anagram,DIANA,0
34900,Knowing all to be in most nice order,omniscient,omniscient,anagram,KNOWLEDGE,0
140516,Produce an abridged version of Chaucer - current volume retained,giveoff,give off,anagram,EDIT OUT,0
134152,An option as he fell ill?,selfheal,self heal,anagram,SICK NOTE,0
124489,Ginger beer tip: goes off when infiltrated by rain?,rogers,rogers,anagram,GINGER,0
99095,"A long time, but Christmas is almost over",eon,eon,anagram,AGE,0
101169,Grievances concerning nice jobs to swap,objections,objections,anagram,GRIEVANCES,0
74691,Turn up the gas ring to cook it,sago,sago,anagram,BEND,0
89603,"Wild lion scared no-one, certainly not him",androcles,androcles,anagram,LIONHEART,0
92977,Colin goes out East to see her,nicole,nicole,anagram,COLLEEN,0
81484,Smiley's pleader a suspect? I'm not at liberty to say,mylipsaresealed,my lips are sealed,anagram,MAY I SAY,0
52423,Supports about to be cut,snip,snip,anagram,BARS,0
49786,Ballerinas missing a dance somewhere in Snowdonia,llanberis,llanberis,anagram,DANCERES,0
124126,"Beset by stormy sea, go to bed dark and brooding",saturnine,saturnine,anagram,DARKNESS,0
132716,"Barber's work, Adagio for Strings, by all conclusions suits Christmas concert initially, when jazzed up",scissorcut,scissor cut,anagram,CHRISTMAS,0
129825,Is a route across the Channel going north of a huge land mass?,eurasia,eurasia,anagram,TUNNELS,0
32761,Strange letter about to be removed from altered design,delta,delta,anagram,ALTER,0
8215,Girl I complain about,naomi,naomi,anagram,GIRL,0
79869,Wool used more in knitting,merino,merino,anagram,WOOLEN,0
121107,Viagra not working for pilot,navigator,navigator,anagram,PILOTAGE,0
141659,Moralising work of Corbyn is trashed with gusto,scoutingforboys,scouting for boys,anagram,MORALISING,0
63990,Tea's ready in mess for movable feast,easterday,easter day,anagram,FEAST,0
92710,Moving point wounded nag internally,poignant,poignant,anagram,PONTAGE,0
32883,"Tears flow, missing English ruler",tsar,tsar,anagram,EMMA,0
78307,Amaryllis dresses badly without trendy husband,shepherdess,shepherdess,anagram,HUSBANDRY,0
59406,Hercules? He's off to raise the dough,lucre,lucre,anagram,DOUGH,0
84848,A free spirit and active friend to the workers,apiarist,apiarist,anagram,ANARCHIST,0
62948,Thong gets privates in a twist,strap,strap,anagram,THONG,0
105601,Philosopher finds our complex about American waters,rousseau,rousseau,anagram,OURAY,0
55218,Gear change takes energy: go along with that,agree,agree,anagram,AGREE,1
67265,Actors playing the old leader,castro,castro,anagram,ACTOR,0
100830,Indeed upset when refused,denied,denied,anagram,DENIED,1
60372,Bolster arranged on the bed at sea,lobster,lobster,anagram,BOLSTER,0
68958,"Routed, beat a retreat",abate,abate,anagram,ROUTE,0
118326,Decorating it with pregnant bats,patterning,patterning,anagram,BATTERING,0
3912,Drink from the basin,absinthe,absinthe,anagram,DRINKING,0
56694,Did Sue and Dot dash off?,usedto,used to,anagram,DASHED,0
28225,Old Irish characters around Omagh,ogham,ogham,anagram,OMAGH,0
41676,Circus performer - a heretic or revolutionary,charioteer,charioteer,anagram,ACROBAT,0
88031,Medal distribution halted,lamed,lamed,anagram,MEDAL,0
102164,"Luke sees Mary, perhaps, as one seldom given due welcome",asylumseeker,asylum seeker,anagram,WELCOME,0
133865,Building under a site is more rickety,unsteadier,unsteadier,anagram,SUBSTRUCT,0
8050,"Taline, a kinky girl",natalie,natalie,anagram,LATINAS,0
31400,"Even so, I'd resolved to take the plunge",nosedive,nose dive,anagram,DIVE IN,0
5343,"Shaking rear in defiance, poisoner with toxic tail aggravated, as stinger",scorpion,scorpion,anagram,ANTIDOTE,0
117892,"Sell iodine, perhaps, as a substance in paint",linseedoil,linseed oil,anagram,OIL BASE,0
36238,Having to guess when Enigmatist gets out of order!,estimating,estimating,anagram,GUESSING,0
78808,Local death of Ericsson broadcast,necrosis,necrosis,anagram,CROSSING,0
12678,Not-so-wise guy stupidly smug on air,ignoramus,ignoramus,anagram,MUGGINGS,0
70617,"Explain complicated clue, a right puzzler initially!",clearup,clear up,anagram,KEY TO,0
131487,Philosopher's theory pagan slammed,pythagorean,pythagorean,anagram,PANTHEISM,0
122146,A lone crab scuttles round by the sea in Spain,barcelona,barcelona,anagram,CANCERES,0
109808,Chimp loath to get hit about the eye,ophthalmic,ophthalmic,anagram,CHIMPANZEE,0
35190,Dine out on candy? A potential killer!,cyanide,cyanide,anagram,CANDIDATE,0
105732,Votes could be wrong ones,noes,noes,anagram,VOTES,0
49043,Planes manufactured in Italy,naples,naples,anagram,ITALIAN,0
88322,Defer changing Sam's boss's name,frederick,frederick,anagram,DEFERMENT,0
100901,The joys of shifting super ales,pleasures,pleasures,anagram,SPLENDOR,0
51174,"Once gay characters reform, there's reasonable treatment for women",gynaecological,gynaecological,anagram,GENDER EQUALITY,0
118093,Sea air won't upset poor community,shantytown,shanty town,anagram,SCHOOL FAIR,0
107421,Rewriting Roald Dahl's final piece for money,dollar,dollar,anagram,DOLLARS,0
62770,Supply RNA to supplement form of bluish cleaner,nailbrush,nailbrush,anagram,SUPPLEMENT,0
42610,There's sustenance when I turn into bananas,nutrition,nutrition,anagram,NOURISHES,0
49497,Rocco is troubled by wind,sirocco,sirocco,anagram,CORSO,0
81649,He wrote about Eliza Mole,emilezola,emile zola,anagram,GEORGE BERNARD,0
38839,Those last shall be first - that's moral significance,ethos,ethos,anagram,ETHOS,1
46373,Writer wrote timeless moving lines,orwell,orwell,anagram,AUTHOR,0
64227,USA twice interfered with Libyan leader: nothing new there,asusual,as usual,anagram,NO GO,0
83786,Indians ain't much moved by old chief with muted war cry,iainduncansmith,iain duncan smith,anagram,CHIEF INDIAN,0
140189,Something funny in setting of gelatin,tagline,tag line,anagram,GEL FISH,0
49809,Ah Harpo! Possibly one of the greats of yesteryear,pharaoh,pharaoh,anagram,HARPO,0
131219,"Worker often seen wearing blue, red, green and russet, I suspect",registerednurse,registered nurse,anagram,COLOURFUL WORKER,0
15866,Colour that could be fancy but not loud,cyan,cyan,anagram,FADE,0
92952,Is crack badly affected by movement of traffic?,carsick,car sick,anagram,BAD TRAFFIC,0
33356,Arrangement of Israeli composer,salieri,salieri,anagram,MIRACLE,0
73991,A five-nil reverse that may be scrambled,ova,ova,anagram,NIL,0
64019,"Cook's vessel, one seen in rain, beam obscured",bainmarie,bain marie,anagram,RAINBOW,0
52426,Bob's legs turned over,snip,snip,anagram,BLOB,0
31506,"It makes pepper pot mine, anyhow",pimento,pimento,anagram,POTMINE,0
82230,Perhaps men say he's a sycophant,yesman,yes man,anagram,YES MAN,1
115065,Ordinal in West to show bottom face up?,maninthemoon,man in the moon,anagram,TOP OF THE CLASS,0
42856,Battle erupting around vessel's deck,turntable,turntable,anagram,BATTLESHIP,0
8506,Mixed aromas embellish love for full-bodied Spanish female,amorosa,amorosa,anagram,SENORAS,0
38934,"Tho' semi is falling apart, it's most cosy",homiest,homiest,anagram,HOMIEST,1
48873,He wrote about a large weight,zola,zola,anagram,HEFT,0
31677,Tabitha Twitchit to find home,habitat,habitat,anagram,COTTAGE,0
30830,"The end of the month, perhaps, so spread it thither",thirtieth,thirtieth,anagram,MONTHLY,0
98383,"Confirm a try, if converted properly",ratify,ratify,anagram,ATTEST,0
122042,Spooner's alarm for a tart?,bakewell,bakewell,anagram,SPOONER,0
51463,Good-looking six-footer foolishly married short lady,redadmiral,red admiral,anagram,DASHING,0
54988,See lambs going round in flocks together,assembles,assembles,anagram,LAMBKINS,0
22176,Strip shown in scene and suspicious motive involved,dennisthemenace,dennis the menace,anagram,CLOTHESLINE,0
139601,Pam ceded building and made off,decamped,decamped,anagram,DEPARTED,0
127915,They make cold scalp hot in a blizzard,clothcaps,cloth caps,anagram,COLD FRONT,0
97656,I find reformed smoker irritating,irksome,irksome,anagram,ANNOYED,0
124575,"Grating cheese at first, add tins or nuts",discordant,discordant,anagram,CHESTNUTS,0
16340,Lizard again becoming animated around mid-January,iguana,iguana,anagram,IGUANA,1
122500,Maximum awareness required when the H. Grail is exposed,highalert,high alert,anagram,HIGH ALERT,1
110746,Marine upset a lunatic,nautical,nautical,anagram,MARINE,0
138450,First two of irritating Pogues' wayward followers,groupies,groupies,anagram,FOLLOWERS,0
7584,Here's hoping I spring a surprise,aspiring,aspiring,anagram,HOPES,0
128120,Two English animals on the loose in Pacific region,melanesia,melanesia,anagram,PENGUINS,0
49068,"Picture gives an image, ultimately distorted",envisage,envisage,anagram,IMAGEST,0
97821,Later organisation of workers' guild,artel,artel,anagram,TRADES,0
119209,Probably time to tuck into sausage pie,ataguess,at a guess,anagram,TO A SAUSAGE,0
88140,"King acted madly in theatre, executed patron",george,george,anagram,KINGLY,0
60419,Spooner's allowed bird to escape,getloose,get loose,anagram,LET GO,0
77667,Sugary affair heard to come back after being booed?,meringue,meringue,anagram,CANDYFL,0
35307,This will locate drama school correctly,radar,radar,anagram,SCHOOL,0
38161,Predator about to move freely,flow,flow,anagram,LION,0
15200,Is a name recollectable? Not with this,amnesia,amnesia,anagram,ANAGRAM,0
37771,Romantic details I made up,idealist,idealist,anagram,ROMANTIC,0
104378,Bird changes head from what could be its doom …,partridge,partridge,anagram,DOVES,0
96465,Heinous confusion within a company,inhouse,in house,anagram,ATROCIOUS,0
138323,Commends review of nurses taking temperature twice,entrusts,entrusts,anagram,NURSES,0
110707,Some letters describe how to cook this dish,omelette,omelette,anagram,SOMETHING,0
23163,"Suave Bond - middle of sea, Craig's stripped off",debonair,debonair,anagram,DANIELS,0
36518,Note milk-curdler is overturned,tenner,tenner,anagram,NOTE,0
90905,"Various emails, no clues",miscellaneous,miscellaneous,anagram,MISCELLANEOUS,1
43754,Read of sloppy hat,fedora,fedora,anagram,HATRED,0
13619,"Page in ""Paradise Lost"" may go missing",disappear,disappear,anagram,PAGEANT,0
108074,Scared badly by Lebanese features,cedars,cedars,anagram,SCARED,0
49324,Intricately veined salad plant,endive,endive,anagram,VEINED,0
20728,"Using detailed examination, I can't allay worries",analytical,analytical,anagram,ANXIETIES,0
10463,Wagner's Ring? No - not all hell let loose,lohengrin,lohengrin,anagram,GOTTERDAMMERUNG,0
79850,"Under counter, old drunken farts won sham argument",manofstraw,man of straw,anagram,OUT OF ORDER,0
13109,"A Ford ""T"" car is renovated, showing motorist's skill",roadcraft,roadcraft,anagram,DRIVING,0
21822,Situation as nice or nasty,scenario,scenario,anagram,SITUATION,0
15742,Eye a fresh flower,aperture,aperture,anagram,DAISIES,0
61043,Energetic sort has Monday off,dynamo,dynamo,anagram,MOTIVE,0
63487,Fund new loony Borders party,endow,endow,anagram,FUND,0
104142,"Dozen chairs, one removed, dancing with playfulness",scherzando,scherzando,anagram,EXUBERANCE,0
114264,Unusually lithe daughter leaving university in good spirits,lighthearted,light hearted,anagram,HAPPY HOUR,0
94656,"Labour would be after this on stage - it's ""New""!",gestation,gestation,anagram,LABOURERS,0
43646,"Christian code about being artificial, but seeming otherwise",android,android,anagram,SYNTHETIC,0
46910,Turned radio on electrician's last order,ordain,ordain,anagram,ORDERED,0
8825,Bottom? Then second to bottom's exceptional,rare,rare,anagram,BEST,0
141132,"Ten fools, cavorting with glee, lose all inhibitions",letoneselfgo,let oneself go,anagram,LET IT GO,0
27665,Collect up jumble in efficient fashion,assemble,assemble,anagram,GATHERED,0
34020,He has broken links with one foreign capital,helsinki,helsinki,anagram,CAMBODIA,0
18314,star@alien set back by infectious disease,tetanus,tetanus,anagram,STARRED,0
94223,"For a break, urge ride round University, as required by custom",derigueur,de rigueur,anagram,TO ORDER,0
47375,Naughty ladies men dream of,ideals,ideals,anagram,DREAMS,0
45062,Rising bog round ground,oval,oval,anagram,GROG,0
43561,Vulgar words recur with naval orders,vernacular,vernacular,anagram,CURSEWORDS,0
91398,"Horribly vain and aloof, but not successful",ofnoavail,of no avail,anagram,ON THE ROPES,0
105549,Maclean's turn to show restraint,manacles,manacles,anagram,CANTONER,0
76108,"Sectarians from Ithaca, right? Wrong!",cathari,cathari,anagram,HERETICS,0
21928,Softer sort of wood,forest,forest,anagram,SOFTLY,0
80180,"Dear Sir, These could be what you've always wanted",heartsdesire,hearts desire,anagram,DEAR JOHN,0
54065,TV company ran poster in Georgia,granada,granada,anagram,GEORGIA,0
114505,"It was Tio Pepe, nothing less, poured out here",wastepipe,waste pipe,anagram,TAPAS BAR,0
108849,"Initially inferior count: sceptical, sadly, about making a baby?",conceptualistic,conceptualistic,anagram,CONCEPTIONAL,0
129047,Old photographs and toys prefer recycling,ferrotypes,ferrotypes,anagram,DAGUERREOTYPE,0
34182,He wrote about a tree,camus,camus,anagram,HESSE,0
89592,"Stretched up, standing and unfolding",narrating,narrating,anagram,UNFOLDED,0
85813,Throw out - time's up,emit,emit,anagram,CULL,0
131618,Daub number plates (not first three letters) to confuse followers,beplaster,beplaster,anagram,DAUBING,0
88396,Fellow arranged ordinals around a balancing aid at sea,dorsalfin,dorsal fin,anagram,FELLOW,0
110851,"I pitch a tent abroad without assent, initially causing bad blood",antipathetic,antipathetic,anagram,ANTIBODIES,0
128284,Chopin piece of sole piano variation,polonaise,polonaise,anagram,NOCTURNE,0
45142,One takes so long making pictures,images,images,anagram,SIXTHS,0
8092,Wordplay of a Socratic kind,acrostic,acrostic,anagram,DIALECT,0
141791,Unusually daring type of dressing,indrag,in drag,anagram,TOO CUTE,0
81143,Rose made arrangements to name date,emanated,emanated,anagram,DEADLINE,0
115902,Function of arsenic that's criminal,arcsine,arc sine,anagram,ARTFUL,0
11078,Explosive chap who must retire for the good of France,nobel,nobel,anagram,NICE,0
69347,"Parking, I can set alarm",panic,panic,anagram,PARKS,0
8880,Gentleman Bottom raised the remains of a wreck,debris,debris,anagram,GENTLE,0
137669,Terrible Sun lie/fib can't be run together,infusible,infusible,anagram,UNFOLDED,0
125248,Spread to excite gourmet and pal,promulgate,promulgate,anagram,GOURMET,0
124833,Unpredictable podgy Eastern pariah,pyedog,pye dog,anagram,BAD CAT,0
72167,"Player, a giant with red dicky",tragedian,tragedian,anagram,CRICKETER,0
117251,Rents due to be rendered without relief,unrested,unrested,anagram,RENTLESS,0
114128,"Coarse content of shoals, in more ways than one",oafish,oafish,anagram,SALTY,0
23355,"Vengeance of Greeks in mess, introduction of euro having failed",nemesis,nemesis,anagram,RETRIBUTION,0
102545,Ridges of gravel need new rakes and spades,eskars,eskars,anagram,GRAVEL,0
91781,Invest a loss from agreeable dealing after superior intervenes,beleaguer,beleaguer,anagram,LOANSHARK,0
24481,This devil will shatter the simple hopes,mephistopheles,mephistopheles,anagram,DEMONSTRATION,0
109773,"Novelist gets near, bent on ...",annebronte,anne bronte,anagram,HARD WORK,0
117284,Small flier legate distributed,eaglet,eaglet,anagram,GLIDER,0
36878,Top Portugal's tourist potential,outstrip,outstrip,anagram,POTENTIAL,0
57555,"Risk breaking leg, needing to call in a doctor",gamble,gamble,anagram,DANGER,0
115842,Forecast to prince: Di is unstable,prediction,prediction,anagram,PREDICTION,1
107706,Such people are extremely clever when exchanging points,smastset,smast set,anagram,SMART ALEC,0
30625,Discover a canister at sea,ascertain,ascertain,anagram,UNCOVER,0
68986,Paltry meals made with bread in Japan,measly,measly,anagram,BENTO,0
98056,"Prosecuted about bad return, defiled",sullied,sullied,anagram,DEFILED,0
142290,"Unruly as punks, one finally arrested comes quietly",sneaksup,sneaks up,anagram,OUT OF,0
101585,"The corral's shambolic, but from it comes such music",orchestral,orchestral,anagram,CARNIVAL,0
117080,"Treat Peter to a Trial by Jury, say?",operetta,operetta,anagram,PETERING,0
38265,Note: sheet to be changed when baby does this,teethes,teethes,anagram,CHANGES,0
38990,Catches up with weapon,sten,sten,anagram,CATCH,0
106345,Distress when train set gets damaged,straiten,straiten,anagram,DISTRESS,0
130619,Isolated ones left sardines at sea,islanders,islanders,anagram,ISOLATED,0
104698,Sully an overstuffed cow?,deflower,deflower,anagram,SULLIED,0
133984,Dreadful abuse hit regular attenders,habitues,habitues,anagram,ABUSIVE,0
131979,Courtesy of chief rival wounded close to Burgundy,chivalry,chivalry,anagram,COURTESY,0
138816,"Rose that needs cutting, heavens mother inspired!",whiskymac,whisky mac,anagram,MOTHER,0
20269,Trumpeter amazing the panel,elephant,elephant,anagram,TRUMPETER,0
36805,"Initially without force, elevating King David, for example",artist,artist,anagram,DAVID,0
43697,Only women admitted into mobile phone event,phenomenon,phenomenon,anagram,WOMENONLY,0
60744,"Bridge, tailor-made for a canal",rialto,rialto,anagram,VIADUCT,0
84882,Spinning RR into a ball? Not perhaps with this!,antirollbar,anti roll bar,anagram,SPINNING WHEEL,0
48349,What one's good cause seeks? Try gelt found in distribution,lotteryfunding,lottery funding,anagram,CHARITY FUND,0
1764,Manner of Israel's one-time neighbour rising,mode,mode,anagram,MANNER,0
89744,Came up with a diet change for the undernourished,emaciated,emaciated,anagram,DEVELOPED,0
89321,Sign to new Catholic claiming spiritual knowledge,gnostic,gnostic,anagram,SIGNIFICANT,0
137044,Piles of rubbish and rats scurrying by hospital in poor shape,trashheaps,trash heaps,anagram,TRASH PILES,0
116855,"Use a cuff, eh? Mad, she drives me",chauffeuse,chauffeuse,anagram,CUSHIONED,0
34879,Example of an insect blight,instance,instance,anagram,CATERPILLAR,0
135206,A bunch of pseuds of the art editor kind,softhearted,soft hearted,anagram,ARTISTIC PSEUD,0
40220,Greek river with body of water rising,aesop,aesop,anagram,NILE,0
10449,Must fix rider's wooden legs,stumps,stumps,anagram,CRUTCH,0
46044,Spooner's pet's entry to working-class symbol,flatcap,flat cap,anagram,WORKING CLASS,0
33352,I daren't exchange one car for another,tradein,trade in,anagram,SWAP,0
22271,Club official sure in re art anyway,treasurer,treasurer,anagram,CURATOR,0
131268,Doctor paid a vet to be compliant,adaptive,adaptive,anagram,SUBMISSIVE,0
118912,Let no urban car be otherwise,carbonneutral,carbon neutral,anagram,ALTERNATIVE,0
135860,Reverse-engineered molecule that might bind some solutions here,and,and,anagram,ION,0
4,Number Three at sea,ether,ether,anagram,THREE,0
74321,Support for the devout in endless Euripides production,priedieu,prie dieu,anagram,CHURCH,0
121217,Announces several changes,reveals,reveals,anagram,NOTICES,0
123687,Its creed could be judicious,discreet,discreet,anagram,DISCREET,1
40778,Church following the lunar cycle?,lutheran,lutheran,anagram,CATHEDRAL,0
73305,"Tough, shrewd and practical hands rode range",hardnosed,hard nosed,anagram,HARD CASE,0
94963,Cutting of taxes by queen works out,exercises,exercises,anagram,REDUCTION,0
132116,"Barrow by rail, shortly to return",cart,cart,anagram,WAGON,0
25260,"Masses drifting away, slice of cake ultimately getting wasted",icefloes,ice floes,anagram,THE CAKE,0
117938,Keen to pirouette over good music,reggae,reggae,anagram,EAGER,0
42685,Begin a different way of life?,being,being,anagram,START,0
3897,Means of reproduction for awkward clients,stencil,stencil,anagram,MEANS,0
111620,Crime scene? It's an adult shot to pieces,indecentassault,indecent assault,anagram,MURDER MYSTERY,0
42128,"Oriental sailor, a rogue changing sides",lascar,lascar,anagram,ORIENT,0
30910,"Not all the book, but about right",excerpt,excerpt,anagram,ABRIDGE,0
11133,European Union bearing modified vegetable produce,aubergine,aubergine,anagram,CABBAGE,0
10197,One who picks the winning ticket goes up for the prize,reward,reward,anagram,WINNER,0
74378,Possibly see unit as part of another unit,ensuite,en suite,anagram,AS IS,0
70042,Send Giles revised stuff that's recently arisen,seedlings,seedlings,anagram,SUGGEST,0
116001,Supply cable possibly halved,flexibly,flexibly,anagram,SUPPLY,0
127727,Re-enter formation of earth,terrene,terrene,anagram,REENTER,0
66613,Doctor rescued flirt,seducer,seducer,anagram,FLIRTED,0
94986,One must be quick to do so,breathe,breathe,anagram,HASTEN,0
