Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
71034,Capital inwardly greeting Zambia's rootstock,rhizome,rhizome,container,RECLAIM,0
8953,"Character with inclination for one toiletry, including iodine",italic,italic,container,SLANTS,0
10930,Teacher has time in jail,stir,stir,container,TERM,0
133579,Relishes crunching second mint,condiments,condiments,container,REFRIGERATE,0
1032,My Lord has invested currency - big fish,grandee,grandee,container,BANKERS,0
95855,Tale about invalid being resurrected is likely to be wrong,fallible,fallible,container,FALLIBLE,1
100185,Don Juan is one friend of Mary Poppins in work,libertine,libertine,container,SUPERIOR,0
87259,Competently keeps back clutter in meeting,assembly,assembly,container,ASSEMBLY,1
50947,Comprehensive school's centre in depression,thorough,thorough,container,COMPLETE,0
129961,"It's challenged, if raised in a legal document",defied,defied,container,DEFIED,1
49968,"Deplete noise, including raffia curtains",drain,drain,container,DRAIN,1
41977,"I'm held up by a fool, which is wrong",amiss,amiss,container,ERROR,0
130413,Pack one's cases right and there's loads of space,acres,acres,container,ACRES,1
48074,Pig in fat calls for old port,larboard,larboard,container,PORTABLE,0
69816,Composer taking egghead to river in swimsuit?,beachwear,beachwear,container,BACHELORS,0
123595,Piece of furniture cook rearranged in HQ,bookcase,bookcase,container,HEADREST,0
59640,Bit of mosaic shows girl entertaining monarch,tessera,tessera,container,REVEALS,0
29384,State in which one repeatedly enters raving mad,virginia,virginia,container,GEORGIA,0
32923,National schoolboy gobbling seconds,estonian,estonian,container,ESTONIAN,1
86110,Jade occupied by doctor's vocal quality,timbre,timbre,container,TONALS,0
122065,First couple from Turner artist blocking the killing of animals in the name of art?,cultural,cultural,container,CULTURAL,1
15192,"Bomb, say, catching European king from behind",grenade,grenade,container,PROJECT,0
124032,Signed agreement attached to ribbon held by queen?,concordat,concordat,container,PROTOCOL,0
81660,Unspoiled Hardy heroine is not a novice at heart,taintless,taintless,container,INNOCENCE,0
58292,The atmosphere in a small firm may be capital,cairo,cairo,container,CAIRO,1
113390,Bird ingesting large bean or nut,clock,clock,container,CLOCK,1
33600,Head of state protects saint from robber,rustler,rustler,container,WARDENS,0
78046,Thus carrying pet back and forth to be clipped,staccato,staccato,container,REPEATED,0
108105,Yes man finds three quarters to be in flower,assenter,assenter,container,AGREERER,0
68992,"Doctor on way, heroin injected carelessly",anyhow,anyhow,container,ANYHOW,1
111894,"I have invested in a car, where a boat is needed",river,river,container,TRADE,0
111106,Fat: apparently good to be inside a covering,lipid,lipid,container,SHELL,0
73037,Surly drivel about king,gruff,gruff,container,GRUFF,1
69297,Pressurised nitrogen stored under shed,leanton,leant on,container,LEANTON,1
45103,Time to abandon cabs for Central line,axis,axis,container,AXIS,1
119699,An awkward niggle surrounds gathering,gleaning,gleaning,container,GLEANING,1
130952,Piece of armour Shakespeare placed round topped and tailed fish,brassard,brassard,container,ARMURETS,0
108298,Game requires holder to contain speed and gravitational constant,strategy,strategy,container,STRATEGY,1
85190,Shrink admits a number of soldiers for assessment,judging,judging,container,JUDGING,1
34751,"Snake's exhausted, holding soldiers back",serpent,serpent,container,SERPENT,1
134954,"Raced round Bath, say, more than necessary",tospare,to spare,container,OVERDO,0
123937,Vote for including turn in TV show,xfactor,x factor,container,FEATURE,0
99049,Produce fertiliser concealing universal truth,manufacture,manufacture,container,COMPREHENDS,0
98497,Munchy sound when male tucks into meat,chomp,chomp,container,GNASH,0
101060,Accountant grasps tree in crater,caldera,caldera,container,BALANCE,0
132715,Way to infiltrate difficult meeting in secret,trysting,trysting,container,ASSESSOR,0
26224,Wait for veteran to strike out,holdit,hold it,container,HOLDIT,1
122583,How solid is refuse around squat?,density,density,container,STRENTH,0
84721,Coming across party animals in short story,traversal,traversal,container,TRAVERSAL,1
75929,Discharge Vietnamese leader in Laos settlement,salvo,salvo,container,SALVO,1
9636,One in wig finding way through wall,barrister,barrister,container,BARRISTER,1
73411,Curved feature in dog initially in dog,bowwindow,bow window,container,BOWWINDOW,1
105618,Protecting Republican Party is a great deal for media mogul,murdoch,murdoch,container,MURDOCH,1
83550,Competent scholar embraced by non-drinker takes cover,tablemat,table mat,container,MAPCASE,0
118223,"Weed obscuring duck, work to see bird",hoopoe,hoopoe,container,POPPY,0
13566,School evicting privileged lady from land,train,train,container,AREAS,0
87812,"Game about an inch length, for a wonder",chinless,chinless,container,POINTLESS,0
92015,Common sense is entering the world,realism,realism,container,ACTUALS,0
11661,Individual without husband on this?,shelf,shelf,container,SHELF,1
62605,"Poet, painter and illustrator left to cook hogs",blake,blake,container,BRUSH,0
24797,Building quarters inside a hill,tower,tower,container,HOUSE,0
57137,Set cryptic in press that was thrown out,jetsam,jetsam,container,REFUSE,0
13419,Water jug put back in sink for so long,farewell,farewell,container,DURATION,0
139413,Throws light on problems besetting posh store,illumines,illumines,container,HIGHLIGHT,0
80053,Feel very cross with girl keeping support up,seethe,seethe,container,RESENT,0
37267,Signals left out of things like this,cues,cues,container,CUES,1
4699,Bottom part of tree contains third of bark,breech,breech,container,TRUNKS,0
111516,"One bill inside another, I conclude, may cause ill feeling",bacilli,bacilli,container,RESENTS,0
103801,"Girl held up by minders, those employed to look after her?",caretakers,caretakers,container,GUARDIANS,0
26822,Wear and tear about target,raiment,raiment,container,RAIMENT,1
63651,Claims girl has been grabbed by boy,declares,declares,container,ASSERTED,0
93158,Carnivore in the middle of thought in its head,cougar,cougar,container,PANTER,0
73176,"Horse, non-starter, eating cold fruit",quince,quince,container,QUINCE,1
1189,Words of unseen talker putting love at the heart of immorality unduly,voiceover,voice over,container,FALSE HERO,0
92088,Give birth to male in experimental site,lamb,lamb,container,AREA,0
23530,Every artist embraces New Wave of sorts,permanent,permanent,container,IMPERMANENT,0
109484,Follower runs back into safety location,acolyte,acolyte,container,REFUGES,0
84829,Part of hospital in coma,tranche,tranche,container,TRANCHE,1
5581,Note short time taken in decorative work,crotchet,crotchet,container,ORNAMENT,0
88514,"Not straight, so against entering means",wavy,wavy,container,WAVY,1
62045,Sombre without husband,dinghy,dinghy,container,DINGHY,1
39149,Men in bar requiring bottle,screwtop,screwtop,container,CAPSTANS,0
112116,"Ranked first by setter, name entered for Lady Bracknell, say",grandedame,grande dame,container,PRIMADONNA,0
120964,Packets once holding right sort of decorations,streamers,streamers,container,STREAMERS,1
7027,Girl in therapy for skin problem,craquelure,craquelure,container,DERMATITIS,0
7492,"Headgear a despicable person raised, taking one in",tiara,tiara,container,COROA,0
134775,"Times, say, shows these unpaid workers absorbing a newspaper",serifs,serifs,container,SERIFS,1
107953,"Resin you once brought back, carrying viral disease",epoxy,epoxy,container,EPOXY,1
99551,Fish around end of jetty as test,tryout,try out,container,TRYOUT,1
53422,"An article about Macbeth, say",thane,thane,container,TITLE,0
23319,Woman has a house in a dry area,sahara,sahara,container,SAHARA,1
74546,Singing a little way into the factory,plainchant,plainchant,container,INDUSTRIAL,0
113820,Oppose profits in butter,goagainst,go against,container,STANDOFF,0
32139,Mistakes are holding sailor up,errata,errata,container,BLUNDERS,0
30918,It may be taken from a book but is about right,excerpt,excerpt,container,SECTION,0
86050,The shrub to bend over in the river,oleander,oleander,container,WILLOWS,0
106644,Man with limitless libido turns out to be an MP,miliband,miliband,container,MILIBAND,1
30349,Svelte model held back by romance,lissome,lissome,container,LISSOME,1
43594,Superficial type involved in leak,skindeep,skin deep,container,SHALLOW,0
109029,"Modern US writer is more sensible, holding nothing back",salinger,salinger,container,STRAIGHT,0
20851,"Undesirable neckwear having a bad result around club, right?",albatross,albatross,container,ALBATROSS,1
123048,Crossword fan put off taking on Times,dexter,dexter,container,ADROIT,0
48751,Expenses for excursions catching game,outgoings,outgoings,container,OUTGOINGS,1
91107,"Officer conveying Her Majesty, one behaving as conductor would?",ohmic,ohmic,container,AGENT,0
118241,"Driver's last seen going into roundabout, causing a lot of pain",torturous,torturous,container,TORTUROUS,1
96274,Is inquisitive about the tank and soldiers,privates,privates,container,PRIVATES,1
139002,Powerful Catholic overwhelmed by weakness,forcible,forcible,container,FORCIBLE,1
62264,Group outlets retained by partner,westlife,westlife,container,RETAILERS,0
92234,Pistol faced with Big Bertha would be so overwhelmed?,outgunned,outgunned,container,OVERPOWERED,0
29313,Wedge-shaped block holds Catholic University together - that's definite!,clearcut,clear cut,container,TRUE CUT,0
34881,Example of man in nice predicament,instance,instance,container,INSTANCE,1
25653,Ask to hug companion seen at the ballet,entrechat,entrechat,container,EMBRACERS,0
109295,Faction is first-rate without the French,sect,sect,container,UNIT,0
7794,One accountant has daughter pinched by another - a chirpy creature,cicada,cicada,container,AUDITS,0
1313,Woman in credit with a selection of wine,cellar,cellar,container,VAULTS,0
2603,Right one in cultured surrounds ã one in a million?,rarity,rarity,container,UNIQUE,0
105382,"Unsteady, like teetotaller drinking more rum, mostly",doddery,doddery,container,WOBBLY,0
41297,Current squeezes right hot and steamy!,tropical,tropical,container,RADIANCE,0
123986,US TV celebrity losing heart for fish,opah,opah,container,OPAH,1
26857,Nodding off in the Cowes road? A thousand times no!,somnolent,somnolent,container,INCOMPETE,0
62488,"At a function, carrying shabby clothes",astatine,astatine,container,HABITATS,0
59915,Pamphlet man placed outside,sheet,sheet,container,PAPER,0
35700,House of Lords is backing contents of your letter in outline,silhouette,silhouette,container,POSTSCRIPT,0
27159,Agree about journalist being taken in by star,accede,accede,container,ACCEPT,0
15537,Speed up in home improvement regimen,dietary,dietary,container,DIETARY,1
102674,Slam outside hospital with a narcotic,bhang,bhang,container,BHANG,1
123234,"Tiny pigs swallowing coin, nuts and bolts",rudiments,rudiments,container,RUDIMENTS,1
125340,Gives up about pet in trouble from bugs,centipedes,centipedes,container,CENTIPEDES,1
52575,They entertain a tourist on board,strippers,strippers,container,ATTRACTIONS,0
129099,Old economist keeping nothing at English distillery,malthouse,malthouse,container,WAREHOUSE,0
78083,Traffic controller's lines set in committee,bollard,bollard,container,BARRIER,0
124909,That chap's very quiet round caged beasts,hippos,hippos,container,HIPPOS,1
93883,Tenant clutching bottle's last to come in again,reenter,re enter,container,ENTER IN,0
124662,Pirate boy in previous day across the water,hijacker,hijacker,container,RAIDERES,0
63718,"More stylish going over line, one who finishes nicely?",polisher,polisher,container,POLISHER,1
108673,Academics accepting old work of mathematicians,proofs,proofs,container,PROOFS,1
57162,Junction in electricity supply service,matins,matins,container,NODALS,0
48571,Old instrument's gloss masking rising cut,seraphine,seraphine,container,VIOLINIST,0
140029,"Carbon tip in abseil device, suitable for climbers",ascendible,ascendible,container,ASCENDIBLE,1
118079,"Idiot concealing brains but not heart, almost touching",closeset,close set,container,DENSEST,0
131031,Kid cradles rook in bower,dupre,du pre,container,DUPRE,1
129687,"Black liquid, supplied by Native American, old drunk swallowed",creosote,creosote,container,ALCOHOLS,0
123071,Redhead swimmer nets redhead German boy,carrottop,carrottop,container,SANDSTONE,0
3976,Rise lest soldiers invade,increase,increase,container,ESCALATE,0
25813,The theatrical profession includes one from long ago,stoneage,stone age,container,OLD PLAY,0
123644,Daughter admitted to knowing online programs,adware,adware,container,HEIRESS,0
67732,The Spanish invested in second-rate capital,belgrade,belgrade,container,INVESTOR,0
26492,Ask for ring the French held sacred,inviolate,inviolate,container,IMPLACABLE,0
87234,Foreign Office backed in media claim,profess,profess,container,ASSERT,0
123585,Behold Victoria and Albert's framed painting,voila,voila,container,IMAGE,0
131166,Old Irishman describing rugby with the ultimate in ugly savagery,cruelty,cruelty,container,CRUELTY,1
47432,"Article written about the professional stage, perhaps",apron,apron,container,STAGE,0
15253,Big hitter trimmed hedge in prison,sledgehammer,sledgehammer,container,CONSTRUCTION,0
120759,Girl including work on piano for ballet,coppelia,coppelia,container,COPPELIA,1
94586,Partisan located outside Iraqi capital,biased,biased,container,LOYALIST,0
107638,Poor quality drinking water in river,tatty,tatty,container,TATTY,1
13314,Groundbreaker I used in wharf,pioneer,pioneer,container,LAUNCHER,0
139340,Statesman's charity rolling in money once,floridian,floridian,container,PHILANTHROP,0
105714,A royal holding first place in Law,principle,principle,container,PRINCIPLE,1
35487,"It's comparatively skilful to take head off a header, you say?",abler,abler,container,ABLER,1
18900,New Testament stories about money,talents,talents,container,TALENTS,1
41651,Mate captured by crew coming back for incendiary fuel,napalm,napalm,container,PETROL,0
114157,Hills split internally by floods,torrents,torrents,container,TORRENTS,1
88513,Fellow restraining good one with irregular blows,gusty,gusty,container,GUSTY,1
103123,"Chance minimal change in New York, bringing in detectives",accident,accident,container,ACCIDENT,1
72400,Gregarious agents in the sun,social,social,container,SOCIAL,1
134158,Battle between black and white bags Lidl supply without issue,childless,childless,container,CHILDLESS,1
47073,Prince enters flat of major,staple,staple,container,BUTTON,0
125049,"Because investing billions inspiring you and I, certain things gathering dust",cobwebs,cobwebs,container,REWARDS,0
18905,Leave city's wet environment,decamp,decamp,container,DECAMP,1
88555,Mineral (barium) taken from church,silica,silica,container,ALUMIN,0
26718,Aim to impress girl in skin-treatment establishment,tannery,tannery,container,SALONRY,0
37990,US lawman conceals memory of tragedy?,drama,drama,container,DRAMA,1
60027,Choreographer's position in the company,cranko,cranko,container,CRANKO,1
34034,Wooden strip holds king fast,starve,starve,container,STARVE,1
85790,Steak went off stuffed with duck (extra large),tournedos,tournedos,container,TOURNEDOS,1
139567,"Men score, cutting through Harlequins' sides, or Wasps",hornets,hornets,container,HORNETS,1
113257,"For me, goal is to tuck into health food",brendan,brendan,container,BRENDAN,1
45501,"Detectives in US agency retired, remaining sharp",acidic,acidic,container,BRIGHT,0
118053,Be aware of a calf keeping its head in the shade,haveaclue,have a clue,container,KNOW A COW,0
36206,"Recalled shorter answer, stuck with leading pair from Audreus, in the bath!",sauna,sauna,container,SAUNA,1
67521,Attempt to cage wolf in peace deal,treaty,treaty,container,PACTUM,0
141737,New painting captures Queen - that's concerning,pertaining,pertaining,container,RELEVATING,0
98213,Explorer is eating last of the sledge dogs,scotties,scotties,container,TRAVELLER,0
96863,Woman kept by journalist enters hard work with toy animal,sleevedog,sleeve dog,container,SLEEVEDOG,1
43716,Carry round goods for one who can't afford them,beggar,beggar,container,LOANER,0
76833,"Supply what was wanted, for instance, including clenched fist?",satisfy,satisfy,container,FULFILL,0
114096,Woman takes motorway into city,emily,emily,container,EMILY,1
85136,Drink order placed in ancient language,homebrew,home brew,container,OLD ALE,0
29650,Parody about Liberal providing winter sports facility,skilift,ski lift,container,SKILIFT,1
93785,Gas enveloping a part of Spain,aragon,aragon,container,HELIUM,0
114711,Work's inside and out which is good for plant,topsoil,topsoil,container,OUTWARD,0
89473,Bush harbours condition that's half Arab offered,gifthorse,gift horse,container,SHRUBBED,0
25097,The temporary accommodation I have outside the army is not definite,tentative,tentative,container,PROVISORY,0
54498,Horse put in pen to struggle,writhe,writhe,container,WRITHE,1
110152,Paying customer to make severe criticism about rotten first half performance,patron,patron,container,PATRON,1
80555,Otherwise take railroad to the Home Counties,else,else,container,ALSO,0
98121,Christian beginning to pray in bed,copt,copt,container,REST,0
75686,I hold teaching qualification - fix?,imbed,imbed,container,INSERT,0
62073,"Flawed agate, black inside, is soaked in boiling water",teabag,tea bag,container,INKED,0
118050,Feature of stern father is bottling up love,poop,poop,container,ROLE,0
34948,Revolutionary coming back to eat pub grub?,dinner,dinner,container,DINNER,1
33671,Bunny Lake is back and embraced as a formality,ceremony,ceremony,container,RITUALS,0
110318,Homes established in a partnership,nests,nests,container,UNION,0
119257,Andy Murray's traditional outfit has no length for tackle,kit,kit,container,ARM,0
134696,"Queen keeled over during a function, one of two in Ulster, perhaps",armhole,armhole,container,ARMHOLE,1
140821,"Rich with a hundred, in truth",fact,fact,container,GOLD,0
61982,Secret drinker comes to earth in Morecambe?,esoteric,esoteric,container,HYPNOTIC,0
66165,Fearing degree being dropped at university,reading,reading,container,READING,1
138850,"Youthful rogue has not much ham, lettuce etc - no seconds",bitofalad,bit of a lad,container,BITOFALAD,1
10947,Teacher seizes a shirt in uproar,stir,stir,container,RENT,0
116004,"Uppity tramp, devout, hogging entrance to temple",bumptious,bumptious,container,OBSTINATE,0
63785,Fanatical attack to capture Baghdad's leader,rabid,rabid,container,RABID,1
52323,"Study comes to an end, keeping good time",digest,digest,container,DIGEST,1
142,A channel swimmer accepts kiss from the great man,alexander,alexander,container,ATTENTION,0
101146,Cross about anything but silent silence,muffle,muffle,container,BLOTCH,0
46945,Blast engulfing Caribbean islands capital,darwin,darwin,container,HAVANA,0
9187,Biting right into tart,acrid,acrid,container,SHARP,0
113980,A fish in a fiddle in a former city,stalingrad,stalingrad,container,VOLGAURALS,0
33968,Weapon company gets receiver in,firearm,firearm,container,ARMOURY,0
49038,Agreement primarily sought within marriage,unison,unison,container,UNISON,1
7507,Nourishment from fruit worker's consumed,aliment,aliment,container,ALIMENT,1
2750,Approval for archbishop when in a hole,plaudit,plaudit,container,REWARDS,0
52888,Plant an hour in advance,shrub,shrub,container,BLOSS,0
112989,University College during religious festival is brilliant,lucent,lucent,container,LUCENT,1
19872,He planted a tree using these hollow acorns,ancestor,ancestor,container,RELATIVES,0
51494,"Within a year, US college shows understanding",amity,amity,container,AMITY,1
38456,Neighbours are in a home,nearest,nearest,container,NEAREST,1
30526,Minimise importance of function involving food shop,sideline,sideline,container,DOWNPLAY,0
133273,Speechless about group's bagpipe,musette,musette,container,SILENCE,0
1880,Lecherous chap took your heart away,satyr,satyr,container,CADET,0
88138,Stuff about English prince or king?,george,george,container,HENRYS,0
93612,"One way to prepare food, cold, stopping on the way",encroute,en croute,container,ENCROUTE,1
115468,"Awaiting summons from head of court in plain wrapper, to be returned",oncall,on call,container,ONCALL,1
90475,She would pack a right in a scrap,shred,shred,container,SLICE,0
51440,Letter put in fireplace reduces to carbon,graphite,graphite,container,GRAPHITE,1
40630,Right nipple brought out as a special favour,treat,treat,container,GRANT,0
139370,Complaining about president is exciting,gripping,gripping,container,STIRRING,0
72045,City of revolutionary in duty list,rochester,rochester,container,REVOLTERS,0
28186,"To separate, cut outside page",split,split,container,SLICE,0
57936,Incredibly small club in Finish cape,subatomic,subatomic,container,SUBATOMIC,1
27317,"Surviving, once one is protected by explosive",extant,extant,container,EXTANT,1
112817,Trading jargon after Queen is swallowed by distance,mercantile,mercantile,container,COMMERCIALS,0
109042,Book for Sunday opening - put in the one before Easter,psalms,psalms,container,PSALMS,1
48979,Spot-checks English river rising fast,speedy,speedy,container,BRISKY,0
53859,Girl otherwise taking one in,elsie,elsie,container,MAIDS,0
118608,Reclusive boy taking issue to heart,eremitic,eremitic,container,ISOLATED,0
93707,Help finish a hotel in the country,lendahand,lend a hand,container,LENDAHAND,1
136434,"Complex relationship ending in disaster, one in imbroglio",triangle,triangle,container,ENTANGLES,0
84102,"Man, the soldier (an amoeba), pointlessly confined here?",guantanamobay,guantanamo bay,container,GALAPAGOSISLANDS,0
88820,Old woman wearing cosmetic? That's hard to digest!,roughage,roughage,container,HARDSHIP,0
113387,Non-U physicist admitted embracing a South American,colombian,colombian,container,SCIENTIST,0
65735,Fellow keeps chalet designed for sports event,decathlon,decathlon,container,DECATHLON,1
42414,Dependent on having bowel control when eating goat's head,contingent,contingent,container,COMPLETENESS,0
121353,Rush to interrupt teacher's Grauniad hallmark?,misprints,misprints,container,MISPRINTS,1
75627,Instrument of top player gripping India on the radio?,sitar,sitar,container,SITAR,1
90763,Sheepish four regularly breaking new rule,rueful,rueful,container,ASHAME,0
125591,"After hugging guys, one has regret",lamenter,lamenter,container,REPORTER,0
62010,Reckon without penalties bearing discrimination,faddiness,faddiness,container,FADDINESS,1
79412,Girl looking OK in elfin clothing,felicity,felicity,container,FELICITY,1
118705,Inadequate squad with invading force,unfit,unfit,container,BLEAK,0
113031,Member enters toilet to find clothes,garments,garments,container,APPARALS,0
2037,Lizard's egg laid in uncultivated land,monitor,monitor,container,REPTILE,0
141636,"Wet love, devoted cuddles",pluvious,pluvious,container,ADORABLE,0
30102,Shut up about our being fostered!,encouraged,encouraged,container,COMPROMISED,0
48535,One happy to include lots of US money with advance?,mercenary,mercenary,container,REWARDERS,0
48746,Recluse carries tons of welding material,thermit,thermit,container,HERMITS,0
105760,"Expected to come back into season, almost like medieval society",feudal,feudal,container,SERIAL,0
40012,It could make one extremely tiddly with rum in it,toddy,toddy,container,BOOZE,0
68996,Singer plugs TV award half-heartedly - it's an important mission,embassy,embassy,container,DELEGIT,0
33943,Expound about superior work of art,statue,statue,container,ESSAYS,0
124639,"It's a pleasure to cultivate, taking little time",thrill,thrill,container,THRILL,1
102736,Cry off limiting gene modification in a certain style,regency,regency,container,BAROQUE,0
66965,Dodgy operator catching river fish,trout,trout,container,SHARK,0
47360,"Consider penning lines, any number almost",wellnigh,well nigh,container,NEARLYS,0
92772,Pacific type has to look over endless sea,appeaser,appeaser,container,OBSERVER,0
135714,Climber's endless hunger to be among celebs,alpinist,alpinist,container,ALPINIST,1
36997,Port one kept in casks,tunis,tunis,container,TUNIS,1
56100,No Conservative to stop slide,ease,ease,container,EASE,1
14173,A friend keeps place that's cut off,amputate,amputate,container,ISOLATES,0
131770,Slings net around birds not able to fly,nestlings,nestlings,container,NESTLINGS,1
127283,Sovereign kidnapped by our Greek revolutionary for Asian communists,khmerrouge,khmer rouge,container,REDCHINA,0
80724,The person who's learned a vehicle may be parked in the street,savant,savant,container,DRIVER,0
63824,Azed addicts filling vacant bierkeller in fair,bazaar,bazaar,container,MARKET,0
125079,Maybe Bristol politician getting exposed is not suffering any damage,unimpaired,unimpaired,container,INVIOLABLE,0
115834,Goldfish buried in mummies' tombs,mausoleums,mausoleums,container,ARCHAEOLOGS,0
19444,God right to desert French artist?,odin,odin,container,IRIS,0
85606,Guy from Dubrovnik hasn't got the right paint,coat,coat,container,VEST,0
11728,Home depot contains harmful fitting,instillation,instillation,container,IMPLANTATION,0
140959,Watches gathering bee getting stuff from woods,timbers,timbers,container,FORESTS,0
37627,Chest protected by father's waterproof,parka,parka,container,SHIRT,0
78628,Greedy person swallows leg just out of the oven?,piping,piping,container,RAIDER,0
74650,Think of friend about to revise,meditate,meditate,container,CONSIDER,0
107822,Group wearing famous red dress,clothe,clothe,container,BUNDLE,0
79319,City life with female arranged in outbuilding,sheffield,sheffield,container,WAREHOUSE,0
99605,Wicked fly going around gets zapped,killed,killed,container,SMITED,0
80629,"Whale's ear boxed by princess, briefly",beluga,beluga,container,ORCAES,0
6322,Greek girl embraced by this Roman,hellenic,hellenic,container,ITALIANS,0
32190,"Stand up to kilos, metres etc, interfering with holiday",resist,resist,container,RESIST,1
36049,Girl holds information for the programme,agenda,agenda,container,AGENDA,1
64468,Knock what's said on departing into desert,ratatat,rat a tat,container,TAP TAP TAP,0
44037,Writer finds way into literary festival,hardy,hardy,container,BRAVE,0
118808,Enigmatist is heartless bod interrupting circus entertainer - needs to get humbler,climbdown,climb down,container,SCALEBACK,0
62037,Morning - chief time to get stuck in,matin,matin,container,DAWNS,0
8540,Round v-vessels containing silver substitute,stopgap,stopgap,container,PLATTER,0
125698,Sweetie admitting passion for dependant,hangeron,hanger on,container,LOVERLY,0
89158,"Way to serve potatoes, just stuffed with game",duchesse,duchesse,container,POTATOES,0
134694,Turn back slow runners between defensive lines,midfield,midfield,container,BACKFIELD,0
64458,Press turns up outside UN and it's a bit sticky,gunge,gunge,container,GLUES,0
122487,"In ceremony, noise interrupts speech",ordination,ordination,container,ORDINATION,1
29368,"Stupid dunce, holding creative skill up, not yet found out?",untraced,untraced,container,IGNORANT,0
44848,Original character in lady encapsulated by bright talent,flair,flair,container,STYLE,0
20160,Foretold about one that made affirmation,predicated,predicated,container,ANTICIPATED,0
128709,Hitchcock's work? Be upset in parts,thebirds,the birds,container,THEBIRDS,1
86176,Time to look outside cell,peter,peter,container,LEAVE,0
130614,Outbreak blocked by resistance of the outer skin,epidermic,epidermic,container,EPIDERMIC,1
104652,Pains will penetrate rigid trunk,seachest,sea chest,container,SEACHEST,1
125770,Produced doctrine about Advent's limits,created,created,container,CREATED,1
20886,Assail doctor in committee,bombard,bombard,container,ATTACKS,0
90559,Cold lake embraced by stupid swimmer,coalfish,coalfish,container,DOLPHINS,0
24534,"Large stone lion, possibly circled by winged creature",monolith,monolith,container,OBELISKS,0
82538,Upwardly mobile salesmen seize vehicle and do a bunk,scarper,scarper,container,ASCEND,0
65487,Long story without point,yearn,yearn,container,WAILS,0
47629,"""Port's stolen"", boozer admitted",hobart,hobart,container,HAVENS,0
15872,Year in prison shade,cyan,cyan,container,GRAY,0
17656,Musical with a little bit to learn in a little break,hairline,hairline,container,HAIRLINE,1
113484,German turns up keeping a vehicle in grassland,savannah,savannah,container,HABITATS,0
105322,Drug firm has one in to flog,cocaine,cocaine,container,OPIATES,0
139313,State of Orbán leaving American wanting to scoff,hungry,hungry,container,HUNGRY,1
2088,Nearly everybody's calm drinking hot drink,alcohol,alcohol,container,SERUMES,0
72926,Pub where brown cleric gets round in,tavern,tavern,container,HOSTEL,0
101103,"Concrete assessment of politician's setback, ensnared by loose woman",slumptest,slump test,container,STONE BASE,0
121427,"Still available to accommodate the German, as promised",undertaken,undertaken,container,COMPREHENDS,0
29119,Fuss from supporter about where French hotel has fallen short,brouhaha,brouhaha,container,UPROARER,0
11059,"Has time, when taking silver, to be shocked",aghast,aghast,container,AGHAST,1
73455,US city not entirely accepting south has a rotten atmosphere,miasma,miasma,container,BOSTON,0
39948,Staff regret keeping key money,retinue,retinue,container,SERVERS,0
125308,Take care over truck being recorded,minuted,minuted,container,NOTICES,0
97652,"Scab found in plant? Alas, not as friendly!",fraternal,fraternal,container,FRATERNAL,1
89634,Meal left for two couples maybe to consume,flour,flour,container,GRAIN,0
58512,One's included in slight difference of opinion - it's a problem,nuisance,nuisance,container,DILEMMA,0
96830,"Extremely wary, in case needing to cross lake",leeriest,leeriest,container,LEERIEST,1
127144,Phone about disruption of trade causing delay,retarding,retarding,container,RETARDING,1
57409,"Support, from chair, fuss about sick animal",armadillo,armadillo,container,ARMADILLO,1
71408,Greek relative circling island under the moon,ionian,ionian,container,HELLAS,0
121302,"Fruit soaking up one's drink, disperses",dissipates,dissipates,container,EVAPORATES,0
80572,"Use force about turning in, that's fine",punish,punish,container,IMPOSE,0
93540,Raise yokel to strangle duck,hoick,hoick,container,HOICK,1
19390,Firm sent round to preserve incomplete old instrument,cembalo,cembalo,container,HARPSICH,0
109473,Idiot breaking rule put in new post,reassign,reassign,container,REASSIGN,1
69339,"Bread I order inside, belonging to one shedding tears for offspring",niobean,niobean,container,NIOBEAN,1
10012,"Under Prohibition, without an audience, it's very boring",dreary,dreary,container,STALE,0
27858,Fish one consumed in foundation,basis,basis,container,FRAME,0
13897,What yours truly does after wearing gussets,insets,insets,container,ARTIST,0
92392,Monarch deprived of gold holds up an incinerator of rubber,emerypaper,emery paper,container,SILVER PLATE,0
121032,Food includes cold stuffing,farce,farce,container,MEATS,0
88695,Women moved out of complete dump,hole,hole,container,HOLE,1
107875,"A lifesaver, as bloom catches showers",brainsurgeon,brain surgeon,container,FIRSTAIDKIT,0
91120,"Vessel's drink, hot inside",ship,ship,container,HEAT,0
