Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
87976,Swallowed piece of pineapple complete outside pub,wateringhole,watering hole,container,CHUNKING-IN,0
78760,Tea ladies initially interrupted by exercises in place of worship,chapel,chapel,container,CHAPEL,1
92988,"Gad about, dashing round eastern half of Kyiv",gallivant,gallivant,container,GALLIVANT,1
106980,"Extremes of terror in air - with weapons, treats violently",strongarms,strong arms,container,SCARES WITH,0
26191,Promoter and mentor keeping Egyptian leader right,advertiser,advertiser,container,PATRONIZE,0
22634,Poet almost keeping America in a state of excitement,suspense,suspense,container,BARDICAL,0
130283,Forced to admit routine is rehearsed,practised,practised,container,ROUTINELY,0
56851,"Having scratched bottom, chance to embrace scent around rear of khazi, causing inflammation of nose",rhinitis,rhinitis,container,ITCHINGS,0
49462,Skipper goes round southern island missing bit of ship's apparatus,capstan,capstan,container,CAPTAIN,0
84439,Submission of guard protecting royalty,deference,deference,container,SURRENDER,0
118955,Officer and ordinary soldiers locked in toilet,commodore,commodore,container,LATRINENE,0
113399,Fast food preserver contracts nasty disease,tvdinner,tv dinner,container,AS SICK,0
37800,Top student is in a small boat,pinnacle,pinnacle,container,ACADEMIC,0
117609,Is East in time for puzzle?,disorientate,disorientate,container,ISTHETIME,0
70273,A centre for research into breadfruit,calabash,calabash,container,ARTOCARPS,0
67712,Vehicle reversed into animal,cracow,cracow,container,DONKEY,0
122050,"Title for chap guarding queen, in a way",manner,manner,container,ESQUIRE,0
69164,"Principles of writing, including what is said",morals,morals,container,TENETS,0
80545,Extreme cunning restraining bore,arrant,arrant,container,GUILE,0
120352,Stand by Jack in some evacuated capital,skopje,skopje,container,ABIDE,0
50316,Drag prince round university,haul,haul,container,HAUL,1
136488,"""It's stifling in Post Office"", newspaperman snapped",photoed,photoed,container,SUFFOC,0
80574,Part of the UK restricted by offensive discipline,punish,punish,container,WALES,0
109173,Pop's spiked with most of whiskey spirits,dryads,dryads,container,FIZZY,0
18720,"Between partners at the table, knock back 'umongous drink",negus,negus,container,SLAM,0
30023,RAF man sitting inside only console,solace,solace,container,PIANOS,0
65031,Make about a thousand burn,cremate,cremate,container,SCORCH,0
13480,Quick to contain injury in dispensary,pharmacy,pharmacy,container,RAPIDLY,0
113982,"A lot of explosive, too unstable in the oven",kiloton,kiloton,container,TNTLIKE,0
18346,Intelligence in Egyptian town centre obliterated by booze,liquor,liquor,container,CAIROE,0
136265,Drink claiming Australian with large belly,paunch,paunch,container,BEERIES,0
127525,Revered ring for ace is sunken,hollowed,hollowed,container,HALOEDS,0
140073,"Business people, a number getting to grips with shattered dreams",tradesmen,tradesmen,container,EXECUTIVES,0
105434,Ally has no right to be an evil one,fiend,fiend,container,SATAN,0
66665,Artist right about bird,corot,corot,container,RAVEN,0
92963,Leave note in it for mum,quiet,quiet,container,MEMOS,0
134054,"Lunatic put away - having admitted mistake, I succeeded",madeagoofit,made a go of it,container,I MADE IT,0
48976,Drunk? Turf out of employment!,soused,soused,container,SOBER,0
77921,Maiden ensnared by a more desperate stalker?,admirer,admirer,container,DAMSEL,0
86085,Bad part of summer at its height in American city,naughty,naughty,container,WORSEST,0
124818,One by one is full of blubber without exception,sweepingly,sweepingly,container,WHALELIKE,0
8811,This may bore lawman caught up in affray,bradawl,bradawl,container,DRILLER,0
10032,"It's key to adult having fun around Hull or Grimsby, say",seaport,seaport,container,MAJORLY,0
103835,"Instruments to put ""p"" into pastries",pipes,pipes,container,PIPERS,0
101871,Sixties' scooter rider claiming one dropped trousers,mooned,mooned,container,MODISH,0
135555,Street swamped with drugs in extensive area of Manhattan,westside,west side,container,AVENUE,0
101868,Planet invaded by second alien simian,marmoset,marmoset,container,SATURN,0
89517,Being behind crime in wood,losing,losing,container,ASHWOOD,0
62531,Empty sheep range,roam,roam,container,LEAS,0
82296,"Former love, born female, male on the inside",onetime,one time,container,EX GAL,0
45803,Queen tucks into fish and lamb,cherub,cherub,container,REGAL,0
1315,Wine store is a short distance in vehicle,cellar,cellar,container,CELLAR,1
71935,Weakness turned centrist into God,debility,debility,container,WEAKNESS,0
56870,Gloomy otologist?,drear,drear,container,EARIE,0
116299,Gore losing head in journey needs visual aid,floodlight,floodlight,container,ATLASMAP,0
36173,Appetite overwhelms commander that will eat everything,locust,locust,container,OMNIV,0
48314,"Currency? Ex officio, the City is included",euro,euro,container,LIRA,0
114355,"Grim, beset by considerable smells",odours,odours,container,GRAVE,0
130989,No writer got into a row for a utensil,tinopener,tin opener,container,SPOON,0
81191,Parent taking long and lyrical measure,modicum,modicum,container,MOTHER,0
22538,Line from Pearl Jam covers the lot,parallel,parallel,container,MONORAIL,0
88160,Stock up with helpers in break,replenish,replenish,container,REPLENISH,1
21519,"First of drugs put in place: ecstasy, then dope",sedate,sedate,container,PLACED,0
138659,Book about killer not yet ready,tocome,to come,container,TO BE,0
96162,Old instrument and piano at home in collection,spinet,spinet,container,HARPON,0
134139,Inhales aroma permeating smalls,sniffs,sniffs,container,SNIFFS,1
83700,Slough keeps articles enclosed,sheathed,sheathed,container,SHEDSKIN,0
127544,Deals with crowds holding pacifist back,processes,processes,container,COPINGS,0
111940,"Necking drinks, pursue patter",salestalk,sales talk,container,NECKS AT,0
128293,Brown hesitant about growth,swarthy,swarthy,container,BEIGES,0
68519,Loud insect drowning a request for silence,flashy,flashy,container,CRICK,0
118931,"Invent stuff, fifty packed in boxes?",telllies,tell lies,container,LIE IN,0
123292,Bark at idiot in US intelligence,cassia,cassia,container,YELPSAT,0
43836,"Spectrum of colour, lacking nothing",range,range,container,RAINB,0
108716,A large number in crazy kerchiefs,bandanas,bandanas,container,SCARVES,0
96295,Checks about a hundred Fiats,edicts,edicts,container,INSPECT,0
87035,Swindler tours the borders of Modena,crimson,crimson,container,ROGUES,0
66085,"I call it sunscreen, externally applied",visitor,visitor,container,LOTION,0
13524,Tune named after northern Scottish town,nairn,nairn,container,AIRNS,0
138118,"Comparing internal material, knife edges cutting through",likening,likening,container,COMPARE,0
10672,Two score win over thousands in nap,fortywinks,forty winks,container,FORTY WINKS,1
5875,City street in comfort,chester,chester,container,EASYST,0
71014,Singing voice wanting to hedge a bet with more than one melody,contrapuntal,contrapuntal,container,MULTIVOCAL,0
113381,Woman in high-pressure area within British company,bridget,bridget,container,LADYBOSS,0
91939,Locks guarding entrance to Scottish minister's residence,manse,manse,container,MANSE,1
71034,Capital inwardly greeting Zambia's rootstock,rhizome,rhizome,container,LUSAKAS,0
8953,"Character with inclination for one toiletry, including iodine",italic,italic,container,PERSON,0
10930,Teacher has time in jail,stir,stir,container,TIME,0
133579,Relishes crunching second mint,condiments,condiments,container,REISHING,0
1032,My Lord has invested currency - big fish,grandee,grandee,container,MYLORDS,0
95855,Tale about invalid being resurrected is likely to be wrong,fallible,fallible,container,FABLESS,0
100185,Don Juan is one friend of Mary Poppins in work,libertine,libertine,container,PETERPAN,0
87259,Competently keeps back clutter in meeting,assembly,assembly,container,MANAGES,0
50947,Comprehensive school's centre in depression,thorough,thorough,container,COMPREH,0
129961,"It's challenged, if raised in a legal document",defied,defied,container,APPEALS,0
49968,"Deplete noise, including raffia curtains",drain,drain,container,DRAIN,1
41977,"I'm held up by a fool, which is wrong",amiss,amiss,container,AMISS,1
130413,Pack one's cases right and there's loads of space,acres,acres,container,SUITS,0
48074,Pig in fat calls for old port,larboard,larboard,container,HAMPERS,0
69816,Composer taking egghead to river in swimsuit?,beachwear,beachwear,container,SCHUBERT,0
123595,Piece of furniture cook rearranged in HQ,bookcase,bookcase,container,CHEFOFFS,0
59640,Bit of mosaic shows girl entertaining monarch,tessera,tessera,container,TESSERA,1
29384,State in which one repeatedly enters raving mad,virginia,virginia,container,MASSACHU,0
32923,National schoolboy gobbling seconds,estonian,estonian,container,ENGLISH,0
86110,Jade occupied by doctor's vocal quality,timbre,timbre,container,TONEID,0
122065,First couple from Turner artist blocking the killing of animals in the name of art?,cultural,cultural,container,ANTIELLE,0
15192,"Bomb, say, catching European king from behind",grenade,grenade,container,BOMBARDE,0
124032,Signed agreement attached to ribbon held by queen?,concordat,concordat,container,TREATIES,0
81660,Unspoiled Hardy heroine is not a novice at heart,taintless,taintless,container,TESSDURA,0
58292,The atmosphere in a small firm may be capital,cairo,cairo,container,AIRTS,0
113390,Bird ingesting large bean or nut,clock,clock,container,IBISES,0
33600,Head of state protects saint from robber,rustler,rustler,container,PATRON,0
78046,Thus carrying pet back and forth to be clipped,staccato,staccato,container,PATTERS,0
108105,Yes man finds three quarters to be in flower,assenter,assenter,container,AFFIRM,0
68992,"Doctor on way, heroin injected carelessly",anyhow,anyhow,container,MEDICO,0
111894,"I have invested in a car, where a boat is needed",river,river,container,FERRY,0
111106,Fat: apparently good to be inside a covering,lipid,lipid,container,FLABS,0
73037,Surly drivel about king,gruff,gruff,container,GRUMP,0
69297,Pressurised nitrogen stored under shed,leanton,leant on,container,IN GAS,0
45103,Time to abandon cabs for Central line,axis,axis,container,HOUR,0
119699,An awkward niggle surrounds gathering,gleaning,gleaning,container,UNEASIER,0
130952,Piece of armour Shakespeare placed round topped and tailed fish,brassard,brassard,container,CUIRASS,0
108298,Game requires holder to contain speed and gravitational constant,strategy,strategy,container,BILLIARD,0
85190,Shrink admits a number of soldiers for assessment,judging,judging,container,PSYCHES,0
34751,"Snake's exhausted, holding soldiers back",serpent,serpent,container,SNAKES,0
134954,"Raced round Bath, say, more than necessary",tospare,to spare,container,OTTOROUND,0
123937,Vote for including turn in TV show,xfactor,x factor,container,APLUSONE,0
99049,Produce fertiliser concealing universal truth,manufacture,manufacture,container,MANUREALLY,0
98497,Munchy sound when male tucks into meat,chomp,chomp,container,OMNOM,0
101060,Accountant grasps tree in crater,caldera,caldera,container,NUMBER,0
132715,Way to infiltrate difficult meeting in secret,trysting,trysting,container,STEALTHY,0
26224,Wait for veteran to strike out,holdit,hold it,container,ABIT,0
122583,How solid is refuse around squat?,density,density,container,DENSER,0
84721,Coming across party animals in short story,traversal,traversal,container,MEETING,0
75929,Discharge Vietnamese leader in Laos settlement,salvo,salvo,container,HOCHIM,0
9636,One in wig finding way through wall,barrister,barrister,container,BARRISTER,1
73411,Curved feature in dog initially in dog,bowwindow,bow window,container,NOSE CURVE,0
105618,Protecting Republican Party is a great deal for media mogul,murdoch,murdoch,container,MURDOCH,1
83550,Competent scholar embraced by non-drinker takes cover,tablemat,table mat,container,ABLE TEA,0
118223,"Weed obscuring duck, work to see bird",hoopoe,hoopoe,container,THISTLE,0
13566,School evicting privileged lady from land,train,train,container,EXPELS,0
87812,"Game about an inch length, for a wonder",chinless,chinless,container,MARVELLO,0
92015,Common sense is entering the world,realism,realism,container,WISDOM,0
11661,Individual without husband on this?,shelf,shelf,container,WIDOW,0
62605,"Poet, painter and illustrator left to cook hogs",blake,blake,container,HOGGS,0
24797,Building quarters inside a hill,tower,tower,container,HILTS,0
57137,Set cryptic in press that was thrown out,jetsam,jetsam,container,EXPOSE,0
13419,Water jug put back in sink for so long,farewell,farewell,container,EWERSIN,0
139413,Throws light on problems besetting posh store,illumines,illumines,container,HIGHLIGHT,0
80053,Feel very cross with girl keeping support up,seethe,seethe,container,IRATED,0
37267,Signals left out of things like this,cues,cues,container,CLUE,0
4699,Bottom part of tree contains third of bark,breech,breech,container,BUTTO,0
111516,"One bill inside another, I conclude, may cause ill feeling",bacilli,bacilli,container,RESENT,0
103801,"Girl held up by minders, those employed to look after her?",caretakers,caretakers,container,CARERSIN,0
26822,Wear and tear about target,raiment,raiment,container,EROSION,0
63651,Claims girl has been grabbed by boy,declares,declares,container,ASSERTS,0
93158,Carnivore in the middle of thought in its head,cougar,cougar,container,LIONES,0
73176,"Horse, non-starter, eating cold fruit",quince,quince,container,NAGGED,0
1189,Words of unseen talker putting love at the heart of immorality unduly,voiceover,voice over,container,VOICE,0
92088,Give birth to male in experimental site,lamb,lamb,container,BEGET,0
23530,Every artist embraces New Wave of sorts,permanent,permanent,container,GENREALLY,0
109484,Follower runs back into safety location,acolyte,acolyte,container,REFUGE,0
84829,Part of hospital in coma,tranche,tranche,container,WARDEN,0
5581,Note short time taken in decorative work,crotchet,crotchet,container,EMBROID,0
88514,"Not straight, so against entering means",wavy,wavy,container,AWRY,0
62045,Sombre without husband,dinghy,dinghy,container,GLOOMY,0
39149,Men in bar requiring bottle,screwtop,screwtop,container,BARMAIDS,0
112116,"Ranked first by setter, name entered for Lady Bracknell, say",grandedame,grande dame,container,TOP RANK,0
120964,Packets once holding right sort of decorations,streamers,streamers,container,PARCELS,0
7027,Girl in therapy for skin problem,craquelure,craquelure,container,PSORIATIC,0
7492,"Headgear a despicable person raised, taking one in",tiara,tiara,container,HATRED,0
134775,"Times, say, shows these unpaid workers absorbing a newspaper",serifs,serifs,container,TIMERS,0
107953,"Resin you once brought back, carrying viral disease",epoxy,epoxy,container,RESIN,0
99551,Fish around end of jetty as test,tryout,try out,container,TRY IT,0
53422,"An article about Macbeth, say",thane,thane,container,THANE,1
23319,Woman has a house in a dry area,sahara,sahara,container,DESERT,0
74546,Singing a little way into the factory,plainchant,plainchant,container,CAROLING,0
113820,Oppose profits in butter,goagainst,go against,container,AGREE TO,0
32139,Mistakes are holding sailor up,errata,errata,container,ERRATA,1
30918,It may be taken from a book but is about right,excerpt,excerpt,container,CHAPTER,0
86050,The shrub to bend over in the river,oleander,oleander,container,WILLOWED,0
106644,Man with limitless libido turns out to be an MP,miliband,miliband,container,LIBIDINE,0
30349,Svelte model held back by romance,lissome,lissome,container,SLIMMER,0
43594,Superficial type involved in leak,skindeep,skin deep,container,AIR LEA,0
109029,"Modern US writer is more sensible, holding nothing back",salinger,salinger,container,HEMINGWAY,0
20851,"Undesirable neckwear having a bad result around club, right?",albatross,albatross,container,ALBATROSS,1
123048,Crossword fan put off taking on Times,dexter,dexter,container,ADDICT,0
48751,Expenses for excursions catching game,outgoings,outgoings,container,OUTINGS,0
91107,"Officer conveying Her Majesty, one behaving as conductor would?",ohmic,ohmic,container,ESCAPE,0
118241,"Driver's last seen going into roundabout, causing a lot of pain",torturous,torturous,container,ROTARYPIE,0
96274,Is inquisitive about the tank and soldiers,privates,privates,container,ASKTANKS,0
139002,Powerful Catholic overwhelmed by weakness,forcible,forcible,container,POPELESS,0
62264,Group outlets retained by partner,westlife,westlife,container,SPAREPART,0
92234,Pistol faced with Big Bertha would be so overwhelmed?,outgunned,outgunned,container,INTIMIDATE,0
29313,Wedge-shaped block holds Catholic University together - that's definite!,clearcut,clear cut,container,WEDGE IT,0
34881,Example of man in nice predicament,instance,instance,container,EXAMPLE,0
25653,Ask to hug companion seen at the ballet,entrechat,entrechat,container,EMBRACE,0
109295,Faction is first-rate without the French,sect,sect,container,SIDE,0
7794,One accountant has daughter pinched by another - a chirpy creature,cicada,cicada,container,FINCH,0
1313,Woman in credit with a selection of wine,cellar,cellar,container,LADIE,0
2603,Right one in cultured surrounds ã one in a million?,rarity,rarity,container,RARELY,0
105382,"Unsteady, like teetotaller drinking more rum, mostly",doddery,doddery,container,TIPPLE,0
41297,Current squeezes right hot and steamy!,tropical,tropical,container,TORRENT,0
123986,US TV celebrity losing heart for fish,opah,opah,container,ELON,0
26857,Nodding off in the Cowes road? A thousand times no!,somnolent,somnolent,container,SLEEPER,0
62488,"At a function, carrying shabby clothes",astatine,astatine,container,DRESSING,0
59915,Pamphlet man placed outside,sheet,sheet,container,LEAFY,0
35700,House of Lords is backing contents of your letter in outline,silhouette,silhouette,container,PARLIAMENT,0
27159,Agree about journalist being taken in by star,accede,accede,container,CONCUR,0
15537,Speed up in home improvement regimen,dietary,dietary,container,RUSHES,0
102674,Slam outside hospital with a narcotic,bhang,bhang,container,BANGUP,0
123234,"Tiny pigs swallowing coin, nuts and bolts",rudiments,rudiments,container,MICROPIGS,0
125340,Gives up about pet in trouble from bugs,centipedes,centipedes,container,CAPITULATES,0
52575,They entertain a tourist on board,strippers,strippers,container,STEWARDS,0
129099,Old economist keeping nothing at English distillery,malthouse,malthouse,container,RICKETTS,0
78083,Traffic controller's lines set in committee,bollard,bollard,container,REFERRER,0
124909,That chap's very quiet round caged beasts,hippos,hippos,container,ANIMAL,0
93883,Tenant clutching bottle's last to come in again,reenter,re enter,container,IN AGAIN,0
124662,Pirate boy in previous day across the water,hijacker,hijacker,container,BUCCANEER,0
63718,"More stylish going over line, one who finishes nicely?",polisher,polisher,container,POLISHER,1
108673,Academics accepting old work of mathematicians,proofs,proofs,container,SCHOLAR,0
57162,Junction in electricity supply service,matins,matins,container,SPADOS,0
48571,Old instrument's gloss masking rising cut,seraphine,seraphine,container,VIOLINIST,0
140029,"Carbon tip in abseil device, suitable for climbers",ascendible,ascendible,container,CARABINER,0
118079,"Idiot concealing brains but not heart, almost touching",closeset,close set,container,DIM WIT,0
131031,Kid cradles rook in bower,dupre,du pre,container,INARMS,0
129687,"Black liquid, supplied by Native American, old drunk swallowed",creosote,creosote,container,CRUDEOIL,0
123071,Redhead swimmer nets redhead German boy,carrottop,carrottop,container,GINGERNUT,0
3976,Rise lest soldiers invade,increase,increase,container,REBELLE,0
25813,The theatrical profession includes one from long ago,stoneage,stone age,container,ACTORS,0
123644,Daughter admitted to knowing online programs,adware,adware,container,DAUGHT,0
67732,The Spanish invested in second-rate capital,belgrade,belgrade,container,MADRID,0
26492,Ask for ring the French held sacred,inviolate,inviolate,container,REQUEST,0
87234,Foreign Office backed in media claim,profess,profess,container,FOREIGN,0
123585,Behold Victoria and Albert's framed painting,voila,voila,container,VALET,0
131166,Old Irishman describing rugby with the ultimate in ugly savagery,cruelty,cruelty,container,BRUTALS,0
47432,"Article written about the professional stage, perhaps",apron,apron,container,THEAT,0
15253,Big hitter trimmed hedge in prison,sledgehammer,sledgehammer,container,HEAVYHITTER,0
120759,Girl including work on piano for ballet,coppelia,coppelia,container,BALLERINA,0
94586,Partisan located outside Iraqi capital,biased,biased,container,BAGDAD,0
107638,Poor quality drinking water in river,tatty,tatty,container,BADTA,0
13314,Groundbreaker I used in wharf,pioneer,pioneer,container,PIERCED,0
139340,Statesman's charity rolling in money once,floridian,floridian,container,PHILANTHROPIST,0
105714,A royal holding first place in Law,principle,principle,container,MONARCHY,0
103966,Plant poles in river,tansy,tansy,container,REEDS,0
95045,"Street covered in rotten food, aside from the majority going downhill",offpiste,off piste,container,SLOPE,0
28763,"Hundreds into riding here and briefly golf, say",lincolnshire,lincolnshire,container,HUNDREDS,0
95272,"House is virtuous, no drug being found",clan,clan,container,HOME,0
46693,Leaves courses without one point!,deserts,deserts,container,DEPART,0
38443,When the gracious appear to make a point in a study?,tuesday,tuesday,container,WHENAS,0
47005,Mock attempt to reverse in vehicle,bogus,bogus,container,APING,0
35487,"It's comparatively skilful to take head off a header, you say?",abler,abler,container,ABLER,1
18900,New Testament stories about money,talents,talents,container,PARABLE,0
41651,Mate captured by crew coming back for incendiary fuel,napalm,napalm,container,METHANE,0
114157,Hills split internally by floods,torrents,torrents,container,DILUVIA,0
88513,Fellow restraining good one with irregular blows,gusty,gusty,container,MANOR,0
103123,"Chance minimal change in New York, bringing in detectives",accident,accident,container,LUCKIER,0
72400,Gregarious agents in the sun,social,social,container,SOCIAL,1
134158,Battle between black and white bags Lidl supply without issue,childless,childless,container,CHECKMATE,0
47073,Prince enters flat of major,staple,staple,container,PRINCE,0
125049,"Because investing billions inspiring you and I, certain things gathering dust",cobwebs,cobwebs,container,BECAUSE,0
18905,Leave city's wet environment,decamp,decamp,container,DESERT,0
88555,Mineral (barium) taken from church,silica,silica,container,MICAHS,0
26718,Aim to impress girl in skin-treatment establishment,tannery,tannery,container,SALONS,0
37990,US lawman conceals memory of tragedy?,drama,drama,container,MARSH,0
60027,Choreographer's position in the company,cranko,cranko,container,OFFICE,0
34034,Wooden strip holds king fast,starve,starve,container,BATTEN,0
85790,Steak went off stuffed with duck (extra large),tournedos,tournedos,container,ENTRECAL,0
139567,"Men score, cutting through Harlequins' sides, or Wasps",hornets,hornets,container,RUGBIES,0
113257,"For me, goal is to tuck into health food",brendan,brendan,container,SALADS,0
45501,"Detectives in US agency retired, remaining sharp",acidic,acidic,container,FEDSUP,0
118053,Be aware of a calf keeping its head in the shade,haveaclue,have a clue,container,MIND A GAP,0
36206,"Recalled shorter answer, stuck with leading pair from Audreus, in the bath!",sauna,sauna,container,ABRIE,0
67521,Attempt to cage wolf in peace deal,treaty,treaty,container,CEASEF,0
141737,New painting captures Queen - that's concerning,pertaining,pertaining,container,REPRESENT,0
98213,Explorer is eating last of the sledge dogs,scotties,scotties,container,ESKIMOES,0
96863,Woman kept by journalist enters hard work with toy animal,sleevedog,sleeve dog,container,DONKEY WORK,0
43716,Carry round goods for one who can't afford them,beggar,beggar,container,LUGGAGE,0
76833,"Supply what was wanted, for instance, including clenched fist?",satisfy,satisfy,container,MEETINGS,0
114096,Woman takes motorway into city,emily,emily,container,MOTOR,0
85136,Drink order placed in ancient language,homebrew,home brew,container,GIN FIZZ,0
29650,Parody about Liberal providing winter sports facility,skilift,ski lift,container,ICE RINK,0
93785,Gas enveloping a part of Spain,aragon,aragon,container,ARGONS,0
114711,Work's inside and out which is good for plant,topsoil,topsoil,container,GREENHOUSE,0
89473,Bush harbours condition that's half Arab offered,gifthorse,gift horse,container,DESERT STORM,0
25097,The temporary accommodation I have outside the army is not definite,tentative,tentative,container,INDEFINITE,0
54498,Horse put in pen to struggle,writhe,writhe,container,PENAL,0
110152,Paying customer to make severe criticism about rotten first half performance,patron,patron,container,PAYEE,0
80555,Otherwise take railroad to the Home Counties,else,else,container,ELSE,1
98121,Christian beginning to pray in bed,copt,copt,container,ABED,0
75686,I hold teaching qualification - fix?,imbed,imbed,container,ITFIX,0
62073,"Flawed agate, black inside, is soaked in boiling water",teabag,tea bag,container,EGG TEA,0
118050,Feature of stern father is bottling up love,poop,poop,container,LOVE,0
34948,Revolutionary coming back to eat pub grub?,dinner,dinner,container,REBELS,0
33671,Bunny Lake is back and embraced as a formality,ceremony,ceremony,container,FORMALITY,0
110318,Homes established in a partnership,nests,nests,container,NESTS,1
119257,Andy Murray's traditional outfit has no length for tackle,kit,kit,container,RAC,0
134696,"Queen keeled over during a function, one of two in Ulster, perhaps",armhole,armhole,container,COUNTY,0
140821,"Rich with a hundred, in truth",fact,fact,container,WEAL,0
61982,Secret drinker comes to earth in Morecambe?,esoteric,esoteric,container,LANDED,0
66165,Fearing degree being dropped at university,reading,reading,container,FEARING,0
138850,"Youthful rogue has not much ham, lettuce etc - no seconds",bitofalad,bit of a lad,container,YOB LET,0
10947,Teacher seizes a shirt in uproar,stir,stir,container,ELHI,0
116004,"Uppity tramp, devout, hogging entrance to temple",bumptious,bumptious,container,HUMBLE,0
63785,Fanatical attack to capture Baghdad's leader,rabid,rabid,container,RAID,0
52323,"Study comes to an end, keeping good time",digest,digest,container,PERIOD,0
142,A channel swimmer accepts kiss from the great man,alexander,alexander,container,ATHELTE,0
101146,Cross about anything but silent silence,muffle,muffle,container,ADVERSE,0
46945,Blast engulfing Caribbean islands capital,darwin,darwin,container,HAVANA,0
9187,Biting right into tart,acrid,acrid,container,TARTS,0
113980,A fish in a fiddle in a former city,stalingrad,stalingrad,container,VIOLINIST,0
33968,Weapon company gets receiver in,firearm,firearm,container,ARSENAL,0
49038,Agreement primarily sought within marriage,unison,unison,container,ACCORD,0
7507,Nourishment from fruit worker's consumed,aliment,aliment,container,NUTRIENT,0
2750,Approval for archbishop when in a hole,plaudit,plaudit,container,SANCTION,0
52888,Plant an hour in advance,shrub,shrub,container,SEEDS,0
112989,University College during religious festival is brilliant,lucent,lucent,container,LUMINO,0
19872,He planted a tree using these hollow acorns,ancestor,ancestor,container,SPADES,0
51494,"Within a year, US college shows understanding",amity,amity,container,INSIDE,0
38456,Neighbours are in a home,nearest,nearest,container,NEAREST,1
30526,Minimise importance of function involving food shop,sideline,sideline,container,DOWNPLAY,0
133273,Speechless about group's bagpipe,musette,musette,container,MUTTER,0
1880,Lecherous chap took your heart away,satyr,satyr,container,ROGUE,0
65799,Spirit with which a certain Graf covering court runs,spectre,spectre,container,STEELY,0
120194,Carrying burdens across back of mule that's slow,leaden,leaden,container,BEARER,0
34463,Missionary put in mid-Wales,apostle,apostle,container,MONAST,0
58104,Country sign bearing direction that avoids the centre,lesotho,lesotho,container,POLAND,0
103092,"I'll pay check - the man's nothing for gas, being held in disgrace without a shilling",havethisoneonme,have this one on me,container,I OWE NOTHING,0
135286,"Languages such as Hebrew, including old study of signs",semiotics,semiotics,container,SEMITICS,0
38803,Raise tax during fight with deposed leader,elevate,elevate,container,LEVIED,0
42292,Quarrel with composer about second note of major scale,breach,breach,container,ARGUES,0
88138,Stuff about English prince or king?,george,george,container,REGALO,0
93612,"One way to prepare food, cold, stopping on the way",encroute,en croute,container,ON ICE,0
115468,"Awaiting summons from head of court in plain wrapper, to be returned",oncall,on call,container,IN TO,0
90475,She would pack a right in a scrap,shred,shred,container,MAID,0
51440,Letter put in fireplace reduces to carbon,graphite,graphite,container,CARBONISE,0
40630,Right nipple brought out as a special favour,treat,treat,container,ARIGHT,0
139370,Complaining about president is exciting,gripping,gripping,container,THRILLING,0
72045,City of revolutionary in duty list,rochester,rochester,container,PARISIANS,0
28186,"To separate, cut outside page",split,split,container,APART,0
57936,Incredibly small club in Finish cape,subatomic,subatomic,container,MINISCULE,0
27317,"Surviving, once one is protected by explosive",extant,extant,container,LIVING,0
112817,Trading jargon after Queen is swallowed by distance,mercantile,mercantile,container,LINGUIST,0
109042,Book for Sunday opening - put in the one before Easter,psalms,psalms,container,PALMBOOK,0
48979,Spot-checks English river rising fast,speedy,speedy,container,TESTER,0
53859,Girl otherwise taking one in,elsie,elsie,container,LASSI,0
118608,Reclusive boy taking issue to heart,eremitic,eremitic,container,HERMITED,0
93707,Help finish a hotel in the country,lendahand,lend a hand,container,A INN IN,0
50866,TV centre cut outside broadcast,studio,studio,container,STUDIO,1
67372,Aperture letting large number into portico,stoma,stoma,container,ENTRY,0
50983,"Astronomer, one in ship mostly",galileo,galileo,container,SEAMAN,0
21978,"Unconscious, potential killer withholding shelter",asleep,asleep,container,COMAER,0
135398,Longing to trap learner with setter's mystic art,alchemy,alchemy,container,YEARNER,0
122941,Cold tea consumed by trite reveller,bacchanal,bacchanal,container,ICEDTEA,0
136434,"Complex relationship ending in disaster, one in imbroglio",triangle,triangle,container,ENTANGLED,0
84102,"Man, the soldier (an amoeba), pointlessly confined here?",guantanamobay,guantanamo bay,container,MEN IN BLACK,0
88820,Old woman wearing cosmetic? That's hard to digest!,roughage,roughage,container,HAGARISH,0
113387,Non-U physicist admitted embracing a South American,colombian,colombian,container,NUCLEARIP,0
65735,Fellow keeps chalet designed for sports event,decathlon,decathlon,container,OLYMPICS,0
42414,Dependent on having bowel control when eating goat's head,contingent,contingent,container,INCONTINENT,0
121353,Rush to interrupt teacher's Grauniad hallmark?,misprints,misprints,container,BURSTPAGE,0
75627,Instrument of top player gripping India on the radio?,sitar,sitar,container,SITAR,1
90763,Sheepish four regularly breaking new rule,rueful,rueful,container,SHEEP,0
125591,"After hugging guys, one has regret",lamenter,lamenter,container,RUEFUL,0
62010,Reckon without penalties bearing discrimination,faddiness,faddiness,container,CALCULATE,0
79412,Girl looking OK in elfin clothing,felicity,felicity,container,ELFGIRL,0
118705,Inadequate squad with invading force,unfit,unfit,container,TEAMS,0
113031,Member enters toilet to find clothes,garments,garments,container,MEMBER,0
2037,Lizard's egg laid in uncultivated land,monitor,monitor,container,GECKOS,0
141636,"Wet love, devoted cuddles",pluvious,pluvious,container,ADOREME,0
30102,Shut up about our being fostered!,encouraged,encouraged,container,ADOPTIOUS,0
48535,One happy to include lots of US money with advance?,mercenary,mercenary,container,PRODIGAL,0
48746,Recluse carries tons of welding material,thermit,thermit,container,HERMIT,0
