Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
20518,"Yawn at the end of King Kong, for instance",gape,gape,assemblage,GAPE,1
8619,Will is offensive about male organ,testament,testament,assemblage,TESTAMENT,1
74882,In old money nearly always there's a queen ...,guinevere,guinevere,assemblage,ISABELLA,0
59841,Holidaymaker going after sun getting help to remove coat,stripper,stripper,assemblage,SUNBATHE,0
56706,Forgo one's turn - I am frequently appearing,passim,passim,assemblage,FORGOE,0
64047,One felt interest in violin,amati,amati,assemblage,FELTA,0
55445,"Jails, as opposed to non-custodial penalties",confines,confines,assemblage,PRISONS,0
121309,Leading division is hot? Clear off!,vanish,vanish,assemblage,DETACH,0
13215,English beauty losing heart to person of taste,epicure,epicure,assemblage,ESTHETE,0
5210,Crack small fruit I pinched,solve,solve,assemblage,SPRIG,0
56855,"Report suggesting ""allow notes A-F""?",bang,bang,assemblage,ALFA,0
59918,One's in bed with female from another planet?,sheet,sheet,assemblage,ALIEN,0
128604,Party elected to kill,doin,do in,assemblage,DO IN,1
53297,Meat - reports of lamb - around in islands,bahamas,bahamas,assemblage,BAHAMAS,1
119353,Quick steps taken up by old English soldier,gijoe,g i joe,assemblage,S I G,0
118034,Expression of approval the Spanish love to come up with,ole,ole,assemblage,OLE,1
127485,Repeated annual check gets the bird,motmot,motmot,assemblage,MOTMOT,1
86669,Slim and winning but losing one's hair,thinontop,thin on top,assemblage,THIN ON TOP,1
71709,"Relative, the aforementioned proposition",thesis,thesis,assemblage,THESIS,1
26650,Count about eleven ends with South American,census,census,assemblage,ANDEAN,0
125372,"Major cut to obsolete weapon, with political co-operation",bipartisan,bipartisan,assemblage,COALITIONS,0
25024,"Pick up fish, placing first two at the rear",glean,glean,assemblage,GLEAN,1
131311,Soprano begs for flower arrangements,sprays,sprays,assemblage,SPRAYS,1
63547,Out to the opening ball from a spin bowler,offbreak,off break,assemblage,OFF BEAT,0
6347,Regret head having little time in the centre,bemoan,bemoan,assemblage,REPENT,0
140284,Scavenging insect disturbed deer and shortly bolted,dorbeetle,dor beetle,assemblage,RAN SCATTER,0
30234,Perhaps flies home etc recklessly within seconds,insects,insects,assemblage,INSECTS,1
113413,Work ethic following a payment matey's pocketed (thus?),parenthetically,parenthetically,assemblage,CONSEQUENTIALLY,0
15815,Naval officer and author having destiny on island,loti,loti,assemblage,LOTI,1
122794,Single-minded alumni scattering seeds,obsessed,obsessed,assemblage,UNIVOCAL,0
96097,Loose body bits next to science room E?,flab,flab,assemblage,LADE,0
51565,Way out insect with many a substitute,locum,locum,assemblage,EXILE,0
127676,Facial feature's pleasantly warm,genial,genial,assemblage,CHEEKS,0
58709,Pacifier to go on trial,dummyrun,dummy run,assemblage,SOOTHE SAY,0
28998,"What Jersey did, presumably, banning English humour",mood,mood,assemblage,MOOD,1
117231,"Armstrong and Miller, say, take a quick nap with setter in Jordan's arms",jazzmen,jazzmen,assemblage,STANDUP,0
85241,"Divine cowgirl, we hear, passed the salt",iodide,iodide,assemblage,SALTED,0
9915,"Retriever, for example, raised with intelligence to bring bird",godwit,godwit,assemblage,GODWIT,1
41288,Secretly maintain hotel's leafy area,harbour,harbour,assemblage,THICKET,0
35145,One short meal allocation - and what Oliver would have liked!,iteration,iteration,assemblage,SATIATION,0
126466,Live outside right the same as live outside left? Not likely to last,breakable,breakable,assemblage,EPHEMERAL,0
77353,Kid rings sister with unusual problem,conundrum,conundrum,assemblage,SISSODIUM,0
10679,"Skirt backing, say, removed from sign",mini,mini,assemblage,SINE,0
32981,Accomplished poet loses heart,done,done,assemblage,DONE,1
33104,Former African area in the southwest,exmoor,exmoor,assemblage,ZAIREW,0
67305,Bring in organ before Beethoven's Ninth,earn,earn,assemblage,EARN,1
137397,He wrote about brothers in party changing votes - heavens!,dostoevsky,dostoevsky,assemblage,STORYVOTES,0
6184,Foreign city that can't quite offer enough for sect member,essen,essen,assemblage,SUFIS,0
42244,School report taken in,eaten,eaten,assemblage,ADMIT,0
105145,Submissive prodigal son comes first,slavish,slavish,assemblage,SLAVISH,1
89845,Almost too soon after noon,nearly,nearly,assemblage,NEARLY,1
123167,Tough pre-development of sixties' bestseller,thegroup,the group,assemblage,THE RAW EGG,0
44873,Offer to acquire new tie,bind,bind,assemblage,BIND,1
18185,One composer chosen for new orchestration ahead of another,schoenberg,schoenberg,assemblage,SUBSTITUTE,0
61131,Censor a headline,banner,banner,assemblage,BANNER,1
77376,Intelligence services see note that's taken from a dupe,mickey,mickey,assemblage,COZEN,0
138361,"Smearing teacher, having deployed a bug outside home",bedaubing,bedaubing,assemblage,ASPERSING,0
137385,"Visiting Bergen? That's not right, not at all!",innoway,in no way,assemblage,IN NO WAY,1
104767,Fish served by second pub on list?,barb,barb,assemblage,SOLE,0
2739,Drop - it's the doctor's turn to take it,omit,omit,assemblage,DROP,0
129129,A villain finally turning up on the fifth dimension's fourth hub,nave,nave,assemblage,NAVE,1
81634,Zorba in Toledo?,elgreco,el greco,assemblage,IN GREEK,0
90113,Local tour going back up crest of Cheviots breaks into a fight,pubcrawl,pub crawl,assemblage,CUT THROAT,0
44071,"Rendered a tune, setting up a Spanish drink",sangria,sangria,assemblage,SANGRIA,1
72214,Material found by model in bathroom,toilet,toilet,assemblage,COTTON,0
35443,Running water for hire - that's about right,torrent,torrent,assemblage,CURRENT,0
91367,Model I stick up? No way,notabit,not a bit,assemblage,NOT A BIT,1
54961,"Concerned with check holding trial up, heading for gaol",regarding,regarding,assemblage,RELEVANCE,0
124098,"Having got in, I've turned to get food - that's certain",inevitable,inevitable,assemblage,INEVITABLE,1
141505,"Noble statesman pursuing grouse for his dinner, perhaps",beefwellington,beef wellington,assemblage,LORD CHANCELLOR,0
23072,Go off with retired policeman at conclusion of case,explode,explode,assemblage,EXPLODE,1
49100,A pointless contest for the loser,lovegame,love game,assemblage,DRAW GAME,0
70317,"Engagement ring ripped from rampant toad, marriage's ending?",date,date,assemblage,DATE,1
85874,Buffalo Bill is performing - not bad,bison,bison,assemblage,BISON,1
36860,Serving men and women operate from behind it,baseline,baseline,assemblage,SIDEBOARD,0
68899,The old man's wife's born a Native American,pawnee,pawnee,assemblage,PAWNEE,1
127850,Plant that a woman passes on to another?,ladysmantle,ladys mantle,assemblage,LADYS MANTLE,1
44248,A French flat - that's odd!,uneven,uneven,assemblage,UNEVEN,1
22374,Revealing dead princess's emotional resolution,disclosure,disclosure,assemblage,EXPLICATED,0
100130,"Polish close borders, more or less",emend,emend,assemblage,ABOUT,0
4232,Prisoner found in wretched cluster of houses,village,village,assemblage,VILLAGE,1
85286,Introduce trendy source of booze - only one left,instil,instil,assemblage,INSTIL,1
103368,Start undesirable group,outset,outset,assemblage,OFFSET,0
38053,"Once in the red, the Guardian's going out",exodus,exodus,assemblage,EXTEND,0
119985,"Stroke little cherub, showing no love",putt,putt,assemblage,PUTT,1
35129,The archdeacon always put on outward show,veneer,veneer,assemblage,VENEER,1
33072,Idiot put on weight - it's the whale diet!,plankton,plankton,assemblage,PLANKTON,1
4422,Flower about to be eaten by goat on a mountain?,buttercup,buttercup,assemblage,COWSLIP,0
107084,Description of wine: half of it must be swallowed by a topsy-turvy sailor,portrait,portrait,assemblage,SULTRY,0
48282,"Don gets silver, note, in Olympic event",dressage,dressage,assemblage,SAGA,0
101044,"Like Shelley's poetic spirit, it's mostly babble",blithe,blithe,assemblage,SYLPH,0
136233,"Trailer, so entertaining TV show gets support",adherence,adherence,assemblage,SOPORT,0
15127,The last book to bring joy to the cleric,revelation,revelation,assemblage,REVELATION,1
141104,Go from first to second to suspend energy on entering knockout competition?,changeup,change up,assemblage,S...,0
126791,Pedagogues' league sample heartless crackers,nutty,nutty,assemblage,L...,0
61054,"Green track over in west, east of motorway going west",immature,immature,assemblage,S...,0
69079,"Mendel, perhaps, was the first French writer here in French street",geneticist,geneticist,assemblage,GENETICIST,1
110283,Tense American hits clumps of grass,tussocks,tussocks,assemblage,TUSSOCKS,1
84083,Never coming to a vital conclusion,undying,undying,assemblage,S...,0
40350,Evidence of a leak? Contact the attendant,seepage,seepage,assemblage,S...,0
69940,His forecast originally was wrong,fish,fish,assemblage,AWRY,0
28814,Stroke to the pole that long shots require,telephoto,telephoto,assemblage,LONGSHOTS,0
89370,Very small river flowing through New York,teensy,teensy,assemblage,ALBANY,0
66702,Snake's partner - large snake,ladder,ladder,assemblage,LADDER,1
90493,Picture my heart at bottom of list,tableau,tableau,assemblage,PORTRAY,0
13723,Stay to eat and drink,supporter,supporter,assemblage,SOJOURNED,0
105955,Swimmer giving bottom a good licking,seatrout,sea trout,assemblage,SEA SLUG,0
21448,Parking by the verge is proper,prim,prim,assemblage,PRIM,1
101162,Open a Bible with love when getting hitched,avowed,avowed,assemblage,BOWED,0
64602,"Cold peaks, flipping ___ cold one",icecaps,icecaps,assemblage,ICICLES,0
38117,Copper to upbraid churchman,curate,curate,assemblage,CURATE,1
52101,Father is holding learners responsible for unnecessary embellishments,frills,frills,assemblage,FRILLS,1
11043,Perhaps Labour blunder turns into potential embarrassment ...,boobytrap,boob ytrap,assemblage,SLIP UP,0
114424,It costs nothing to give it a try,freesample,free sample,assemblage,FREE SAMPLE,1
117515,"Mate sheepishly, with hurt expression, getting caught - perfect!",touchup,touch up,assemblage,SPOT ON,0
141479,No citrus flavour before with balsam? Leave well alone!,nolimetangere,noli me tangere,assemblage,LEAVE IT ALONE,0
49196,Show appreciation of service (official),tipstaff,tipstaff,assemblage,MINISTER,0
136411,Bosses putting hand under jumper?,topbananas,top bananas,assemblage,TOP DOGS,0
26306,"Wine, less than half its content given up for soak",claret,claret,assemblage,STEEP,0
80688,Giving back the remains: I'm out of place in teaching,restitution,restitution,assemblage,RESTITUTION,1
141173,"Derby's filly, kicking out every second, is a lure",dryfly,dry fly,assemblage,DRY FLY,1
97189,Sailor you once left for a poet,pope,pope,assemblage,OVID,0
77522,"Head off old car, producing road rage, for example",anger,anger,assemblage,ANGER,1
140504,Recurrent award shows approval of eco-friendly publishing,ebooks,e books,assemblage,E-BOOKS,1
40500,High-fliers broadcast on station (not English),aircrew,aircrew,assemblage,AVIATORS,0
134802,"With ultimate skill, collecting finished vehicle",hovercraft,hovercraft,assemblage,LOCOMOTIVE,0
47344,Then he should get a good degree,lisbon,lisbon,assemblage,THESIS,0
17814,Remove protective covering from vessel (wood),dishelm,dishelm,assemblage,UNSHELL,0
102165,"Scotland starts criticising English fellow, inter alia",caledonia,caledonia,assemblage,S-SOMETHING,0
39944,Transport Gibson in hamper,trammel,trammel,assemblage,CARRIED,0
18294,Cut in the Second XI ...,silverside,silverside,assemblage,SECTIONING,0
65706,New student in resort finds means of getting up to date,refreshercourse,refresher course,assemblage,SCAFFOLDING,0
301,Old big-chested guys' backstreet scraps,oddments,oddments,assemblage,STUBBLES,0
6792,"Restore what sounds like rule, say",reinstate,reinstate,assemblage,REINSTATE,1
95487,"Drill on ship I failed, say. A no-hoper?",pessimist,pessimist,assemblage,SINKER,0
22017,First couple from Scotland seen on border with English map,scheme,scheme,assemblage,SCHEME,1
52695,Warmer support for cricket in the Dickens canon?,hearthrug,hearth rug,assemblage,LEG WARMER,0
101534,Cheat produced excuse,condone,condone,assemblage,TRUMPED,0
31794,Tricky place to put sexy bottom,hotseat,hot seat,assemblage,HOT SPOT,0
125476,BBC programme's award for meditation technique,qigong,qigong,assemblage,MANTRA,0
122113,Mythical birds fly at first inside with study of automation,robotics,robotics,assemblage,GRIFFINS,0
20225,"Select smart response, finally putting nothing in",choice,choice,assemblage,CHOICE,1
1362,"Say there's point to everything, for example",allege,allege,assemblage,SAMPLE,0
18329,Oscar winner with very brief acceptance speech grabbing award,tomhanks,tom hanks,assemblage,SEA LION,0
34222,Damn dogs chase Charles away,curse,curse,assemblage,CURSE,1
15477,One filly in two hundred backed such a hob,ceramic,ceramic,assemblage,CERAMIC,1
55148,"Ragged-trousered unknown exposed right away, which is skilful",dexterous,dexterous,assemblage,DEXTEROUS,1
13631,Infant with hood - that''s the bottom line,total,total,assemblage,TOTAL,1
78446,Huge prophet passes slowly through a barrier,osmoses,osmoses,assemblage,OSTACLE,0
109386,Naked stills exploited to sell a sordid story,kissandtell,kiss and tell,assemblage,TALE ALL TELL,0
96260,Union supporter's backing declared effective to a certain degree,federal,federal,assemblage,MODALLY,0
75126,"Brave, old and wise",osage,osage,assemblage,OSAGE,1
98270,Larva found some distance west on the Golden Mile,inchworm,inchworm,assemblage,STRIDULI,0
19609,Republican American is turning to one like Putin?,russian,russian,assemblage,RUSSIAN,1
60609,Information on everyone's origin,gene,gene,assemblage,DATA,0
84339,Lots of sheets pull somewhere in Cornwall,padstow,padstow,assemblage,ST IVES,0
103814,Campaign around country building to rage,barnstorm,barnstorm,assemblage,SULPHURIC,0
63999,Second thoughts about offensive jokes played today,pranks,pranks,assemblage,RECENT,0
75981,Make amends with item reordered previously,atonetime,at one time,assemblage,AT ONE WITH,0
59549,Mark of magic when small watch doesn't start,sigil,sigil,assemblage,SIGIL,1
68217,"Slump in the intermission, with no one rising",recession,recession,assemblage,RECESSION,1
53011,Walk furtively in square with nothing to do,sidle,sidle,assemblage,SIDLE,1
41177,False information by great German chemist,liebig,liebig,assemblage,LIEBIG,1
7473,Person serving king's son has maturity,page,page,assemblage,PAGE,1
79554,The spinner's even of the greatest importance,toplevel,top level,assemblage,TOP LEVEL,1
122549,Cheese with parent's fish - sole,mascarpone,mascarpone,assemblage,MASCARPONE,1
67906,"I am given place at Cambridge finally, gaining credit",impute,impute,assemblage,IMPUTE,1
54996,"Educated and beautiful, finally made some money",learned,learned,assemblage,LEARNED,1
71513,Scottish beginners furl old manuscript,scroll,scroll,assemblage,SCROLL,1
18104,Row about missing love letters from financial adviser,tipster,tipster,assemblage,ACTUARY,0
22255,"Took on old English, swapping parts",engaged,engaged,assemblage,ADOPTED,0
35694,Outline a new house title,silhouette,silhouette,assemblage,SYNOPSIZED,0
99857,"Hair colour like Henry James, perhaps, cut by Latin?",ashblond,ash blond,assemblage,ASH BLOND,1
113281,Nurse keeps rare dog for arbiter of taste,trendsetter,trendsetter,assemblage,CONNOISSEUR,0
78090,Await trouble on North Pacific island,taiwan,taiwan,assemblage,HAWAII,0
57699,Corruption in Portugal? A German life depends on it!,protein,protein,assemblage,SPOILAGE,0
56629,Loud Mel B raging over a light drink,flambe,flambe,assemblage,FLEMISH,0
57627,Bird just right for old Michaelmas market,goosefair,goose fair,assemblage,GOOSE FAIR,1
89124,"Port wine's last to partake of, about right by lake",lehavre,le havre,assemblage,LE HAVRE,1
18749,"Cool, hot below",neath,neath,assemblage,CHILL,0
67930,Dot - ultimate character in EastEnders taking a regular drink,stipple,stipple,assemblage,STIPPLE,1
139193,"Happy getting rich, transferred from a central bank?",uploaded,uploaded,assemblage,SANGUINE,0
46457,"Find guilty on six counts, initially, in court",convict,convict,assemblage,CONVICT,1
16353,"Scrap tasteless name dropping, Fish!",affray,affray,assemblage,ISIPID,0
49344,Sailor a short distance nearer the stern,abaft,abaft,assemblage,ABAFT,1
98666,"Mythical flier, wacky with vulture and raven wings",wyvern,wyvern,assemblage,WYVERN,1
126895,Checks pitch at pavement's edge,curbstone,curbstone,assemblage,CURBSTONE,1
74579,Hosiery primarily confiscated by officer in dissolute cabinet,chiffonier,chiffonier,assemblage,COPCCABINET,0
15838,Better be enough - dismissed previously,outdo,outdo,assemblage,UPPER,0
53056,County evacuated after historic forest fire,ardency,ardency,assemblage,CUMBRIA,0
69375,Record single does rock event,episode,episode,assemblage,EPISODE,1
62234,"Roman, for example. with kind expression",typeface,typeface,assemblage,CASESORT,0
63665,Pure woman? I need to think about that!,sheer,sheer,assemblage,SHEER,1
23693,Hip (the fruit) taken by European in American book,huckleberryfinn,huckleberry finn,assemblage,SLAUGHTERHOUSE FIVE,0
23330,Order given to ignore boner under newspaper - a dreadful rule!,reignofterror,reign of terror,assemblage,RULE OF THUMB,0
101522,The best party over in Saudi Arabia provides drink,creamsoda,cream soda,assemblage,CREAM SODA,1
102223,Secure hold on a tree,cinchona,cinchona,assemblage,ANCHORED,0
107691,April wish - throw bone at dog with Lenin,otobeinengland,o to be in england,assemblage,A DOG'S LIFE,0
17033,Liberal dons feel sorry for king … and queen?,ruler,ruler,assemblage,RULER,1
72081,Second person to rule gets a large amount of plastic surgery,skingraft,skin graft,assemblage,SKIN GRAFT,1
134637,"Figure taking off in The Doctor, then want sci-fi film",meninblack,men in black,assemblage,THE 5TH ELEMENT,0
106907,Brave staff to measure Latin Quarter,totempole,totem pole,assemblage,SOUTH SIDE,0
112430,Leading currency upset economist,keynes,keynes,assemblage,KEYNES,1
104611,"Brief report, in every way ostentatious",newsflash,newsflash,assemblage,OSTENTATE,0
10576,Strange oriental lake,eerie,eerie,assemblage,EERIE,1
125157,Abandoned UK province rejected Luther's Reformed Church,inthelurch,in the lurch,assemblage,IN THE NORTH,0
15766,Boorish attempt to influence the mighty with society leader,slobby,slobby,assemblage,COARSE,0
114962,"Loveless marriages - good, dangerous, or boring?",uninspired,uninspired,assemblage,DANGEROUSLY,0
21324,Tory spin doctor's aim: a quarter of the revolution,rightangle,right angle,assemblage,NORTH POLE,0
53163,So he and I form a strong attachment,adhesion,adhesion,assemblage,ADHESION,1
84835,The goddess of hairstyle heard to have a quirky diet,aphrodite,aphrodite,assemblage,APHRODITE,1
94329,Antipodean's choice between parent and setter?,maori,maori,assemblage,MAORI,1
72294,Manage to get a game of golf by artful deception,runaround,runaround,assemblage,STRATAGEM,0
28978,A sport informally allowing change of centre pairing for series of games,rubber,rubber,assemblage,RUBBER,1
28308,Write in special symbols number on gallery,notate,notate,assemblage,ENCODE,0
13941,How much for a horse?,amount,amount,assemblage,PRICE,0
104184,Henry's bouquet wrapped up small flower,hyssop,hyssop,assemblage,HYSSOP,1
59249,Mark creates endless panic,scar,scar,assemblage,SCAR,1
41268,Animal - one going between well and bottomless pit,okapi,okapi,assemblage,TAPIR,0
7513,Soft music for a duet,pair,pair,assemblage,PAIR,1
115281,Sticky end in half a ton of essential fluid?,lymph,lymph,assemblage,SERUM,0
81425,Marine received and understood on skeleton staff?,jollyroger,jolly roger,assemblage,NAVAL CORPS,0
94341,Concerning learner - changed gear too much,overlarge,overlarge,assemblage,OVERSTEER,0
86948,"""Tea For Two"" as dance music",chacha,cha cha,assemblage,CHA CHA,1
76163,State call includes study of cultivation,gardening,gardening,assemblage,AGRONOMY,0
85102,Coach working on American lines,railcar,rail car,assemblage,SAGE RUN,0
86432,Money is said to breed sorrows,dolours,dolours,assemblage,SPECIES,0
91261,"Bedroom feature, artists' bust?",chestofdrawers,chest of drawers,assemblage,STAND OF SHELVES,0
68443,Desired study reversed after a long time,yearned,yearned,assemblage,LONGING,0
141862,"One beam, say, brought back to son's old property",agedness,agedness,assemblage,SONNETS,0
24173,Chop stick? Start to chop up sticks,cleave,cleave,assemblage,CLEAVE,1
73692,"Topless match, with players from one side in shades",greens,greens,assemblage,OCHRES,0
120796,Dirty saucepan top in its own capacity,squalid,squalid,assemblage,SCRUBBY,0
31495,Composition on sure thing in firm,concerto,concerto,assemblage,ASSURELY,0
12172,Catch sight of tail of large mole,espy,espy,assemblage,GLIM,0
67511,Silly ass turned in by another,nitwit,nitwit,assemblage,ASSENT,0
134977,Big farmer typically got a move on and caught the girl,rancher,rancher,assemblage,AGRARIAN,0
68435,Number two crosses line - game up!,polo,polo,assemblage,TWO,0
70654,Echo support six-footer cultivated,elegant,elegant,assemblage,ECHIDNA,0
22544,Best food is fancy,caprice,caprice,assemblage,OPTIMAL,0
51695,What's on TV? Nothing showing is to prove very compelling,dragoon,dragoon,assemblage,COGENT,0
128627,Pour artist small drinks included at beach party by the gallon,raincatsanddogs,rain cats and dogs,assemblage,RAIN CATS AND DOGS,1
38330,"Records to order, of course",epsom,epsom,assemblage,TRACK,0
65977,I left command to the artillery,ordnance,ordnance,assemblage,ORDNANCE,1
64793,Sauce not right with a prophet,elisha,elisha,assemblage,RELISH,0
92932,Cut kills fish,topside,topside,assemblage,OFFSIDE,0
111433,"Ease pain, beginning to pump the contents of my stomach?",palliate,palliate,assemblage,PALLIATE,1
22204,Change a place in West London,acton,acton,assemblage,ALTER,0
61306,"Late news, crush on street",stoppress,stop press,assemblage,STOP PRESS,1
130446,Instrument you fake for listeners? I'm not sure,euphonium,euphonium,assemblage,CONCERTINA,0
71672,Begins hunting like a sea wolf,aspirate,aspirate,assemblage,STALKING,0
138201,Articulate couple foot bill for replacement locks,toupee,toupee,assemblage,TRESSY,0
83751,Merchant ship from Greek city coming to journey's end,argosy,argosy,assemblage,ARGOSY,1
37209,Defence in question supporting leaders in remorseless empire,redoubt,redoubt,assemblage,REDOUBT,1
80346,Engineers meeting over a meal,repast,repast,assemblage,SAPPER,0
43993,Old tales by posh boy keen to depart for Spain,decameron,decameron,assemblage,SAGA,0
103797,Encouraging indication of support gifted,favourable,favourable,assemblage,SUPPORTIVE,0
32435,Substandard rice pudding served in the wardroom?,officer,officer,assemblage,SAGGING,0
106961,"Witch making scholar bleat about inverted ""invert""",babayaga,baba yaga,assemblage,BABA YAGA,1
33092,"Star turn embarrassed at taking a part, say",sunder,sunder,assemblage,CASTOR,0
79775,Caledonian author and his characters,scottish,scottish,assemblage,SCOTTISH,1
98964,Most supermarket food is supplied by agent carrying a gun around,prepacked,prepacked,assemblage,AGGLUTINA,0
49090,Cry of joy when husband meets great girl!,hosanna,hosanna,assemblage,ELATION,0
102307,"Generous whisky bar? Journalist added ""very flexible""",doublejointed,double jointed,assemblage,BENDY STRAW,0
25007,"Thorpe's boundaries risked losing all, even being abrupt",terse,terse,assemblage,CURT,0
129277,"Bachelor, defended by two friends with energy, is possibly touched",palpable,palpable,assemblage,SENSITIVE,0
38668,Gas worried a very young person,neonate,neonate,assemblage,SULFUR,0
93252,Couples playing golf? Female left,fred,fred,assemblage,PAIR,0
41597,Splendid gathering in festivity with two unknowns,galaxy,galaxy,assemblage,SPLEND,0
67451,I've got a gal here in Michigan,kalamazoo,kalamazoo,assemblage,ALLEGORIC,0
83863,"Painful muscle contraction - runner's problem, primarily",cramp,cramp,assemblage,CRAMP,1
24812,Tiny POW? May be observed in a cave,stalagmite,stalagmite,assemblage,STALACTITE,0
123869,"Infamous, rather theatrical, start of assault on Everest?",basecamp,base camp,assemblage,HARD-CORE,0
60152,Possibly fly in group,insect,insect,assemblage,FLIGHT,0
127567,Guard against splashes from two hurricanes in a storm,showercurtain,shower curtain,assemblage,SHOWER CURTAIN,1
129869,Health programme on satellite station?,spacemedicine,space medicine,assemblage,SPACE MEDICINE,1
100844,Slough about a month for chef's assistant,fanoven,fan oven,assemblage,SOU CHEF,0
117682,Prance around - the last way to treat a ball?,tittup,tittup,assemblage,BOUNCE,0
115506,Private secretary revises books,psalters,psalters,assemblage,SECRETPA,0
105144,Grovelling son's effusive,slavish,slavish,assemblage,GUSHING,0
2852,Love English flower,nile,nile,assemblage,ALOE,0
116617,Meatballs acquired among Embassy's wares,faggots,faggots,assemblage,S-W-A-R-E-S,0
27607,About to go home by midnight - is coming back,returning,returning,assemblage,RETURNING,1
2280,"A pair of aces, possibly, held model in Wales, you may say",cetacea,cetacea,assemblage,CAMBRIA,0
89555,"Bend under water, perhaps, to judge right deed",refract,refract,assemblage,REFRACT,1
37715,Light displayed in fort or chapel,torch,torch,assemblage,TORCH,1
78999,Ridicules a politician with nothing on amid libidinous extremes,lampoons,lampoons,assemblage,LAMPOONS,1
141400,"Record playing in calm, calm water",millpond,millpond,assemblage,CASSETTE,0
43762,No action required about coach reservation,restraint,restraint,assemblage,S-T-A-T-I-S-T-I-C,0
45831,One noting details finds shilling on Ken Dodd?,stickler,stickler,assemblage,COPYIST,0
82967,Blushing landlady is remarkable,redletter,red letter,assemblage,RED LETTER,1
116523,Much abbreviated service offered by some councils to motorists' family group,pride,pride,assemblage,CLANS,0
55684,"As I am presented here, but my last is an in mere?",riddlemeree,riddle me ree,assemblage,SPOKEN IN SEA,0
21748,Record-keeper extremely lovely in uniform,evelyn,evelyn,assemblage,S-C-R-I-B-E,0
46485,Traverse black spine,bridge,bridge,assemblage,BRIDGE,1
101326,"Rock pop, Eve: it's old hat",stovepipe,stovepipe,assemblage,S-T-O-N-E-S-O-D-A,0
53259,Put on important hat for the races,donkeyderby,donkey derby,assemblage,D-O-N-N-E-D C-A-P,0
76115,"Suppose the answer isn't ""a positive Hell""?",inferno,inferno,assemblage,S-U-P-P-O-S-E,0
122359,College getting family groups eviscerated,kings,kings,assemblage,C-L-A-N-S,0
29952,Country sport really regularly cancelled,rural,rural,assemblage,S-P-O-R-T,0
142061,"After comic opera, villager embraces hot bird",mikadopheasant,mikado pheasant,assemblage,GOLDEN PHEASANT,0
70708,"Starbuck's first found here, healthier and with topping",whaler,whaler,assemblage,SWELLS,0
10723,"To one Pope, it spelt danger",alittlelearning,a little learning,assemblage,A SIGNAL WARNING,0
93984,Enduring wish to retain support,longstanding,longstanding,assemblage,LONG-STANDING,1
11750,Put sailors in vessel - they secure wheels on shafts,setscrews,setscrews,assemblage,LINCHPINS,0
27445,Accommodation bit into end of prayer time,apartment,apartment,assemblage,APARTMENT,1
69657,"Set of rules? Something bad, reportedly a burden",syntax,syntax,assemblage,SYNTAX,1
56935,Examine church plant,vetch,vetch,assemblage,VETCH,1
65606,Treat cruelly journalists at work,oppress,oppress,assemblage,OPPRESS,1
114272,A short jacket is dazzling,ablaze,ablaze,assemblage,ABLAZE,1
99905,Plenty in favour of nuclear energy generation,profusion,profusion,assemblage,PROFUSION,1
142194,One who's desperate kicks the bucket and swells,dandies,dandies,assemblage,DISTEND,0
85518,"Old Tory contention, where migrants may be entering Britain",heathrow,heathrow,assemblage,TRAVESTY,0
90494,They'll be there returning thanks over offers made,attenders,attenders,assemblage,ATTENDEES,0
127633,Frequently short of soft paper in gents,squires,squires,assemblage,OFTENLY,0
55519,How you may live if single-minded?,ononesown,on ones own,assemblage,IN ONE MIND,0
136968,Lie about Irish town and county,leitrim,leitrim,assemblage,RELIANT,0
14004,Judge's hooter and saggy jawline,jowl,jowl,assemblage,NOSE,0
97979,Drank to the reporter's completion of duty?,deadline,deadline,assemblage,DRANK-OUT,0
135233,"People like Nero in Rome, always heading back after gold",emperors,emperors,assemblage,ROMANS,0
2788,Wine and cheese: uplifting with a little Gershwin,madeira,madeira,assemblage,CHABLIS,0
135833,Undoing of woman last month involving the opposite sex,annulment,annulment,assemblage,UNRAVEL,0
124971,A painter is very dry outside,tissot,tissot,assemblage,DRYADS,0
55250,"Man holding, as it may be, a dog",alsatian,alsatian,assemblage,HOLDFAST,0
93934,Some say pigs crop up to finish cake,police,police,assemblage,ECSTASY,0
112860,Starts to tell agriculturalists that King Edward is a local spud,tater,tater,assemblage,TAKES,0
18342,"Camels go out here? Hot, missing covers",ashtray,ashtray,assemblage,DESERTS,0
97901,Monster that is spotted south of headland,nessie,nessie,assemblage,KRAKEN,0
93791,Virgin Queen's gone in to communicate,interact,interact,assemblage,ENUNCIATE,0
95309,Missile's explosion leads to wild anger,boomerang,boomerang,assemblage,FIREBRAND,0
5438,Spoilt little brat put on display,impaired,impaired,assemblage,EXHIBITS,0
17520,"One of crowd in old, upturned craft",extra,extra,assemblage,OTARY,0
31824,Previously more of a noble character?,earlier,earlier,assemblage,EARLIER,1
90652,A shameful retreat?,denofvice,den of vice,assemblage,RUN TO HIDE,0
42487,Gold goes up when two firms are after it for decoration,rococo,rococo,assemblage,ROCOCO,1
88375,Good landlord serves spirit,ghost,ghost,assemblage,GHOST,1
63005,"Terrible type leading advance, left to court celebrity",ivanlendl,ivan lendl,assemblage,STAR POWER,0
137206,They try to get opinions among TV audiences,interviewers,interviewers,assemblage,INTERVIEWERS,1
30546,Expression of surprise in Britain with Brit abroad,blimey,blimey,assemblage,EUREKA,0
