Index,Clue,Solution,gemma_predicted,Spaced_Solution,llama_solved_answer
121493,Painter only worked in colours,reynolds,anagram,reynolds,MONETARY,0
21714,Averse to one praying to cast off M&S clothing,anti,anagram,anti,ANTI,1
111926,Variation in phone call - it's not uniform,plainclothes,anagram,plain clothes,TONE DEAF,0
34122,He brought about a row - old cricketer,larwood,anagram,larwood,BRADMAN,0
1107,Machine operator gives up merrymaking,lever,anagram,lever,ELIOT,0
2129,I meant a change to liven things up,animate,anagram,animate,MEANTOA,0
75887,Shrub is in teapot that's cracked,poinsettia,anagram,poinsettia,BUSHTEAPOT,0
141808,"Suffering from cold, maybe curator has shivers",catarrhous,anagram,catarrhous,CURATORIAL,0
139461,Ruler to damn building that's avant-garde,ultramodern,anagram,ultramodern,ARCHITECT,0
45947,Pearl possibly a shade of white?,paler,anagram,paler,IVORY,0
101615,Let fire rip to be creative,fertile,anagram,fertile,INSPIRE,0
128640,Marketing method making unhaloed heads roll,hardsell,anagram,hard sell,AD MEN,0
133948,Relocated abroad and no longer in England,bangalored,anagram,bangalored,EMIGRANT,0
97022,"Done with magic, converted and marrying within the tribe",endogamic,anagram,endogamic,ENCHANTED,0
63087,Medication of pills taken with tea,pastille,anagram,pastille,MEDICATE,0
64060,Feet all clumsy? Look at this ad!,leaflet,anagram,leaflet,FLATFEET,0
7381,Asked about what might be required when leader's gone,queried,anagram,queried,INQUIRE,0
121268,Space traveller - about which I do more to unravel,meteoroid,anagram,meteoroid,ASTRONAUT,0
22570,Drunk comes to a state of incapacity,comatose,anagram,comatose,INEBRIATE,0
55199,Try an overdue reform,endeavour,anagram,endeavour,ATTEMPTS,0
80670,Octave's arranged for bird,avocet,anagram,avocet,OCTAVIO,0
56781,Wrongly surmise one's made a poor application,misuser,anagram,misuser,MISAPPLY,0
128794,"Our lingo is rustic, like Gray's mute Milton",inglorious,anagram,inglorious,VERNACULAR,0
128158,Oswald's unlucky formulation,sodslaw,anagram,sods law,BAD LUCK,0
133666,Inform sailor about dance,ballet,anagram,ballet,TELLTAO,0
116880,Politician's bill abandoned - about time!,liberal,anagram,liberal,ACTTIME,0
88292,Unfold next compilation when editor's out,extend,anagram,extend,OPENED,0
26581,Revive wren horribly pecked by eagle's beak,renew,anagram,renew,ERENEW,0
67543,"With reorganisation of station, be firm",obstinate,anagram,obstinate,RESTATES,0
24237,"Criticise cast not taking sides, essentially",asperse,anagram,asperse,OBJECTS,0
61223,Sea mail at sea with no exceptions,anomalies,anagram,anomalies,LETTERSAT,0
114953,"Better half's home cooking required flour, say",starofbethlehem,anagram,star of bethlehem,NEEDS FOOD,0
130838,Man confused brunette unendingly,bunter,anagram,bunter,HUSBAND,0
65404,"Refused it anyway, having had more than enough",surfeited,anagram,surfeited,DECLINED,0
71389,Begin a Zola novel? That's sweet,zabaglione,anagram,zabaglione,EMILEZOLA,0
120876,Travelling through time back to Jonah in poor whale,leviathan,anagram,leviathan,LEVIATHAN,1
50769,One decants mucky liquid,condensate,anagram,condensate,SEDTIMENT,0
98728,Airport complex round back of Dodge City,pretoria,anagram,pretoria,TERMINAL,0
44609,Able to figure nature out without me,numerate,anagram,numerate,ECOLOGIC,0
63892,Lesbia's translation lets herself down,abseils,anagram,abseils,CATULLUS,0
98527,"In love, the man here, sad with love going wrong",headoverheels,anagram,head over heels,IN THE RED,0
93746,"Pull back, having eaten badly out here?",teagarden,anagram,tea garden,REG RET,0
92555,Where list is meddled with once,erstwhile,anagram,erstwhile,TAMPERED,0
130615,"Maybe skinny dip English rejected, crime when swimming",epidermic,anagram,epidermic,NATATORIUM,0
44081,Second-hand cylinder could be repaired with it,indirectly,anagram,indirectly,PISTONRING,0
118741,Prophets of doom fabricated star's mail,alarmists,anagram,alarmists,CASSANDRA,0
115441,Shocker! Had another go at paper when upset,taser,anagram,taser,RETRY,0
60476,A singer can use the arrangement,chanteuse,anagram,chanteuse,VOCALISE,0
60417,Offers surplus one pound to be doled out - amazing!,fullofsurprises,anagram,full of surprises,SPARE A POUND,0
108010,It's argon? Neon? Neither taking on being reactive,inertgas,anagram,inert gas,NOT GAS,0
49895,"Pipe blown in cold loo, time to go finally",clarinet,anagram,clarinet,FLUTELO,0
1799,Royal corpse is resurrected by Brown,sienna,anagram,sienna,QUEENS,0
19663,Danish legend translated without assistance,singlehanded,anagram,single handed,HANS CHRISTIAN,0
40712,"Showing wilfulness, the gods ran amok",headstrong,anagram,headstrong,HEADSTRONG,1
115226,"Making more extensive disorder in gaol, note",elongation,anagram,elongation,EXPANDING,0
75394,Scrambled eggs endorsed and used in an emergency by the army,greengoddess,anagram,green goddess,SPAMFOOD,0
27667,Bless me! A strange get-together,assemble,anagram,assemble,BAPTISM,0
27570,Unusually stern Goths dropping round with gifts,strengths,anagram,strengths,ATYPICAL,0
10240,"Italian hothead upsetting Italian creator of inferno, blowing top",etna,anagram,etna,DANT,0
73901,"Like certain writing from Italy, prose that's fancy",epistolary,anagram,epistolary,PROSECCO,0
51729,Swap parts of steam baths in island capital,nassau,anagram,nassau,SAUNAS,0
64834,French dresser Tom Cruise ordered,costumier,anagram,costumier,COMMODE,0
101924,Flower - love it to bits,violet,anagram,violet,DAISIES,0
79667,"Man swimming in river, son reveals",unmasks,anagram,unmasks,NARCOS,0
3903,Nicest forms with right angle for design template,stencil,anagram,stencil,NICESTS,0
26423,Fire single sniper shot,inspire,anagram,inspire,IGNITES,0
85110,"Girl, a brat, chewing up the rock",gibraltar,anagram,gibraltar,LITHOGIRL,0
130807,"Seeing Troy destroyed by donating a gift, for example",generosity,anagram,generosity,WITNESSING,0
121589,Nut roast as cooked for high fliers,astronauts,anagram,astronauts,PATRONISE,0
7128,You need to ride craftily to manage a title,editor,anagram,editor,HANDLE,0
13933,Ambassador renegotiating trade's capital backing,headrest,anagram,headrest,ENVOYS,0
130054,"Tragically, one does get shot in bed",gonetoseed,anagram,gone to seed,IN COLD BLOOD,0
10064,Distanced by a date-line blunder,alienated,anagram,alienated,OUTDATED,0
98500,"To play, I set up soccer for those who dislike union",eurosceptics,anagram,eurosceptics,ANTISOCIAL,0
57757,A delay upset the celebration,gala,anagram,gala,HALT,0
111614,I accept order mistakenly and went to and fro,reciprocated,anagram,reciprocated,COMMUTATED,0
66528,Angrily press one for an answer,response,anagram,response,BADGER,0
63006,"Nouveau roman of wretched Levantine, going East for love",antinovel,anagram,antinovel,NEOLITHIC,0
133151,Arabs live all over the place - their values may change,variables,anagram,variables,NOMADICS,0
30594,Blue-eyed boys back-tracking a short distance,step,anagram,step,BOYS,0
15182,"Bring about change in green energy, in short",engineer,anagram,engineer,RECYCLE,0
87556,Hustle curious enquirer,sleuth,anagram,sleuth,CONMAN,0
132640,Returned rotten fish,dab,anagram,dab,EEL,0
124520,"Riding on rocks, kept in shape by pressure only",nonrigid,anagram,non rigid,ON THE,0
111697,Possibly take work in state capital,topeka,anagram,topeka,MAYBE,0
77638,Contests organised by general in one of his towns?,tourneys,anagram,tourneys,TOURNIES,0
61443,Whoever wrote this dog's dinner must be round the bend!,paul,anagram,paul,IDIO,0
21820,Situation where no race is fixed,scenario,anagram,scenario,STALEMATE,0
114263,"Jolly good to punch Hitler, hated terribly",lighthearted,anagram,light hearted,RIGHT ROAST,0
5215,Preparation of ricin isn't essential,intrinsic,anagram,intrinsic,NONESSENTIAL,0
92553,Welsh rite performed once upon a time,erstwhile,anagram,erstwhile,ONCEINABLUE,0
33774,"Having drunk tots, miscue and produce strain",settomusic,anagram,set to music,HAD TOO MUCH,0
17719,Alienate sergeant in mess,estrange,anagram,estrange,ISOLATED,0
81138,Cautiously progressing petition about the end of hunting,tiptoeing,anagram,tiptoeing,TACTFULLY,0
36325,Novel by incomer in its early stages,embryonic,anagram,embryonic,IMMIGRANT,0
69933,Shed covering mess of debris - nothing in it,disrobe,anagram,disrobe,SHEDDER,0
128198,Dowdiest sort of paper like this,twosided,anagram,two sided,DOWDYPAPER,0
29387,Does vanity put right unpleasant picture?,videonasty,anagram,video nasty,MIRROR,0
133041,Unlikely rich setter will be giving more,stretchier,anagram,stretchier,GENERATOR,0
36795,Creative traits make one?,artist,anagram,artist,ARTIST,1
10767,Ugly finish in untidy set is an eyesore,stye,anagram,stye,EYES,0
3676,Helping to make Gaia the New Age goddess,athene,anagram,athene,GAIAIS,0
113172,Uranium stored in a folding plastic like a mould,fungoidal,anagram,fungoidal,URNEALLY,0
36962,Diana could be a nymph,naiad,anagram,naiad,DRYAD,0
34900,Knowing all to be in most nice order,omniscient,anagram,omniscient,OMNIPOTENT,0
140516,Produce an abridged version of Chaucer - current volume retained,giveoff,anagram,give off,EDIT,0
134152,An option as he fell ill?,selfheal,anagram,self heal,AS IS,0
124489,Ginger beer tip: goes off when infiltrated by rain?,rogers,anagram,rogers,FLATS,0
99095,"A long time, but Christmas is almost over",eon,anagram,eon,EON,1
101169,Grievances concerning nice jobs to swap,objections,anagram,objections,COMPLAINTS,0
74691,Turn up the gas ring to cook it,sago,anagram,sago,TOAD,0
89603,"Wild lion scared no-one, certainly not him",androcles,anagram,androcles,LEONARDO,0
92977,Colin goes out East to see her,nicole,anagram,nicole,COLLEN,0
81484,Smiley's pleader a suspect? I'm not at liberty to say,mylipsaresealed,anagram,my lips are sealed,IN A NUTSHELL,0
52423,Supports about to be cut,snip,anagram,snip,PROP,0
49786,Ballerinas missing a dance somewhere in Snowdonia,llanberis,anagram,llanberis,SNOWDONIA,0
124126,"Beset by stormy sea, go to bed dark and brooding",saturnine,anagram,saturnine,MELANCHOLY,0
132716,"Barber's work, Adagio for Strings, by all conclusions suits Christmas concert initially, when jazzed up",scissorcut,anagram,scissor cut,BARBER'S,0
129825,Is a route across the Channel going north of a huge land mass?,eurasia,anagram,eurasia,ISLANDS,0
32761,Strange letter about to be removed from altered design,delta,anagram,delta,MODEL,0
8215,Girl I complain about,naomi,anagram,naomi,LASSI,0
79869,Wool used more in knitting,merino,anagram,merino,YARNS,0
121107,Viagra not working for pilot,navigator,anagram,navigator,IMPOTENT,0
141659,Moralising work of Corbyn is trashed with gusto,scoutingforboys,anagram,scouting for boys,SERMON ON MOUNT,0
63990,Tea's ready in mess for movable feast,easterday,anagram,easter day,MOVEABLE FEAST,0
92710,Moving point wounded nag internally,poignant,anagram,poignant,NOMADIC,0
32883,"Tears flow, missing English ruler",tsar,anagram,tsar,RUSE,0
78307,Amaryllis dresses badly without trendy husband,shepherdess,anagram,shepherdess,ALLIUMS,0
59406,Hercules? He's off to raise the dough,lucre,anagram,lucre,ATLAS,0
84848,A free spirit and active friend to the workers,apiarist,anagram,apiarist,ANARCH,0
62948,Thong gets privates in a twist,strap,anagram,strap,SANDAL,0
105601,Philosopher finds our complex about American waters,rousseau,anagram,rousseau,PLATOON,0
55218,Gear change takes energy: go along with that,agree,anagram,agree,SHIFT,0
67265,Actors playing the old leader,castro,anagram,castro,THESES,0
100830,Indeed upset when refused,denied,anagram,denied,YESMAN,0
60372,Bolster arranged on the bed at sea,lobster,anagram,lobster,MATTRESS,0
68958,"Routed, beat a retreat",abate,anagram,abate,FLEES,0
118326,Decorating it with pregnant bats,patterning,anagram,patterning,EMBELLISH,0
3912,Drink from the basin,absinthe,anagram,absinthe,LAPSEAT,0
56694,Did Sue and Dot dash off?,usedto,anagram,used to,ID DO,0
28225,Old Irish characters around Omagh,ogham,anagram,ogham,OGHAM,1
41676,Circus performer - a heretic or revolutionary,charioteer,anagram,charioteer,ACROBAT,0
88031,Medal distribution halted,lamed,anagram,lamed,AWARD,0
102164,"Luke sees Mary, perhaps, as one seldom given due welcome",asylumseeker,anagram,asylum seeker,HOLY GHOST,0
133865,Building under a site is more rickety,unsteadier,anagram,unsteadier,SHAKIER,0
8050,"Taline, a kinky girl",natalie,anagram,natalie,LATINAS,0
31400,"Even so, I'd resolved to take the plunge",nosedive,anagram,nose dive,ALL IN,0
5343,"Shaking rear in defiance, poisoner with toxic tail aggravated, as stinger",scorpion,anagram,scorpion,SCORPION,1
117892,"Sell iodine, perhaps, as a substance in paint",linseedoil,anagram,linseed oil,TRADE IN,0
36238,Having to guess when Enigmatist gets out of order!,estimating,anagram,estimating,PERPLEXED,0
78808,Local death of Ericsson broadcast,necrosis,anagram,necrosis,LOCALIZE,0
12678,Not-so-wise guy stupidly smug on air,ignoramus,anagram,ignoramus,SMARTALEC,0
70617,"Explain complicated clue, a right puzzler initially!",clearup,anagram,clear up,ELABORATE,0
131487,Philosopher's theory pagan slammed,pythagorean,anagram,pythagorean,PLATONISM,0
122146,A lone crab scuttles round by the sea in Spain,barcelona,anagram,barcelona,SOLITARIO,0
109808,Chimp loath to get hit about the eye,ophthalmic,anagram,ophthalmic,BRUISED,0
35190,Dine out on candy? A potential killer!,cyanide,anagram,cyanide,SWEETS,0
105732,Votes could be wrong ones,noes,anagram,noes,VETO,0
49043,Planes manufactured in Italy,naples,anagram,naples,FIATS,0
88322,Defer changing Sam's boss's name,frederick,anagram,frederick,POSTPONE,0
100901,The joys of shifting super ales,pleasures,anagram,pleasures,HAPPINESS,0
51174,"Once gay characters reform, there's reasonable treatment for women",gynaecological,anagram,gynaecological,FEMINISM,0
118093,Sea air won't upset poor community,shantytown,anagram,shanty town,SEASIDE RES,0
107421,Rewriting Roald Dahl's final piece for money,dollar,anagram,dollar,CASHIER,0
62770,Supply RNA to supplement form of bluish cleaner,nailbrush,anagram,nailbrush,NURTURED,0
42610,There's sustenance when I turn into bananas,nutrition,anagram,nutrition,IBISCUITS,0
49497,Rocco is troubled by wind,sirocco,anagram,sirocco,ROCKETS,0
81649,He wrote about Eliza Mole,emilezola,anagram,emile zola,GEORGE ORWELL,0
38839,Those last shall be first - that's moral significance,ethos,anagram,ethos,MORAL,0
46373,Writer wrote timeless moving lines,orwell,anagram,orwell,POETRY,0
64227,USA twice interfered with Libyan leader: nothing new there,asusual,anagram,as usual,NO NEWS,0
83786,Indians ain't much moved by old chief with muted war cry,iainduncansmith,anagram,iain duncan smith,INDIAN GIVERS,0
140189,Something funny in setting of gelatin,tagline,anagram,tag line,ASPIRIN,0
49809,Ah Harpo! Possibly one of the greats of yesteryear,pharaoh,anagram,pharaoh,MARXIST,0
131219,"Worker often seen wearing blue, red, green and russet, I suspect",registerednurse,anagram,registered nurse,LABOUR PARTY,0
15866,Colour that could be fancy but not loud,cyan,anagram,cyan,TEAL,0
92952,Is crack badly affected by movement of traffic?,carsick,anagram,car sick,IS IT,0
33356,Arrangement of Israeli composer,salieri,anagram,salieri,SCHONE,0
73991,A five-nil reverse that may be scrambled,ova,anagram,ova,NIL,0
64019,"Cook's vessel, one seen in rain, beam obscured",bainmarie,anagram,bain marie,STEAM KETTLE,0
52426,Bob's legs turned over,snip,anagram,snip,CALF,0
31506,"It makes pepper pot mine, anyhow",pimento,anagram,pimento,ADAPTER,0
82230,Perhaps men say he's a sycophant,yesman,anagram,yes man,YES MAN,1
115065,Ordinal in West to show bottom face up?,maninthemoon,anagram,man in the moon,ONE UP SIDE,0
42856,Battle erupting around vessel's deck,turntable,anagram,turntable,HATCHMENT,0
8506,Mixed aromas embellish love for full-bodied Spanish female,amorosa,anagram,amorosa,SENORAS,0
38934,"Tho' semi is falling apart, it's most cosy",homiest,anagram,homiest,COZIEST,0
48873,He wrote about a large weight,zola,anagram,zola,TONY,0
31677,Tabitha Twitchit to find home,habitat,anagram,habitat,TABITHA,0
30830,"The end of the month, perhaps, so spread it thither",thirtieth,anagram,thirtieth,BUTTERED,0
98383,"Confirm a try, if converted properly",ratify,anagram,ratify,VERIFY,0
122042,Spooner's alarm for a tart?,bakewell,anagram,bakewell,RHUBARB,0
51463,Good-looking six-footer foolishly married short lady,redadmiral,anagram,red admiral,TALL DARK,0
54988,See lambs going round in flocks together,assembles,anagram,assembles,PASTORAL,0
22176,Strip shown in scene and suspicious motive involved,dennisthemenace,anagram,dennis the menace,STRIP TEASE,0
139601,Pam ceded building and made off,decamped,anagram,decamped,ABSCONDED,0
127915,They make cold scalp hot in a blizzard,clothcaps,anagram,cloth caps,HAT RACKS,0
97656,I find reformed smoker irritating,irksome,anagram,irksome,INHALER,0
124575,"Grating cheese at first, add tins or nuts",discordant,anagram,discordant,PARMESANS,0
16340,Lizard again becoming animated around mid-January,iguana,anagram,iguana,ANIMUS,0
122500,Maximum awareness required when the H. Grail is exposed,highalert,anagram,high alert,HOLY GRAIL,0
110746,Marine upset a lunatic,nautical,anagram,nautical,MANIACS,0
138450,First two of irritating Pogues' wayward followers,groupies,anagram,groupies,OGREISHLY,0
7584,Here's hoping I spring a surprise,aspiring,anagram,aspiring,SURPRISE,0
128120,Two English animals on the loose in Pacific region,melanesia,anagram,melanesia,TASMANIANS,0
49068,"Picture gives an image, ultimately distorted",envisage,anagram,envisage,PORTRAITS,0
97821,Later organisation of workers' guild,artel,anagram,artel,UNION,0
119209,Probably time to tuck into sausage pie,ataguess,anagram,at a guess,IT'S A,0
88140,"King acted madly in theatre, executed patron",george,anagram,george,REGAL,0
60419,Spooner's allowed bird to escape,getloose,anagram,get loose,LET OUT,0
77667,Sugary affair heard to come back after being booed?,meringue,anagram,meringue,REVERSE,0
35307,This will locate drama school correctly,radar,anagram,radar,MAPS,0
38161,Predator about to move freely,flow,anagram,flow,LION,0
15200,Is a name recollectable? Not with this,amnesia,anagram,amnesia,ANONYM,0
37771,Romantic details I made up,idealist,anagram,idealist,FICTION,0
104378,Bird changes head from what could be its doom …,partridge,anagram,partridge,PERDITION,0
96465,Heinous confusion within a company,inhouse,anagram,in house,AN LLC,0
138323,Commends review of nurses taking temperature twice,entrusts,anagram,entrusts,PRAISES,0
110707,Some letters describe how to cook this dish,omelette,anagram,omelette,SPAGHETTI,0
23163,"Suave Bond - middle of sea, Craig's stripped off",debonair,anagram,debonair,DEBONAIR,1
36518,Note milk-curdler is overturned,tenner,anagram,tenner,CURDLE,0
90905,"Various emails, no clues",miscellaneous,anagram,miscellaneous,SPAMFILTER,0
43754,Read of sloppy hat,fedora,anagram,fedora,BERETTA,0
13619,"Page in ""Paradise Lost"" may go missing",disappear,anagram,disappear,BOOKMARK,0
108074,Scared badly by Lebanese features,cedars,anagram,cedars,BELEBAS,0
49324,Intricately veined salad plant,endive,anagram,endive,LETTUC,0
20728,"Using detailed examination, I can't allay worries",analytical,anagram,analytical,ANALYSING,0
10463,Wagner's Ring? No - not all hell let loose,lohengrin,anagram,lohengrin,WALPURGIS,0
79850,"Under counter, old drunken farts won sham argument",manofstraw,anagram,man of straw,ON THE,0
13109,"A Ford ""T"" car is renovated, showing motorist's skill",roadcraft,anagram,roadcraft,DRIVABILITY,0
21822,Situation as nice or nasty,scenario,anagram,scenario,POSITION,0
15742,Eye a fresh flower,aperture,anagram,aperture,DAISYELL,0
61043,Energetic sort has Monday off,dynamo,anagram,dynamo,DYNAMO,1
63487,Fund new loony Borders party,endow,anagram,endow,FUNDAS,0
104142,"Dozen chairs, one removed, dancing with playfulness",scherzando,anagram,scherzando,TWELVECHA,0
114264,Unusually lithe daughter leaving university in good spirits,lighthearted,anagram,light hearted,AGILETD,0
94656,"Labour would be after this on stage - it's ""New""!",gestation,anagram,gestation,OFFSTAGE,0
43646,"Christian code about being artificial, but seeming otherwise",android,anagram,android,SIMPLE,0
46910,Turned radio on electrician's last order,ordain,anagram,ordain,TUNED,0
8825,Bottom? Then second to bottom's exceptional,rare,anagram,rare,ARSE,0
141132,"Ten fools, cavorting with glee, lose all inhibitions",letoneselfgo,anagram,let oneself go,TEN MEN IN ABANDON,0
27665,Collect up jumble in efficient fashion,assemble,anagram,assemble,GATHER,0
34020,He has broken links with one foreign capital,helsinki,anagram,helsinki,EXHUSBAND,0
18314,star@alien set back by infectious disease,tetanus,anagram,tetanus,ASTEROID,0
94223,"For a break, urge ride round University, as required by custom",derigueur,anagram,de rigueur,AS IS,0
47375,Naughty ladies men dream of,ideals,anagram,ideals,SIRENS,0
45062,Rising bog round ground,oval,anagram,oval,MOOR,0
43561,Vulgar words recur with naval orders,vernacular,anagram,vernacular,OBSCENES,0
91398,"Horribly vain and aloof, but not successful",ofnoavail,anagram,of no avail,SO UP,0
105549,Maclean's turn to show restraint,manacles,anagram,manacles,MACLEAN,0
76108,"Sectarians from Ithaca, right? Wrong!",cathari,anagram,cathari,ILOTICS,0
21928,Softer sort of wood,forest,anagram,forest,BALSAS,0
80180,"Dear Sir, These could be what you've always wanted",heartsdesire,anagram,hearts desire,DREAM MEN,0
54065,TV company ran poster in Georgia,granada,anagram,granada,PEACOCK,0
114505,"It was Tio Pepe, nothing less, poured out here",wastepipe,anagram,waste pipe,TAPE IN,0
108849,"Initially inferior count: sceptical, sadly, about making a baby?",conceptualistic,anagram,conceptualistic,CONCEPTIVELY,0
129047,Old photographs and toys prefer recycling,ferrotypes,anagram,ferrotypes,ANTIQUELY,0
34182,He wrote about a tree,camus,anagram,camus,ENIDB,0
89592,"Stretched up, standing and unfolding",narrating,anagram,narrating,UNFURLED,0
85813,Throw out - time's up,emit,anagram,emit,EXPI,0
131618,Daub number plates (not first three letters) to confuse followers,beplaster,anagram,beplaster,MISLEADERS,0
88396,Fellow arranged ordinals around a balancing aid at sea,dorsalfin,anagram,dorsal fin,BUOY ANCY,0
110851,"I pitch a tent abroad without assent, initially causing bad blood",antipathetic,anagram,antipathetic,DISSIDENT,0
128284,Chopin piece of sole piano variation,polonaise,anagram,polonaise,NOCTURNES,0
45142,One takes so long making pictures,images,anagram,images,CAMERA,0
8092,Wordplay of a Socratic kind,acrostic,anagram,acrostic,DIALOGUE,0
141791,Unusually daring type of dressing,indrag,anagram,in drag,TO DARE,0
81143,Rose made arrangements to name date,emanated,anagram,emanated,NOMINATE,0
115902,Function of arsenic that's criminal,arcsine,anagram,arc sine,MURDER,0
11078,Explosive chap who must retire for the good of France,nobel,anagram,nobel,PETAR,0
69347,"Parking, I can set alarm",panic,anagram,panic,PARKIC,0
8880,Gentleman Bottom raised the remains of a wreck,debris,anagram,debris,DEBRIS,1
137669,Terrible Sun lie/fib can't be run together,infusible,anagram,infusible,SUNSCORCH,0
125248,Spread to excite gourmet and pal,promulgate,anagram,promulgate,BUTTERSPREAD,0
124833,Unpredictable podgy Eastern pariah,pyedog,anagram,pye dog,FAT CAT,0
72167,"Player, a giant with red dicky",tragedian,anagram,tragedian,ATHLETE,0
117251,Rents due to be rendered without relief,unrested,anagram,unrested,TENANTS,0
114128,"Coarse content of shoals, in more ways than one",oafish,anagram,oafish,FISHER,0
23355,"Vengeance of Greeks in mess, introduction of euro having failed",nemesis,anagram,nemesis,IXIONIC,0
102545,Ridges of gravel need new rakes and spades,eskars,anagram,eskars,ESCARPS,0
91781,Invest a loss from agreeable dealing after superior intervenes,beleaguer,anagram,beleaguer,INVESTOR,0
24481,This devil will shatter the simple hopes,mephistopheles,anagram,mephistopheles,MEPHISTOPHELES,1
109773,"Novelist gets near, bent on ...",annebronte,anagram,anne bronte,AUSTEN,0
117284,Small flier legate distributed,eaglet,anagram,eaglet,BEEFLY,0
36878,Top Portugal's tourist potential,outstrip,anagram,outstrip,ALGARVE,0
57555,"Risk breaking leg, needing to call in a doctor",gamble,anagram,gamble,FRACTURE,0
115842,Forecast to prince: Di is unstable,prediction,anagram,prediction,WEATHER,0
107706,Such people are extremely clever when exchanging points,smastset,anagram,smast set,SWAP SHOP,0
30625,Discover a canister at sea,ascertain,anagram,ascertain,FINDTUBE,0
68986,Paltry meals made with bread in Japan,measly,anagram,measly,BENTOS,0
98056,"Prosecuted about bad return, defiled",sullied,anagram,sullied,SULLIED,1
142290,"Unruly as punks, one finally arrested comes quietly",sneaksup,anagram,sneaks up,AS QUIET,0
101585,"The corral's shambolic, but from it comes such music",orchestral,anagram,orchestral,COUNTRY,0
117080,"Treat Peter to a Trial by Jury, say?",operetta,anagram,operetta,OPERATES,0
38265,Note: sheet to be changed when baby does this,teethes,anagram,teethes,WETTING,0
38990,Catches up with weapon,sten,anagram,sten,SPEAR,0
106345,Distress when train set gets damaged,straiten,anagram,straiten,TRAINSET,0
130619,Isolated ones left sardines at sea,islanders,anagram,islanders,HERMITCRAB,0
104698,Sully an overstuffed cow?,deflower,anagram,deflower,BESMIRCH,0
133984,Dreadful abuse hit regular attenders,habitues,anagram,habitues,ATTENDERS,0
131979,Courtesy of chief rival wounded close to Burgundy,chivalry,anagram,chivalry,COURTESY,0
138816,"Rose that needs cutting, heavens mother inspired!",whiskymac,anagram,whisky mac,PRUNING SHEARS,0
20269,Trumpeter amazing the panel,elephant,anagram,elephant,BUGLER,0
36805,"Initially without force, elevating King David, for example",artist,anagram,artist,PSALMIST,0
43697,Only women admitted into mobile phone event,phenomenon,anagram,phenomenon,FEMININE,0
60744,"Bridge, tailor-made for a canal",rialto,anagram,rialto,AQUEDS,0
84882,Spinning RR into a ball? Not perhaps with this!,antirollbar,anagram,anti roll bar,NOT A BALL,0
48349,What one's good cause seeks? Try gelt found in distribution,lotteryfunding,anagram,lottery funding,CHARITY BEGINS,0
1764,Manner of Israel's one-time neighbour rising,mode,anagram,mode,AMAN,0
89744,Came up with a diet change for the undernourished,emaciated,anagram,emaciated,CONCEIVED,0
89321,Sign to new Catholic claiming spiritual knowledge,gnostic,anagram,gnostic,GNOSTIC,1
137044,Piles of rubbish and rats scurrying by hospital in poor shape,trashheaps,anagram,trash heaps,TIP SAT,0
116855,"Use a cuff, eh? Mad, she drives me",chauffeuse,anagram,chauffeuse,HANDCUFFS,0
34879,Example of an insect blight,instance,anagram,instance,LOCUSTAE,0
135206,A bunch of pseuds of the art editor kind,softhearted,anagram,soft hearted,ART SODS,0
40220,Greek river with body of water rising,aesop,anagram,aesop,IONIA,0
10449,Must fix rider's wooden legs,stumps,anagram,stumps,STIRR,0
46044,Spooner's pet's entry to working-class symbol,flatcap,anagram,flat cap,CAT DOG,0
33352,I daren't exchange one car for another,tradein,anagram,trade in,I SWAP,0
22271,Club official sure in re art anyway,treasurer,anagram,treasurer,CURATOR,0
131268,Doctor paid a vet to be compliant,adaptive,anagram,adaptive,COMPLIANT,0
118912,Let no urban car be otherwise,carbonneutral,anagram,carbon neutral,LET NO CAR BE,0
135860,Reverse-engineered molecule that might bind some solutions here,and,anagram,and,ION,0
4,Number Three at sea,ether,anagram,ether,TERN,0
74321,Support for the devout in endless Euripides production,priedieu,anagram,prie dieu,ALTAR,0
121217,Announces several changes,reveals,anagram,reveals,DECLARE,0
123687,Its creed could be judicious,discreet,anagram,discreet,CHURCHES,0
40778,Church following the lunar cycle?,lutheran,anagram,lutheran,MOONIES,0
73305,"Tough, shrewd and practical hands rode range",hardnosed,anagram,hard nosed,HARD MEN,0
94963,Cutting of taxes by queen works out,exercises,anagram,exercises,REDUCTIONS,0
132116,"Barrow by rail, shortly to return",cart,anagram,cart,BRAE,0
25260,"Masses drifting away, slice of cake ultimately getting wasted",icefloes,anagram,ice floes,MAS TEA,0
117938,Keen to pirouette over good music,reggae,anagram,reggae,AROMA,0
42685,Begin a different way of life?,being,anagram,being,RENEW,0
3897,Means of reproduction for awkward clients,stencil,anagram,stencil,CLONES,0
111620,Crime scene? It's an adult shot to pieces,indecentassault,anagram,indecent assault,PHOTOGRAPH,0
42128,"Oriental sailor, a rogue changing sides",lascar,anagram,lascar,CHINAM,0
30910,"Not all the book, but about right",excerpt,anagram,excerpt,CHAPTER,0
11133,European Union bearing modified vegetable produce,aubergine,anagram,aubergine,EUROPEAN,0
10197,One who picks the winning ticket goes up for the prize,reward,anagram,reward,DRAWER,0
74378,Possibly see unit as part of another unit,ensuite,anagram,en suite,IS IN,0
70042,Send Giles revised stuff that's recently arisen,seedlings,anagram,seedlings,RESUBMIT,0
116001,Supply cable possibly halved,flexibly,anagram,flexibly,CABLETV,0
127727,Re-enter formation of earth,terrene,anagram,terrene,LANDFILL,0
