Index,Clue,Solution
112753,American stool gets volunteers to drill on time,taboret
78873,Chirpy cat is mad about mental health,psychiatric
87670,Greeting old man in business charts,hitparade
57838,Blessing everyone coming in is swell,balloon
129754,Showing off count's diamonds failed to impress,cutnoice
34788,Table things in Franglais to downsize the SNCF?,cutlery
121398,Term for rich in revolutionary movement,rolling
60761,Stick man in the middle,cohere
134661,Perhaps safety poster held back an annual celebration,feastday
76909,Open country - more for musicians to get upset about,unzip
67483,Service in some games of tennis,set
124953,"Charles II, say, hugging his mistress and sounding mournful",knelling
54314,Islander in wild trance,cretan
29360,Firm article penetrates open garment,overcoat
75062,Gadabout left romancer at dance,galliard
44201,Doctor to work at home and then visit,dropin
78742,Old wino beats drunkard up,tosspot
59652,Fur on one animal,coati
47137,Athenian satirised play,aristides
136577,They're enormous soldier ants,giants
34651,Rob hit out the day before,thieve
3015,God beat around it,titan
95751,Thought to take away like a vampire,reflectionless
103745,Edible fungi rooted by little pigs?,porcini
128881,"Wrongly use double ef in ""defiled""",befouled
131007,"Like P, T, K and S, conducive to change without a leader",unvoiced
16981,Adversary in military manoeuvre has a tricky problem,opposer
84826,Section managed the church in extremes of trouble,tranche
18690,Smoked by the great man in bed,cheroot
67582,"Showed off, though sore and tired out",roistered
118235,"Bum on the floor, a fanatic hosting party",downandout
46619,"Half of mild, ten Navy Cut and a tot",mite
87147,"Doctor treats hip, he treats the mind",therapist
106018,Leads written up about paper that's shot,snifter
21611,Paper modelling originally made with friend in Paris,origami
20153,How one danced when not quite sober?,reeled
7047,Indoor morning headgear for crowd getting better,mobcap
89492,Let vocal be vocal,allowed
50827,Girl with fish to sell down the river,betray
5104,"Sign of a fish, but not Pisces",scales
84567,Outlaw rejection of headless honey lover by writing part in bar,robinhood
49341,Engaged in fight against time on American vehicle,tussled
49526,Cliff hard to miss - on top there's superb stuff,fabric
134071,Architectural feature providing detailed protection from the elements,cove
107420,State support for toy money,dollar
31539,Popular musician's chair,rocker
136061,"Criminal deferring pint, impressed by police?",fingerprinted
28850,Purloin anything but concrete,abstract
28075,Backtracks in attempt to cause trouble,disturb
55457,Unfortunately over a bit prematurely?,abortive
114051,Carrier bag for which Nigel gets little recognition?,haversack
52361,"Little piece of boy, a girl",sonatina
106764,He writes television play that is put out,novelist
103537,Mollycoddling sick man with grippe,pampering
55901,Wood almost burnt out: the finale for three months,ember
93858,Game Italian composer - not Verdi,monte
54411,See next page - setter's after the French astronomer,ptolemy
30077,Detect and impede a random inspection,spotcheck
28641,One dreadful scene eclipses another in process of aging,senescence
1966,Bird heading off from stream,rook
125016,Dragonfly from French-German river I caught,demoiselle
75137,"Masterstroke, a mighty blow; then permit the answer so!",couplet
65962,Kiss record flipped over in the middle,snog
79481,Orders put out for projects,protrudes
5684,Direct current,immediate
130494,India's Koh-i-noor?,jewelinthecrown
36249,"First dole payment turned up last, not first",original
26386,Try Calvin Klein tops made in yarn,tackle
51040,Abandon meagre growth,scrub
6465,Ship's officers tie alien up as stowaway would be?,stewards
50789,Isle that could be an alcoholic drink,manhattan
50609,Small way in which soldier protects sleeping comrades?,sentry
128976,Not like night now routinely,daytoday
99824,Board game can be played back,darts
121063,JFK formerly unemployed? Crazy!,idlewild
100078,"Drink by oneself, making fun of others?",teasingly
41241,Nothing around to catch the bird,linnet
57136,Black man all washed up?,jetsam
41483,Bid that liberal America would welcome?,notrump
96445,Blues is one composition - of his?,sibelius
100035,Trail back round vessel to find fish,gurnard
83426,Prepare to explode - or not to explode,fuse
132136,Suitable trade for craftsman knowing a good deal?,joinery
117471,Composer's bottom rejected by topless minx,debussy
75798,Turns round in foreign city and abandons all restraint,runsriot
79399,Film director having received Oscar,winner
48579,Beat man overturning cot,tangent
131974,Dish that's left I mostly cook with alcohol,legoflamb
95361,"Fake component in ""safe"" ignition device",feign
43236,"Dined at an appropriate place, which is natural",innate
61498,"Hunting, shooting, or fishing, say, in larger understanding",gerund
72380,Set off any questions?,litany
48958,One overly concerned with appendage for foot soldier?,pedant
20894,A fellow advocate,agent
12456,TV and press etc redistributing mail with tedium,multimedia
74981,A hyperbolic function is a blunt instrument,cosh
107069,Hardy's first love and his last: Hardy heroine who's entertaining?,hostess
114466,Players and poets,lyrists
97004,Outstanding leader knocked out in water sport …,owing
29816,Request certain to create diversion,pleasure
19751,Not a single female will wear this outfit,trousseau
56914,He sat on three goddesses: capital!,paris
139028,Trying to impress improperly? Pardon me!,namedrop
126808,Apple (Pink Lady) the ultimate for baking etc,cookery
54228,Old gentleman's habit of getting tense after drink,doublet
4145,You have to go very slowly in Finchley,inch
98154,"Like heartless senator, who supports the nomination",assentor
51668,Sprinter fails to start in state religious establishment,nunnery
62089,Party always backed by the state,libya
28272,Belittle and insult right-wing politician (but turning the volume down),disparage
21835,Book a woman into bed? On the contrary,adambede
120483,Speculation about supervisors - first one died (see above),beforementioned
58121,Wriggly multipede or two in a bar,dupletime
95629,Adjust temperature in animal's home,sett
51409,The girl for Shed (inter alia),amelia
42859,"Record supporter during play, having run wildly into disorderly battle",turntable
51229,Flower of poetry parking in French vehicle,campion
116329,"What may restore fount of knowledge from King's, after playing with some appropriate language",ginseng
68554,Odd power in historic parliament,rump
6700,Substitute judge accepts story,relief
48286,Groom has season in eventing …,dressage
82193,Gloomy little sergeant major with face put out,dismal
119795,"Covered once again, face up",overlaid
139589,Complaint of junior doctor pocketing floppy disk has been uncovered,housemaidsknee
117841,"Johnny may, perhaps, find source of milky liquid",rubbertree
89883,"Where horses and hounds gather fleshy foods, they say",meets
73173,Albert Steptoe - might I be told I'm randy?,dirtyoldman
26912,Learning notes,letters
141903,Voice disapproval about setter visiting France with Italian returning for ice cream,tuttifrutti
88010,Maybe schizophrenic spasm after pet gets dreadfully pale,cataleptic
11118,Halfwit upset Argentine legend's life of luxury,dolcevita
68158,A prodigious sailor's cry,avast
92860,Incur anger wrecking poet's source of inspiration,grecianurn
114856,Sailor with stock of wine placed above or below this,saltcellar
55295,"After ruling, obtain new recruits",intake
119341,Call for Bertie Wooster's topper interrupting doctor?,whatho
42209,Prestige of store by road junction,cachet
102361,National Red Cross hero?,saintgeorge
43521,Defeated British general is leaving county,cornwall
42490,Gold backing used by two firms for decoration,rococo
96312,Moves stealthily and quietly among Native Americans,creeps
46890,Angela's cooked a foreign dish,lasagne
2143,Hun and Inca breaking loose,unchain
99907,A case of excessive pride,vanity
109161,"Once called to exercise on a bike, first to fall off",yclept
26927,"Forceful doctor, one no good after six",driving
94886,This person's probing a friend's resentment,acrimony
116555,Day in hole at the bottom of Auld Reekie?,arthursseat
72215,"Tenants invited one occupant, with chain attached?",toilet
81524,Unknown hack to go to court over dish,chopsuey
91452,Lady Taverner's revealing holy places,adyta
16266,Little land is left to the East,isle
130557,Action in which bear making great effort is drowned,deluged
16516,"A little wind from the rear, producing tune",aria
39748,Man (Latin-American) is source of disease,virus
87978,"Where a lot may re-gather to drink gin, possibly",wateringhole
15901,So-called model horse just originally concealed?,trojan
70177,Rum to issue when expected to win,oddson
21429,Local authority has a pull with everyone on National Health initially,townhall
5995,A fuel tub I mended is not ugly,beautiful
47051,Clubbing with Spooner's scalpel?,nightlife
24012,Sorting my post to start Monday gives a sign of my state,symptom
64670,"I must have support, not changing direction, in London",islington
35750,Exchanged abuse with a guard,railed
40842,A roundabout means of gaining admission,turnstile
25899,One unwilling to give credit,sceptic
57742,Caligula's horseplay?,equus
74077,"In source of cash, nothing supports currency without a plan",atrandom
40473,Give generously when there's a whip-round?,lashout
82210,A stage partnership?,wellsfargo
92717,Care plan impaired by jargon,parlance
114330,Soldier to sack valet,rifleman
89697,He painted birds head to toe,ernst
94109,Rotten state taking some years to nurture confident effective openings,decadence
21273,Gay work?,opera
62274,Journalist holding new library responsible for lark,earlybird
306,Shortcut to get a place in N. France,brie
76885,"Twisted, like something threaded?",screwy
7132,"To die for, fancy (Foreign Office rejected) finish of nuclear sub?",editor
135592,Situation of a bad sailor - or his boat,inirons
39584,It is involved with a plan that's flexible,pliant
43063,Adults have finished with these train times,schooldays
75398,A political leader was complimentary and that's valued,appraised
25228,"Calling out, get lost in Oxford?",shoe
23146,Keen to put time into saute cooking,astute
121559,"It damages the leaves of roses, leading to wounded pride",redspider
11650,Book gets pound fine - library wants it back on this?,shelf
7867,Contract in Franco-Roman law,flex
66012,Reintroduced bird and fox cub close to home,kite
70730,Love nest near work that can supply all our needs!,onestop
25148,Say what's the matter - like to hold one's nose?,diagnose
42985,Examples of relativity - complex science church leader rejected,nieces
99787,Career over? Confess getting treatment,nursing
102423,"Leaving hospital, crook hastened to city area",eastend
35496,"CID star moves, having a far-reaching effect",drastic
138608,One'll break faith with failing soldiers,defector
36930,Pill to get one horny,eland
18418,One to sort out what's for lunch ...,risotto
71912,See attempt at trademark,logo
49710,Honest poet's entreaty to write?,open
35384,"To begin with, it is an internal inflammation",enteritis
55047,Man with hand on pole,pawn
76344,Soldier that's lost it wrecked soldiers' town,aldershot
120757,"One night in Paris, being from colder climes",inuit
32652,Nasty one's after Tramp,mean
46613,The widow gave one pronounced strength,mite
104586,"Neglect daughter, one son gets help",disuse
73255,"Ring tone? No, try again",engagedsignal
113482,"Some fun with boat, stocking it with liver, kidney etc (no heart)",bitofalark
104871,"Freud-like, say, sit it out in electrical discharge",artistic
115790,University leader's bad luck when revolution returns,vicechancellor
78435,Flask fixed to belt,bottle
74164,Effect reconciliation - or affect it?,makeitup
105838,A little mischief on parking space for cabbies,prank
74544,"Mother, by law breaking, is culpable",blameworthy
141030,Vans kind fellow left in ditches,milkfloats
82073,Song of starling starting in tree,psalm
90746,Plant production to rile Bert distractedly surrounded by good time girls,whortleberries
124452,Cat where it sat (say) on the mat (nearly),puma
57967,In cramped condition heartless Henry is an insensitive type,pachyderm
41155,Companion introduced to the right kind of plant,lichen
4738,"Kelly, the painter of family groups",genera
65574,Plant for large numbers round the bend,lotus
93031,Eat no food in banquet that lacks energy,fast
76717,Teacher's pet doesn't play out,rabbi
132268,Maybe he works with IT around the City?,techie
78531,Unknown people in clearing once found plant,yucca
38584,Celebrated composer initially made Lehar nervous,mahler
63240,"Jewellery item to bring up, say",brooch
49888,Pipe of wine retaining its heart,clarinet
57583,"""The Monument"" is a church - not a pub!",cenotaph
74811,"Raised edge is going into space, putting it mildly",euphemism
42569,Covert probing of NHS establishments by the Guardian repeated,hushhush
95232,"Going round to protect John, upset and uncertain",ambivalent
136053,"Shopped and risked money, ready to fail",betrayed
56444,"They were wise, putting the scholar before the soldier",magi
92579,"Walking badly when topless on ecstasy, inducing trespass",impinge
15245,Gall in pear causes disease on the skin,pellagra
18612,"Generally stupid, but frightfully sane about Ireland",anserine
118929,Piece having to wander in Kipling poem,gungadin
113825,Look into bloodstained sow again,reseed
49335,"Stan Getz failing? No way! First, there's a yen to see him in flower!",yangtze
133117,Part of speech advocating abolition of New York body,noun
175,Wild duck which flew on the railway,mallard
36493,"Naughty girlie love attracts us, being divine!",religious
119495,Doormen supply deliveries,bouncers
72396,Interfere with packer,tamper
34652,Rob hit out at First Lady,thieve
10609,"Lacking skill over drums, I'm leaving",inapt
74757,"Author after Medusa, perhaps, tasty Italian fare",gorgonzola
69913,Bring in a number to help - sharpish!,acid
21192,Expected to do well at school,inform
79629,Lester and Iris wrecked the autoclave,steriliser
138794,Joining together in greeting monarch,yoking
105725,"Buzz Lightyear's back in hit, briefly",thrum
125367,Male returning morning after morning with large-breasted creature,mammal
93251,"""Motivated? Not I"": TV family man from way back",fred
111606,Fellows wearing ladies' slippers and cloaks,muffles
73365,Drink to town centre's pastoral setting,meadow
2105,Detailed Murdoch's business and papers lose control,skid
21790,Broken treadle had a warning notice,alerted
24945,Bird with mutable posterity (except tit),osprey
140417,Vitriolic old bishop beset by turbulent voices,corrosive
98656,"Split up, assuming sex is performed with energy",divide
97287,They lived so happily in fairy tales,everafter
95449,Beauty treatment for alien inhabitant of the universe,cosmetic
42431,Traditional fate for stray offspring perhaps - hang with a rope …,orphanage
80112,"Recurring phases of say, Oxford Circus entertainer's transport?",unicycle
38387,Fairly big orderly,tidy
7340,Where to study time in detail,unit
84635,Deserter held by soldiers is not charged,gratis
89557,Read about Blair backing restraint,damper
30952,So Antony of Brutus finally might lie with gusto,eulogist
11601,Missile god put on boat,sampan
105104,"Go back to square one, being wrong about pastry oven",startagain
95255,"This queen applied for release, as originally predicted",asp
133906,Grey pen rewritten Pinter's fourth play,peergynt
129772,Recall study analysing income in so-called store,mnemonics
77194,Permit one to move after damaging allegations,bermuda
21757,Tell-tale governor,gessler
50208,Capital city's un-Daliesque side?,realmadrid
102911,Tramp - one missing current English king,trek
36463,Steer clear of love in passionate surroundings,avoid
27469,Invite right-winger to abandon disdain,tempt
124924,Breathing spaces?,nostrils
125139,European houses to New Englander,bostonian
13491,Waste energy on coat I took in,emaciate
44147,"Handled shirt, covered in regular pattern all round",titled
9789,Frequently expressed as decimal,often
44753,Bar duo plays during set of gigs (one sings),troubadour
113781,Insolently exceeded one's station?,wenttoofar
24602,"Grope and pull around, coming back very happy",gleeful
26210,Led follower to create flyer,zeppelin
75140,Smooth to and fro,level
1263,Raise seat,rear
59359,Winter transport sounds murder,sleigh
100118,Brief inspection initially poking bum,dossier
119442,Feels a bit irritated by trifling annoyances,fleabites
15835,Get the better of unfashionable party,outdo
77529,Wild Australian orgy,saturnalia
8563,Work on movement: it might have spirit,optic
6297,Garland finds end of rainbow and heart remedy,wreath
43956,A charge leads to a verdict,award
129888,Manlier gender bender making German work,merrieengland
121995,Processed grass is taken up by convict on ecstasy,silage
22768,RAF get confused with owl that may be seen when the sun has set,afterglow
89408,"Keeps going, or waits",hangson
90632,Shed wants to devour Gordius's heart for sure,indeed
107987,Partners without English paper have food that's not eaten,leftovers
123324,"Draw, as rule, after switching sides",lure
22573,Sleeping partner with huge guts joining firm,comatose
31631,Bill has duct coming,advent
135573,Perhaps more tea and toast made by dog breeders?,topups
101393,Having row with contrary painter that's less of a Philistine,artier
16606,Army team transport,taxi
132837,"Not wise, moving inside etc to cross over river",indiscreet
20414,Publication with IT facility - ring for help in starting,magneto
40848,"Well-qualified persons, really tip-top people",masai
40737,Available payment about right,free
80988,See man (coach) read out name,archdeacon
91943,So this is refined and weighted for statistical displays,histograms
64897,Wanting some monkfish or turbot,short
133357,"Made a sudden movement, unlike a worm, say",lunged
89480,A few coppers strip,peanuts
70508,Immunity from holding up river,freedom
140250,Untidy employees making a contribution to Warwickshire's coat of arms,raggedstaff
78078,Vehicle needs protection at the front,vanguard
89409,"Urge pa, go around with people of the same generation",agegroup
21337,Party colours worn with grace?,favour
92618,"Old (I bar ""antique"") translator of philosophical disputant",quodlibetarian
96916,"To defeat hell, the first thing for heaven",dish
74348,Catch line that's knotted with a sort of hitch,technical
89203,Doctor leaves capital by boat,scow
34110,One presents them briefly with regular parts of scheme,emcee
116257,"They may be placed, but are best misplaced",bets
54365,River's colour: it's pasty,rhinestone
102618,One left European Union - member which might help form motion?,ileum
116548,Suffering vocal change in one that's senseless!,inanity
99586,PM's country house accurately placed on map,chartwell
122861,One's taken in edited videotape six rejected,adoptee
95336,"Show minimum of rump during flash, to tease",flirt
121442,Sounding most upper-class and Victoria-like?,plummy
45090,A number set up an alliance,axis
134098,Carpeting and doing well at the job,takingtotask
27031,This period is for composition in a newspaper office,editorship
129633,Develop grand argument,grow
101793,Apt to take what belongs to others,appropriate
116532,Opening hospital for mammal,sloth
11250,I am nobody if Brown's taken in,numberone
86915,Lecture can produce averse reaction,reluctance
137282,"Without cover, nude run is rescheduled",uninsured
107899,Much first-rate upright timber,agooddeal
27523,King with a mole under one arm,rapier
17735,Split up and set off with compass,estrange
110537,Very mild oath,damn
58406,Nitrogen in chophouse in place of perfume was Miss Muffett's problem,arachnophobia
15138,Bloody films featuring old soldiers,redcoats
2841,Dash from Brazil's capital city,brio
101620,Knots sure to come undone as result of overexposure,sunstroke
12898,Game that gets exciting at match point,snap
90817,Graduate's recent entertaining time amid old tribesmen,licentiate
77699,A moving entrance,drawbridge
110345,They are determined to look at gemstone,tigerseye
132438,"Chooses UKIP? Cost, horrendous",picksout
127875,Panorama broadcast about vote for a period of stability,paxromana
113773,Hard worker going over green in which horse was present,trojanwar
98658,Will this society have no education?,classless
66816,Carrots he chopped up as an accompaniment?,orchestra
72876,The bilingual machine,lathe
18432,It's a mistake to be led astray over gold,error
41791,Part of Manhattan so nearly opening,vermouth
102551,Actor to damage what might be called slim with food full of fat,marlenedietrich
97534,Chimera seen to reconcile bitter foes?,archenemies
50380,Where Cheshire people breathe in?,inhale
5299,About to enter poor occupation? May end up on this,breadline
53538,One (new) knight's stand?,arise
71923,"It's very big, but with treatment sure to mend",tremendous
80281,"The Guardian is one indecent place, he admitted",broadsheet
133246,Deploying sarcasm etc? It's negative campaigning,smeartactics
100220,One at conference has to listen to same point repeatedly,attendee
84210,Philosopher regularly ignoring Mary Beard,ayer
2827,Steps taken by migrating birds?,flight
34375,Society destroys facilities,skills
88200,Majority that's associated with a bit of pride?,lionsshare
124347,Gold casket marked and scored,orchestrated
15107,One's days are numbered,calendar
134505,Like comic Hilda's female act,childbearing
73754,Company goes in to move rest of convoy,escort
68845,Woman not quite a hottie? That's a bit sexist,laddish
60315,Sound of water moved by what steers a lot of ships,flotilla
16995,A left turn with a rambling virgin,natural
139371,Any riots in Kabul's new Soviet prison?,lubyanka
49872,Married in a fit of lunacy? That's slander,calumny
45533,Open container for tip,overturn
110005,"One used to scream at rat, initially, with cat circling",larynx
80316,"So astronauts may be bound to get tense, being overwhelmed by hardware malfunction",earthward
79647,Warning about start of Brexit - keep watch on it,albert
2111,"Bird, headless chicken",raven
2113,It flies a welcome in the British Fleet,raven
40660,No gravy train!,sauceboat
73625,"It's pitiful, for instance, in new oboe composition",woebegone
99237,"Squirrel calls to mind a friar, as they say",chipmunk
42496,"On the mountains, negotiating summit with oxygen, at the world's extremities",antipodean
54323,Organise change of decoration,coordinate
40930,Charge for keeping silver in reserve,storage
8180,Prescription for success in the kitchen,recipe
94092,A mobile device promoting line for letters,alphabet
99380,Gun sale evokes prayer,angelus
46348,Alarm about Northern Ireland tax,tocsin
131502,"Crave mostly hot food, filling solely in way that shocks",spinechillingly
85777,Instrument of torture used by Tom's gang?,thumbscrew
97828,Possibly trifling with one's affections?,flirting
9616,Part that's to be sent is overweight,obese
100232,Preliminary action result of overexposure,heatstroke
39152,Child catcher's unseemly,improper
125357,He seeks luxury version of bestiary,sybarite
137770,"Roman commander's extremely snide, a two-faced fellow",sejanus
4287,Soviet officer in song is a vegetable?,redpepper
2651,Wry one to gloss over and press ahead,ironical
107935,Unsuitable piece of music for a quickstep?,slowmovement
73248,Fruit's a pain for the walker,acorn
87997,Bring back the white nut,screwball
1105,"Breaking record, work returned is for state capital",annapolis
21397,Party and union check online stream,douche
140679,Old Bob or Edward put right,sorted
129329,"Bullfighters ruptured, got up, finishing early",toreros
61514,Subject's gradable problem? D minus,algebra
136408,Setting up key in having a meal,launching
67912,Only popular music heard,sole
92419,Light blue marker on container,cantab
107004,"Cast out, ma tried to get let in again",readmit
39304,Set a test - an oral test,taste
37072,Fruit adds characteristic flavour to Ireland - English!,tangerine
32626,New demo broken up by force,modern
19778,Style of King Herod utterly regressive,tudor
108550,Fantastic innings at an end,knockout
83861,With a muscular problem an athlete has little power,cramp
60701,A joint for Tuesday?,weld
68405,It was the making of the first lady,sparerib
54458,More to pay for tea during boiling,surcharge
119670,"A gamekeeper might, if the bag isn't big enough",getthesack
96051,"Erotic reply to proposal returned, a case for a kiss",sexy
111520,Article by girl about unknown region of Greece,thessaly
124,"Looks at tutor, which causes physical discomfort",eyestrain
13320,"Jumper, pocket-size originally",kangaroo
110153,Financial supporter recycled no art under pressure,patron
63510,A certain reluctance to give credit,scepticism
110586,Song and dance sequence featuring old lag,roundelay
58681,"Advanced, engaging retreat with intent",earnestly
55970,Ship seen in channel around spring,dispatch
35054,What makes basket more comfortable is losing its lid,osier
85386,Not a game for sea horses,waterpolo
135476,Cloying smoke envelops orchestra,fulsome
103020,His cricket records still stand today,wisden
76247,Goddess going after credit crunch,crisis
42409,Firm concerned with making money,coin
108912,Alloy of deuterium found by Russian river,dural
42111,Our home is a hole in the ground,earth
116007,Sort of bricks for support with nothing underneath,lego
9489,Attempt to keep close in,trendy
12358,Variable wind blows around bluffs,hoodwinks
116115,Instant wine designation,sec
128461,Doctor moved carefully and cleared out bed,dredged
45552,"Evening dress, but without cuff links",nightshirt
56998,"Every so often, find old queen for drone",idler
68250,Tries tablets and speaks,essays
68072,It is there for the asking,questionmark
115712,Emphasise smart goddess with brogue,accentuate
140895,They work hard on Greek desserts,grafters
15720,Code of the English and this involves many,ethics
664,"Oddly comic place associated with a criminal, perhaps",accomplice
99086,Boring job enlisting a large group of American singers,chorale
99208,May describe a bridge card he shuffled,arched
3153,Muse with sovereign detailing something elementary,erato
96733,Black bottom outside giving concrete support,rebar
64788,Wine receiving top mark in pubs and clubs,barsac
97728,Means of recording idea about volunteers,notation
69324,Lament taking gym for money,rupee
80696,Send Tristan the wrong way round the motorway,transmit
75397,Cats or dogs have been muted,sordo
8525,Ban imposed by English doctor on Greek ship,embargo
103354,"He sings about heroin, bringing out top selling album",thriller
57827,"Pronounce with rounded lips: ""Poor Isabella and I""",labialise
100195,It's worn out great men heartlessly,garment
90238,Squiggly red line not cut,tenderloin
21039,Rascal went back on a promise about boiling tea,degenerate
1412,Shut up shed and flat,dropdead
13192,Club magazine,arsenal
117156,"Strangely divine, holy but not at first outwardly",oddly
27380,Brilliant report about telepathy took precedence,bespangled
17444,The alternative holds the alternative,other
93288,Station on GWR?,oswestry
26476,Returning soldier can arrive at winter quarters,igloo
19443,Divine figure from sculptor needing no introduction,odin
120726,"Rubbish ""politician"" stuffs more balanced adversary, finally",trumpery
67601,Slavery in the real Spain twice dismissed by Catholic dignitary,thraldom
106633,"Filthy sport heading for receivership, one beset by money which is filthy",prurience
26774,Tantric cavorting that is superficially complicated,intricate
137497,"It flies, but gets down for cover at night?",eiderduck
58111,One up - jolly great!,enorm
31985,I may enter strange place of large proportions,epical
113748,Guesses shapes,figures
126553,"Flo-Jo, ignoring judge, died - ugly side of runner’s field?",floodplain
86594,Composer in back street makes journey,travels
93128,Pair claimed wrongly to be like Bob of old,duodecimal
7058,Looted overthrown city of Spain,toledo
92132,"Primarily source of yeast, also source of protein",soya
48641,Drink cures heart trouble,chartreuse
107611,Course taken by rats scurrying into reeds,desertion
88981,No traffic is met in this street,oneway
55345,"Phoney agent in trouble, restricting a number performing",enacting
70370,Contract to accommodate lodgers,takein
95474,"In backing European nation, few suggested African country",niger
141395,"Lives round New Badger, like Cinderella",inrags
124119,Keep getting drunk? Now hang on!,holdtight
12650,Girl in the bar getting drunk,bertha
72624,Dallied and flirted outrageously,trifled
21769,Potentially fierce sea battle avoided by this,ceasefire
77815,"A guiding influence, say, for serial killer",attila
109230,Stone in bitter fruit is on the outside,olivine
43577,Prayer for space agreement,entreaty
63198,Steering gear made of hardwood?,helm
15086,Shell for kook,nutcase
111015,"Don't worry, if some reported missing?",noproblem
35321,Noble misses kick-off for Dundee United game,chess
57533,"After tea, read about pantomime",charade
110837,Where two undertakers meet?,atthealtar
117248,His function was violently to secure king's unfortunate end,fawkes
138586,Open vessel journalist upset,overturned
94893,Petronas and Exxon initially put fish back to get source of oil,peanut
57502,"Female confronts male, beginning to threaten firm",adamant
99631,Company that is full of conflict - not a Shell?,cowrie
63688,"Relieved of the habit, Mon Pere died",cured
106208,Change French boy's name to enter monarchy in good repute,creditandrenown
134586,A mild TUC review is as from a sacred text,talmudic
133331,"Somewhat head over heels, supermodels go doolally for a slipper",dogsled
71276,Formality observed when celeb goes to church,starch
85183,Old Greek jar (not mass-produced),stamnos
125557,Scream at swerving vehicle,steamcar
79444,Roman emperor set empire's rule in bronze,trajan
20248,"Pet cried out, on its last legs",decrepit
120573,Opportunist finds heroin in house,chancer
114610,"Arena thus taken aback, Jack runs, beating one of four",ringostarr
131802,They reckon a bad copper enters section,abacuses
84202,"Old blue bird protects newborn chick perhaps, close to snake",thatcherite
127595,"Very frightened, I take a short rest before I can recover",inapanic
141462,Fine head - using it?,thinking
82965,Act like Billy Bunter getting Ancient History - a pass,overgorge
80334,Job wasn't made any easier by advice from this dummy,comforter
119864,Short of Liberal dons? That's annoying,needling
74790,Beggars description in Naples,lazzaroni
57446,House has much to see,lotto
9641,Gorse destroyed by monsters,ogres
5997,A futile but abbreviated setting for the fair,beautiful
138351,Does it store things taken off your hands?,glovebox
20473,Anguish about rare accident,prang
28607,Turn on a fool,goon
28144,Short piece on metre-high eucalyptus,gumtree
123905,"Donald Trump, the first American king",tusk
26289,"Stand for left and centre, but not right",lectern
78398,Man's chains can be cast off,his
75522,"As bears arms finally, something passed round",ursine
130081,They're paid for services rendered,clergymen
15044,Hotel needs hand in development,innovation
13674,"Still part of the clique, bold, going topless",inert
27411,I like the Eastern European building posh villa,slavophil
57490,Very hard for first male worker,adamant
94807,"Muesli, a little yogurt, nuts - heaven!",elysium
12590,Reduced charge cheers up setter's mood,indicative
42166,How Beethoven finished a set of four notes,deaf
138713,Get shot of Paul? Bottles out!,stopabullet
67704,A European called up city down under,adelaide
18250,Street jewellery - pearls and more pearls?,strings
138723,"Firing honest, outstanding intellectuals often ends disastrously",shooting
85712,"Right to come in, keeping one person on a fixed income",rentier
70750,Sausage Evita got in burst pipe,pepperoni
84426,"Large representation, as befits a king",regal
38964,Business intrigue,affair
11216,Surprise found at the bottom of Uncle Sam's pants?,turnup
84743,Trip and fall following initial slip,stumble
4919,Spirit bottle,nerve
23770,State of antiquated airplane,dakota
82522,"Get ready, while attracting lots of viewers",primetime
125968,Growth of Grahame's character's instrument?,toadstool
46646,"Come to pass, possibly, in northern England",happen
91749,Confidence not quite voiced in cabinet,secretaire
126855,"Bleat about faceless joint, one serving non-alcoholic drinks",barista
36708,Two cups and their false contents no con - small size becomes capital,brasilia
67686,The old banger's on the way from Norwich to Newmarket,thetford
90653,Aviation spirit,gremlin
111394,Greatly inclined to take Walesa as English by race,steeplechase
131960,Drink a very long time - one has several gallons,puncheon
74197,True English can't form speech,utterance
19124,"No fool, Henry has status still",notwithstanding
90215,Conductors preferred batons to include beech core,electrodes
59210,Signals do produce a sliding effect,glissando
126090,Medicinal plant from back yard,betony
112764,Rich man goes down rapidly,dives
72085,Bottle containing tablets (iodine or another element),magnesium
108630,Direct attention to umpire's hesitation,refer
113155,One in fix has to persevere,soldieron
77779,Pig entertains lieutenant on a ship,oiltanker
112063,A day behind? That's silly!,daft
103899,Poem done in my break,endymion
128351,"Prevail over island uprising, being efficient",capable
114859,"It goes out in a gale, but doesn't",stormlantern
119506,Hear a heavyweight attempt to deceive,tryiton
27576,Leaves one around Roman building,basilica
27972,Reactionary has special hide-away,diehard
131096,"Reasonable age for people to get gentle hint, doddering about",enlightenment
2619,Self-confident and convinced about City,secure
48280,Horse training to dip in tangled reeds,dressage
135423,Put the cards away and get ready for action,clearthedecks
140460,Touching story about one that's capable of working again,repairable
78917,Hunger is sharp about morning,famine
98390,City gent given coat and hat by principal?,frankfurtammain
115096,Unemotional way seen through a quote from down under?,apathetic
56571,Fuming about artist I'd backed to shine,irradiate
90234,Sweetener coating a cake or bar?,soap
75296,One of the three said to be in it?,syllable
41967,Palace hanger-on has no time for a messenger,courier
46463,"Outgoing mail, I assume",posit
57313,Being born in phase of Scorpio's an outstanding feature,proboscis
89172,Quizzes police sergeant about Unionist politician,pumps
141967,Miniaturised state introduces new poor quality of sound reproduction,tinniness
121456,Great place for fresh air!,outdoors
53774,A study of port,aden
69425,A ground-breaking school?,harrow
98269,Finn on board? Oh dear! It's American,shucks
24135,"Student in university, one in Staffordshire, has an instrument",ukelele
