Index,Clue,Solution,gemma_predicted
141016,"Refusing to change opinion of university, Wayne Slob, a mess, drops round",unswayable,anagram
67126,Dowdy from beginning to end,frump,assemblage
118620,Old roses oddly lacking in scent in New York,odorless,assemblage
117260,Yours only houses a porcupine,urson,hidden word
75383,A man on board remains,ashes,assemblage
8601,Incident for which there's still time,event,assemblage
12859,Share in concern,interest,double definition
111817,"Lady's disease, lacking exercise",hers,double definition
103517,Shanty about popular salt?,seasoning,container
121551,Rubbish put out? It rusted!,detritus,anagram
128,Complaint as regards public transport,eyestrain,assemblage
111306,Ringtones are annoying,resonate,anagram
28408,Shape of playing field a mess,rectangle,anagram
82626,Hot spot in Sheffield for those needing a break,crucible,double definition
91702,Many politicians wish they were so gorgeous,delectable,assemblage
4193,Book is in stock,reserve,double definition
20361,Even scores -- could it straighten out oneês hang-ups?,levelpegging,double definition
12739,Having clear head in panic is unusual,scarce,container
86561,"Liberated, topless and hot, embraced by one who pulls hippie type",treehugger,container
27088,Precious little time ahead,twee,assemblage
55141,Cruciverbalist's sidekick with some incredible wisdom,lewis,hidden word
48054,Fasten colour in ranks,tiered,assemblage
72647,Gem?,twin,double definition
44224,Show picture of riddle,screen,double definition
122685,Weep over a southeast river,cray,assemblage
31963,Spray for special dress,sprig,assemblage
41402,"Once it's used, part remains",section,double definition
115660,Such food's origin can be suspicious,inorganic,anagram
108483,Reserves have to practise during breaks,restraints,container
141252,"Clarets, perhaps, or their Premiership rivals?",reds,double definition
121234,"Long dress, backless, seen in French capital",londres,anagram
6077,Footholds in the financial world,stocks,double definition
103075,Relationship's come to an end and put off indefinitely,sinedie,assemblage
48220,England takes a long time to win,engage,assemblage
112949,French university in German city's resentful about it,sorbonne,container
48107,"One who's missing a get-together for a spell, possibly outside broadcast?",absentee,assemblage
111748,One whose existence depends on dripping,stalactite,double definition
110105,Oil producers under pressure have hearts of stone,olives,double definition
109004,Police call for attention vigorously like this,billyo,assemblage
30914,Passage taken from book unless grabbing reader at the start,excerpt,container
128191,Paul's wife in cutie snatched by virtually mad African,zimbabwean,anagram
46879,String player not good person - or inspired musician,corelli,assemblage
5114,Little swimmer is away from the King and Queen,elver,assemblage
12528,What makes Trent's last marine mammal stagger?,totter,assemblage
45453,Priest almost always found to be right in book,recto,assemblage
44920,Sneeze said to be in dispute?,atissue,double definition
82517,Winds up clock initially and then forgets,closes,assemblage
62084,"Characteristic of a rogue, taking umbrage over responsibilities",picaresque,assemblage
64526,"To get cheaper travel, he avoids paying",flybynight,double definition
77018,Style displayed by a retired European senior army man,artdeco,assemblage
124151,Radical vehicle young man left outside Number Ten,carboxyl,assemblage
142116,Backward-looking philosophy to suit minister being nasty,restitutionism,anagram
50168,New seat given to sailors behind,astern,anagram
92929,Elizabeth I's favourite beer in curtailed privilege,raleigh,container
15267,Depraved noble doesn't begin to accept proposal for coastal walk,esplanade,assemblage
33362,The Spanish calf's head is thus served up on a plate,ossicle,assemblage
85326,Sadie's naughty whispers,asides,anagram
95200,The greatest length spanned by trunk road,ali,double definition
23310,Old address of Turkish civil service,effendi,double definition
141627,"The Boys in Blue, or Blur?",fuzz,double definition
37565,Essential solution sees priest kiss taxmen once,elixir,assemblage
129592,What scientific theory may be established in columnar layout?,testable,assemblage
137810,Shifty of you French to pinch Naomi's bottom,devious,container
82540,Mark for every run,scarper,assemblage
79954,"Possibly found in bar seats, but they're not drinking",abstainers,anagram
99131,House of lead: fear melting within,prefab,anagram
105061,Shelter shimmering in sunset gets hot inside,nissenhut,anagram
114351,"Miss, female, follows vessel into open space",mournfor,assemblage
59779,Officer has association with us at work,colleague,assemblage
58991,"Lass, like this clue, n end f rpe?",noose,anagram
8523,I keep a number of lawyers from Prohibition,embargo,container
54388,"Play's opening: in the lead, having knocked back drink, Herbert Tree starts",firstnight,assemblage
38626,"Round, with brains in colour, not straight",oblique,container
59008,"Vehicle condition needs attention, back to front",estatecar,assemblage
93669,Congenital idiot starts taking note round the fleet,inborn,assemblage
125676,Appeared to be soundly joined,seemed,double definition
118501,A little pretence and no mistake,onepercent,anagram
51737,Britain is short of funds - there are problems here,blackspot,assemblage
104850,One Turin game that's free of charge,neutrino,anagram
109288,Cultural inheritance of egotist's refrain?,meme,double definition
186,Put off one with disease returning,repel,anagram
28829,"Furthermore, lacks great enthusiasm for measure",therm,hidden word
22668,Conceal an increase in the premium?,coverup,assemblage
126763,Part of train with kind of light meals provider,carvery,assemblage
141528,"Executive position, brewing cider - sort drunk with joint",directorship,anagram
107378,Yet he enjoys some standing at meetings,chairman,assemblage
78170,"Given time, perhaps, on Judgement Day",sentenced,double definition
55613,Growth of Manchu students carrying little weight,fungus,assemblage
137674,Move bottom and dance where bars have swingers who score?,tablefootball,assemblage
132454,"Fall in love, yet become discouraged",loseheart,assemblage
128042,Sole scourers - cat without tail around its prey?,pumices,assemblage
56213,How this word goes in,downwards,double definition
104839,"Russian dish baked without filling, virtually inedible at first",blini,assemblage
5448,"Run gas through emptiest empty space, backwards",aerate,assemblage
58320,Nader the stabiliser - so peril's averted,spoiler,anagram
141763,Fashion worth wearing in the event,hammerthrow,assemblage
114511,Poet has single girl introduced to mountain climbing,rossetti,assemblage
1644,It involves places and composition,landscape,assemblage
5428,Finished in a state between Scylla and Charybdis?,endangered,container
116945,"Nun, scratching head, pegs out smalls",undies,assemblage
78155,Something fishy leads to warning about air trip,caviare,container
71179,Tom's cry of derision,catcall,assemblage
6135,"Blunder, if this worn in summer?",muff,double definition
12187,Catch sight of clairvoyance unknown,espy,assemblage
112584,Offered and was inclined to embrace soldier,tendered,container
105988,Unaware of nice mess in egg container,nescient,container
63885,Let priest go to cast out unwanted spirit,poltergeist,anagram
94332,"Wander over island, one in NZ",maori,assemblage
134857,Jumps on fools,mugs,double definition
124311,Men taking the bait and ringing,orbiting,container
131773,Turning in one's irritation increased,risen,anagram
115079,"Wasted away as a left back at Hyde, say",atrophied,assemblage
34039,Averts disaster fast!,starve,anagram
128427,Society's outsiders moved quietly in a heartbeat,systole,assemblage
886,"Being this, he is leaving the land",testate,double definition
16117,Able to tune radio set at last,adroit,assemblage
43804,"It's a capital living, admits one leading jockey",beijing,container
117901,"In old English, revision of chapter left by Lords to Commons",otherplace,anagram
77464,Boy is given time to leave off,desist,assemblage
41693,Cats in the pound?,ounces,double definition
21431,Impressive record once in charge,epic,assemblage
15666,"He hits you, you're smitten!",eros,double definition
31789,A third of close relations requires just a little spin?,triplet,assemblage
28437,A case of silence stifling passion,sheath,container
6093,Stops goals,ends,double definition
102824,Britten opera poster put up by posh churchman,billybudd,assemblage
33636,Reason traditionally lost at Oxford,cause,double definition
54416,Temperature taken by measurement with voided mercury ruler,ptolemy,assemblage
96141,A measure adopted by prince of the blood,haemal,container
19468,Contributor to the Listener committing a murder,eardrum,assemblage
20409,Independence ultimately ain't so bad for the country,estonia,assemblage
78168,"Without preparation, extreme confusion surrounds Post Office",extempore,anagram
134193,Those going through life with US and Iraq in conflict,qualifiers,anagram
110644,"Ruffians on holiday, blubbing?",tearaways,assemblage
7137,Computer program overturned current operations research,editor,assemblage
71765,Belts from old clothes,clouts,double definition
59149,Give a signal and slow down,flag,double definition
112064,Silly fashion upset head of textiles,daft,assemblage
17799,Protagonists content here in New Zealand,otago,hidden word
104855,"Squandered University award, we hear",blew,double definition
32618,Picture not painted by Landseer?,seascape,double definition
122725,Very large animal initially kept in pen (hint: eel's wrong),elephantine,anagram
55838,"Lift has yet to arrive, stuck on ninth in skyscraper",elate,assemblage
84685,"George Orwell and Colette finally breaking even, which produces a high note",flageolet,container
140446,African people go off into depot,barotse,container
44704,Trouble-making name in Webster's duchy on hill in springtime,inflammatory,assemblage
27647,"Showed respect for an old lady, but insulted a young one",stoodup,double definition
116881,Generous party member …,liberal,double definition
76327,American largely ignored by people showing judgement,acumen,assemblage
1430,Slug with tail squashed by French politician,gaullist,assemblage
43192,German siren from tradition that is left over,lorelei,assemblage
74584,Diva cries about article,callas,container
10816,"Plant flower, heading off to record store",tamarisk,assemblage
29525,Fellows entering into a welcome correspondence,agreement,container
66793,In a trice English graduate gets a bug,amoeba,assemblage
19135,Neat attendant,cowherd,assemblage
129417,Natural dwarfishness?,undergrowth,double definition
44727,"Attic half overturned, brought to order",garter,anagram
91722,Crew said it's likely to be passed at Chiswick,eyot,double definition
135527,Gardner is hugged by admirer in plant,favabean,container
1717,Bread for man with central heating,chapati,assemblage
809,Charge call to account,arraign,double definition
4523,Soldiers' miserable time is up,troop,assemblage
105691,Part of town public steers clear of,outskirts,double definition
8931,Cliché of a hi-fi buff,stereotype,double definition
44673,Programming language that's good at compression?,python,double definition
46248,Female subject of an old song cycle,daisy,double definition
115494,Bearing maintained by naughty nineties director,eisenstein,anagram
10880,Mother gets on for Mars,damages,assemblage
59910,Two-part choral work has no place for heartless imp of a boy,anthony,assemblage
99632,Please let's have a non-CFC deodorant!,rollon,double definition
91985,Hornby novel abridged for electronic reproduction,hifi,assemblage
128691,Again ask for employment to gain work,reapply,double definition
6084,Suspends only half of one's objectives,ends,double definition
74701,A secret service once pursuing an American Church Father,anastasius,assemblage
94492,Blush like a wanton unlikely to run,colourfast,assemblage
0,Many see through collapse,crumble,assemblage
48140,"Disreputable, extremely short, wasn't standing up straight",louche,double definition
112971,Rate of one cheeky bash at a classic cuckold,amphitryon,assemblage
102848,Compound at Calais is about to be reinstated,ester,assemblage
16816,People in A&E returned to get liquid injected,enema,assemblage
41487,Use the office keys?,type,double definition
45616,Second-best comic,scream,assemblage
47654,To drill can be tedious,boring,double definition
81411,Wine to show a bit of leg,hock,double definition
19272,Broken lance not spotted,clean,anagram
129908,Therapist of the nose? Pay attention to include wise report about that,psychoanalyst,container
134664,Person with fancy lace cuff,manacle,assemblage
129429,A brother we found devastated by conflict,theboerwar,anagram
118419,"""Surveying for First Great Eastern lines,"" Yeats begins",geodesy,assemblage
92516,Pass on:,colon,double definition
52114,The French are after refreshing quiet drink,tequila,assemblage
37465,What's gloomy about me - I can't concentrate,dreamer,container
11348,Auto brand succeeded with a change of direction,saturn,assemblage
13043,Winner has the courage to drink heavily,hitthebottle,assemblage
28785,A way to mount opera in arenas,stadia,assemblage
79940,Where to see stars a short time before song on stage,planetaria,assemblage
15272,"In the main, this calf is dangerous",iceberg,double definition
62385,Complaint on farm that is behind a bit,scrapie,assemblage
142244,Crow loses tail and several feathers around neck,boas,assemblage
75980,"Once together on paper, briefly",atonetime,assemblage
135701,Leaked info set back work during disputes,tipoffs,container
124472,"Bad drink and grub, oddly, it's wrong to send back",gutrot,assemblage
17784,King's playable after one club,iron,assemblage
117766,"Setter mistakenly missing turn, goes without nothing but throws up",disgorges,anagram
8764,"Mad to reverse, try going forward",stab,anagram
11318,Entrance of a victorious procession curtailed,atrium,assemblage
76814,British people giving support,brace,assemblage
44251,"Bumpy, therefore odd?",uneven,double definition
55769,Information going to one boy is applicable to the whole class,generic,assemblage
88280,Getting to the end of this exhausts one's patience,tether,double definition
7693,Fruit starters for office lunch in vegetarian eatery,olive,assemblage
115632,Uncommon feature of British society,royalty,double definition
130149,Compel family to cycle (should not go out during major sporting event),olympicflame,anagram
131794,Coolers designed to hold a small criminal?,minibars,double definition
45234,Draw sleek creature in lovely shell,lottery,container
29972,Big name appears nightly,star,double definition
73611,Matched and dispatched?,mated,double definition
18542,"Boatman's cover is partial, unsurprisingly",tarpaulin,anagram
80766,He'll tak ye tae the quarry,gillie,double definition
117057,Handles books don ordered about queen,doorknobs,anagram
60056,"A match for ""Thus Spake Zoroaster""",avesta,double definition
67070,"It''s grating to be a bore, but not new",grid,assemblage
57862,Start again from the River Meuse,resume,assemblage
128742,A radio personality in a hairstyle that's a mess,abadjob,container
95882,Scotched her father's inspiration,freshheart,anagram
26632,"Bishop drinking whiskey with solver, unemotional",dryeyed,container
22563,Greek captured by wanton scoundrel,rogue,container
84729,Demolish Humpty-Dumpty's so convincing argument,knockdown,double definition
22992,Constant desire to cut old hag's head off,itch,assemblage
64616,Spook horse in show with mike,phantom,assemblage
13542,Whip used to enforce this community service?,partyline,double definition
31134,Land on one's head?,panama,double definition
54349,Way out writer in French restaurant,bistro,container
117946,Long sleeper had to rent carrier with shellfish,ripvanwinkle,assemblage
72395,"Sage, I'm sorry to say, comes back around six",salvia,container
127740,"Wind in vet, behind producing air",ventilate,assemblage
6540,"Vivid in future, possibly",intense,assemblage
109531,"Element producing revulsion, added to sulphur",sodium,assemblage
99858,Column of Dutch sheep?,newel,container
134715,Insular Spaniard former PM is able to set right,majorcan,assemblage
129584,Helping upset diva with heartless apology,advisory,assemblage
137952,Gracious Evita reportedly turned up to embrace workers,operatives,assemblage
35792,Target someone who is relatively friendly?,auntsally,double definition
94778,Stick with sweet lines about love and end of hostility,lolly,assemblage
34981,Architectural features of poor housing received by the lower classes,prostyles,assemblage
67831,Reel drunkenly in game lacking spirit,cheerless,container
10330,"Paradoxically, it could be best!",worst,double definition
12387,"Bound by discretion, one is silent",tacit,double definition
9758,They're used to create curls and waves,rollers,double definition
79039,What might go woof soundly sat on by wild bird,stormypetrel,assemblage
64733,"Lacking inspiration, he goes for a walk",pedestrian,double definition
24369,Experts attempt to incorporate new blood,ancestry,container
84007,Refusal to include pollarded tree in mock sea battle,naumachy,container
72899,"Look in the bin, to wit, to get one's own back",scavenge,container
107516,"Church leader, passionate primate, good for providing snifter",chotapeg,assemblage
508,Stage directors in groups,boards,double definition
101660,Form of estate agent's brochure?,semicircular,assemblage
1325,God's big flag,osiris,assemblage
4624,Roundhead boarding weary compiler's boat,trireme,container
105356,"Pitch-black object with backing left to sin, a naughty boy",tarbarrel,assemblage
68820,"Descartes seen outside clinic, half-shattered, needing rest",recline,container
4537,"Fuzzy, not very fit",ague,double definition
29112,The dashing criminal's source of poison?,nightshade,assemblage
21741,"Male/female, evenly distributed",evelyn,double definition
68296,Take encouragement in comfort,cheerup,double definition
6216,Visionary childhood?,infancy,assemblage
28508,"It's this or nothing at breakfast, say",oatmeal,assemblage
80349,Soldier's gone for a meal,repast,assemblage
137739,Lock worker's increase in scale,friseur,double definition
83739,Legislation that went against the grain,cornlaws,double definition
21513,Hands out pen from a simple case,openandshut,assemblage
27101,Pretty short message,twee,double definition
114825,Be critical about an expert supposedly solving everything,panacean,assemblage
142353,Dodgy polaroids safe? Happiness short-lived,foolsparadise,anagram
16363,Obvious successor holds a broadcast,overtheair,assemblage
14967,Oxford banker,isis,double definition
29936,Communist receives a caution over Socialist fortune-tellers,tarotcards,container
133402,Set one's sights higher and improve,lookup,double definition
68940,"Army retreat, then change direction to do this",attack,assemblage
57233,Communicating off the field,intouch,double definition
141337,Frustrated European loudly had sex,checkmated,assemblage
110247,Not much to drink (much less than a full finger in fact),thimbleful,double definition
111010,Asian last to rattle adversary,assailant,anagram
17936,Re-used cover of previous issue?,handmedown,double definition
5317,"Carriage axle bush, for instance",bearing,double definition
73739,Cavalryman turns back without thinking about us,hussar,container
125627,Alpine flower,glacier,double definition
41906,"Spoony, perhaps, with stirring demeanour",enamoured,anagram
87658,Painter appeared first - this followed!,camera,double definition
5991,Dog without lead finding some balls,over,double definition
28256,Badgers - burrowers needing way in,molests,assemblage
25856,Small man backing boss on sacred lotus,nelumbo,assemblage
119570,Boatman's a little troubled in the head,salt,double definition
127217,Fruits singularly not given by uncaring types,figs,double definition
30843,"Paddy takes it, being small",petit,container
102111,What gets to stick when one's terribly hot in it?,clothing,double definition
72407,Defective gun's all right inside,broken,assemblage
110483,Blend includes art arranged in rectangular array,matrix,container
13732,Golfing connections,links,double definition
85032,Annexe's relieved state?,extension,double definition
12436,Nervous performing at the Fringe?,onedge,double definition
117902,"Phone call by layabout (""I'm disgusted"") evokes profound amusement",bellylaugh,assemblage
85804,Derby date produced a favourite among three-year-olds,teddybear,anagram
98735,Pressurise as insurance against missing church,coerce,assemblage
132807,"Raises cost somehow, or gets cut off",ostracises,anagram
60427,Bluff queen sent back liquor - about a litre,bamboozle,assemblage
18488,Literary props,bookends,double definition
73881,Country base that is without a castle,eire,assemblage
26869,Bows and scrapes to obtain indications of approval,fiddlesticks,assemblage
7879,Temper the effects of sausage roll,assuage,anagram
99678,Desires half my wages,yearnings,assemblage
81712,Bend put straight inside which to rule sheets,bedlinen,assemblage
16610,"Prepare to take off tons, one by one",taxi,assemblage
58232,Turn evil during temperance drive by New Labour?,modernisation,container
36689,Mysterious name from masonic tiles?,mosaic,anagram
19315,Flight departure,retreat,double definition
65650,Plaster for minor injuries standing firm,stucco,assemblage
19277,"Change sides, which is a bad thing",defect,double definition
132215,Old money is securing items of furniture - is one for an Italian friar?,francisofassisi,assemblage
115311,"Divorced, eh? Good news for one in for the long term",freepardon,double definition
106251,Way to be impressed by sunrise's form - or lack of it?,rustiness,anagram
64158,"Voltaire, say - deep cynic lost at sea",encyclopedist,anagram
38882,Asian city of fragrancy,agra,hidden word
74020,Age span,period,double definition
78925,Naturally good leg-spinners,spiders,double definition
79285,Rex remains impulsive,rash,assemblage
575,Fixed quantity in firm,constant,double definition
94721,Ruth left Bedlam,babel,double definition
31006,Board has positive answers from two Europeans,ouija,assemblage
55821,"Rodents party, beginning to munch through cereal",dormice,assemblage
64335,"Rope, look, tethering donkey",lasso,container
96379,Puffer with little weight of matter,grampus,assemblage
9137,Force hospital into consortium,thrust,container
85727,Hour in which ethnic group rises for fresh start,rebirth,anagram
29337,Ventilation for the gallery,louvre,double definition
98413,Black rhyme for Greene's coloured boy,inky,double definition
35599,Bird with no head for danger?,ostrich,double definition
119364,Where top artists seek inclusion with nude?,intheraw,container
24378,Past master in sari and hot pants,historian,anagram
2518,Longs for young ladies,misses,double definition
133690,What Newgate is for Dickens,oldnick,double definition
21240,"The rock of ""rock, paper, scissors"" keeps right on top",first,container
74304,See a clip supposed to be great,especial,anagram
69968,Las Vegas employee with a worse lung problem?,croupier,assemblage
45126,"Sends Evelyn, as I'd rectified a number of faults",sevendeadlysins,anagram
7962,Where reels of film may be seen - or heard,cannes,double definition
37965,Top military support secret police,brass,assemblage
142173,"It's Red Revolution, the worst",direst,anagram
7319,Look at ways to get peers assembled,lords,assemblage
137321,Commonwealth leader shot - very good one!,turnbull,assemblage
121425,An imposing character - one of Kafka’s - producing type of missile,antitank,assemblage
127498,"Jumper might go over this, missing tie",skippingrope,assemblage
113811,African gets the gist with Scotsman,nubian,assemblage
138409,"Shiny fabric worn in alluring style, ultimately",goldlame,assemblage
79999,Insisted order must be a good order,tidiness,anagram
137560,Line clippers?,clothespegs,double definition
86848,Wizards are most active on Sunday,maestros,anagram
12824,Charlie leaves boat for shrine,oracle,container
135479,Forces people to take food here,messhall,assemblage
83436,Translate name found in prettier version,interpret,anagram
74572,Artisan alters creation,slater,anagram
33740,Man trained with choir for musical,harmonic,anagram
87573,Unduly pleased with the south face,smug,assemblage
118779,Have a go at bird,snipe,double definition
59224,Bear guest destroying plant,sugarbeet,anagram
39549,Antique chair that's broken must be taken into account,archaic,assemblage
6912,Most wealthy independent church to be still around,richest,assemblage
78801,"Anyone's game, as Manx cat and cat back to back",tossup,assemblage
18626,Genius of story books,talent,assemblage
35138,Building weapon unleashes anger,farm,assemblage
64901,"One sumo wrestling in Finland, as locals would say",suomi,anagram
52450,Late train?,cortege,double definition
56767,Training vessel for aspiring officers?,cadetship,double definition
38460,Tells these jokes,cracks,double definition
141896,Bar gets this for beggar that's like a frustrated bird,eggbound,assemblage
98105,Learning about waterfall in part of France,lorraine,assemblage
132566,Belittle liberal mad to enter fight over leadership in House,badmouth,assemblage
83812,Far-reaching reduction in military establishment,deepcut,assemblage
39742,"Duck, plump and mouth-filling",orotund,assemblage
125128,"Rule out piece of Chopin, say, covering his head",preclude,assemblage
111096,Scientists here made flexible card envelopes,academe,anagram
38681,"Fruit here, or vegetable",orchard,assemblage
44921,Sounds like what you might need,atissue,double definition
59338,"Plover, nestling, swallows, eagle",erne,hidden word
123744,"A round game, perhaps",cuptie,assemblage
100214,Presley lives again!,elvis,anagram
75044,Sweet to laze around - I need a fizzy drink,lollipop,assemblage
37294,Sad ears need music,serenade,anagram
51340,Sort of policy for the Lib-Dems?,thirdparty,double definition
130173,Tiny creature avoiding northern frontier resort,rotifer,anagram
39575,Soup with ices? Unusually plausible but wrong!,specious,anagram
99995,"Rare rat, I suspect, in glass cages",terraria,anagram
75977,Make good porridge together,atonetime,assemblage
83180,Scratch is beginning to sting,startingpoint,assemblage
35625,Girl Adler treated in church,cathedral,assemblage
5173,Stalag ground is filled with hostility,aggro,hidden word
78001,Mission in a real amount of difficulty,alamo,hidden word
45719,Picadors are involved here and there,sporadic,anagram
103996,Guffaw if her goulash is awful,horselaugh,anagram
4215,She requires daily refreshment,lydia,anagram
16990,A certain success is not affected …,natural,double definition
3727,Dickensian dance,twist,double definition
51563,Column almost collapsing? I'll fill the gap,locum,anagram
21115,"Mature, or mature to a point",ripen,double definition
80854,Prince with more cats and dogs?,rainier,double definition
122095,"Solicitor nabs service people, securing title in contest",tournament,container
129495,"Look up fish at university in France, a mythical creature",loupgarou,assemblage
125864,"Novel that's hilarious, one getting thanks",lolita,assemblage
140039,What snooker player does when past his best?,goestopot,double definition
140315,"Not much attire, going topless",abit,double definition
53729,Instructions once written on tablets?,tencommandments,double definition
1219,Juliet's town is not on for her,vera,container
47705,"Quiet seaman gets by, looking scruffy",shabby,assemblage
94685,"Tom, on date, sought sexual contact in public",cruised,double definition
122653,X-ray of man or egg - or net product,roentgenogram,anagram
67502,"Covering bottom of utensil, often slippery - is it?",teflon,double definition
114238,Resting places used by Francis of Assisi,sofas,hidden word
5851,We're told to record a metre as aid to calculation,logarithm,assemblage
109445,Vegetable raised in some confusion at Goodwood events,motorraces,assemblage
32747,Missionary agents live abroad,evangelist,anagram
56807,"Not this piece for piano, therefore",another,assemblage
86413,Lump?,plumduff,assemblage
16878,"Covert socialist, extremely rich, in want of a wife",stealthy,assemblage
126386,"Tokay, heated mistakenly, following pages? Don't go to work!",takethedayoff,anagram
4272,Girl with little money - and that obsolete,anna,double definition
21003,Insect burrowing into straight banana,plantain,container
71731,Hunter occasionally bagged fantastic bird,roc,hidden word
99115,It is appealingly drawn on the lid,eyeliner,assemblage
70810,Skill of the Ettrick Shepherd? His literacy had its uses,hoggart,assemblage
98353,He teaches people to revere leader,mentor,assemblage
126182,Villain that might create problem in camp,badguy,assemblage
60671,"Where noise is unsettling, in general",eisenhower,anagram
21507,Playschool subject? It's an outrage!,scandal,assemblage
16420,"A look-alike, sometimes dead",ringer,double definition
114865,Where a Londoner hates damp spreading,hampstead,anagram
127260,"Vessels, any number, in bay for time of celebration",burnsnight,assemblage
76210,Meet price as arranged for tour de force,masterpiece,anagram
35067,A paid informer,teacher,double definition
81023,A little wind makes your head swollen,puffy,assemblage
50994,Snug place for young foxes?,cubbyhole,assemblage
136945,"Bishop, say, tries fruit",mangoes,assemblage
70420,Swimmer looking miserable,bleak,double definition
20182,Skin disease going around English riding school,manege,container
28322,Most unlikely model to endure weight,last,double definition
9485,It's an effort to go round Waterloo with it,trendy,container
39870,Rude to squander,blue,double definition
117150,"Starting over, the ophthalmic surgeons manage to get the wrong instrument!",otoscope,anagram
11010,Be a gymnast and take drugs,dope,assemblage
107837,Jumper for Nellie the Elephant - or where she performed?,bigtop,assemblage
96325,Swirling mist hides the way forward,immodest,container
93475,Smirks about power of social outcasts,lepers,container
44616,Sleeveless jacket won't do for this family identification?,coatofarms,assemblage
64958,"A letter P's compound, potassium compound",saltpetre,assemblage
81691,Test we hear? A river,aural,double definition
29275,Famous Greek plot - a disaster,plato,anagram
56166,Guard gives a warning,lookout,double definition
33115,No heart of stone,diamond,double definition
16414,Nasty skin complaint through sprawling outside,bitchy,container
58690,Keen to have one foot in the grave?,dying,double definition
131396,Competing boxer's seconds question almighty setback?,showdog,assemblage
80011,American friend seen around university most of the time,usually,assemblage
73202,Falsely accused by FBI man about crash,framed,container
78071,Maybe his place is rented out,resident,anagram
76385,"Rent hotel or school in south-east Clydesdale, for one",shirehorse,assemblage
82896,"English team having drawn, no one left",exited,assemblage
116563,Mammoth starter unfortunately brought up is sausages,salamis,assemblage
103534,Oxygen carrier left next to prison,redcell,assemblage
82295,I'm heading for exit after old bag becomes ex,onetime,assemblage
115234,Excessive praise about Edward at university starting course for mature students,adulteducation,container
90955,Trumpeters appearing in county after Brazilian player's brought back,elephants,assemblage
137912,Conservative strongly backing demand,callfor,assemblage
73802,Preceding to enter by gate at the front,going,assemblage
104625,Boy from the West in Scottish burgh,edwin,container
87982,Not expecting the girl to have the goods,unawares,assemblage
76048,Test space craft with no tail,challenge,assemblage
103377,Composer appearing after end of last movement,travel,assemblage
123401,Spicy stuff to read outside pub before lunch,cinnamon,container
41418,Sartre's letters giving rise to apprehension,arrest,anagram
77546,Vegetable served after a special introduction to Alan Sugar backfired,asparagus,assemblage
43593,Like beauty of a sort with ooze about it,skindeep,container
107689,"Politician, during progressive period, is acquiring intelligence",reconnaissance,container
98788,Writer flipped over opening to last part of play,tolstoy,assemblage
99954,"Ballot fixers in attractive colours, not our problem",tacticalvoters,anagram
62462,Lands on the sheltered side,leeshores,double definition
119171,Start putting fresh lead on carpet,kickoff,assemblage
3381,Up-to-date cultivation of the soil?,tillage,assemblage
10596,It's found in church building patterns,transept,anagram
24068,Thickening painful growths put end to gout on part of foot,cornstarch,assemblage
15881,Once the highest position for an Afghan was a space station,amir,double definition
37564,Miracle drug for backside in trouble,elixir,container
23223,Order shop sent to stock cover of Elton's Rocket Man,stephenson,anagram
41480,"Given backing, heavyweight behind strong bid",notrump,assemblage
87869,Not a scrap of bias,fairfight,double definition
102483,French fighter's motorway madness,mirage,assemblage
72524,Clean citizens here?,bath,double definition
97769,Hesitation about having booze served at front of gallery buildings,realestate,assemblage
20415,An attractive item that has nothing of interest to a motorist,magneto,assemblage
40137,Animal refuge that is about right for a certain group,coterie,assemblage
7968,"A powerful man, the ambassador makes a pronouncement about cold",hercules,container
102624,"Assured novel, but wilder movie",sunsetboulevard,anagram
65680,Belief about view endlessly increasing,crescendo,container
87912,"Short jacket for male in fake fur, worn by comic",bumfreezer,assemblage
38417,"Refuse to ride horse, using whip",thrash,container
115744,Insect on animal's a source of annoyance,bugbear,assemblage
26867,Olympic ultimatum has weight in China,picul,hidden word
46446,Contractor's footnote on tick,triceps,assemblage
19903,Desiring change in location close to fighting,ringside,assemblage
25763,Thinner is better,finer,double definition
88814,He wrote Cleopatra's reported reply to Antony's asking if she was still faithful?,omarkhayyam,assemblage
5533,Flavouring and cooking man's tripe,spearmint,anagram
30385,Frame Dave's mate - relatively finished!,chassis,assemblage
30495,Offer rented accommodation,tender,double definition
52467,Catch ten fresh fish,entangle,anagram
41890,Incite prison in revolt,stirup,assemblage
88056,Fabric occupied a building,satin,assemblage
46609,"A Nepalese, say, is earnest about monarch",easterner,assemblage
122557,There's no good in Mayday melodies,songs,double definition
128690,Gather work is put to use again,reapply,assemblage
102956,Individual giant houses for Renaissance man,titian,container
12925,Seer turning coy on investigation,research,assemblage
39033,Old artist mostly upset,aged,anagram
31876,Preserve grim sincerity,candour,assemblage
985,"Cook red beef, not an insect",chef,assemblage
85602,French mediator's argy-bargy,fracas,assemblage
9206,"Continent, not island, shortly to be put in geography book",atlantis,container
138347,"Ravel, go away",getknotted,double definition
4790,Beefy type crosses state to find gem,onyx,container
14889,Home provided for a pound for quiet creature about to be so!,almshouse,assemblage
124445,Began to wriggle around in truck,loganberry,container
99172,"Singer with no regrets, if paid the rent?",edithpiaf,anagram
93629,Went for the green finish on household range,drove,assemblage
126215,Hot glow of anger in experience with BA?,firelight,container
85131,Altogether Ben fails to set up pass,enbloc,assemblage
84857,Immature aloofness almost leads to beauty,childish,assemblage
115659,In love and caring fantastically - it's a sort of chemistry,inorganic,anagram
52860,The heart of a German city church,essence,assemblage
