Index,Clue,Solution
6569,Approach made quickly,runup
22868,Ties last of livestock on board,kinship
109595,Conclusion of song by representative of awkward squad?,theresalwaysone
69732,Lad about to take exam again is impervious,resistant
109389,Winding road ran between France and Spain,andorra
52297,Editor to finish in part of USA,amender
93048,The cute CO collapsed into bed on the train,couchette
29892,True figure is in this region,realm
64539,Current controller sorted out those probing traitor,rheostat
3199,Lush crêpe put round burial place,sepulchre
72541,Doll given makeover that's lasting,longlived
62401,Short causing dead engine,needing
38676,Unnamed duck could be anything at all,ought
124132,How explorers are engaged with legal procedure,inquest
2609,It's unusual for the Queen's Trust to exclude the Church,rarity
19813,Hang around and see it turn up again,loiter
54572,Lift the lid on a politician for not getting things done,dilatory
141445,"Checked what monarch did, abandoning grand home",reinedin
35459,"Countryman is game, giving up heroin",peasant
137707,"Look, with VAT rising, pop star trembled",butchershook
78215,"Fish to be taken with a rod, that's quite plain",pikestaff
85988,Broadcast in support of scandal involving dad,propagate
51361,Stout aunt's off to church,staunch
141680,Worked to gain experience under malign influence?,devilled
58930,Girl's without training that makes fit,adapts
19007,Nothing legitimate about duke's trial,ordeal
83409,Support six feet with no head - ecstasy for the unadventurous,stayathome
35499,Radical starts to drink red wine cold,drastic
89274,Sufferer from public transport going over unknown runs,martyr
137564,Sex appeal wearing kinky undies turned into a single piece,unitised
69291,Most suitable match for survivors?,fittest
115778,It holds the shooter's ammunition before shelling starts,peapod
14961,Deity has two lives,isis
12407,Lecher said to glow,lustre
19509,In Celtic practices Idris gets mud-spattered,druidism
64742,Showing up two hours before Cinderella's ragtime ball,attendance
97704,Drink coming in dribble at back of pub,booze
55140,Solver's Scottish isle,lewis
41431,Opposing the monarch's entourage in battle,agincourt
37701,One opens gold sweet,gateau
76339,Put up job,post
30174,A shade less well than usual,offcolour
126873,Member of oppressive regime thrashed a servant,tsarevna
136696,You finally quit cosmetic enhancement? That's a great blessing!,beatification
60984,Benighted Swede composed piano piece,thebeeswedding
15240,Eg cases of fruit put on box for fruit,luggage
130678,Gunfire has journalist heading off repeatedly,ackack
42657,When broken they could cause a stir,tarsi
91201,Fusses over drink,soda
10365,"May cut dissent, amidst cheers",theresa
134996,"Wee Tina, drunk, plunged into river",urinate
92072,Become detached in outlook with inferior surroundings,workloose
135335,"Member welcomed by literati once shifting between Yale and Harvard, say?",intercollegiate
125274,Inadequacy of computer being set up is concerning,inre
121979,Pension for all directors?,fullboard
118408,"Requiring maximum amount of cash, honey",dearest
130423,"Father Christmas say, genuine, about to adopt the fourth strategy?",laplander
36695,Bill for publicity,poster
69921,Humiliation in a lowly room,abasement
26647,Clergyman having fool in church is in a deep hole,crevasse
70666,"Scales, for instance, somehow pulls near",prunella
140706,Try something to hold crop together and become crazy,gohaywire
39485,"Scandal man's kept under hat, not causing much damage",dirtcheap
127124,Patron saint of squirrel monkeys,elmo
3701,Cat with another injury,whiplash
65273,"Rose, the British Queen",brier
10137,No sweat with this dance,cakewalk
117492,Put a foot wrong and his job is to bail you out,wicketkeeper
80609,Old solvers (singular and plural) on big wheel,theeye
933,Sound like fruit?,plumb
400,Sound of a stable hinge breaking,neigh
135406,"Conservative, behind May's back, keeps fighting",reactionary
13814,Deviser of legends could make my thirst run out,mythist
100833,Expression of fringe opinion,marginalcomment
127284,Krueger home detailed unusual killing regime,khmerrouge
91460,Plod names unruly cell occupant,endoplasm
116459,"Spectacular ego, heart lost in the system",meteoric
74559,Was a top-ranking police officer obnoxious?,rancid
99666,One liberating another snooker player's assistant shortly before snooker player?,rescuer
20399,Country where a note is forged,estonia
26541,Pledge rascal a heartless victory,impawn
106808,Infernal pronouncement from the motherland?,damnation
136111,Port in American city banks interest,curiosity
83671,Island needing con to be real?,crete
78093,They join together in operations,stitches
84226,Stirs up rage in French city,angers
23493,One may be charged with crime after needing a drink,drybattery
51740,"They're lawless, a little grasping also at half-time",banditti
96204,It's designed to protect from harm etc,armet
50024,"The devil's taken his seat at Northumbrian castle, they say",satanic
58722,Express one's views more loudly!,speakup
37451,Footwear and books getting covered with soup,gumboot
23643,Grant immunity to parliamentarian taking refuge in city abandoned by monarch,exempt
47321,Police in rigged state trial that's crucial,acidtest
138951,"One idiot about to go around and disperse depleted uranium, say",actinide
16986,Old city in part of South Africa is unaffected,natural
9898,Gone sinister,left
129866,"Waxes lyrical: ""incredible Zico"", initially turning Italy - a name supporters embrace",brazilians
35349,Deer with short leg,stag
70705,Bit of a mishap: Grand Canal emptied and burning,glitch
134551,"Theatre does plays, having taken rest",reposed
127524,"Tyres may be so aerated, having to go over a regular route",crossply
69366,Does pie-cooking become an event?,episode
129176,"Not straight, with future too unsettled",outoftrue
18924,"Delay, for example, saves time",stay
62042,Vessel about to be broken up,uboat
42544,They scout about one side of Glasgow,rangers
61887,Start playing songs for concert,onset
34240,"Star shaped, incorporating international feature of fluted column",stria
52106,"Increased circulation without editor, which could be fatal",arsenic
114960,Riveting work that could make servant spit,pageturner
47714,"Take me back, Master, and provide some relief",emboss
8965,Wine went up,rose
111772,Pass after short distance under control,inhand
23026,Food and wine sent back for soup,chowder
47903,Constant refrain of man at party,rondo
104208,True about metal being of light-sensitive tissue,retinal
105367,"""Not many take Christmas"": a report by climber",funicular
107592,"Shorts pound, shocking her donees",lederhosen
109736,Folk artist who made use of tablets,moses
126208,Boy on royal staff list?,erroll
128475,"Lacking leadership, sly fools, horribly good things?",oxymorons
91440,Their union offers security,lockandkey
120586,Big wave producing harm in front of ship,billow
84917,What I am when I have one over the eight?,asinine
140391,Punished American getting drugs out of back of German car,amerced
39700,Bird in the bull-ring,magpie
29116,Turmoil and ferment heard before laughter,brouhaha
66698,"Glance right, taking in strange choice",ricochet
34573,Shade said to facilitate vehicular access,khaki
126164,Expression of desires - any number will fade away,facies
29276,Thinker about love will nearly front the gallery,plato
4508,Carried nothing in island,borneo
101061,Start to climb tree above a volcanic crater,caldera
128969,Indulge in huff,pet
73084,"Centre of Torino, small Italian city",rimini
35606,Escapist looking for mixed choir round street,ostrich
44313,"To the French, Gaunt's rebellion brought such a golden age",augustan
35937,One requiring a grand opening,pianist
20859,Warship in navy finally restored at sea,destroyer
1078,"Vegetable, relative having caught cold, cut one",broccoli
116106,Marie Stopes's housing sign,aries
103469,Comedians' outing is usually good for a laugh,comicstrip
100490,"Forest-dweller needs to feed, tucking into fruit",greatape
69758,Take out royal household,court
129348,"Brief encounter, at first, with one in Shropshire location",cluein
52777,Waste of a key public service,futility
5772,Fabric produced by males,buckram
130982,"With little money, save Scrabble tiles",paves
57463,Passes to Maradona,diego
68424,Degenerate leader is out … way out,egress
35676,"Finally, instrument with fret about to produce this sound",twang
3427,Backward Maid of Orleans the French honour,ennoble
105709,Cold fish on record in sticky wrapper,clingfilm
67132,A tide lifts vessel around point,neap
114334,"Coming our way, property's in a position noticed coming up",alienees
100467,Spooner's curious admirer provides kitchenware,fryingpan
115568,Look into deep cuts in protective wear,galoshes
105745,Winner of Nobel Prize climbing a tree,sumac
40374,Others keep an alternative rendezvous,resort
5629,It's almost modest to hesitate,demur
86864,Boy and girl linesmen left pub out,esme
97740,Description of high spots as fantastic orgy with Oprah,orography
138028,Aardvarks are very hard to confine in storage building,earthhogs
123082,Min?,bottomlesspit
48246,"Abhorrence of pain that varies, variable",antipathy
138617,Friend who cleans out the stables?,mucker
69132,Lodge may be not so hectic,manic
5112,Always accepting meal ticket for fresh fish,elver
126010,Intimidated firm to form a union,cowed
135838,She's confused Euclid,dulcie
141164,Fried food is a pig's ear - and then seconds!,hashbrowns
25327,Brute when the sheet's turned back?,animal
29478,Trade union gains prominence in school,tutor
122137,Fish bearing down with French head of state,seabass
39024,Any number of years old?,aged
63434,Motivate soldier in deceptively serene setting,energise
83787,Seasonal listening for one awaiting a connection?,vivaldi
107491,"Michelle raised Sam, a boy with some deficiencies",obama
86385,Warriors contributing little to slim pickings,impi
56239,"Celebrity children, not one of them accepting the present",renown
80462,New money's top in bureaucratic jargon,eurospeak
2513,Prompt small audible noise from animal,spur
98258,Ghastly appeal for sanctuary has nothing in it,hideous
70372,A spirited community? Surely not!,ghosttown
109650,"Cold in head spreading in January, perhaps - something needed to keep warm?",windcheater
116727,Tire out/overcome leading fighter: two possible outcomes,eitheror
18765,Man takes nuclear option requiring very hard work,herculean
49622,"Having two forms of saying ""unintelligent"" in Bow",dimorphic
64661,Mix socially in jobs newly started,hobnob
71841,Possible place for grapevine gossip? Nice water,chateau
55601,Issue raised by union wanting official recognition,lovechild
31209,Uncover point of chevron on sleeve,stripe
123158,Grotesque folk: is Cumbrian village guarded by them?,misshapen
43695,Men on phone (mobile)? A remarkable thing!,phenomenon
24537,Block of stone in coalpit oddly disappearing in a few weeks,monolith
105892,"Good man goes to bed, overturning obligations",debts
56415,Knock stupid exhibit,layout
129145,Imagined very wise person embracing one in death,envisaged
29845,Defeat - or quite the opposite,reverse
49804,"Island, rock all around, needs large projecting light",oriel
12494,Drop in the ocean and mountains turn quiet,splash
117559,Join in a very loud number,affix
35448,Home for the plain-dweller?,flat
21837,David Jason's heart is captured by a fortune-teller,psalmist
77224,Ceremony heard in good French city,brighton
13519,Reversing loco around this place in Norfolk,dereham
109826,Gosh! Poly's worried about start of current year - mind study,psychology
11461,Air display,parade
112694,Contemporary copies held by literature professor,repro
33589,Recluse formerly without issue,eremite
55740,Somewhat sooner,rather
50633,Fellows curse what they have to put on,menswear
53367,Vile stuff entered into problem,sputum
9420,Good-looker from Ulster during Troubles?,adonis
58665,Silly girl that is going out,inane
1741,Sort of saw for pine,fret
101093,It's far from calming to emphasise the possibility of flu,stressful
55021,Clean bras sporting stickers,barnacles
118233,Agrees one was wrong and buys a drink to set things right,standscorrected
86156,Aversion shows how Sid reverts to style,distaste
102965,Power remains with American governor,pasha
53561,"Lie, say, is found out without difficulty",easily
132087,Use a particular number showing energy on the increase,etherise
132470,A foreign mother piled on the years without a blemish,undamaged
78388,Outstanding impression make by drunken replacement,highrelief
22749,Camille is upset about an unsuitable marriage,misalliance
115877,"They invite one to invest, which is what one does at great risk",trusts
137043,Dish served by prostitute,rosti
106344,"Small island in river, short and narrow",straiten
109392,Position of top of the house,ninetieth
56290,Sweet on little woman in dress,frock
29879,Domain partial to a football team?,realm
46012,"One might show contrition for auntie's bloomers, perhaps, and glee with ITC error",directorgeneral
75334,"She gives her address and, if not, a lock of hair",oratress
57113,In the sphere of misdeeds this is a record,crimesheet
38743,Grandmaster containing one boy's stratagem,gimmick
123296,At home having a ball around five - that's early,inadvance
26537,Trump losing papers here?,present
7284,Citadel produces a yield on bad soil,acropolis
102533,Waste lives taking a little drink in fruit,dissipate
7864,The range of radium in half of Northern Ireland,urals
91605,Brent's made peculiar exclusions,debarments
18490,Anguish descriptive of Scrooge losing a pound,misery
50268,Pour the tea on reaching platform?,bema
102344,Introduction of gas with a European helping,aeration
54735,"Happy, oddly, caught up in extremely northern storm",typhoon
103843,"Erected missile site north in Europe, you say",upsilon
59203,Was the hidden cause of support for carpeting,underlay
137449,Big country with no coffee,americano
4810,Non-starter that's Anglican relation,niece
52014,English men in part of camp accommodation,tenement
12853,Processed meat from old sheep given to setter,pastrami
49204,Be quick to get into alternative musical,oliver
128484,Bird during row starts to show some humility,lowliness
27300,Rue losing head over a bird,egret
59832,Wild herb found around Virginia,savage
14437,Fight to have last of the jam,scrape
59038,Drawer of Cupid's bow?,lipstick
9794,In a way that's recurring decimal?,often
11589,Didn't go much on Arthur's place!,camelot
123747,Plans favoured by nurses,intends
110920,Prosperity's magical being surrounded by finely crafted goods,welfare
11471,"Animal amongst camel's ancestors, for example",lioness
77893,Holds sailor's balls,absorbs
66361,"English saint, one going to a place that values Wisdom",albania
112407,Consecutive atoms show fruit,tomato
8995,Pasting in a variety of works of art,paintings
60446,Agree to a very quiet changeover,approve
73485,Start to sing in opera performance outside,openair
36270,Remains of course herein for the setter?,doggybag
5219,Specify coat that's to be put on the door,nameplate
47699,The growth of the fairytale,beanstalk
23857,Small fortune in hole,slot
78228,"Play the politician, ousting queen",toy
118817,Where to see what's on - and do?,centrallondon
111937,Crook approaches diagonally,cornerways
70105,"Aunt Sally, for example, may be legitimate prey",fairgame
99971,Pity a girl that's not all there!,alas
55356,Skills he requires to make a suit,arts
17840,"God of home, family and Hull's library?",larkin
92566,Inflowing currency?,floodtide
1108,Control of leading character in soap,lever
66842,What's worn by everyone going round is plain,llano
101269,They gather in smoke-filled rooms,ashtrays
53195,Rank insect after fabric,sergeant
2623,Safe after a botched rescue,secure
128684,Woman in department retired in a huff,peeved
15991,Shake a bowl of cereal,brandish
137047,"Son faces hazard with extra heart, showing off",swagger
130383,Sisters bathing naked,wimmin
31776,Maybe Morecambe's bounded by a mother country,america
48815,I'll tour around to find this artist,utrillo
31841,Concocting half a breast and a wing,brewing
24676,Peevish on taking one day to get proof,testimony
51251,Tea amid honey rendered by angel,michael
775,Has she got French luggage? Nothing worth mentioning,bagatelle
43961,A minor scholarship,award
79010,"United v City? Not energy-packed, City!",localderby
87117,Artist in copper,constable
78217,"There's a fish on the rod, plain enough",pikestaff
82829,Liquor of unknown make?,brandy
53904,Evidence of a complaint uttered offended the Catholic Church,syndrome
88829,He should make the list,cataloguer
123495,"Crop's taken up, including last of summer wine",syrah
16701,Cry out - to the police?,squeal
96709,"French port twinned with Bristol, on dit?",brest
23628,The way in which one may charm,entrance
86640,It makes me sick when one's taken in by spoon-bending,poison
38376,Copied for beginners to add page each day,aped
78024,Jelly topped with drug brings excitement,spice
14964,Divine lady currently in Oxford,isis
132066,"Football account rejected, with everyone mega corrupt",etonwallgame
119459,"Reduced to cut pressure, stopping service",slowtrain
80024,Ulster may depend on it,coathanger
61734,"Hard drinker, externally wrecked",shot
74347,Specialised kind of college,technical
122425,"Soldier shackling a young rogue, one solving others' problems?",agonyaunt
111540,Cause a fight after bishop's call,bringabout
69775,DJ produces poem with tenth note reversed,tuxedo
128092,"A transmitter, we hear, that's collected",amassed
121415,A problem (mist) around the tops of the mountains,summits
135095,Less elaborated sportsman's clothing cut,sketchier
22688,Praise be! - not half! - when this jazz singer makes comeback,ella
84107,Be patronising to women with no leader,exist
22714,Large meal causes spare tyre to be put on,blowout
12514,Demon drink?,spirit
119601,Tension in an arm? Slightly,atrifle
98057,Rich opt to correct with normal vision,orthoptic
30527,Boy of few years turning to drink,alexis
57356,Houseroom,auditorium
106499,"Wherever you look, inertia's gripping learners - awful!",inalldirections
111125,A warmer athlete?,longjumper
23373,"Setter's sad, having left out tint",imbue
126050,Cure soft-spun sugar,fructose
64974,Flyer's attempt to cross river,bird
6423,"The night before, nurse put out flower",severn
42626,Almost half of retailers imported wrong wine,retsina
97397,"Popular books about what you do, unable to pay debts",insolvent
74092,Femme fatale keeps heads of idiotic rich earls in tin,siren
46528,Spoils of war,mars
49017,Complete agreement about no wrongdoing being acceptable,unison
27656,Old rotten tin can contains cigarette end,ancient
2734,Trojan wife for whom Charon made trip,andromache
128623,Men on board entertaining Republican bores,pierces
30230,"Workers, perhaps, associated with religious organisations",insects
127224,Girl sees Changing of the Guard,daughter
119483,Computer's complication of a costing spread?,dataprocessing
96394,Accounts book has margin going from left to right,ledger
102184,They're worn by female cyclists?,pedalpushers
126523,"In Brussels, book into sprawling development",evolution
74115,Steal painter's source of oil,copra
134686,Awakening after hundred years heavy drinking,carousing
21081,Iodine thus something to discuss regarding similar elementary forms,isotopic
128702,My cryptic hint for old port,corinth
109421,Take in rope for craftsman,housepainter
58845,Girl to stop wearing underwear,brenda
22644,Plough furrow up - it's not very exciting,turgid
23213,Mind of spy working on insurgent,psyche
23977,Track t-track,trail
111537,Bound to have unforeseen consequences,leapinthedark
27942,Minimise conflict between Germany and France,dwarf
81989,Keen to go quietly,weep
98003,It's wonderful up there,heaven
16314,"Struggle, having run aground crossing lake",flounder
64406,Check car heading for Todmorden,audit
125601,Presidential candidate eats cold sweet,dolce
33467,Wear a well-styled beard,abrade
6573,Charming old lady caught embracing US soldier,magic
15572,New directions signs for Channel,narrows
132655,Increase open cargo boat's atmospheric illumination?,uplighter
110614,Beauty masks generic disposition to aggression,belligerence
9573,Old coat cheers poet,tabard
54469,Not a word for a win on the way,against
60284,"Retired with honour, fault not originally with our side",emeritus
61553,Pests concealed among primates,aphides
24763,Master of the Rolls,royce
54652,Ride a bit carelessly and get a mouthful,diatribe
21967,Euphemistically dead fish gobbled up by snake,asleep
73787,Barking when called into action,deranged
64359,Associated with alderman concealing deception,allied
40811,Time to interrupt unnamed person opposite,antonym
122088,It's discharged in battle during action,defrayed
50832,Model trains in front of container,teachest
87672,Scientific study of disturbed ego drawing crazy conclusion,geography
6062,Miserable kind of clue this ultimately is,down
13228,State occasion making a mint,thyme
125606,A treat for spectators - no support required,freestanding
13098,Senior lady cutting fabric,nankeen
62589,"Incense in silver tomb, about a ton",aggravate
83125,Needing new blood right away for American administration,anaemic
26168,Schemer's play opening in strange antic,tactician
72718,"Most of drink I consumed in university area, ideal place",utopia
56730,Cordial setter's absorbed in short newspaper article,limeade
106347,Ancient religious story related to sun god (first century),mithraic
54995,Scholarly head of languages brought in,learned
89182,Spies gathering nothing in desert country,croatia
4939,Old cardinal who's not a sexist,newman
582,Fearful performance lacking a guide,direct
86668,A somewhat bald description,thinontop
119340,Wodehousian greeting to doctor without cover,whatho
76873,In London reason equals madness,sloanesquare
79893,Old women could provide bed and meals,beldames
90696,"Bank to let, including sink",gradient
136710,Detective's behind convenience store,johnlewis
88681,Parties of runners?,beanfeasts
71271,The way master shows formality,starch
26915,Bangle I smashed: what language!,bengali
51120,"Skilfully manoeuvred ball, made holes around start of round",dribbled
50418,"Broken idol, curious container for fuel",oildrum
80711,"Within such, the madness of maniac fits?",fanaticism
77623,Learner - one from a part of Austria?,tyro
128124,Doctor lays out basis of treatment and cure,drysalt
123936,Setter's refusal to support fighter coming very soon?,iwontbeasecond
436,Big beast sounds little in Scotland,moose
111960,Classic example of feral cat running wild,flatrace
114261,"Revealing, though unintentional, expression of a sinful pride, perhaps",freudianslip
92093,Fighting men on the church's side?,forces
91371,A fabric as you like?,atwill
81831,Perhaps French camping call centre restricted agreement,ententecordiale
32762,Low mark for big mouth,delta
81815,Rex is upset about money order in accounts department,exchequer
121238,"Challenging words girl put into Old English, starting with ""pig""",whogoesthere
142119,Killer of insects - one by mechanical process getting any number,rotenone
52468,Intertwine ground net and fish,entangle
116901,"Supernatural power for Hindus, indeed, in Eastern state",maya
26704,Teaching English and Latin could flop after lecturers are expelled,education
140983,Hunk leaving northern English port,kobe
89516,"Dog runs after bait, nipping child",lurcher
122282,Nine crashed into obstacle that's forgiving,lenient
135797,Great enjoyment from a superior type of dancing,ahigholdtime
131621,"Runner, with broken right toe, a curse",watercourse
79471,Foster-sister?,nurse
76863,Interjection from Scotsman tucking into cheese roll,brioche
2891,Sting from this redundant vessel off at last?,needle
7767,Laid low by swindle in currency,stricken
88107,Least sloppy recipe is not so original,staler
61209,Angle round wing,opinion
115922,Critique's evasive about male intellectual changing sides,commentary
133676,Young lad? He'll not need this!,shaver
85857,Wimbledon's rigid principles?,tramlines
22731,"Creamy dish, mostly also known as ""Greek food""",moussaka
125338,Benedictine house fit to house such as Liszt,worthabbey
758,Vestment heavily embroidered in California,cotta
71377,He is stubbornly resolved to leave a small piece out,bigot
86808,Telepathy at the heart of boom town in Finland,espoo
125638,Checkpoints? Nice when travelling,inspection
115172,"Stormy scenes containing unknown Boatman, first to go overboard",inexcess
111647,Discourage study about a politician,dampen
116407,"Runner carrying diamonds, not so hot",milder
100608,Does without police department in crucial encounter,decider
71703,Lynn's upset about hole in her stockings,nylons
48858,Hospital started during Depression is finished,through
131656,Batters (English) not right for this?,theashes
2290,Missile discovered by plough,polaris
127073,"Tries scheme that goes awry, resulting in lists of offences",crimesheets
78350,Partner joining principal in company with a generous corporation,chubby
31889,Winger not fully putting on clothes,robin
16298,Man maybe somewhat misleading,isle
136677,Leave behind traveller on vacation to rise around noon,transcend
119197,Tremendous description of a kangaroo with superglued hind legs?,boundless
135373,Nick Park,pullin
74136,Language about road bends,urdu
35636,Author's irritation about endless bias,gaskell
137918,Extremely granular cereal used for bread at one time,groats
104400,Starving members of sect given food outside,famished
113636,Crook held in gaol on North Sea island,heligoland
101296,Short skirts tempt vicars and suchlike,ministry
61237,Opposed to states starting to erupt,averse
115639,Singing Queen knocked back English drink,realale
74666,Incline seen in the garden,rake
56876,Bleak start for Doctor Foster,drear
137165,Try to defend Blair over core principles,keynotes
118684,"Reduce in number, as something that's spotted and rotten",dieoff
94909,Star signs?,autographs
122346,Mass meetings run with friends,rallies
75825,Lady's laid up? This should get her going,senna
126832,Red plum duff not ordered,rumpled
94697,Baby eland's content to be left by itself more than once,cubed
48551,Decree nisi produced when one abandoned home,residence
32490,"Take back ringleader, you heard, caught by English policeman",recoup
84547,Succeeded with the one act mother produced,cametothethrone
28921,Old town subject to inflation,tyre
111121,Makes new plans about backing US soldiers caught in retreats,redesigns
80472,Future is mine,prospect
131274,Most of Pussycat Dolls' output is refined and very sweet,molasses
115076,Material deftly wrapped to cover Caesarean section,sari
47028,Cheeky chap on fiddle and piano,scamp
108960,Simple part of the pastry cook's work,apieceofcake
44303,British car maker scraps bonnet for body part,organ
92059,"Long sentence somewhat ungrammatical, if effortless",life
2989,"Viva the foreign king, over from the east!",oral
84133,Agent isn't getting to touch something up?,repaint
99164,It's method we employ to deal with problems for many teenagers,wisdomteeth
76988,Spray dazed rebel in US,nebuliser
37679,Rules the singer breaks,reigns
79137,How's that for charm?,appeal
102504,"These left Hamelin, sent out to follow Pole",rodents
85986,"Right entrance, we hear, for produce",propagate
90839,Surprised to have been in front from the outset,startled
47208,Loner to inherit a thousand,hermit
81246,Rum sort of yell,screech
106585,One might tear along this …,dottedline
77298,Conclusion correct about sun-up,closure
77725,"Alongside particular short, drink bottles as reward for failure",boobyprize
122497,"California alley turned when changing sides, like the Vicar of Bray",catinpan
56354,Popular model kingdom,jordan
14460,She has pain from one side to another,rachel
27295,Regretted caging a bird,egret
24773,To turn small child off northern estate agent is a measure of what makes you more cool,windchillfactor
99492,Former partner seizing new opportunity?,window
131270,Possibly die in Roman instrument of torture,ironmaiden
86510,Three cardinals with boring clothing? Far from it,dressy
60024,Touch and go,move
15985,Spin intros to traditional Horkstow Grange in the dark,night
65118,Drama featuring soldier Elvis played,privatelives
37359,Rising TV company holding number for a long time,yonks
1571,Lack of interest in direction during a year,apathy
109440,Pepper restricted by winter's perseverance,intersperse
116390,Vote to lead the French into new cities,plebiscite
116503,Continue till peace comes - will there ever be one?,lastwar
7819,Relate to dancing bear,tolerate
77788,A change in dates offered as an alternative,instead
71647,"Undoing wrong, so to speak, in second of three capitals of Russia",writing
40463,Ridicule rare defect in crockery,teaservice
122776,"In this world, or possibly another",onearth
87809,It's about time in spring to become less severe,relent
56352,River ordinance incorporated within the month,jordan
9908,Facial treatment to save the RAF,aftershave
2683,"Circling river, arrived at cave",grotto
67633,New pensioner about to take flag to king,retirer
36570,Populate the county? Cool it!,settledown
108594,The length of time around it varies,duration
101571,Sort of time when one may have an awful shock?,badhairday
18005,Describe the City in ceremonial ...,recite
6006,"Individual absorbed by course, virtually complete",entire
119076,"Swinger's nude antics, getting covered in fruit",pendulum
102431,Finally giving you permission and space to make a mess,gunroom
67947,Separate craft in which father's conveyed,apart
56460,Preserved meat makes sailor grumble,saltbeef
103931,Twist away with others,wrest
90766,First of injections in bottom? Not one thing or the other!,neither
22550,Tamper with bones,doctor
122004,Ylper?,answerback
74110,Bird droppings?,eggs
89917,Villa centre half welcomes tie,lace
55125,Member allowed adornment,armlet
51555,Feature medicine in postscript to fundamental study,particlephysics
71065,Standing before court,erect
119099,Not looking embarrassed about what you hope to do to this up in the air,unresolved
45804,The little beast turns into a little angel on her entry,cherub
6370,Song about adult with a curse,anathema
23673,"Rely on scrambled egg, say, to inspire poem",grayselegy
88993,How big top is making you upset,capsize
133086,Organ stop is sad - piano worse,diapason
139365,"Abroad With Nick, which didn't make the final edit",outtake
11934,Rudimentary travelling to China on back of horse,inchoate
113511,"Available food Spartan - bad, rotten content",billoffare
137971,"Went about reorganising, over deputy's head",roved
104818,So long to Spooner's dog-end?,toodlepip
6363,Song containing single note? A loathsome thing,anathema
63454,Emitter of smoke ring concealing name unknown,chimney
63064,"May, in past, by taking British out, showing strength",mighty
74407,Rejection upset Daniel,denial
119056,Stop trainer taking drug round to participant in bloodsport,banderillero
100935,"Start off showing more malice, becoming more irritating",itchier
29761,Sweat displayed by an Oxford dreamer,perspire
96632,Endlessly free student up to the time when ...,until
34950,Meal of diced red onion when old duck's off,dinner
59548,Watch fifth change to second seal,sigil
108451,Working lunch including direction for route of Eurostar,chunnel
40419,Queen taken into museum gallery,veranda
138340,"After fancy exercises, band's sobbing quietly",whimpering
92359,They don't believe he requires foreign capital,heathens
89154,"It saves doctor a bit of leg, eradicating the onset of gangrene",lifeboat
22364,"Conflict right - let me explain: wife interfering with estate, possibly?",crimeanwar
94954,Copper can interpose,cutin
7707,"Female, old, with bad back",olive
81584,Eccentricity of old clergyman seen by Scottish lake,oddness
121448,Old Communist leader accepts fair odds - like this gangster,mafioso
13273,Neighbouring garden finally given attention,near
130983,Missing royal standards round five English flags,paves
101340,Rod entangled in framework for rigging ropes,cordage
27316,Surviving by hiding in a tent abroad,extant
51062,"Lacking mates, having day off that's tediously long",endless
129937,"It's treated by gastroenterologists, strangely, not opticians",constipation
115689,Member said to make pictures the old way,limn
119303,"Up to no good with Eric, ran from Caribbean island",puertorican
40825,A place fit only for pigs occupied by exceptionally lean man,stanley
105897,Large building with staff and soldiers,manor
126111,Eights hid from influxes of water,hightides
47366,They may be smoked and eaten,joints
48031,Case for retention of the tuition fee,etui
68954,"For such an accident, call bronzed doctor, one from overseas",hitandrun
15728,Start to educate Catholic in the present moral code,ethics
9122,Something fired up under black crow,boast
20696,"UN agreed resolution, though lacking majority",underage
125075,Maybe peck seed Murray ground,drymeasure
119461,Interval with money invested in annuity scheme,tontine
118944,Films script involving old battle,movies
66557,"Bitter substance's name turns up in tree, almost dead",aceticacid
90615,They hold up pairs,braces
4859,Lucky to be not so much asleep?,blessed
51773,Inspect butchers' fat,lookround
99310,"Ruined, sad and was affection by emotions",brokedown
93572,Abbot puts on shirt and tie,truss
92713,"Under pressure, atoning can become emotionally painful",poignant
14455,Fix fight closer to time,scrape
108790,Like the compulsive buyer heading off in a rage?,hoppingmad
37012,Quick to do a bad turn,alive
8844,Thin artist reluctantly eating starters,rare
58262,Dicky certain to be unlucky,illfated
55423,Divorced ladies to be treated differently,isolated
71608,Saturnalia could be gory,drunkenorgy
93017,"Hollow sculpture, perhaps, encapsulating a reflection of the early afternoon?",armpit
105738,Gun torture for fun remains for downed British companions,bangersandmash
138328,"Handles sliced white, a lady's",wields
92619,Road or roads going quietly almost across yard,pathway
87018,"Barman, in short, quite contrary to start with",queenscounsel
41124,Letter writer occupied by government flip-flopping,sigma
10434,Beast of burden?,bear
38209,Music of the Stone Age?,ragtime
101168,Protests as job notices are wrong,objections
35290,Forward could be - of strong team,offside
13247,Heartless meaning could be a riddle,enigma
76754,Winger has relationship in the Gulf,pipit
72654,"Being possible to reach, successfully phone restaurant",getatable
17234,Completely out of port and unable to explain why?,allatsea
23170,Assume control of greeting card,hijack
45705,Quite rigid about quarter-to-five finish,devour
2715,You are rumoured to be involved with Masai warrior,samurai
60742,"Clinton, say, gets around it with glee",hilarity
90874,Plant love and kiss on kisser,oxlip
142230,"Around Stoke, nasty trace from this source of industrial pollution",smokestack
102452,New captain? Newcastle's David Ginola primarily entertaining with fancy footwork,tapdancing
42548,A victory of sorts for chirpy characters capturing the centre of Paris,pyrrhic
137915,Float up and down round large shapeless mass,blob
6915,Met Sherry's new collection of would-be poets,rhymesters
