Index,Clue,Solution,gemma_predicted
5087,Lamb put on string for princess,cordelia,assemblage
94935,Standing of French Queen and significantly smaller,teenier,assemblage
116488,How church worker can offer praise?,chant,hidden word
110889,Bill and Edward played,acted,assemblage
42770,Motive concerning an endless strain,reason,assemblage
95588,Row developing in court,ruction,anagram
76813,Two support the church,brace,assemblage
62505,Little boy with a metre-wide hole,chasm,assemblage
48876,A final note about a fabulous writer,lafontaine,assemblage
97545,Talk garrulously (rabbit on) in part of France,gascony,assemblage
106090,"I'm sort of top, but going up and down",yoyo,double definition
86968,If German is supporting overthrow of EU policy he won't use violence,pacifist,assemblage
103224,"Providing funds, though die in the red?",endowing,assemblage
23234,"In a difficult situation, use hose on grass",tightspot,assemblage
36147,Garments Carthaginian leader introduced to African city,tunics,assemblage
72676,Official voice of the cyclist?,spokesman,double definition
95226,Engineer to turn to Preminger,otto,double definition
77553,Flag with a tale of heroism,saga,assemblage
39924,Large old ship is broad and slow,largo,assemblage
89382,Supervised position of lumberjack?,oversaw,double definition
72105,Fire at mate? Trouble in due course,afteratime,anagram
129476,"Capes, which are exactly the same",carboncopies,double definition
90763,Sheepish four regularly breaking new rule,rueful,container
11124,Humiliating remark was repressive,putdown,double definition
50571,Bar - don't spend!,save,double definition
108211,About to get severe cramp,restrict,assemblage
40465,"Fragile thing, problem leading to fault",teaservice,assemblage
11122,Recorded snub,putdown,double definition
1230,Talented leading counsel at the bar,clever,assemblage
126223,Italian cathedrals arouse odium,duomi,anagram
70709,Short programme for the handicapped?,rehab,double definition
121320,Office worker casually visiting old city to get a deep-fried dish,tempura,assemblage
80582,Part of Turkey's employed in fencing,wattle,double definition
36340,Weeping mother returned popular award,niobe,assemblage
125591,"After hugging guys, one has regret",lamenter,container
107957,"African warriors, revolutionary yet showing irreverence",impiety,assemblage
104237,Canary has number - there's energy in numbers,tenerife,assemblage
120225,What sweat will do via pores in transformation,vaporise,anagram
129333,Questioning of Socrates most common,coarsest,anagram
62010,Reckon without penalties bearing discrimination,faddiness,container
79412,Girl looking OK in elfin clothing,felicity,container
29789,Birds can do it with their eyes shut,peep,double definition
93438,"Native American in prog rock group, wearing relative's shoes",brothelcreepers,assemblage
81381,Lives in des res I converted,resides,anagram
8242,"Eat from river, as bird",grouse,assemblage
101937,Be clearly out when turning ball goes to fielder,breakcover,double definition
43682,Before Man exists … before that? An article of faith,theism,assemblage
7908,Name one Greek island: one with a divided capital,nicosia,assemblage
47330,Clean out container on top - it's got a needle in it,binnacle,assemblage
44415,"Cross waves in secret to defect, ultimately",intersect,anagram
37657,"Son was visibly moved, did some housework",swept,assemblage
25616,Pat his arm in error,irishman,anagram
84484,Suckers for medical treatment,leeches,double definition
7598,Place for researching our party,labour,assemblage
135587,"Well, what might have me beatified?",mygoodness,double definition
141678,"Attacks with a 'furious fastidiousness', ultimately - fine to ignore flaws",assaults,assemblage
42338,Origins of terrific hubbub below and terrific hubbub above,thunder,assemblage
86698,"Extremes in heavy drinker, overpowering even, producing gas",hydrogen,assemblage
19113,How much harvested? Give up!,yield,double definition
126362,"They may be sarcastic, when press is across the street",ironists,assemblage
36262,Head of stable clipped tail,scut,assemblage
118705,Inadequate squad with invading force,unfit,container
113031,Member enters toilet to find clothes,garments,container
42405,I do without a bit of money,coin,double definition
1001,Drink to a virtuous character,toast,double definition
69862,Operatic heroine cast down about love?,tosca,anagram
140576,A Hebrew pronunciation of 'Hankies out all over Arizona',ashkenazi,anagram
135837,Closely follow master's beliefs,dogmas,assemblage
106878,Coke party that's thrown by children,snowball,assemblage
24375,"Emotionally detached, as football stadiums this year, completely empty inside",fancyfree,assemblage
106268,Abandon royal dignity,abdicate,double definition
2037,Lizard's egg laid in uncultivated land,monitor,container
75662,Turnabouts in vessels,uboats,assemblage
141636,"Wet love, devoted cuddles",pluvious,container
43975,Some bandit took the same again,ditto,hidden word
51199,Pay raise - it's Pasquale's premier objective,stipend,assemblage
75381,A woman's remains,ashes,assemblage
21072,Titled gentleman losing right to go underground,maquis,assemblage
96257,Auntie Deb's silly gas,butadiene,anagram
69895,"Change ending to hit, one's up for success?",thumb,assemblage
129180,Revolutionary semi-proletarians stink with doctor's fiery cocktail,petrolbomb,assemblage
24075,To be drunk neat?,tight,double definition
33088,Order posted by tyrant,despot,anagram
97433,Drivers of the stage knocked out Comanche,coachmen,anagram
133861,Doctor healing great ills,allergist,anagram
65692,Sound punishment for murderer,cain,double definition
134156,Main distance from actual line I'm dancing,nauticalmile,anagram
59825,Background music to be cut to size?,wallpaper,assemblage
10942,Uproar in jail,stir,double definition
83207,"King Edward was exploitative, in the royal habit",ermined,assemblage
30102,Shut up about our being fostered!,encouraged,container
97509,"Sittings needing many smalls? One, I suspect",sessions,assemblage
15827,Beat cheat that's passed away,outdo,assemblage
36272,"With backing, shoots in the foot - typical!",serif,anagram
47619,Army unit call intended as a cure,remedial,assemblage
116376,"Yesteryear's bloke? If Mandela's that, there's a crooked deal",forgottenman,assemblage
100331,Liner fan may be damned,infernal,anagram
104640,"Writer on computer matters, unknown expert",authority,assemblage
30154,This official must take us with her,usher,assemblage
37791,Refuse assent in the end,object,double definition
91846,Top level backing for element in royal revolution,overlay,assemblage
48535,One happy to include lots of US money with advance?,mercenary,container
139257,Laymen deceived shabbily,meanly,anagram
48746,Recluse carries tons of welding material,thermit,container
30629,Parson's remedy,cure,double definition
82290,Language of one set to wear back-to-front collar,latvian,assemblage
113167,To comment on the repulsive - that's a hard thing,toughie,assemblage
105760,"Expected to come back into season, almost like medieval society",feudal,container
53545,Sort of figure that changes with time?,hourglass,double definition
40012,It could make one extremely tiddly with rum in it,toddy,container
140072,Makes crazy demand to begin with - called in to get it overturned,deranges,assemblage
135387,"Doctor, get up and heal this deathly disease",theplague,assemblage
29009,Ugly duckling?,cygnet,double definition
71585,Call ship after capitalist?,dubliner,assemblage
65899,It's put on by a better singer,treble,double definition
130332,Swedish chef's starter: an order for food,sandwiches,assemblage
102796,Cities laid out in a way that's impractical,idealistic,anagram
12,Completely lost voice and note from anaesthetic,ether,assemblage
36255,Sounded as if they are in agreement and went in order to look,eyesleft,assemblage
102482,Vision of motorway madness,mirage,assemblage
126007,"Comprehend female, in short",fathom,assemblage
1199,Get rid of Catholic king in play,clear,assemblage
136713,Thatcherite maybe stirring up a rebellion,neoliberal,anagram
6650,Fancy Luxembourg as Utopia?,ideal,assemblage
38932,Purge over-excited fool within time limits,decontaminate,assemblage
72601,Urban work by sanctimonious boy,oppidan,assemblage
40999,"Package turned up, given address with added detail",elaborate,assemblage
68996,Singer plugs TV award half-heartedly - it's an important mission,embassy,container
102844,"Cleo, a girl, becomes symbolic",allegoric,anagram
134943,Knocked back soft drink and spirits in drinking bowl,jorum,assemblage
48116,Blanching stakes,paling,double definition
111338,Shakespearean explorer clutches black instrument,violadagamba,container
21793,Call for resignation causes uproar,outcry,assemblage
16523,Leading girl in musical doesn’t start solo,aria,assemblage
13370,A situation troubled dissenter,apostate,assemblage
15275,Diver caught one coming up for something to eat,iceberg,assemblage
112739,"Sexy one to go on about ""me""",erogenous,container
34991,"Picture of innocence's debut, wearing shift",movie,container
15725,European caught in this system of morality,ethics,assemblage
14120,Ludicrous car tax - this hanging round your neck?,cravat,anagram
7881,"Cause friction blowing top, around you calm",assuage,assemblage
137929,Greek characters retire operating system,unix,anagram
106799,Almost reverse Jewish experiences,times,anagram
79357,Printer's employee being kind to dog,typesetter,assemblage
33925,Order pudding,applepie,double definition
17732,Sergeant out to part friends,estrange,anagram
130968,Itinerant magician's prop turned King Edward into Queen Elizabeth!,wanderer,assemblage
87626,"Paint cheese without semicircle, half of cheese",gouache,assemblage
111683,A disease exists on account of rodents,agoutis,assemblage
65357,Manoeuvres to win hard races,rushes,double definition
114936,"A colonic ailment less constant, requiring treatment that's soothing",calaminelotion,anagram
9482,A crack about the aim to be in vogue,trendy,assemblage
76634,Licence to overtake,pass,double definition
76257,What was written on role filled by church workers?,parchment,assemblage
78676,True-to-life articles I reviewed,realistic,anagram
62317,"They're scaled by companions, but not at first",adders,assemblage
24452,A mountain that's good to climb,alpha,assemblage
115190,Discuss and OK travel arrangements,talkover,double definition
78827,"Fearful and upset, I therefore shut up",ogreish,anagram
132736,City investments?,sieges,double definition
110158,Possibly the bed's a place of healing,bethesda,anagram
97209,Very many are of minor importance,countless,double definition
62945,Non-alcoholic drink brewed in East,tisane,anagram
121527,Fractions of the highest order,eighths,double definition
40781,Aristocrat right to receive monarch,duke,assemblage
33943,Expound about superior work of art,statue,container
92520,Currency that might introduce a list,colon,double definition
22527,Male sheep producing cross,hetup,assemblage
78738,One drunkard turns up to see another,tosspot,assemblage
70065,"A bit of spirit needed to climb a peak, which is dangerous and must be scaled",alligator,assemblage
34624,Footwear by which the Irish may be recognised,brogue,double definition
65885,It's said to pacify one getting a duplicated present,nownow,assemblage
10120,"Essential for galop, metronome's rising speed",tempo,hidden word
83151,"Check when one's gone past you, having come to grief",autopsy,assemblage
66353,"Capital sum a lender's first withdrawn from Italy, or Monaco?",principality,assemblage
37975,Sounds like conversation has a twist,torque,double definition
97875,Complaint of writer about the British clearing banks,nephritis,assemblage
50079,"River runs back, almost reaching top of estuary",rhine,assemblage
51124,Ulster backing diplomacy without a break,intact,assemblage
119756,"Holding up the Guardian, for instance, is Rusbridger, with efficiency",organised,assemblage
1482,The advantage of retired gentlemen,edge,double definition
19273,"Dead? Yes, possibly, and near to tears",sadeyed,anagram
140751,"One metre down, plant foolish hoax",piltdownman,assemblage
37502,Pay to take residence at university?,settleup,assemblage
124639,"It's a pleasure to cultivate, taking little time",thrill,container
32690,Time off for a craftsman,shoreleave,assemblage
121020,Dress for presentation?,giftwrap,assemblage
67809,Representation of one small party,icon,assemblage
102881,Address of the woman's joint,ladyship,assemblage
25668,"Like one with toes but no middle fingers, say",digits,double definition
87682,Anonymous donor makes an entrance,door,hidden word
52394,"Rash of the skin, not initially red",epidemic,anagram
15906,Hard worker making veiled threat to PC?,trojan,double definition
15686,"Worn thin perhaps, so it's included free",thrownin,anagram
138803,Good time to change sides with spirit,ghoul,assemblage
100630,Eisteddfod venue organised on legal lines by knight,llangollen,anagram
99315,The nicest society can show irritability,tetchiness,anagram
83256,Evidence of railroad plant,groundsel,assemblage
1470,On which tense?,edge,double definition
133893,Plant turning out eg lasers,eelgrass,anagram
118560,Tucker's best mate put on the covers of large sacred text,bible,assemblage
83684,Superlatively fine art suffering,smartest,assemblage
24337,Got off just over halfway through dismal government-free existence,reality,hidden word
4779,Thomas is example of one that needs no tender attachment,tankengine,double definition
14398,"Fools wasting time on North Carolina headland? Spanning the years, this is characteristic",idiosyncrasy,assemblage
55741,"To a certain extent, the scoundrel wants that woman",rather,assemblage
543,Hurt the billman,ache,assemblage
674,"Culottes Lafayette pulled up somewhat too tight, hence his voice",falsetto,hidden word
75890,"Flower show out of place, shortage of air about",poinsettia,anagram
27545,It's shown in diatonic modulation,indication,assemblage
83646,"""Look at tax"", says a Green",lovat,assemblage
10341,A party bloomer - providing mineral!,alabaster,assemblage
116024,Boatman's report on whale found in the Mediterranean,mallorca,assemblage
4079,Twice as fair,soso,double definition
102736,Cry off limiting gene modification in a certain style,regency,container
18902,Make off with bits of deck and amplifier,decamp,assemblage
120440,Choose industrial chemists' solution: we deal with …,opticians,assemblage
65562,Bow and scrape when news is broadcast between balls,danceattendance,assemblage
54270,She watches old boy with computer,observer,assemblage
94952,"Expectation of rush hour delays, an empty promise?",jamtomorrow,assemblage
66965,Dodgy operator catching river fish,trout,container
33905,Explosive component of Ulster on time? On the contrary,nitre,hidden word
107270,Politician given party lodgings,condo,assemblage
91577,Briefly that extra distance that brings evidence of happiness,smile,assemblage
126052,Revolution Road's dedicated track,cycleway,assemblage
121537,Do without minims in the middle bar,banish,assemblage
130713,Tea and toast,drink,double definition
41821,Oil wheel,castor,double definition
62295,Injury puts years on mother,damage,assemblage
47360,"Consider penning lines, any number almost",wellnigh,container
94991,Mr North struggling in the grip of deranged genius,mastermind,anagram
15174,A positive sign,plus,double definition
129639,Short of three lots of supporters in the cemetery?,sixfeetunder,assemblage
92772,Pacific type has to look over endless sea,appeaser,container
27958,"First-class book about leading entertainer, of course",aintree,assemblage
27977,"Repeat one time, then another, one short of ten",iterate,assemblage
26030,Murphy's digger,spud,double definition
15976,Close time?,night,double definition
129940,"Give up crime in Oz, reportedly, and wield pen anonymously",ghostwrite,assemblage
135714,Climber's endless hunger to be among celebs,alpinist,container
32375,Fancy a fish first?,idea,assemblage
36997,Port one kept in casks,tunis,container
48628,Like following like?,such,double definition
56100,No Conservative to stop slide,ease,container
132308,Somewhat minimalist hat? I think I expected more!,isthatit,hidden word
14173,A friend keeps place that's cut off,amputate,container
63746,Something to hide under after final bombs can be blown up,inflatable,double definition
94043,"Farad's an SI unit, but not of this",flux,assemblage
51953,Missile destroyed depot storing gold,torpedo,anagram
29370,"Big build-up in New York, for example",skyscraper,double definition
49637,Itinerant itinerants lose one itinerant,transient,anagram
5396,Contract office boss,stud,double definition
19670,"Put in new position, took a break around one",resited,container
76131,Plain or flash coat for detective on street?,modest,assemblage
60727,Bow out of second-rate finale,bend,assemblage
132053,Order costumes for cases,lawsuits,assemblage
50207,Side needing actual capital,realmadrid,assemblage
139736,Securing army officer to rise against one he swore to serve?,locking,assemblage
61403,A quiz night without a quiz? Hardly on the cards,bezique,double definition
134737,They succeed in their schemes,heirs,hidden word
80851,Prince appears more wet?,rainier,double definition
115706,Page wearing drunkard's hat,topper,assemblage
41359,Has manoeuvred an end to the contest: cap that!,shako,assemblage
106776,What cross-country runners do to a boy?,harry,double definition
77141,Something to eat and it's time for a fool to go to bed,apricot,assemblage
69154,Brother to Uncle Remus,brer,double definition
86282,Piece of brass enclosing ring that's worn by noble,coronet,container
50407,Famous sons delay leaving,starry,assemblage
85763,A number left on a trip for the pottery,delft,assemblage
14011,"Volunteers of yore, with many suffering",yeomanry,anagram
20135,"Fiddler, it's said, turned on when hugging the leading lady",nero,container
56778,OSCAR?,limo,double definition
90168,Explorer receives very cool tip from Guatemalan tracker,policedog,container
124080,Second from last in race failing at the finish,closing,double definition
130357,Liqueur I found in Bermuda all over the place,drambuie,anagram
32181,Bill swallows note in the thick of it,amid,container
98062,Bound to be recorded,taped,double definition
14998,The issue of offspring,grandson,double definition
23935,Disposition of uncle to have a fling,flounce,anagram
61077,Watches Rose dancing - horrors!,eyesores,anagram
109308,Previous charge in court bringing feeling of uncertainty,coldfeet,assemblage
27861,"Bit of blusher, without changing foundation",basis,assemblage
105027,Nothing dissimilar to ...,notasausage,double definition
30211,Guerrilla starting to enrage king with insolence,cheek,assemblage
65854,Extract from Kafka or Tallis that comes straight from the heart,aorta,hidden word
58331,"Pleasure resort, unknown on a poster, very classy",xanadu,assemblage
113368,Part of member's time wasted,thigh,assemblage
81239,Left-wing alliance meeting in promenade,popularfront,double definition
110828,"Making out, being clever",discerning,double definition
121711,Southern way out unfit for the voyage,unseaworthy,container
26075,Some colleges say education is tried,essayed,hidden word
6290,"Something to lay, given end of life, laid in anger",wreath,assemblage
24672,Unexpected cash found in boat,gravy,double definition
11597,Oriental vessel is a mile in length,sampan,assemblage
11668,Eastern loch side,eleven,assemblage
66420,Charge sheet?,pricelist,double definition
131704,Colourless church with scent outside,achromatic,container
63881,"I am entering E, say, as rough guess",estimate,container
49657,Ways of life further south,mores,double definition
101786,Evergreen creeper,grasssnake,double definition
57004,'esitate with time to turn aside,avert,hidden word
49320,Spread out hat that's turned over and put away,dilate,assemblage
133045,Appropriate Dickens character,pocket,double definition
26259,Old soldier - there could be a few neater characters,veteran,anagram
99415,As vehicles should be when left on the road,righthanddrive,double definition
116934,"Insect on cacti circling round, right where it's very cold",antarctic,assemblage
131770,Slings net around birds not able to fly,nestlings,container
48223,Is one picky as Patton?,optant,anagram
117164,Where Hamlet slept with no alternative in Somerset?,sheptonmallet,anagram
127283,Sovereign kidnapped by our Greek revolutionary for Asian communists,khmerrouge,container
80724,The person who's learned a vehicle may be parked in the street,savant,container
106599,Is a crane needed for this theft?,shoplifting,assemblage
63251,Artificial means of communicating a spiritual talent by Muse without name,esperanto,assemblage
103551,Stiffener and preservative in court,starchamber,assemblage
137679,Comfortable about weaponry,guns,anagram
99868,Aunt Georgia oddly lacking internal organs,uteri,hidden word
117694,Part of army base is run down,revile,assemblage
60986,Haiti cops dressed in pale green,pistachio,anagram
101417,A number of Germans practised deception,lied,double definition
120819,"New start for magician, one who refuses to swear",nonjuror,assemblage
75468,Direction providing no way without conflict,norward,assemblage
47644,Flair shown when skill is added to effort,artistry,assemblage
101933,Someone very fond of a Cornish river trip?,fallover,assemblage
15774,"Sea creature - as usual, it changed after new start",nautilus,anagram
47183,Grant is held up by student peccadilloes,accept,hidden word
63991,Retaliation concerning April's odd tricks ultimately,reprisals,assemblage
63824,Azed addicts filling vacant bierkeller in fair,bazaar,container
19447,Early reading-desk found in back furrow with drum,tambour,assemblage
141430,Journalist stayed in Parisian stone flats,piedsaterre,assemblage
14231,"Good person, a laugher showing resilience",stamina,assemblage
28529,Merchant and traveller displays the spirit o' the game,marcopolo,assemblage
125079,Maybe Bristol politician getting exposed is not suffering any damage,unimpaired,container
91393,Wilder top of fallen flower,faster,assemblage
16718,Who the author mentioned in disbelief?,dickens,double definition
77642,Runs coming with one big hit more likely to get you caught out,riskier,assemblage
46644,"Come to pass, maybe, in Yorkshire",happen,double definition
81338,Unknown quantity as missile plant,yarrow,assemblage
115834,Goldfish buried in mummies' tombs,mausoleums,container
107676,Notify primate about capital abbot originally left,apprise,assemblage
23803,Middle Eastern fuel qualifier when refined,iraqi,assemblage
87622,Shipwreck leading to an oil discharge on a Caribbean island,hispaniola,anagram
78022,Pitch of the road,macadam,double definition
19444,God right to desert French artist?,odin,container
37287,Look round for a way to throw a fight,castabout,assemblage
85606,Guy from Dubrovnik hasn't got the right paint,coat,container
23507,Dump resident on old lady - shame,stigma,assemblage
41593,Pamper commander's circle,cosset,assemblage
51379,Battle celebrated by Orange type,blenheim,double definition
11728,Home depot contains harmful fitting,instillation,container
108041,Extract item from box of ornaments?,clip,double definition
11735,Smell smoke,reek,double definition
79494,Criterion for replacing dirty cask,yardstick,anagram
140959,Watches gathering bee getting stuff from woods,timbers,container
112631,Run to earth with the lines set in place?,trackdown,assemblage
38853,Seaman in Cork not good member of crew,bosun,double definition
61266,Stock complaint from canonised cricket commentator?,staggers,assemblage
121817,Pole dancing with sex? Four charged,explosive,anagram
30969,"Imposed as a duty on the vicar, for example",incumbent,double definition
107653,Accomplished boxers will be upset if they have to be,carriedout,double definition
36557,Need spin for PM,eden,anagram
37627,Chest protected by father's waterproof,parka,container
6683,Rued looking up Miss Smith's recipe network,bewailed,assemblage
113358,"Tale's beginning, in fact, in touching way",tactually,assemblage
72079,Be very successful at campanology?,ringthebell,double definition
121430,Possible message from holed ship?,sos,double definition
102600,"Showed determination when couldn't complete puzzle, then home",gotstuckin,assemblage
95638,"Close, so raced up to a disturbance",narrow,double definition
78628,Greedy person swallows leg just out of the oven?,piping,container
77650,Nice walk I'd arranged on unknown Roman road,icknieldway,anagram
86637,Arab playing with Brian's rugby team,barbarians,anagram
106805,A badger in lift touring hot country,ghana,anagram
6986,Story told to encourage when caught in this?,tailback,assemblage
78634,Annoyed at little green man's invitation?,cross,double definition
17037,One is left without a souvenir,remainder,double definition
100975,"Court crime officer is after ""Cat"", once a champion driver",tigerwoods,assemblage
117806,Clubs unknown - iron or wood?,cypress,assemblage
5649,A bit of a spur some hero welcomes,rowel,hidden word
105069,Cannabis grown by extremely hirsute politician,hemp,assemblage
79280,Cutter from the east,scimitar,double definition
42004,Northern sister nursing young sow breaks perfumier's connection with mainland,channeltunnel,assemblage
92441,What setters get from trying to make clues right?,ulcers,anagram
74650,Think of friend about to revise,meditate,container
131402,Snake-like creature's undiscerning malignant software,blindworm,assemblage
84960,Time for virgin to return and break out,erupt,assemblage
120057,"Ignore wife in labour, longing to be back in Scottish islands",orkney,assemblage
138719,"Records, say, see Arsenal dribbling around D",calendars,anagram
118080,Not much distance between spectators at either end: Celtic goes down at the start of extra time,closeset,assemblage
62265,Group going in for ultra-vision,travis,hidden word
39147,Get company in to cork the bottle?,screwtop,assemblage
86869,Clinton was here (nothing wrong with former President),oxford,assemblage
61834,Overturned vehicle on Cyprus with snout,baccy,assemblage
10131,Farmed in a civilised way,cultivated,double definition
137693,"Between back walls, stack and line up masonry",brickwork,assemblage
5549,"Tricky maths, introduction to algebra, bringing complaint",asthma,anagram
136217,Little fellow in conflict with car - this will provide comprehensive support,welfarestate,assemblage
44668,"One in three-D version: King Stephen, say",dethroner,assemblage
130331,US district and country trades duck for uranium,columbia,assemblage
120495,Confiscate one thousand quid,impound,assemblage
123428,Clarify dodgy clue that's holding a little back,elucidate,anagram
111384,Justify clash and tirade,warrant,assemblage
27070,Star lacking core providing speed,celerity,assemblage
86468,Time allowed for preparation once varied with it,notice,anagram
107822,Group wearing famous red dress,clothe,container
76983,"Find someone to play the scoundrel, old singer",castrato,assemblage
79319,City life with female arranged in outbuilding,sheffield,container
115754,Called back to growl,gnar,anagram
99605,Wicked fly going around gets zapped,killed,container
80629,"Whale's ear boxed by princess, briefly",beluga,container
12074,Low gear involved finding place to leave a boat,moorage,anagram
84378,Veronica is OK after drug use,speedwell,assemblage
44675,Perhaps Palin's modern language,python,double definition
95823,School's back-up (reserve) computer,notebook,assemblage
96478,Detective story - read end!,astudyinscarlet,assemblage
6322,Greek girl embraced by this Roman,hellenic,container
95713,"A blast this, room shelled in sound of mild explosion",atishoo,assemblage
30634,"Fix You, Coldplay's left on box",cure,assemblage
103725,To enthral a malicious woman we held back,bewitch,assemblage
62370,First to read new Little Miss Punk children's book,rumpelstiltskin,assemblage
48088,Tesco ragout goes down well in Paris,escargot,hidden word
13770,"Backbone needed by Campbell, an amateur in the city",birmingham,assemblage
127479,Finishing touches in sketch you made - needs colours,hues,hidden word
32190,"Stand up to kilos, metres etc, interfering with holiday",resist,container
18296,Don't hit a girl,miss,double definition
36049,Girl holds information for the programme,agenda,container
74631,Boy in charge of sound …,sonic,assemblage
78364,Where trouble's expected to end in a fight,mill,double definition
43665,Wrong colour suit to deliver coal?,blackdiamonds,double definition
64468,Knock what's said on departing into desert,ratatat,container
92180,That's Latin for you!,idest,double definition
44037,Writer finds way into literary festival,hardy,container
88100,A good line in stock?,pedigree,double definition
101972,"Hysteric, overstretched soprano heard as La Bohème?",screamingmeemie,assemblage
82784,Support for clergy in theatrical setting,backcloth,assemblage
55667,Given room but taken advantage of - that's not on,putup,double definition
88900,"A maiden over the top, about to be hugged - I must go after chubby boys",amoretti,assemblage
91338,Threaten one member's demise,impend,assemblage
125571,Is in danger of falling for accountants?,totters,double definition
90897,Movable feasts?,mealsonwheels,assemblage
125222,Heavens above!,skies,double definition
141456,Skin delicate originally on Queen Mother,derma,assemblage
77672,In Strasbourg I must accept one follower of May,june,hidden word
62409,Touch bird gently by design,pattern,assemblage
8588,Ethiopian leader opening tournament,event,assemblage
86197,Island where the pub doesn't charge?,innisfree,assemblage
72865,Roman general had a hold on father,agrippa,assemblage
118808,Enigmatist is heartless bod interrupting circus entertainer - needs to get humbler,climbdown,container
62037,Morning - chief time to get stuck in,matin,container
3137,Like compilers noticing anagrams with cry of surprise,incognito,anagram
31754,It was hell before transport came,erebus,assemblage
16499,"Instead, ancestral afternoon entertainment is provided",teadance,hidden word
70510,Set about old devil in the backstreet,snicket,container
113406,Private correspondence means nothing to the landlord,loveletter,assemblage
100952,"Miss cheese, served up with wine about one",mademoiselle,assemblage
100686,"Never, never, never fall for such a euphemism!",easyterms,double definition
100373,Indifference of company led by international organisation,unconcern,assemblage
132426,"One abandoning throne, wanting occupation",tolet,container
95764,Change popular stimulant for analgesic,morphine,assemblage
134973,Buoys let loose without much reason,obtusely,anagram
110124,"Play golf with Olympian, getting thrashed",pygmalion,anagram
25625,Left words for bride and groom in Venice,lido,assemblage
104626,This man's Merlot perhaps lacking body? On the contrary,edwin,anagram
34496,"Shrub, one that's in rising demand",lilac,container
25674,About ten engineers turned to go in,enter,anagram
138837,Race around holding letter finally found at back of study in a cupboard,credenza,assemblage
33070,Support heavyweight sea creatures,plankton,assemblage
123259,This is spinning plus a source of radiation,pulsar,assemblage
111833,Homer's first poncy hairdo can produce neurosis,hypochondria,assemblage
50888,Tell king to cheer up,relate,assemblage
40578,"Though English, it's Scottish",bute,assemblage
127545,"Everything we hear is ideal, but endlessly complicated",audible,anagram
90837,Reckoned it's deliberate,calculated,double definition
9451,Up in arms freebooter is beheaded,irate,hidden word
97512,"At this stage, bird injected with drug, finished",hereupon,container
112238,Music critic consulted over Beethoven's Fifth,shaw,container
21897,Executor's first to divulge what's left in the will,estate,assemblage
57481,"Hostile incursions into Greek island, say",inroads,assemblage
110468,"Suddenly appear depressed, being treated like rubbish?",blowin,container
47216,Confused tot given guidance,addled,assemblage
96723,Condition of lush sauces by Arab American,dipsomania,assemblage
37601,"Turns to go off at quarter to six, nine short",rotates,assemblage
99951,Arab statesman involved in womanising,omani,hidden word
3130,In small boat travelling into unknown,incognito,anagram
128724,Stir miso soup faster,piumosso,anagram
11446,Crimean War settlement here,yalta,double definition
140063,Most stylish relative I joke about,jauntiest,container
18107,"He will have marked cards, of course",tipster,double definition
141571,"Initially so passive, I perk up as spring goes on",spirally,assemblage
19187,See edges taken off by the ears,otic,hidden word
96069,"Nancy takes ego trip, which is lethal",cyanogen,anagram
129300,Exploded with fury when there's commission to pay,brokerage,assemblage
8540,Round v-vessels containing silver substitute,stopgap,container
65515,"Move unexpectedly, taking nothing from the best room",lunge,hidden word
19936,"Despite what's been said, a rat fell out",afterall,anagram
141399,South-east Asian fellow's upset young Arab?,foal,anagram
11987,Nark gets clear before legal eagle starts,nettle,assemblage
18270,Portion of tandoori cottage cheese,ricotta,hidden word
122798,Bask with leader in tabloid articles,sunbathe,assemblage
141591,"Quiet and timid, like Mickey, Jerry or Stuart?",mousy,double definition
42097,Terminal heart trouble,earth,anagram
61738,Friendly address is cold without its first effect on the skin,oldchap,assemblage
121507,Drama student may be fast to embrace translated Greats,stagestruck,anagram
125698,Sweetie admitting passion for dependant,hangeron,container
89158,"Way to serve potatoes, just stuffed with game",duchesse,container
134694,Turn back slow runners between defensive lines,midfield,container
6213,Sweet Manx language,maltese,double definition
97891,Drops put underground in the West Riding,dewsbury,assemblage
108234,A bird could be harmful if headless,fulmar,anagram
64458,Press turns up outside UN and it's a bit sticky,gunge,container
1812,Body in vehicle trunk?,carcase,assemblage
82861,Meadow has first of primroses in spring,leap,assemblage
85769,French monarch's solution? Fighting not fleeing,louis,double definition
141154,Raided by the police and broken,busted,double definition
111658,Fix a business chap a drink,pinacolada,assemblage
124190,Does song show elements of commendable quality?,goodness,double definition
39400,If darling gets left out in dance that's unbecoming,infradig,assemblage
35277,Wood is often hard,knotty,double definition
41159,It brings a lump to one's throat,adamsapple,double definition
821,"Unfortunately, dieter's eaten last of gateau, it's learned",erudite,anagram
123418,"Decorate from top to bottom, or vice versa",repaper,double definition
122487,"In ceremony, noise interrupts speech",ordination,container
134050,Boy to instruct officer over deceit? The dog!,bordercollie,assemblage
90176,"Particle gives spy clue, perhaps",molecule,assemblage
36826,"Walk, finding way to turn",stroll,assemblage
29368,"Stupid dunce, holding creative skill up, not yet found out?",untraced,container
44848,Original character in lady encapsulated by bright talent,flair,container
131403,A bit of rubbish Les cast outside,snaffle,assemblage
20160,Foretold about one that made affirmation,predicated,container
50671,An artist takes in abandoned ships,armada,assemblage
47412,"Design takes month, with gold",decor,assemblage
133918,Acts that violate acts,crimes,double definition
102149,He turned on blokes breaking dad's spectacles,phenomena,container
7291,I am stuck in traffic - abusive words result,tirade,container
