Index,Clue,Solution,gemma_predicted,Spaced_Solution
35970,Funding a musical that may be fascinating?,aida,assemblage,aida
94114,Secure report of a congregation that's little more than gross?,clinch,double definition,clinch
140435,Aren't diesel trains made to last?,eternalised,anagram,eternalised
80554,We hear a recluse takes mineral,ankerite,assemblage,ankerite
44762,"Returning instrument, which was acquired illegally",loot,anagram,loot
31555,"Trudge past Ireland, land not visible in a storm",traipse,container,traipse
109957,"Grouse shooting imminent, so surrender!",thegamesup,double definition,the games up
6152,Plug falling out and floating,adrift,assemblage,adrift
70918,"Work of a forger, bent but possibly lucky",horseshoe,double definition,horseshoe
127133,"Shy old copper, if well outside sanctum",diffident,assemblage,diffident
10706,Time to dress in worthless stuff?,garbage,assemblage,garbage
91002,A rook nested in smaller species' overcrowded area,warren,container,warren
39930,"Broadly similar, gold cups",largo,double definition,largo
34344,Rip off clothing item,fleece,double definition,fleece
52322,Understand girl gets made up,digest,assemblage,digest
114861,Isolation: it could be found in an old apple orchard,quarantine,double definition,quarantine
73388,Fashionable folk with affected gait carrying offspring,glitterati,assemblage,glitterati
107783,Having a choice makes them cross,electors,double definition,electors
37943,"Followed girl, within reason",ensued,container,ensued
127737,Vehicle wound round a bird,salooncar,container,saloon car
103756,Mounted on the side of Viva!,upwith,assemblage,up with
16522,Melody featured in Enigma Variations?,aria,hidden word,aria
90489,Skilled amateur in union creating scene,tableau,container,tableau
92187,See former pupil do his duty,observe,assemblage,observe
69264,Something to serve as intelligence about the sovereign,writ,container,writ
100011,"Where water speed records were set - not sonic, however",coniston,anagram,coniston
51462,Vanessa's involved with married lad,redadmiral,anagram,red admiral
103723,Miniature bears puff and creep,toady,assemblage,toady
47945,Artful avoidance of girl is no use,evasion,assemblage,evasion
25447,"Retiring say, after Republican papers fold",ridge,assemblage,ridge
109915,Go without a garment in parody,travesty,container,travesty
34158,Network Rail's plum post in London?,victoriastation,assemblage,victoria station
86865,"Siren's signal right, altered wrongly",redalert,assemblage,red alert
48930,'Ere's the police college - finally touching ?,endon,assemblage,end on
42513,Learner encountered bad weather in driving area,trainee,container,trainee
42906,"Copyright it, provided it's served before Christmas dinner, for example",aperitif,assemblage,aperitif
99620,Lab re-created a heart for a fish,albacore,anagram,albacore
102157,New Year tends to make us inactive,sedentary,anagram,sedentary
121338,Smart lawyer allowed dog to have lead removed,legaleagle,assemblage,legal eagle
25042,Individual's underweight: seaside atmosphere needed,ozone,assemblage,ozone
28621,The leg properly positioned to receive ball?,onside,double definition,onside
118218,Expression used to attract attention,look,double definition,look
132478,How much of the main substance is present? It's madness to include lithium,salinity,container,salinity
50860,A Broadcasting House workshop?,studio,double definition,studio
10898,"Manager is cool, having sun protection",supervisor,assemblage,supervisor
56069,"Brewer uses potatoes, filtering out oxygen and sulphur",teapot,anagram,teapot
51535,Manager is mean to worker,intendant,assemblage,intendant
33507,"Daft sheep, a rising bloomer",amaryllis,assemblage,amaryllis
112297,Youth leader ’appily listens a long time,years,assemblage,years
119723,After start of play lady embraces man in the gods,pantheon,container,pantheon
54562,My French girl must turn up and that's a sign,monogram,assemblage,monogram
98614,Big brother?,abbot,double definition,abbot
126731,Seafront is for crew forced to abandon leader,promenade,assemblage,promenade
52524,Redolent of a half-hearted sentimentalist,aromatic,assemblage,aromatic
82401,Crush tribal leaders with large following,trample,assemblage,trample
14515,Cope with death on the river,endure,assemblage,endure
25867,"Look, chaps - round, juicy fruit!",melon,container,melon
83438,Former philosopher has daughter brought to light,exhumed,assemblage,exhumed
91083,"Thespian, probably old, as male monarch",stager,assemblage,stager
12371,Hoop of iron - not the orthodox form,fringe,container,fringe
62897,More mature half-hearted serial killer,riper,assemblage,riper
75661,"Is dismissed, but doesn't go",playson,double definition,plays on
127,Knackered retina? Yes.,eyestrain,assemblage,eyestrain
8447,"A man short, stuffed by other team",chelsea,assemblage,chelsea
40518,Water-carrier died in a never-ending line at court,aqueduct,assemblage,aqueduct
132274,Fan of Spice Girl's biscuit?,gingernut,assemblage,ginger nut
32434,"Member of the police force, if qualified",officer,double definition,officer
71379,Character lacking tolerance from great books,bigot,assemblage,bigot
29626,Furniture with seats?,cabinet,double definition,cabinet
98446,The way builder's helper joins police,method,assemblage,method
12819,Old people entertaining Latin soothsayer,oracle,container,oracle
100780,Time for students to collect together,ragweek,assemblage,rag week
44267,Bottom employing this spacecraft?,shuttle,double definition,shuttle
102322,Equal distribution with grand court,quadrangle,assemblage,quadrangle
40895,"""Get up, Knight! The Queen!"" - and he does",riser,anagram,riser
82848,"Pour drink, leaving a bit of sediment in the top part",descant,container,descant
89104,A setback - very sad to get upset about it,adversity,anagram,adversity
4039,"Flower eaten by flea, unusual jumper",fairisle,anagram,fair isle
96466,"Employed around head office, not contracted out",inhouse,assemblage,in house
82692,Gunners entered privately,incamera,assemblage,in camera
53567,Newspaper editor forced out,expressed,assemblage,expressed
76236,Soldier tucked into old crone's dish,haggis,container,haggis
133614,Drunkard scoffs extremely luscious desserts in biannual events,solstices,container,solstices
114071,Periods Edward rubbed out,erased,assemblage,erased
139994,Lifts paper he's holding,hefts,container,hefts
117458,Articles on a menu arranged by club,athenaeum,anagram,athenaeum
265,Crusoe collapsed after run here,racecourse,assemblage,racecourse
93345,Mass of lymphatic tissue giving don ideas,adenoids,anagram,adenoids
128173,Writer badly mauled (but not dead) getting signal to enter burrow,samuelbeckett,assemblage,samuel beckett
82735,Paper train,express,double definition,express
41998,Uproar about one's bill,noise,container,noise
63515,Coming out for measures restricting work unit on church,emergence,assemblage,emergence
139358,"A blast from the past, old sanctions supporting Dutch in Australia",odzooks,assemblage,odzooks
120079,Scottish brewer sprayed one guy with last of beer,younger,anagram,younger
83261,Soft fall?,rainwater,assemblage,rainwater
101622,Stars smoke cannabis around queen in feverish condition,sunstroke,assemblage,sunstroke
20518,"Yawn at the end of King Kong, for instance",gape,assemblage,gape
8619,Will is offensive about male organ,testament,assemblage,testament
74882,In old money nearly always there's a queen ...,guinevere,assemblage,guinevere
59841,Holidaymaker going after sun getting help to remove coat,stripper,assemblage,stripper
46013,"Corporation boss revealed as radio neglecter, potentially bringing in revenue, primarily?",directorgeneral,anagram,director general
56706,Forgo one's turn - I am frequently appearing,passim,assemblage,passim
73359,Catty remark about a party in a field,meadow,container,meadow
64047,One felt interest in violin,amati,assemblage,amati
55445,"Jails, as opposed to non-custodial penalties",confines,assemblage,confines
121309,Leading division is hot? Clear off!,vanish,assemblage,vanish
13215,English beauty losing heart to person of taste,epicure,assemblage,epicure
103633,Row of houses,domestic,double definition,domestic
5210,Crack small fruit I pinched,solve,assemblage,solve
48310,Hold a show trial,rehearse,double definition,rehearse
139512,"Young producer, calculating type",multiplier,double definition,multiplier
56855,"Report suggesting ""allow notes A-F""?",bang,assemblage,bang
140548,Jaw about everyone before nine in the morning,maxilla,assemblage,maxilla
94692,Bush's networking set-up to beat Osama finally,lantana,assemblage,lantana
37197,"Something of use after ""black dog""",basset,assemblage,basset
110643,Leave reluctantly before society roughnecks appear,tearaways,assemblage,tearaways
108607,Harry Potter,niggle,double definition,niggle
2344,US pastor's conclusion about religious instruction starts to come apart,american,assemblage,american
89296,Arrests sailor starting scraps,aborts,assemblage,aborts
41125,"Unfortunately, Iris faced having skin punctured",scarified,anagram,scarified
96991,Lion-tamer is an idle outcast,daniel,anagram,daniel
111979,Love affair with office work? Not I,fling,assemblage,fling
33505,"Girl, Lily, drunk in a familiar bar",amaryllis,assemblage,amaryllis
127450,Twenty joining club maybe - a record at a sports ground,scorecard,assemblage,scorecard
101749,The Queen installing a swimming pool in a sacred spot,halidom,container,halidom
71225,Trouble with rent that could be destructive,tornado,assemblage,tornado
85467,"Prize for close of ""Close Encounters"" sent back",esteem,assemblage,esteem
56715,Advance needing to be paid? Keep quiet,subdue,assemblage,subdue
92425,Follow scholar around at teachings,dogmata,assemblage,dogmata
89204,"Sark boatless, Jersey or Guernsey getting boat",scow,assemblage,scow
134171,They leave their coats on the wall,plasterers,double definition,plasterers
91507,Flat rate?,rent,double definition,rent
73808,"Reciprocally, race home after river races for another option ...",pointtopoint,assemblage,point to point
135483,Plant some after a hot spell,feverfew,assemblage,feverfew
48774,A Liberal in prison,caliban,container,caliban
74956,"Third of colony, a thousand sat together",composed,assemblage,composed
90421,"Mean to look dangerous, given room",parlour,assemblage,parlour
71069,One with woad maybe heard applied to straits,dyer,double definition,dyer
38497,Here answer's having no name,anon,assemblage,anon
126938,Throw a tantrum when baby eats plant,playup,assemblage,play up
98182,"Contracting, hurried back with work for crew",narrowing,assemblage,narrowing
62109,Such a one may need concerted pain treatment,accidentprone,double definition,accident prone
29137,I start to cry and implore piteously,compiler,assemblage,compiler
12677,Simpleton is disorderly or amusing,ignoramus,assemblage,ignoramus
90013,Lord's rebelled over money,rosenoble,assemblage,rose noble
73482,Performing in opera outdoors,openair,assemblage,open air
16343,"Lizard, one climbing in South American region",iguana,assemblage,iguana
87511,One with a box in the nursery?,arboriculturist,double definition,arboriculturist
88012,"Following orders, excellent to get up during illness",compliant,anagram,compliant
102000,"Mad worker was TUC problem, a difficult one to deal with",awkwardcustomer,assemblage,awkward customer
22946,Country with superior border!,canada,assemblage,canada
92257,North American flower that's disgusting being worn,yukon,assemblage,yukon
119028,Where to find a paid informer?,classroom,double definition,classroom
39026,Old retired painter abandons society,aged,assemblage,aged
14831,Criminal alert amid court battle,waterloo,assemblage,waterloo
45674,Peruvian stock too hot to handle,incandescent,assemblage,incandescent
99223,What you encounter in nuclear theory is dull,earthbound,hidden word,earthbound
53845,"An isle - Greenland, perhaps",emerald,double definition,emerald
97506,"About ninety, one exercising, one having done a stretch?",excon,assemblage,ex con
10936,Mix porridge here,stir,double definition,stir
64665,"To socialise, tramp hugs knight and bishop",hobnob,assemblage,hobnob
47214,Rotten theologian in crooked deal,addled,container,addled
81507,Chuck set about old clergyman? That's badly done!,shoddy,container,shoddy
1275,"We're young people, so let's dance madly",adolescents,anagram,adolescents
105355,An amount of rye from the nursery?,pocketful,double definition,pocketful
81086,"Jolly good support and very little opposition, initially",bravo,assemblage,bravo
36341,One dressed in black: flipping stoned mourner?,niobe,container,niobe
79097,Dispose of foolish nonsense in contrasting volumes,polishoff,double definition,polish off
60329,Having lately joined a certain choir? Absolutely,dead,double definition,dead
132495,Doctor begs nurse for classes,subgenres,anagram,subgenres
15842,County clique after return of corporal punishment,dorset,assemblage,dorset
117765,Will find postal order in one's wallet,purpose,container,purpose
132313,Order people filling in survey to start again,recommence,assemblage,recommence
140492,Stupidly goes by bad parts of round,bogeys,anagram,bogeys
118612,Upholders of glass ceiling are on board,sexists,container,sexists
93575,Is Harpo Marx starting to make a witty sally,aphorism,anagram,aphorism
68726,Results are usually laughable when this missile is launched,custardpie,double definition,custard pie
96885,"Thanks to book, Delia's strangely tormented",tantalised,assemblage,tantalised
65477,Rod's to continue the innings,baton,assemblage,baton
111308,Consider acquiring inverted nose ring,resonate,assemblage,resonate
126653,"Fish and fruit, right to the end",gaper,assemblage,gaper
123820,Doctor regains gun primarily for applying lubricant,greasing,anagram,greasing
118402,The Dogs of War?,terriers,double definition,terriers
134267,"Pen novel for reclining dictator, some light material",styrofoam,assemblage,styrofoam
119590,Solidly built bunch of idiots?,thickset,double definition,thickset
60001,Right page found by cowboy?,proper,assemblage,proper
5519,River guide to straighten out fool's garment,coxcomb,assemblage,coxcomb
135970,"It's deceitful - ""hat"", if clued cryptically?",badfaith,double definition,bad faith
1183,Wretch in peasant garb removing top,louse,hidden word,louse
30356,A sound people have time for making up,atonement,assemblage,atonement
36129,Good god!,okra,assemblage,okra
114038,Stops on this red with no gear changes,reedorgan,anagram,reed organ
26911,The ABC of literature?,letters,double definition,letters
75971,One used to avoid getting the ticket,parkingmeter,double definition,parking meter
124009,Male's setback,tup,anagram,tup
56872,Gloomy dean's head and backside,drear,assemblage,drear
135737,Love sex from behind hugging old singer's wife,yokoono,container,yoko ono
85018,Dismiss one on the register,cashier,double definition,cashier
64851,"Religious leader, follower of Martin Luther",king,double definition,king
100616,Leader has worked hard,shah,assemblage,shah
132004,Bun in oven initially jarred when entering state of matrimony,connubial,assemblage,connubial
126657,Member employed to split the opposition?,swordarm,double definition,sword arm
10870,"Alluring, full of Eastern sparkle",gleam,container,gleam
69789,"Of course, part is in apple-pie order",straight,double definition,straight
101068,Addict vetoed dodgy ecstasy,devotee,anagram,devotee
73789,"Called into action, when out to lunch",deranged,assemblage,deranged
141480,"Chekhov, say, heading off from part of Switzerland",anton,assemblage,anton
132387,This comedian has got into fiddles,funnybusiness,assemblage,funny business
58245,Widely shown film of American disaster,cinerama,assemblage,cinerama
65806,A revolutionary wall painting that sounds a warning note,alarum,assemblage,alarum
111083,Obtained round number in combination,together,assemblage,together
77308,A cricket captain may do so and confess,declare,double definition,declare
8236,Birds presented with bill for geranium,cranes,double definition,cranes
94004,A hindrance to marketing of water,adamsale,assemblage,adams ale
82468,Rookie wearing militia's diving gear,scuba,container,scuba
6452,"Fellow who can spell: after he's died, remove all traces",obliterate,assemblage,obliterate
125003,Domestic problem having to tell mother to cut rent,risingdamp,assemblage,rising damp
74593,"Comprehensive description of ""The Three Blind Mice""?",detailed,double definition,detailed
120427,First lady wears clothes of satin - they were magnificent in the film,seven,container,seven
7251,Spirit captures wild gnu in swamp,engulf,container,engulf
141675,More difficult in larger form,gnarlier,anagram,gnarlier
73956,Screen reservists assuming outcome for bloody dispute,vendetta,assemblage,vendetta
87894,"Gifted holy converts, many times over",eightyfold,anagram,eightyfold
75268,Advantage securing a judge in contact with ground level,barefoot,container,barefoot
93660,A writer Kipling never expected to meet,twain,double definition,twain
73296,Old emperor in overlapping desert expedition,rastafari,assemblage,ras tafari
33995,Record appearance of full moon,disc,double definition,disc
74709,Stockings getting runs in clothes drier,horse,double definition,horse
59918,One's in bed with female from another planet?,sheet,assemblage,sheet
105963,Fruit seeds produced by Spiro Agnew (the last to be dropped for President),orangepips,anagram,orange pips
65983,Some American depositors backed this inventor,otis,hidden word,otis
128604,Party elected to kill,doin,assemblage,do in
19849,Resident in area luckily unaffected,real,hidden word,real
121917,Corrupt umpire is immoral,impure,anagram,impure
53297,Meat - reports of lamb - around in islands,bahamas,assemblage,bahamas
52667,"High jumper to run, it's announced",flea,double definition,flea
129122,"Bolt in trouble, turned up nursing broken toes at end of race",gotoseed,anagram,go to seed
119353,Quick steps taken up by old English soldier,gijoe,assemblage,g i joe
57910,"A word like ""logo-mines"", perhaps?",neologism,anagram,neologism
74411,Refusal of agreement to keep Irish province,denial,container,denial
118034,Expression of approval the Spanish love to come up with,ole,assemblage,ole
107907,Aliens go mad for fuel,gasoline,anagram,gasoline
45755,"Definitely short and sweet, perhaps",course,double definition,course
127485,Repeated annual check gets the bird,motmot,assemblage,motmot
14479,Boring makers of laws,awls,anagram,awls
102462,Complete extrovert,unreserved,double definition,unreserved
36154,Bail is arranged for those with proofs of innocence,alibis,anagram,alibis
64717,Flag email from criminal,oriflamme,anagram,oriflamme
127608,Early birds found here at Cheshire mill,hatcheries,anagram,hatcheries
86669,Slim and winning but losing one's hair,thinontop,assemblage,thin on top
71709,"Relative, the aforementioned proposition",thesis,assemblage,thesis
26650,Count about eleven ends with South American,census,assemblage,census
125372,"Major cut to obsolete weapon, with political co-operation",bipartisan,assemblage,bipartisan
25024,"Pick up fish, placing first two at the rear",glean,assemblage,glean
71415,Mountain dweller coming in without more ado,oread,hidden word,oread
131311,Soprano begs for flower arrangements,sprays,assemblage,sprays
63547,Out to the opening ball from a spin bowler,offbreak,assemblage,off break
67604,Writing crosswords is getting hard,setting,double definition,setting
6347,Regret head having little time in the centre,bemoan,assemblage,bemoan
140284,Scavenging insect disturbed deer and shortly bolted,dorbeetle,assemblage,dor beetle
109304,Is he in the middle of nowhere at odds with creation?,anchorite,anagram,anchorite
30234,Perhaps flies home etc recklessly within seconds,insects,assemblage,insects
113413,Work ethic following a payment matey's pocketed (thus?),parenthetically,assemblage,parenthetically
19308,Go back to pay for another round,retreat,double definition,retreat
15815,Naval officer and author having destiny on island,loti,assemblage,loti
35345,Weapons turned on quarry,stag,anagram,stag
128936,"Some bits pong, especially bums",sponges,hidden word,sponges
122794,Single-minded alumni scattering seeds,obsessed,assemblage,obsessed
96097,Loose body bits next to science room E?,flab,assemblage,flab
51565,Way out insect with many a substitute,locum,assemblage,locum
127676,Facial feature's pleasantly warm,genial,assemblage,genial
58709,Pacifier to go on trial,dummyrun,assemblage,dummy run
28998,"What Jersey did, presumably, banning English humour",mood,assemblage,mood
117231,"Armstrong and Miller, say, take a quick nap with setter in Jordan's arms",jazzmen,assemblage,jazzmen
54712,Close a make-up case,compact,double definition,compact
73651,They troubled Macmillan and Steven,events,anagram,events
85241,"Divine cowgirl, we hear, passed the salt",iodide,assemblage,iodide
9915,"Retriever, for example, raised with intelligence to bring bird",godwit,assemblage,godwit
39311,Relish country's leader moving to the right,taste,anagram,taste
134354,Finished digging? My congratulations!,welldone,double definition,well done
41288,Secretly maintain hotel's leafy area,harbour,assemblage,harbour
82868,Spooner to cuddle vagrant? Nonsense!,humbug,anagram,humbug
35145,One short meal allocation - and what Oliver would have liked!,iteration,assemblage,iteration
29637,Publication showing current changes,tidetable,double definition,tide table
126466,Live outside right the same as live outside left? Not likely to last,breakable,assemblage,breakable
69160,"Money once pocketed by runner sent back, it's learned",educated,container,educated
77353,Kid rings sister with unusual problem,conundrum,assemblage,conundrum
10679,"Skirt backing, say, removed from sign",mini,assemblage,mini
128659,Keeps breaking down in tears,retains,anagram,retains
96427,What could indicate a limited number being really excited,turnedon,double definition,turned on
32981,Accomplished poet loses heart,done,assemblage,done
98325,"Meet with disaster, provoking demon on cue",comeundone,anagram,come undone
33104,Former African area in the southwest,exmoor,assemblage,exmoor
67305,Bring in organ before Beethoven's Ninth,earn,assemblage,earn
131226,"Wife escaping winding of twister, as bricks falling?",tetris,anagram,tetris
137397,He wrote about brothers in party changing votes - heavens!,dostoevsky,assemblage,dostoevsky
6184,Foreign city that can't quite offer enough for sect member,essen,assemblage,essen
42244,School report taken in,eaten,assemblage,eaten
105145,Submissive prodigal son comes first,slavish,assemblage,slavish
37646,They are wound and screwy,wingnuts,double definition,wing nuts
35683,Sound smack around whelp's head,twang,container,twang
89845,Almost too soon after noon,nearly,assemblage,nearly
123167,Tough pre-development of sixties' bestseller,thegroup,assemblage,the group
84220,Beer bottle for Brecht's mother,courage,double definition,courage
53746,Chic lost as turning to bluestocking?,scholastic,anagram,scholastic
44873,Offer to acquire new tie,bind,assemblage,bind
18185,One composer chosen for new orchestration ahead of another,schoenberg,assemblage,schoenberg
61131,Censor a headline,banner,assemblage,banner
77376,Intelligence services see note that's taken from a dupe,mickey,assemblage,mickey
138361,"Smearing teacher, having deployed a bug outside home",bedaubing,assemblage,bedaubing
137385,"Visiting Bergen? That's not right, not at all!",innoway,assemblage,in no way
91211,Top worn by a barbarian,beast,container,beast
26528,Here to make an introduction,present,double definition,present
11096,Shed a little off the perpendicular?,leanto,double definition,lean to
104767,Fish served by second pub on list?,barb,assemblage,barb
86902,See a man struggling with a tentacled marine creature,seaanemone,anagram,sea anemone
2739,Drop - it's the doctor's turn to take it,omit,assemblage,omit
129129,A villain finally turning up on the fifth dimension's fourth hub,nave,assemblage,nave
131114,Goes a long way with veg and soya mince,voyages,anagram,voyages
52867,Old ascetic drinks cold spirits,essence,container,essence
59362,Bob's actress,sleigh,double definition,sleigh
139304,Reporting for work,journalism,double definition,journalism
73548,Demonstration of spiritual strength,proof,double definition,proof
81634,Zorba in Toledo?,elgreco,assemblage,el greco
44539,American coach keeps bill for calculator,abacus,container,abacus
100277,Old tape in use to maintain clear reproduction,incle,hidden word,incle
47161,A beast in distress lowers,abates,anagram,abates
117208,Addition to passport not altogether advisable,visa,hidden word,visa
53813,Do see to Mr Nasty's hard skin,osteoderm,anagram,osteoderm
112047,Dated and removed,tookout,double definition,took out
66316,Need link to supply light,enkindle,anagram,enkindle
7714,Fighter for crown in Punic or Napoleonic wars,unicorn,hidden word,unicorn
18522,"No parking in front of club, say",utter,container,utter
90113,Local tour going back up crest of Cheviots breaks into a fight,pubcrawl,assemblage,pub crawl
9700,Poor diet''s effects on banker,depositor,anagram,depositor
44071,"Rendered a tune, setting up a Spanish drink",sangria,assemblage,sangria
72214,Material found by model in bathroom,toilet,assemblage,toilet
35443,Running water for hire - that's about right,torrent,assemblage,torrent
91367,Model I stick up? No way,notabit,assemblage,not a bit
33601,Specialist in stocktaking?,rustler,double definition,rustler
74328,Pervade conundrum,riddle,double definition,riddle
54961,"Concerned with check holding trial up, heading for gaol",regarding,assemblage,regarding
29758,Judge an instrument,recorder,double definition,recorder
30849,Criminal career kept failing after ceding power,racketeer,anagram,racketeer
62588,Insignificant fellow spattered panda with dirt,dandiprat,anagram,dandiprat
124098,"Having got in, I've turned to get food - that's certain",inevitable,assemblage,inevitable
36703,"Not late, but nearly lost a point",early,container,early
141505,"Noble statesman pursuing grouse for his dinner, perhaps",beefwellington,assemblage,beef wellington
127562,Old houses terribly dry east of Edinburgh's outskirts - so dry,dehydrated,container,dehydrated
42087,In which one should certainly hear a pin drop,bowlingalleys,double definition,bowling alleys
23072,Go off with retired policeman at conclusion of case,explode,assemblage,explode
49100,A pointless contest for the loser,lovegame,assemblage,love game
70317,"Engagement ring ripped from rampant toad, marriage's ending?",date,assemblage,date
85874,Buffalo Bill is performing - not bad,bison,assemblage,bison
36860,Serving men and women operate from behind it,baseline,assemblage,baseline
11980,Start to bet when Bella's playing a game,baseball,anagram,baseball
88637,He won't get out quickly with one iron in both hands,lifer,container,lifer
43999,Smash hit enthralling an island republic,haiti,container,haiti
68899,The old man's wife's born a Native American,pawnee,assemblage,pawnee
127850,Plant that a woman passes on to another?,ladysmantle,assemblage,ladys mantle
44248,A French flat - that's odd!,uneven,assemblage,uneven
4107,Declare support,maintain,double definition,maintain
22374,Revealing dead princess's emotional resolution,disclosure,assemblage,disclosure
140786,Nature's forecasters use brains to obtain current research and development,rainbirds,anagram,rainbirds
118829,Observer Magazine,spectator,double definition,spectator
100130,"Polish close borders, more or less",emend,assemblage,emend
37813,Source of Columbus's sail,genoa,double definition,genoa
4232,Prisoner found in wretched cluster of houses,village,assemblage,village
85286,Introduce trendy source of booze - only one left,instil,assemblage,instil
103368,Start undesirable group,outset,assemblage,outset
34023,Capital investment in brothels in Kiev,helsinki,hidden word,helsinki
131083,They were once responsible for the mail,armourers,double definition,armourers
38053,"Once in the red, the Guardian's going out",exodus,assemblage,exodus
47680,Fights that dogs enjoy,scraps,double definition,scraps
119985,"Stroke little cherub, showing no love",putt,assemblage,putt
12753,Greens worked to protect last of pristine deserts,reneges,anagram,reneges
108514,Changes of mind that could get bats run out,aboutturns,anagram,about turns
68661,Ways to be heard on an island,rhodes,double definition,rhodes
35129,The archdeacon always put on outward show,veneer,assemblage,veneer
76928,Clothes one changes in the car,gear,double definition,gear
33072,Idiot put on weight - it's the whale diet!,plankton,assemblage,plankton
15885,A little peck is seen here,kiss,double definition,kiss
129442,Hail or drops of water in Scotland,greet,double definition,greet
4422,Flower about to be eaten by goat on a mountain?,buttercup,assemblage,buttercup
19766,German city circulating a list of necessities,essentials,container,essentials
107084,Description of wine: half of it must be swallowed by a topsy-turvy sailor,portrait,assemblage,portrait
48282,"Don gets silver, note, in Olympic event",dressage,assemblage,dressage
101044,"Like Shelley's poetic spirit, it's mostly babble",blithe,assemblage,blithe
136233,"Trailer, so entertaining TV show gets support",adherence,assemblage,adherence
28827,Break into the Iberian nosh-up,burgle,anagram,burgle
15127,The last book to bring joy to the cleric,revelation,assemblage,revelation
3600,Make a fuss about the centre of Dartmouth - a Devonshire speciality,creamtea,container,cream tea
2071,Novice appears in the Seraglio in New York,harlem,container,harlem
65127,Transport unfortunately isn't arriving ...,virgintrains,anagram,virgin trains
141104,Go from first to second to suspend energy on entering knockout competition?,changeup,assemblage,change up
126791,Pedagogues' league sample heartless crackers,nutty,assemblage,nutty
61054,"Green track over in west, east of motorway going west",immature,assemblage,immature
71443,Defeat makes no difference to mum or dad,reversal,double definition,reversal
69079,"Mendel, perhaps, was the first French writer here in French street",geneticist,assemblage,geneticist
15304,"Centrepiece Peregrine ordered, but not the right one",epergne,anagram,epergne
17029,Drawing instrument found amongst dividers?,ruler,double definition,ruler
110283,Tense American hits clumps of grass,tussocks,assemblage,tussocks
84083,Never coming to a vital conclusion,undying,assemblage,undying
70931,"Hoisting this, the builder strained a ventricle",cantilever,anagram,cantilever
39617,Like it knocked back?,asti,anagram,asti
17375,Scribe has last word about a new university attended by relative,amanuensis,container,amanuensis
40350,Evidence of a leak? Contact the attendant,seepage,assemblage,seepage
69940,His forecast originally was wrong,fish,assemblage,fish
118167,Plans to move aside,ideas,anagram,ideas
3557,Europe set against taking in former currency,peseta,hidden word,peseta
2029,Don't travel through Armenia topless and drunk,remain,anagram,remain
28814,Stroke to the pole that long shots require,telephoto,assemblage,telephoto
89370,Very small river flowing through New York,teensy,assemblage,teensy
31162,On land with a wild horse,ashore,anagram,ashore
66702,Snake's partner - large snake,ladder,assemblage,ladder
89966,"West going north trapped by minor crush, easily sickened",squeamish,container,squeamish
90493,Picture my heart at bottom of list,tableau,assemblage,tableau
13723,Stay to eat and drink,supporter,assemblage,supporter
105955,Swimmer giving bottom a good licking,seatrout,assemblage,sea trout
80651,Horses paid out scores,rhapsodies,anagram,rhapsodies
21448,Parking by the verge is proper,prim,assemblage,prim
121287,It's kept in banks but also found in circulation,blood,double definition,blood
98129,They may turn some into a ferment,emotions,anagram,emotions
46177,How the weather can heat kettles,elements,double definition,elements
56893,Arab chief's tremor when speaking,sheikh,double definition,sheikh
83667,Variety of yellow crackers? Not quite,banana,double definition,banana
101162,Open a Bible with love when getting hitched,avowed,assemblage,avowed
64602,"Cold peaks, flipping ___ cold one",icecaps,assemblage,icecaps
24443,"Triumphant cry, eclipsing old record top mark",alpha,container,alpha
41440,Point to unusual Roman invader of Britain,norman,anagram,norman
38117,Copper to upbraid churchman,curate,assemblage,curate
5178,"""Nul points"" in the Brazil-Chile match",zilch,hidden word,zilch
52101,Father is holding learners responsible for unnecessary embellishments,frills,assemblage,frills
11043,Perhaps Labour blunder turns into potential embarrassment ...,boobytrap,assemblage,boob ytrap
114424,It costs nothing to give it a try,freesample,assemblage,free sample
106302,Controversially his (or her) IT crashed,their,anagram,their
45672,Liar hangs out in idyllic location,shangrila,anagram,shangri la
138902,"I punch counter, grabbing hot veggie snack",bhaji,container,bhaji
117515,"Mate sheepishly, with hurt expression, getting caught - perfect!",touchup,assemblage,touch up
141479,No citrus flavour before with balsam? Leave well alone!,nolimetangere,assemblage,noli me tangere
49196,Show appreciation of service (official),tipstaff,assemblage,tipstaff
136411,Bosses putting hand under jumper?,topbananas,assemblage,top bananas
26306,"Wine, less than half its content given up for soak",claret,assemblage,claret
60847,Floating vote again spoiled,evagation,anagram,evagation
80688,Giving back the remains: I'm out of place in teaching,restitution,assemblage,restitution
141173,"Derby's filly, kicking out every second, is a lure",dryfly,assemblage,dry fly
97189,Sailor you once left for a poet,pope,assemblage,pope
77522,"Head off old car, producing road rage, for example",anger,assemblage,anger
140504,Recurrent award shows approval of eco-friendly publishing,ebooks,assemblage,e books
76640,Decline to respond to come-on,pass,double definition,pass
38472,Mug against accepting love token,coupon,container,coupon
40500,High-fliers broadcast on station (not English),aircrew,assemblage,aircrew
76712,"Box, for instance",case,double definition,case
73395,"It's needed by diplomat, actually",tact,hidden word,tact
7876,Quiet after Rhine trips? It's the wine!,rhenish,anagram,rhenish
41843,Blue rooms out east,morose,anagram,morose
12702,This is a distinguishing feature of a hurtful type,sadist,hidden word,sadist
103474,The point of a quarrel?,arrowhead,double definition,arrowhead
134802,"With ultimate skill, collecting finished vehicle",hovercraft,assemblage,hovercraft
