Index,Clue,Solution,Spaced_Solution,gemma_predicted
118326,Decorating it with pregnant bats,patterning,patterning,anagram
137517,Old boy dances with wife during Black Sabbath hits,bodyblows,body blows,assemblage
61092,Domestic flights,staircases,staircases,double definition
15407,Have a mind to have a party,entertain,entertain,double definition
3912,Drink from the basin,absinthe,absinthe,anagram
118232,Rushed a hideout,hied,hied,hidden word
26343,It may be of untold value,secret,secret,double definition
134226,"Coalition supplied balance, ultimately helping?",federation,federation,assemblage
18054,Waif shows vital energy when boarding vessel,urchin,urchin,container
56694,Did Sue and Dot dash off?,usedto,used to,anagram
60575,I'm surprised Kay's on fiddle,cook,cook,double definition
20306,Creature of air (male) to take to water,bathe,bathe,assemblage
69849,Expression of surprise about a publication in Ulster,omagh,omagh,container
93470,Reciprocal element reflected in typical autumn fashion,mutual,mutual,hidden word
72732,Snake and dog in crafty contest,boatrace,boat race,assemblage
21437,In my sleep I composed a long poem,epic,epic,hidden word
90347,Account that's due showing effect of inflation,billowing,billowing,assemblage
55129,Test requirement that's set too high?,overrate,overrate,double definition
15780,Sign of too much discipline,bull,bull,double definition
40432,Study that is occupied by archdeacon with New Testament handy,convenient,convenient,container
43356,Enthusiastic jazz singer behind London theatre,lyrical,lyrical,assemblage
64861,A lot of money that's forced into the ground,pile,pile,double definition
96613,Good worker tackling tip of iceberg in Titanic,giant,giant,assemblage
13075,Withdraw with a slight injury,scratch,scratch,double definition
96705,"US shooter backing renegade, rogue nation",tarantino,tarantino,assemblage
54768,Girl returned on time with ace - of diamonds?,eustace,eustace,assemblage
110556,"Well woman visits teacher, missing a university",gusher,gusher,container
28225,Old Irish characters around Omagh,ogham,ogham,anagram
87671,Shot decent score in golf? Caddie regularly records ranking,hitparade,hit parade,assemblage
3115,Trainee lyricist secures a large job,learner,learner,assemblage
26830,Object when wearing torn clothing,raiment,raiment,container
38987,Hawk lifts royal sheep above the tops of elm trees,market,market,assemblage
56328,"With, for example, outside influence",sway,sway,container
97843,"Joined up, but went on a military campaign without one",soldered,soldered,double definition
35408,"Drive mad queen into jeopardy, almost",derange,derange,container
56256,Suspicious bag unopened,iffy,iffy,assemblage
25421,Grassy meadow provided pasture,leafed,leafed,assemblage
41676,Circus performer - a heretic or revolutionary,charioteer,charioteer,anagram
13210,Ways artist's lifted up magazine,arsenal,arsenal,assemblage
116490,"Without help at first, is unable to sing",chant,chant,container
4493,Grim looking under fly in soup,unfriendly,unfriendly,assemblage
88031,Medal distribution halted,lamed,lamed,anagram
66292,One of the Beach Boys?,lifeguard,lifeguard,double definition
113918,"Small present wife returns, about to end in acrimonious, bitter blows",snowstorms,snowstorms,assemblage
135739,"Me, by vodka shot (having skipped introductions), put on floor",kayoed,kayoed,assemblage
83013,He's engaged in outdoor pursuits,hunter,hunter,double definition
53293,"Robbed a craftsman, holding up a series of shops",arcade,arcade,container
98017,Here dragons floor the war department band,komodo,komodo,assemblage
31737,What gunrunners take part in?,armsrace,arms race,double definition
63963,Affected type from the Paris model agency?,poseur,poseur,double definition
102164,"Luke sees Mary, perhaps, as one seldom given due welcome",asylumseeker,asylum seeker,anagram
133865,Building under a site is more rickety,unsteadier,unsteadier,anagram
73050,Soccer bosses left in dark opening,fanlight,fanlight,assemblage
85597,Father takes on arbitrators in quarrel,fracas,fracas,assemblage
61117,Speech to put off by replacing silver with a bit of it,discourse,discourse,assemblage
102006,Birds avoiding the last half of mighty storms,migrants,migrants,assemblage
69349,God in charge? There's no peace here,panic,panic,assemblage
69232,Some found Eton a terrific blast!,detonate,detonate,hidden word
79362,"One quarter into gloomy, mournful song by soloist",monody,monody,container
118008,"One working with Morse, radio operator in part of London",lewisham,lewisham,assemblage
31918,Go on without PR for scary female,ogress,ogress,assemblage
40370,Last possible holiday destination?,resort,resort,double definition
3289,There's nothing left? That's hunky-dory!,allright,all right,double definition
128975,I am shortly to be taking part in a council election - what an idiot!,imbecile,imbecile,assemblage
97968,Canvassed views,landscapes,landscapes,double definition
82514,"Heartless love, something superficial and hard about it",callous,callous,container
96165,Pluck model instrument,spinet,spinet,assemblage
77944,Engineer's responsibility taken by the navigator,bearings,bearings,double definition
108341,What's triple-layered? The answer's somewhat coincidental,threeply,three ply,assemblage
8050,"Taline, a kinky girl",natalie,natalie,anagram
10439,Give birth to animal,bear,bear,double definition
11490,Show progress? Don't exaggerate!,comeon,come on,double definition
27477,Players' last practice session covered up,dressrehearsal,dress rehearsal,assemblage
16521,Song with a retrospective melody,aria,aria,assemblage
81907,Bread gets left inside jar,clash,clash,container
77274,"""John holds me"" - this leads to correction or clarification",imean,i mean,container
21349,China's money tree,palm,palm,double definition
133497,Make new home right above East Yorkshire town,resettle,resettle,assemblage
39074,Some regularly flee rising pollution,smog,smog,assemblage
117727,"Mountain climbing and sailing not hard, so unconvincing performance",playacting,play acting,assemblage
17590,Sturdy old banger's bonnet covered in iron oxide,robust,robust,container
69417,"Norse collection needed, say, regularly",edda,edda,hidden word
91859,"Scorer of double hat trick, entertaining pinnacle of Elland Road",verdi,verdi,container
31400,"Even so, I'd resolved to take the plunge",nosedive,nose dive,anagram
35015,"Brought up without the social graces, I maintained harmony",union,union,hidden word
878,Quote cut during actual performance,recital,recital,container
91453,Transitive heel and foot,trotter,trotter,double definition
114905,Gear case?,kitbag,kitbag,double definition
134644,It should be impossible to pick husband largely on chum's tip,chubb,chubb,assemblage
5343,"Shaking rear in defiance, poisoner with toxic tail aggravated, as stinger",scorpion,scorpion,anagram
43180,Joke with a lady?,gaga,gaga,assemblage
93781,Land makes outlaw happy and he's reformed,bangladesh,bangladesh,assemblage
50020,Stops at a nice part? How wicked!,satanic,satanic,assemblage
35100,Chaos could be regarded as fun,snafu,snafu,hidden word
117892,"Sell iodine, perhaps, as a substance in paint",linseedoil,linseed oil,anagram
36238,Having to guess when Enigmatist gets out of order!,estimating,estimating,anagram
104711,Firm with policies making home safer?,insurer,insurer,assemblage
129008,"Atmosphere Longfellow captures in no time, poetically",erelong,erelong,assemblage
122942,Islander initially shot a grouse,samoan,samoan,assemblage
18442,The Queen right or wrong?,error,error,assemblage
8551,Sort of nerve through which spirit?,optic,optic,double definition
95543,"Take action against Twycross, perhaps, after loss of larynx",sue,sue,double definition
78808,Local death of Ericsson broadcast,necrosis,necrosis,anagram
109077,"Slowly shift PC and get Apple, good but oddly deficient",plod,plod,assemblage
24863,"Worry? I'm thinking: ""Job""",career,career,double definition
90377,Journalist's one man that could be a leader,editorial,editorial,assemblage
12678,Not-so-wise guy stupidly smug on air,ignoramus,ignoramus,anagram
74985,Greek island with hot club,cosh,cosh,assemblage
3288,Nothing left is safe,allright,all right,double definition
83069,Old robbers ignoring opening for recreational drugs,opiates,opiates,assemblage
62470,First bit of chapped skin? Tear off a strip,chide,chide,assemblage
121596,Great place for thieves cased by bent police officer,superintendent,superintendent,assemblage
85732,Size up a house plant?,repot,repot,double definition
79313,"Poet certified Prisoner of Zenda, up or out",ezrapound,ezra pound,hidden word
14514,"Last runner through Yorkshire, last",endure,endure,assemblage
42584,Group to get off when torched?,setalight,set alight,assemblage
84765,Flower given to darling creates effect,execute,execute,assemblage
96588,Drug joint's menu item?,potroast,pot roast,assemblage
48594,It's hard to understand a goody getting right into evil behaviour,abstruse,abstruse,container
15635,Oval jugs made by a former foreign hand,jugoslav,jugoslav,assemblage
70617,"Explain complicated clue, a right puzzler initially!",clearup,clear up,anagram
7383,There's little shelter from drink - one needs the poison,portico,portico,assemblage
75638,Boy attending a musical performance,sonata,sonata,assemblage
131487,Philosopher's theory pagan slammed,pythagorean,pythagorean,anagram
122146,A lone crab scuttles round by the sea in Spain,barcelona,barcelona,anagram
98433,"Once called the universal doner, reportedly a mistake",typo,typo,double definition
110062,City presenting huge temptation for gardener,bigapple,big apple,assemblage
20370,He endeavours to sit astride horse and set off,trigger,trigger,container
134355,Spending two days gardening with inside knowledge,weekending,weekending,container
29751,Cardboard saint upset in Kent?,whitstable,whitstable,assemblage
109808,Chimp loath to get hit about the eye,ophthalmic,ophthalmic,anagram
57830,Arctic rocks unmoved,icecold,ice cold,assemblage
35190,Dine out on candy? A potential killer!,cyanide,cyanide,anagram
119094,Hint that simply pointless,imply,imply,hidden word
59751,Shrub from which bee pursues mum,madrone,madrone,assemblage
52416,Wild animal best caged initially when on board,bobcat,bobcat,container
85781,I'm not sure young scientist should be in cast - it's torture,thumbscrew,thumbscrew,assemblage
41595,Delays and keeps at a distance,holdsoff,holds off,double definition
46230,Protester topped bowman,archer,archer,double definition
14029,Fine-tune vehicle,goodstrain,goods train,assemblage
116431,Alternative stock market's not so unpredictable,aimless,aimless,assemblage
105732,Votes could be wrong ones,noes,noes,anagram
49043,Planes manufactured in Italy,naples,naples,anagram
67865,Readiness to lose belief without very good deed,defeatism,defeatism,assemblage
98897,In where they tend to get you out,hospitalised,hospitalised,double definition
127081,"Where, in London, dozens of tradesmen are generous?",bakerstreet,baker street,assemblage
128981,"They have no choice, poor chaps",beggars,beggars,double definition
29064,Transport of fury (or vice versa),roadrage,road rage,assemblage
138175,Like a tree? Dog may have,barked,barked,double definition
130578,Week remains Doris's cleaning time?,washday,washday,assemblage
28331,Something causing wound? Material initially sent up includes absorbent fabric,splinter,splinter,container
114917,Nationalist in touch with affection's tumult,patriot,patriot,assemblage
88322,Defer changing Sam's boss's name,frederick,frederick,anagram
49551,Check straps of underwear,scanties,scanties,assemblage
114467,Records including your old string players,lyrists,lyrists,container
2258,Hinted setter's bed contains a lot of bugs,implicit,implicit,container
47584,Fruit producer on a poultry-farm?,eggplant,eggplant,assemblage
50043,A male doctor's rounds,ammo,ammo,assemblage
111192,Honestly devoid of cant?,onthelevel,on the level,double definition
120808,"Preacher, or reciter of poetry?",layreader,lay reader,double definition
70240,Supposed origin of president's diary in taxi at home,logcabin,log cabin,assemblage
100901,The joys of shifting super ales,pleasures,pleasures,anagram
52162,Report of a couple of fruits producing disease,beriberi,beriberi,assemblage
51174,"Once gay characters reform, there's reasonable treatment for women",gynaecological,gynaecological,anagram
29634,A right in a wrong is still a wrong,avarice,avarice,container
62221,"Plain menu appearing all fancy, finally",ugly,ugly,assemblage
15486,A lake fed by a river (more like the Dead Sea?),aral,aral,assemblage
69390,Some peculiar denizens of the forest,arden,arden,hidden word
137989,Male with a zip cut old wooden bowl,mazer,mazer,assemblage
107223,Plan for land corps?,rotationofcrops,rotation of crops,double definition
16264,Key to the London dogs' home,isle,isle,double definition
118093,Sea air won't upset poor community,shantytown,shanty town,anagram
25868,People about to see fruit,melon,melon,container
97024,"Left in after this time, so upset clovers",ladinos,ladinos,assemblage
4940,Consternation at sweet potatoes I'd brought up,dismay,dismay,assemblage
65503,Critic sounds full of disgust at the bloodshed,slaughter,slaughter,container
8395,Expedition set off,trip,trip,double definition
64728,Place for eating dog's dinner,mess,mess,double definition
107421,Rewriting Roald Dahl's final piece for money,dollar,dollar,anagram
102763,One with obsessive interest about fish,tuna,tuna,assemblage
9918,"Carriages to inflict damage on joints, we hear",hackneys,hackneys,assemblage
40661,The craft of dressing?,sauceboat,sauceboat,assemblage
69303,Discriminatory fifth-rankers catching seventh note,elitist,elitist,container
36991,Infection around spot needs cream applied regularly,cholera,cholera,assemblage
135031,"You, on boat's capsizing, may give something less than three cheers",yesbut,yes but,assemblage
9526,Imagine Dr West coming back!,dream,dream,hidden word
95537,Pin-up of uncovered tart,cheesecake,cheesecake,double definition
62770,Supply RNA to supplement form of bluish cleaner,nailbrush,nailbrush,anagram
55225,Accept a proposal in Gretna Green,agree,agree,double definition
37134,Pick holes in garment with a run in it,carp,carp,assemblage
59280,Wise duke upset top drawer,degas,degas,assemblage
42610,There's sustenance when I turn into bananas,nutrition,nutrition,anagram
35533,Run and puff - clergyman required,administer,administer,assemblage
49497,Rocco is troubled by wind,sirocco,sirocco,anagram
18901,Run off with a politician after last month,decamp,decamp,assemblage
59202,"Governed by air, its function is to give resilience under foot",underlay,underlay,assemblage
83356,A suitable sucker?,tailorsdummy,tailors dummy,assemblage
66563,"Swiss banker consumes carved roast, being a man of taste",gastronome,gastronome,container
47816,Politicians get the point first in these jokes,stories,stories,assemblage
21827,"Outline result, if arsenic mixed with oxygen",scenario,scenario,assemblage
83852,Material point to occupation,linen,linen,assemblage
106205,Sick records written up by week,spew,spew,assemblage
81649,He wrote about Eliza Mole,emilezola,emile zola,anagram
104388,"New proof is put to ninety-nine, half-asleep",soporific,soporific,assemblage
38839,Those last shall be first - that's moral significance,ethos,ethos,anagram
6561,Would you see railwaymen as a result of taking this approach?,runup,run up,assemblage
61685,Shows great confidence with props and one's material,strutsonesstuff,struts ones stuff,assemblage
58030,"He may play a part in panto, great in size",ogre,ogre,double definition
86950,Wake up at the back?,slipstream,slipstream,double definition
33402,Correctly ascertaining one's railway connections?,ontherighttrack,on the right track,double definition
44433,Prognostications provided by women's magazine,omens,omens,hidden word
112392,Spot representative in stately home,pimple,pimple,container
115277,School actors downloaded recording,podcast,podcast,assemblage
88418,Servitude when the majority take everything,thrall,thrall,assemblage
32709,Bird cooked around noon for correspondent,penfriend,penfriend,assemblage
141586,"Breaking hand, return to a bit of carpentry",mitrejoint,mitre joint,assemblage
108015,Those in society on form,workingclass,working class,double definition
104822,"Second double entendre, perhaps, suggests going for a slash?",swordplay,swordplay,assemblage
112089,Play area feature? Not exactly,roundabout,roundabout,double definition
651,Love in its present form is a bit green,oasis,oasis,container
16678,"Union leader is more confident, having taken much interest",usurer,usurer,assemblage
17571,Too much of pals to finish off with round of golf,also,also,assemblage
99753,Agent is fine performer,factor,factor,assemblage
72061,"Teach a king English, with an hour off for a bite?",teacake,teacake,assemblage
90619,Partly dishonest one remains a potential executioner,stoner,stoner,hidden word
79580,Wait for time in bathroom,bidet,bidet,assemblage
46373,Writer wrote timeless moving lines,orwell,orwell,anagram
46726,"Enigmatic, keen and in charge, set about exercising",cryptic,cryptic,assemblage
134722,"They hang from the neck of special friend, married on the rebound",dewlaps,dewlaps,assemblage
45152,"Darkness is short, but not far away",nigh,nigh,assemblage
80480,En voyage without information and refusing accommodation,intransigent,intransigent,assemblage
64227,USA twice interfered with Libyan leader: nothing new there,asusual,as usual,anagram
8748,Conclude there's no getting out of hell,infer,infer,assemblage
20503,Girl cuts end off trousers,jean,jean,assemblage
108803,Dud and Pete's initial prominence,bump,bump,assemblage
128545,Longfellow's poem this girl won't conceal,evangeline,evangeline,double definition
83786,Indians ain't much moved by old chief with muted war cry,iainduncansmith,iain duncan smith,anagram
140189,Something funny in setting of gelatin,tagline,tag line,anagram
54907,Head grasps the point: make it stick,paste,paste,container
84311,Time to request church to provide a working party,taskforce,task force,assemblage
88152,"Breakdown in relations for tabloid, which is charged having pursued princess",disunion,disunion,assemblage
77398,Better order meal before I make a speech,ameliorate,ameliorate,assemblage
20658,"It's an indication for drivers, by the way",roadsign,road sign,double definition
92117,What an indulgence!,pardon,pardon,double definition
20651,Back massage by Norse causes skin injury,burn,burn,assemblage
102897,"""Song of Songs"" initially associated with religious ceremonies",spiritual,spiritual,double definition
136942,Most recent points,newest,newest,double definition
88936,Sweet that's lavish in nuts,bananafritters,banana fritters,assemblage
104906,"First man on planet keeps side, which is to the left",marxism,marxism,container
49809,Ah Harpo! Possibly one of the greats of yesteryear,pharaoh,pharaoh,anagram
76353,Return note with grass blade,knife,knife,assemblage
108183,She has promised to give a hand,fiancee,fiancee,double definition
16581,Long snake put down with anger,aspire,aspire,assemblage
138683,"Constantly reproducing, much like anti-abortionists, I see",prolific,prolific,assemblage
35,Article involving misrepresentation of foreigner,alien,alien,container
131219,"Worker often seen wearing blue, red, green and russet, I suspect",registerednurse,registered nurse,anagram
125406,Dispose of at a higher price,sellup,sell up,assemblage
32906,A mild imprecation - here's an example,dash,dash,double definition
36700,Bill's after that woman from EastEnders,poster,poster,double definition
110389,"Nobleman to bail out in a metropolis, having to carry can",accountability,accountability,assemblage
65952,Expert locks up old books without delay,pronto,pronto,assemblage
87935,Poor ascent is difficult,hardup,hard up,assemblage
4172,Secret soldier,private,private,double definition
4338,Take advantage of a bold stroke,exploit,exploit,double definition
117596,Air that way maintains right height for bird,songthrush,song thrush,container
135756,Intended to put one's name in a legal document,designed,designed,container
138291,Up to date on focus again,recentre,recentre,assemblage
60488,"US polar explorer - and aviator, by the way",byrd,byrd,assemblage
15866,Colour that could be fancy but not loud,cyan,cyan,anagram
80487,Hate journalist over investigation,detest,detest,assemblage
62078,Guided minister of German blood to devour poor Kent,blunkett,blunkett,assemblage
26882,The French fellow at match gets space to manoeuvre,legroom,legroom,assemblage
27407,Scumbag in wingless car?,heel,heel,container
82444,New song about knight in realm of fantasy,narnia,narnia,container
78612,Place in a mess with habit of every character,alphabetic,alphabetic,assemblage
92952,Is crack badly affected by movement of traffic?,carsick,car sick,anagram
88852,Back seat,posterior,posterior,double definition
36461,Keep away from a vacuum,avoid,avoid,double definition
57293,Balance regarded as fit by French banker,equipoise,equipoise,assemblage
126639,Stimulating postcard?,sparking,sparking,double definition
138922,Nectar: it's spread around top of pork crackling,crepitant,crepitant,container
125901,Marble passageway,alley,alley,double definition
78783,A sign of emotional entanglement,loveknot,love knot,assemblage
106316,Work of Da Vinci remains superior,lastsupper,last supper,assemblage
78687,Cook cabbage - it's said to be a scientific principle,boyleslaw,boyles law,assemblage
9203,Swimmer cut grass round hotel,minnow,minnow,container
105839,Island puts down pets,cossets,cossets,assemblage
78023,Road surface touched a river from behind,macadam,macadam,assemblage
68533,"Capped for Ulster, are they?",knees,knees,double definition
51357,Reliable way to limit bloodshed,staunch,staunch,double definition
80127,"Thought highly of, but always dipping into wine",revered,revered,container
54591,Japanese growth threatening our country?,knotweed,knotweed,double definition
42854,Go overboard for a record,turntable,turntable,double definition
34848,First man to be a mother,adam,adam,assemblage
24738,Sort of entertainment seen as turning weary,satire,satire,assemblage
12162,"Original ""back to nature"" author?",thoreau,thoreau,double definition
44993,Cheeky? Section of arena talking,natal,natal,hidden word
26618,"Stone me! Belonged to you a long time ago, in a way",amethyst,amethyst,assemblage
77803,Description of Els's scores,lines,lines,double definition
114871,What is written in the first half of November?,shortstory,short story,assemblage
73619,Germany in with broadness of beam,width,width,container
33356,Arrangement of Israeli composer,salieri,salieri,anagram
73991,A five-nil reverse that may be scrambled,ova,ova,anagram
86972,"Crack cocaine's heading into US city, providing financial stability",solvency,solvency,assemblage
17818,Providing back-up when company is a failure,fiasco,fiasco,assemblage
20824,Contradict Yankee after study,deny,deny,assemblage
105167,Frontiersman finds the front line at regular intervals,bowie,bowie,hidden word
133143,"Insult the sovereign, say, when changing sides at the front like a traitor",disloyal,disloyal,assemblage
64019,"Cook's vessel, one seen in rain, beam obscured",bainmarie,bain marie,anagram
52426,Bob's legs turned over,snip,snip,anagram
98700,Primate and friar,capuchin,capuchin,double definition
26103,Such a thumb to stick out?,sore,sore,double definition
31506,"It makes pepper pot mine, anyhow",pimento,pimento,anagram
38740,Old Shakespearean wino denied victory - this to add flavour?,oregano,oregano,assemblage
63733,Low sound and soft to carry with difficulty,hump,hump,assemblage
82230,Perhaps men say he's a sycophant,yesman,yes man,anagram
92426,Where noodles may end up?,inthesoup,in the soup,double definition
115065,Ordinal in West to show bottom face up?,maninthemoon,man in the moon,anagram
15562,"Bored, it's suggested? Take down Waterloo",defeat,defeat,double definition
101932,Winter trip?,fallover,fall over,assemblage
56752,Drinks lacking body?,spirits,spirits,double definition
89522,Desolation of writer coming to a head,wilderness,wilderness,assemblage
42856,Battle erupting around vessel's deck,turntable,turntable,anagram
53290,Consumer zone sounding like Biblical charity gig?,arcade,arcade,assemblage
114429,Strike supported by a devout Buddhist,lama,lama,assemblage
75025,Went round green filling in two holes in order,overtook,overtook,assemblage
86844,Note carrier soaked and all in,wallet,wallet,container
73213,American bar with players - tense meeting at the end,abutment,abutment,assemblage
54849,"Win over Germany is a romp, oddly",disarm,disarm,assemblage
42188,"A medic attending university student, six-footer not confined to bed",ambulant,ambulant,assemblage
8506,Mixed aromas embellish love for full-bodied Spanish female,amorosa,amorosa,anagram
38934,"Tho' semi is falling apart, it's most cosy",homiest,homiest,anagram
64123,Man of the cloth always involved in split,reverend,reverend,container
108615,Perhaps banks lending capital make a killing,slay,slay,assemblage
88001,"Inflict a soaking, though partner keeps rain off",marinate,marinate,container
105325,Cold tops in container for ice or snow,cocaine,cocaine,assemblage
90781,Bread's an inflationary force on US money,pumpernickel,pumpernickel,assemblage
87586,Rocks found in prospectors' sieves,cradles,cradles,double definition
50869,Bookish American must leave - that's flat!,studio,studio,assemblage
48873,He wrote about a large weight,zola,zola,anagram
12184,Spot in Hautes-Pyrénées,espy,espy,hidden word
19438,Top sculptor's god?,odin,odin,assemblage
82087,One may retire in this close match,nightie,nightie,assemblage
31677,Tabitha Twitchit to find home,habitat,habitat,anagram
30830,"The end of the month, perhaps, so spread it thither",thirtieth,thirtieth,anagram
31527,Community programme involves university lecture about electrical resistance,outreach,outreach,assemblage
79338,Declare numbskull never stopped eating,asseverate,asseverate,assemblage
78111,"Test place for Benaud, say, evokes free style compositions",capricci,capricci,assemblage
115850,"Take part, bagging large total",complete,complete,container
78139,Isolates wavy lines between quarters,enisles,enisles,container
121595,Is a solicitor involved in resumption?,importunes,importunes,assemblage
62215,Plain sailing finally during month without leadership,ugly,ugly,container
100512,Frightened editor has a wound that's healed,scared,scared,assemblage
91383,To understand nearly all of Italy is a drug,digitalis,digitalis,assemblage
30164,Young ladies at Lord's?,maidens,maidens,double definition
20173,A hundred too old to get press write-up?,coverage,coverage,assemblage
85116,He doesn't catch it. But will he later?,butterfingers,butterfingers,double definition
79730,"Noted man being taken to court, this the result?",verdict,verdict,assemblage
30662,"Cosily small, given space eventually",intime,in time,assemblage
87976,Swallowed piece of pineapple complete outside pub,wateringhole,watering hole,container
89173,"Tooting, formerly, also housed branch of husbandry",beekeeping,beekeeping,assemblage
136200,Tastelessness of cod Iceland found in Arctic,indelicacy,indelicacy,assemblage
90455,Big part of car,bumper,bumper,double definition
109846,Decisive blow with a bit of a strike for money,kopeck,kopeck,assemblage
21538,Enthusiastic about the French and their country - female lacking bigotry,intolerance,intolerance,assemblage
98383,"Confirm a try, if converted properly",ratify,ratify,anagram
122042,Spooner's alarm for a tart?,bakewell,bakewell,anagram
121802,Better qualified as someone to provide a welcome,meeter,meeter,double definition
28441,See Moor's scabbard,sheath,sheath,assemblage
78760,Tea ladies initially interrupted by exercises in place of worship,chapel,chapel,container
53970,Diabolical ally is dropping King Henry the First,fiendish,fiendish,assemblage
51463,Good-looking six-footer foolishly married short lady,redadmiral,red admiral,anagram
92988,"Gad about, dashing round eastern half of Kyiv",gallivant,gallivant,container
54988,See lambs going round in flocks together,assembles,assembles,anagram
23928,Issue half of them before a race,emanation,emanation,assemblage
22176,Strip shown in scene and suspicious motive involved,dennisthemenace,dennis the menace,anagram
139601,Pam ceded building and made off,decamped,decamped,anagram
116019,Certainly no malt house get away up North,hooch,hooch,assemblage
127915,They make cold scalp hot in a blizzard,clothcaps,cloth caps,anagram
37925,He killed a couple of fools in the end,assassin,assassin,assemblage
96552,Bays of victory,laurels,laurels,double definition
2964,Jug can clink,prison,prison,double definition
108965,Home with police turning up to get rebellious youth charged,indicted,indicted,assemblage
49667,Provoke audible discord,rouse,rouse,double definition
11177,Hollow bishop with a thing to be confessed?,basin,basin,assemblage
33548,A support thus returned is appropriate,apropos,apropos,assemblage
66014,Tackle English bird,kite,kite,double definition
52805,Clue found in a drawer,lead,lead,double definition
34746,Apologising for oriental thingumajig in competent dish,eatinghumblepie,eating humble pie,assemblage
97656,I find reformed smoker irritating,irksome,irksome,anagram
101881,Might girl's back be her best attribute?,mainasset,main asset,assemblage
16441,Put cap on after knocking back drink of Pale,pallid,pallid,assemblage
35471,What's Espagnol to one Russian composer is Italien to another,capriccio,capriccio,double definition
137212,Wherewithal to cut music man's topknot,knives,knives,assemblage
83519,A campanologist is late - or something very like it,deadringer,dead ringer,assemblage
132350,Start again and again in the event,triplejump,triple jump,assemblage
21678,Gamble heavily in dive,plunge,plunge,double definition
102721,"Happily, one can look down from here",oncloudnine,on cloud nine,double definition
61735,Picture effort,shot,shot,double definition
30494,One who cares to make an offer,tender,tender,double definition
59112,It's an offence to go to a part of Putin's Russia,crimea,crimea,assemblage
61024,Operatic prince to leave in unending anger,igor,igor,assemblage
36407,"Belt designed by teacher without a wife, so it's said",surcingle,surcingle,assemblage
100650,Little copy from single credit in second class,microform,microform,assemblage
95429,Hedge featured in abstract painting style,hardedge,hard edge,double definition
124575,"Grating cheese at first, add tins or nuts",discordant,discordant,anagram
96770,Old craft displayed by great striker keeping City up,arkroyal,ark royal,assemblage
116589,Just keeps going when credit's no longer available,ticksover,ticks over,assemblage
55314,Drunk given prison sentence none too soon,hightime,high time,assemblage
16340,Lizard again becoming animated around mid-January,iguana,iguana,anagram
19949,Nippers reported other nippers,pinchers,pinchers,double definition
122500,Maximum awareness required when the H. Grail is exposed,highalert,high alert,anagram
72992,Group for the clever chaps observed losing weight,mensa,mensa,assemblage
48036,Case of Julia ignoring odd parts after film,etui,etui,assemblage
104137,"It's cheek to require money first, even for an essential part of Christmas dinner",breadsauce,bread sauce,assemblage
6873,Ripped up one chapter with a steamy line,erotic,erotic,assemblage
12711,Where more than one rider is seen in A & E,tandem,tandem,hidden word
23635,Lobby for charm,entrance,entrance,double definition
110746,Marine upset a lunatic,nautical,nautical,anagram
104732,Campaigning for a straight delivery?,onthestump,on the stump,double definition
138450,First two of irritating Pogues' wayward followers,groupies,groupies,anagram
7584,Here's hoping I spring a surprise,aspiring,aspiring,anagram
50529,Exhibit plastered and completely sealed,airtight,airtight,assemblage
33967,Piece of branch with shoot on it,firearm,firearm,assemblage
103855,"Edge under top of boater, perhaps?",brim,brim,double definition
106980,"Extremes of terror in air - with weapons, treats violently",strongarms,strong arms,container
26191,Promoter and mentor keeping Egyptian leader right,advertiser,advertiser,container
22634,Poet almost keeping America in a state of excitement,suspense,suspense,container
50384,Fool gets all Yorkshire to make hard cases,nitridings,nitridings,assemblage
119520,Drop feathers in trash,teardown,tear down,assemblage
96046,Relative to help people out - a social worker around university,maidenaunt,maiden aunt,assemblage
100352,"It's possible, without hesitation, to produce puzzles",posers,posers,assemblage
47682,Fights waste,scraps,scraps,double definition
112485,Gallery in the Pantheon?,gods,gods,double definition
128120,Two English animals on the loose in Pacific region,melanesia,melanesia,anagram
4381,It can ruin a good deal,dryrot,dry rot,double definition
91024,Suggestion for objective in union amalgamation,innuendo,innuendo,assemblage
130283,Forced to admit routine is rehearsed,practised,practised,container
70321,See fruit,date,date,double definition
56851,"Having scratched bottom, chance to embrace scent around rear of khazi, causing inflammation of nose",rhinitis,rhinitis,container
120097,Popular cops in Paris secure square deals,inflicts,inflicts,assemblage
4906,Number for five-a-side? Any number is required for game,tennis,tennis,assemblage
49068,"Picture gives an image, ultimately distorted",envisage,envisage,anagram
61728,Bullet snapped,shot,shot,double definition
112065,Theatres where they now indulge in games of bingo,playhouses,playhouses,assemblage
97821,Later organisation of workers' guild,artel,artel,anagram
106969,At sea as number one in warship,submarine,submarine,assemblage
91456,Swine on time for part of pig,trotter,trotter,assemblage
119209,Probably time to tuck into sausage pie,ataguess,at a guess,anagram
100450,Little old lady close to Russian revolutionary,minuteman,minuteman,assemblage
75576,"Heart of the metropolis, is it?",citycentre,city centre,assemblage
49462,Skipper goes round southern island missing bit of ship's apparatus,capstan,capstan,container
84439,Submission of guard protecting royalty,deference,deference,container
81555,Leg bound to be broken by heavy stick,bludgeon,bludgeon,assemblage
118955,Officer and ordinary soldiers locked in toilet,commodore,commodore,container
88140,"King acted madly in theatre, executed patron",george,george,anagram
113399,Fast food preserver contracts nasty disease,tvdinner,tv dinner,container
118879,Ways to convert weapons,turnpikes,turnpikes,assemblage
